time,date,hour,precip [mm/day],sub676 [m3/s],sub677 [m3/s],sub678 [m3/s],sub679 [m3/s],sub680 [m3/s],sub681 [m3/s],sub682 [m3/s],sub683 [m3/s],sub684 [m3/s],sub685 [m3/s],sub686 [m3/s],sub687 [m3/s],sub688 [m3/s],sub689 [m3/s],sub690 [m3/s],sub691 [m3/s],sub692 [m3/s],sub693 [m3/s],sub694 [m3/s],sub695 [m3/s],sub696 [m3/s],sub697 [m3/s],sub698 [m3/s],sub699 [m3/s],sub700 [m3/s],sub701 [m3/s],sub702 [m3/s],sub703 [m3/s],sub704 [m3/s],sub705 [m3/s],sub706 [m3/s],sub707 [m3/s],sub708 [m3/s],sub709 [m3/s],sub710 [m3/s],sub711 [m3/s],sub712 [m3/s],sub713 [m3/s],sub714 [m3/s],sub715 [m3/s],sub716 [m3/s],sub717 [m3/s],sub718 [m3/s],sub719 [m3/s],sub720 [m3/s],sub721 [m3/s],sub722 [m3/s],sub723 [m3/s],sub724 [m3/s]
1509,2014-02-18,00:00:00.00,0.844734,3.98128,7.52696,5.41524,5.66821,1.56617,1.2569,2.58819,3.63179,6.76029,12.8316,3.9897,66.8309,2.62396,5.11664,8.39692,4.20312,13.7928,9.77793,5.35294,2.76737,13.6856,2.21261,8.67873,3.72226,4.28093,4.57932,8.33573,8.33096,15.9528,4.73246,5.59027,7.91089,2.2467,10.1906,7.00305,4.6051,1.69649,191.37,12.4251,28.2106,6.5258,3.80595,5.44574,25.5559,2.59466,22.3659,7.91934,2.94408,4.97942
1510,2014-02-19,00:00:00.00,1.67966,3.88564,7.39795,5.37996,5.63187,1.56024,1.25174,2.53914,3.55852,6.60036,12.534,3.92419,65.3379,2.58455,5.03439,8.25412,4.14218,13.5779,9.60824,5.25945,2.72376,13.4272,2.18585,8.50344,3.64925,4.19775,4.49635,8.18765,8.18431,15.65,4.65165,5.47842,7.90321,2.21519,10.3693,6.87344,4.52597,1.7693,174.808,13.4836,28.9237,7.9333,6.70533,5.53562,25.2153,2.72371,22.0117,7.77654,3.4678,7.488
1511,2014-02-20,00:00:00.00,4.69994,3.79391,7.93787,6.19214,5.92306,2.97242,1.8815,5.23167,3.61757,6.45154,12.4756,5.9686,64.6698,2.82198,5.34466,8.32687,4.59611,13.4121,9.71821,7.84824,4.67582,13.2334,4.9514,8.70903,3.61229,10.545,6.13274,8.38268,11.9022,15.7333,8.25407,9.03352,10.6707,2.88599,12.2816,7.89088,4.96705,3.4692,174.304,19.1848,33.665,16.0067,12.7434,10.4609,26.0475,6.74055,22.8199,7.7244,6.95394,14.4733
1512,2014-02-21,00:00:00.00,7.0624,3.84239,10.0043,12.8352,8.55081,11.9109,7.17932,27.153,12.365,7.14484,13.592,9.86547,66.4653,8.78326,8.01134,11.5725,6.40125,13.5824,13.1492,20.5759,14.7884,20.4933,17.8522,12.126,7.87577,43.97,16.5159,14.8484,20.9913,18.2475,14.8435,14.5807,26.0392,8.90866,23.4253,11.9435,9.30516,10.6502,190.443,28.4039,43.6898,26.6273,17.3957,20.4695,37.6222,13.1644,25.6891,13.3299,13.2083,24.0439
1513,2014-02-22,00:00:00.00,3.64695,6.91302,22.1254,23.6893,14.9683,21.5091,14.7335,26.9288,25.0249,15.756,16.6234,15.0081,72.6001,15.6466,14.471,22.1737,10.2501,17.146,23.9941,33.9598,28.7904,45.8076,28.4254,24.6579,38.4425,42.6415,26.6451,33.8039,27.7889,27.6426,21.4316,22.881,41.8276,24.0108,57.3257,17.6955,18.5986,17.335,208.868,37.8707,50.6445,31.7004,19.7906,28.5405,47.9375,12.7945,30.3975,27.1659,14.9109,28.385
1514,2014-02-23,00:00:00.00,1.23847,33.1157,29.5136,23.183,24.0287,12.9719,15.1673,5.93239,26.6668,23.5416,23.963,23.8074,82.5506,16.0995,21.502,29.4206,24.0783,34.7376,32.8163,46.4091,25.9029,54.1799,17.2781,44.1516,37.9912,11.004,23.2489,33.9003,28.4396,41.1203,22.7635,26.9484,33.4878,24.1607,97.6956,23.6365,21.9474,11.2417,209.772,52.1949,49.2261,28.6673,17.7141,30.1782,54.01,7.65293,36.5326,33.9231,10.3315,20.3342
1515,2014-02-24,00:00:00.00,1.26926,30.6704,36.2275,29.0424,23.4541,2.1738,7.65875,4.69222,15.0358,18.3195,30.3761,17.0589,99.0164,9.34878,25.6852,25.7511,38.1738,64.1392,29.5492,34.0705,11.2671,34.4718,5.25351,55.0656,8.85638,8.28377,14.3179,26.2,24.9174,48.7937,15.8459,15.6178,33.6408,9.03666,90.8382,24.8502,15.349,3.31772,203.609,59.0978,48.9291,19.0647,11.5801,23.0674,60.4981,4.64945,42.4529,25.366,6.36765,11.9861
1516,2014-02-25,00:00:00.00,1.34167,5.36809,27.3881,30.6748,29.3337,2.07523,2.21497,5.19394,6.09815,36.5558,30.8008,5.07714,96.4687,3.48322,23.8783,25.4131,26.0607,69.5163,33.2801,11.297,5.75365,33.567,5.10229,48.0232,6.951,9.10773,8.55538,32.8071,23.7517,47.6142,8.74667,6.83764,44.2672,3.77467,83.1754,18.4424,8.63018,2.74936,200.753,44.0555,57.9983,12.0412,7.98636,14.7507,58.8526,3.67015,47.9884,14.7142,4.68357,9.16382
1517,2014-02-26,00:00:00.00,1.38033,5.95432,8.82306,13.901,30.981,2.23052,1.9037,5.44369,6.59452,34.3843,23.8079,5.47595,94.8797,3.77951,19.1685,29.9126,8.30534,45.8078,44.4608,10.4968,6.31649,53.2378,5.51135,27.3878,7.66698,9.47615,7.09821,29.831,22.591,40.9863,6.42804,7.24815,36.1333,4.1722,97.59,11.4623,6.07262,2.97087,204.337,27.0982,70.8276,9.66587,6.42399,9.81678,67.5334,3.51838,53.129,10.1045,3.9522,7.24684
1518,2014-02-27,00:00:00.00,1.39678,6.28247,9.25377,6.81574,14.2178,2.34975,2.04082,5.53431,6.82927,9.23727,24.129,5.7197,123.341,3.96456,13.3613,28.2999,5.6756,39.4945,32.6298,11.2071,6.58532,64.7366,5.6931,15.0403,7.99891,9.56533,7.3868,21.1772,15.7672,30.978,6.70031,7.4842,42.9251,4.40315,76.0517,8.63064,5.81941,3.10083,197.264,20.2035,79.5094,8.84967,5.30911,7.40817,71.2504,3.58822,54.0867,9.23665,3.96451,7.17163
1519,2014-02-28,00:00:00.00,1.39818,6.43316,9.529,6.86728,7.14006,2.43963,2.14147,5.52825,6.89736,9.89603,30.8873,5.84913,142.834,4.06514,8.11122,23.6953,6.03732,50.3055,15.0433,11.5213,6.67224,57.9381,5.73549,15.8404,8.09365,9.49045,7.50802,15.4969,11.8115,21.7155,6.84674,7.58999,48.2071,4.52194,45.4596,8.42801,5.9792,3.17147,186.9,17.8365,89.3257,8.95664,5.41287,7.59528,59.2785,3.62793,48.4033,9.48391,4.04011,7.32169
1520,2014-03-01,00:00:00.00,1.39025,6.4698,9.68382,7.11647,7.19694,2.5078,2.21493,5.46501,6.86351,10.242,25.9002,5.90027,164.938,4.10772,7.18309,17.9324,6.27287,38.8339,12.4974,11.5894,6.65062,37.3378,5.69506,16.3662,8.0481,9.32338,7.51964,14.0044,12.1019,18.5538,6.90275,7.60631,28.4748,4.57174,30.4489,8.58771,6.0671,3.20335,192.215,18.0863,89.8451,9.1164,5.52346,7.78873,50.1553,3.63623,41.598,9.61861,4.08085,7.42492
1521,2014-03-02,00:00:00.00,1.44214,6.43471,9.75164,7.31185,7.44957,2.55963,2.26847,5.36672,6.7685,10.3749,44.2371,5.89892,183.127,4.11134,7.37655,12.6855,6.41795,21.4872,12.8826,11.5078,6.56444,24.9019,5.60648,16.5058,7.92261,9.10157,7.46086,14.1901,12.2052,18.9024,6.89678,7.56287,15.7995,4.57628,25.213,8.9857,6.21066,3.20823,202.871,18.4078,66.9552,9.21642,5.60308,7.92153,41.9943,3.6648,39.7869,9.67193,4.10137,7.49478
1522,2014-03-03,00:00:00.00,1.35649,6.35488,9.75778,7.45414,7.64688,2.59609,2.30668,5.24803,6.63739,10.3706,42.0761,5.86191,168.107,4.08892,7.48381,11.733,6.5011,19.0963,13.0993,11.3366,6.43921,25.5382,5.48911,16.4087,7.74879,8.85034,7.35718,14.167,12.1795,19.0535,6.84905,7.48,14.5443,4.55053,25.7209,9.22627,6.71107,3.19453,220.323,18.561,47.8267,9.29429,5.67055,8.00814,35.6704,3.90961,39.0796,11.1686,4.11821,7.53507
1523,2014-03-04,00:00:00.00,1.33546,6.24733,9.72023,7.55828,7.79031,2.62182,2.33253,5.11941,6.48559,10.2797,16.8806,5.80108,135.801,4.0485,7.52989,11.8833,6.54091,19.5775,13.196,11.1124,6.2925,25.855,5.35576,16.1697,7.5481,8.58907,7.22631,14.0109,12.0699,19.0571,6.77371,7.37121,15.0472,4.50472,26.4372,9.44385,7.02783,3.16865,245.609,18.5909,41.9877,9.3365,5.70425,8.06625,33.2671,3.84176,35.3294,12.7211,4.11579,7.58717
1524,2014-03-05,00:00:00.00,1.31295,6.12297,9.65163,7.62997,7.89482,2.64123,2.34988,4.98568,6.32279,10.1345,17.4525,5.72463,137.725,3.99605,7.53335,11.9348,6.54735,19.8463,13.2101,10.8582,6.13518,25.7636,5.21537,15.847,7.33714,8.32464,7.0794,13.7752,11.9061,18.9558,6.67894,7.24567,15.3585,4.44657,26.8727,9.60163,6.45812,3.13466,269.549,18.5349,38.5513,9.32017,5.71527,8.10607,33.4822,3.51859,31.0209,11.1494,4.06549,7.53033
1525,2014-03-06,00:00:00.00,1.28906,5.98893,9.56082,7.67304,7.96625,2.65429,2.36128,4.85032,6.15511,9.95561,17.6867,5.63755,134.788,3.93603,7.50698,11.9165,6.531,19.962,13.1665,10.5893,5.97271,25.4245,5.07202,15.4762,7.12194,8.06245,6.92329,13.4908,11.7078,18.7827,6.57133,7.10968,15.5348,4.37999,27.114,8.90685,5.92066,3.09507,296.474,18.4205,38.4794,9.24109,5.69364,8.0839,33.7857,3.45197,28.7749,9.47387,4.0076,7.39988
1526,2014-03-07,00:00:00.00,1.26776,5.84978,9.45408,7.69889,8.00857,2.66221,2.36732,4.71563,5.98644,9.75637,17.6918,5.54354,97.8715,3.87084,7.45902,11.85,6.49957,19.9733,13.0795,10.3137,5.80909,24.9395,4.92867,15.0814,6.90729,7.80593,6.7626,13.1793,11.4881,18.5583,6.45643,6.96752,15.6175,4.30798,27.2171,8.32078,5.85256,3.05166,303.65,18.2545,38.748,9.15034,5.65787,8.03209,32.8743,3.3996,28.3041,9.39076,3.96667,7.33893
1527,2014-03-08,00:00:00.00,2.09096,5.75395,9.42191,8.04765,8.17205,3.17576,2.72261,5.10655,6.53948,9.90861,17.6577,5.85402,84.6371,3.84122,7.5639,11.8451,6.73325,19.9286,13.0687,11.0192,6.30987,24.3842,5.41254,14.6929,6.69911,8.02414,6.83619,12.8605,11.4234,18.5566,6.98113,7.31326,16.49,4.60319,27.454,9.42065,6.10754,3.26949,284.379,18.6142,39.0634,9.12408,5.63756,8.02115,33.4463,3.74573,29.153,9.31978,3.98501,7.63811
1528,2014-03-09,00:00:00.00,1.34399,6.36156,9.42902,8.84303,8.52026,4.46282,3.52341,4.97893,7.25836,10.0807,17.8622,6.36416,85.55,5.20783,8.0725,13.1211,6.77083,19.916,14.0713,11.2647,7.30644,25.1342,6.19618,14.3587,6.96183,7.78562,6.97672,12.796,11.5885,19.2221,7.60343,8.67316,17.7816,6.2304,27.7542,10.303,7.58924,4.48527,274.676,19.5163,39.7567,9.32254,5.62328,8.01663,35.0464,4.33911,30.0001,12.8847,4.18132,7.94497
1529,2014-03-10,00:00:00.00,1.22811,6.17968,9.2458,8.67007,9.17584,3.96287,3.86792,4.33456,6.39995,9.54913,17.9049,5.94891,86.3582,5.16051,8.67489,13.06,8.41289,21.5141,14.4083,10.5507,6.50011,24.8044,5.44772,13.944,6.76205,7.09809,6.99639,12.4735,11.5366,20.2406,7.48982,8.16435,17.2619,5.80702,28.2304,10.8643,8.52955,4.30913,288.364,19.8883,40.2135,9.50258,5.63495,8.04425,35.4664,4.24428,30.0923,16.7033,4.28844,8.00823
1530,2014-03-11,00:00:00.00,2.12551,5.89117,12.253,9.35548,9.1137,2.73487,3.08526,4.23968,5.38863,13.6042,17.6155,5.60905,85.364,3.70093,10.4122,12.8588,11.4963,24.5725,14.3806,9.81867,5.22551,22.838,4.4916,13.4902,6.11351,6.90584,6.54483,12.1409,11.448,20.4267,7.2787,6.88292,18.6651,5.35341,28.6455,12.8873,7.72949,3.18296,305.761,21.343,39.7357,9.3587,5.62675,8.03663,35.9527,3.80529,31.3397,14.1237,4.15912,8.02034
1531,2014-03-12,00:00:00.00,1.67551,14.5889,16.8309,10.0192,9.93842,2.96808,2.44573,4.14901,5.97518,18.1064,16.9571,7.4335,83.6697,4.86058,16.1636,22.4716,9.80643,25.3416,27.9127,9.10784,5.13457,22.0456,4.4717,13.1121,5.93389,6.77989,5.99924,12.2197,11.5844,22.0996,8.24393,9.39528,22.794,8.84639,32.1109,14.4686,8.90625,4.02259,320.065,22.9944,38.9267,9.18386,5.63025,7.99624,36.4037,4.12186,34.6135,16.5835,4.02636,7.6398
1532,2014-03-13,00:00:00.00,1.77766,17.1937,21.7284,8.6892,10.4895,3.14586,2.7022,4.0445,5.86139,14.1065,18.3748,7.31631,84.9737,7.27817,20.0331,26.8443,11.9632,25.3732,38.7106,8.92783,5.07249,21.5371,4.45309,12.7506,5.79148,6.86431,5.96283,12.2219,10.9706,27.7662,10.3034,15.0346,22.2653,8.41395,41.7825,15.7866,12.7622,3.98212,318.179,21.1268,38.8041,9.25355,5.85738,7.87514,35.8599,5.46736,37.7895,24.6611,4.21233,8.50689
1533,2014-03-14,00:00:00.00,1.15992,8.4974,17.5351,8.00091,9.01894,2.92473,2.90956,3.91507,5.02343,18.2239,20.6931,5.27296,87.6434,6.89376,15.1372,24.0623,15.1654,36.9748,30.2657,8.70623,4.97669,21.0845,4.58105,12.4313,5.8976,6.58351,5.93317,11.7243,10.176,33.3441,10.6582,13.8888,23.9227,5.18785,42.4188,18.3623,13.7182,3.42143,282.104,18.4408,39.694,10.8251,6.85892,9.50029,38.7389,6.44146,39.663,22.9084,5.52231,9.66865
1534,2014-03-15,00:00:00.00,5.3059,5.72622,12.7679,9.33341,8.98768,4.42135,3.63242,7.27114,7.98556,22.8932,19.5038,7.86894,90.0798,4.72133,12.5212,25.2814,12.1376,46.0437,25.159,11.5847,7.00732,20.5495,7.1905,12.5008,5.74106,15.0439,8.83565,11.2457,12.9819,35.0839,12.8265,11.4975,30.8624,5.37778,39.8296,21.3365,11.6757,3.99904,252.956,20.6398,42.1934,14.4693,11.7232,12.3374,42.6919,7.38672,42.7181,16.819,7.27739,15.1824
1535,2014-03-16,00:00:00.00,1.2924,9.55154,15.4274,12.2584,10.3393,8.83671,5.76086,7.19221,12.181,16.3685,24.3363,13.8569,100.832,11.5068,16.5442,26.8353,9.17713,38.3098,31.1408,13.5791,10.9269,26.1088,10.8266,13.7026,11.5463,14.942,12.1535,18.2356,17.454,34.6335,14.6983,15.0287,32.0244,10.1409,47.4108,20.1978,13.5016,7.60459,259.807,26.9162,48.5686,25.0069,18.8281,21.5189,52.5669,8.5942,47.6204,22.0103,9.36553,16.0587
1536,2014-03-17,00:00:00.00,1.2159,9.46703,16.3368,11.2174,12.612,7.18592,7.10927,3.65485,9.07911,11.6573,30.3016,10.9666,119.281,11.7933,16.8575,24.0435,13.9285,37.49,31.9033,13.7566,8.66438,27.8779,7.96921,15.7015,11.3968,5.97498,12.5663,18.1463,18.0904,36.1551,14.1442,12.4827,26.8882,9.18845,56.27,18.5728,16.5984,6.8789,275.241,28.8665,53.6511,28.4077,16.3995,25.2373,55.6737,6.48907,53.1515,28.9041,10.4172,13.8065
1537,2014-03-18,00:00:00.00,1.26465,5.91284,13.4768,11.4697,11.5598,2.79048,4.77596,3.60973,4.81754,13.5333,26.196,5.01063,123.565,4.31905,14.1492,21.745,18.9548,47.9223,22.0313,11.4325,4.58438,21.5512,4.00632,16.6282,5.11403,5.96965,9.04901,13.7195,16.3842,32.723,10.7455,7.65513,28.9088,4.25963,49.7178,18.4588,12.2717,2.84892,288.235,32.8136,52.1755,20.4232,11.6094,20.8225,52.4253,3.70956,54.8533,21.392,6.89116,11.6906
1538,2014-03-19,00:00:00.00,1.48971,5.93286,9.46013,13.4956,11.8453,2.77527,2.47928,3.56253,4.83112,13.5165,28.1561,5.0405,121.001,4.0281,13.4237,22.2114,12.3578,47.2057,22.9307,7.87656,4.58004,20.3848,4.04844,15.0222,5.07687,5.95845,5.49432,16.7313,17.3774,29.6121,7.28493,7.1939,32.2829,4.32678,43.7513,15.8249,8.06301,2.88473,302.177,39.7279,50.2822,13.1759,9.0155,14.3816,64.9752,3.3863,54.0654,13.8038,3.74896,7.06609
1539,2014-03-20,00:00:00.00,2.64918,6.03186,10.4852,10.5851,14.2323,3.36029,2.72689,4.93223,5.38989,10.4798,29.9771,5.70282,122.435,5.39138,13.4263,19.6997,7.53425,32.1925,28.3879,8.65596,5.09076,22.3828,4.47746,12.1695,5.05183,9.5464,6.55598,17.3895,15.7137,33.364,9.07872,10.5533,26.1706,4.5988,49.2889,16.1121,10.6414,2.93954,288.129,29.1499,54.3322,9.42852,6.63258,8.09398,58.1049,4.55983,52.815,14.7681,4.01724,7.73757
1540,2014-03-21,00:00:00.00,1.4175,7.76292,11.6019,9.32233,11.2985,4.72963,3.33199,4.88779,5.96027,11.0334,23.5477,7.25329,111.078,8.07449,11.9823,20.3583,7.73843,30.0719,23.3119,9.2841,6.08027,24.8871,5.20216,11.2355,7.57353,9.58133,7.68533,16.8729,12.5395,34.9515,11.5855,16.4966,27.1826,5.52992,43.354,19.4084,15.0053,3.06576,250.242,17.3113,62.0669,11.566,8.16303,10.4659,47.9875,6.17236,54.4202,18.6437,4.97548,8.78759
1541,2014-03-22,00:00:00.00,1.3541,7.66613,12.8811,9.20455,9.72268,4.2746,3.92823,3.42512,5.37459,10.6353,19.2822,6.74447,108.98,7.92238,10.7104,20.2994,9.70436,36.4618,19.1921,9.76748,5.52102,23.9133,4.77492,12.1544,7.55346,5.94281,7.47507,13.3183,12.3897,36.0869,11.9191,14.9118,31.2951,5.35677,35.797,24.0195,15.6481,3.0527,234.586,17.6196,67.7391,13.1304,8.29757,12.7299,50.6986,5.52206,56.0016,21.6225,5.73801,10.718
1542,2014-03-23,00:00:00.00,1.64069,5.86663,11.9355,11.172,9.93825,4.12672,3.90205,4.58503,5.06186,11.7926,21.2344,5.38209,112.539,5.6054,11.3851,17.5495,11.9584,32.4841,18.1396,9.79086,4.91792,19.4178,4.22199,12.8581,4.93506,6.23437,6.64933,11.4423,11.7749,35.5175,9.89978,9.42283,29.3124,4.5842,32.73,23.8208,11.243,2.97617,235.406,18.0891,60.7294,12.7989,8.2809,13.1122,48.94,4.20933,53.5417,18.0871,4.92261,10.2816
1543,2014-03-24,00:00:00.00,1.28598,5.76875,9.67451,13.8616,11.8742,6.50564,4.53858,4.54447,5.28989,11.6338,20.8289,5.53006,102.226,5.44865,12.9371,17.5862,10.4544,28.5635,20.8952,8.86708,5.63254,18.6828,4.53121,12.6924,5.0571,6.18302,6.14884,12.8749,11.7454,34.5748,8.53915,10.1195,27.8659,5.39997,32.1309,16.9874,8.54376,3.12294,234.199,18.9614,54.8284,11.262,7.60439,11.3767,46.1283,3.7795,52.9857,14.26,4.02447,7.67673
1544,2014-03-25,00:00:00.00,1.28298,5.67538,9.49455,11.1601,14.2435,5.37224,5.26478,3.30974,4.91425,9.77688,17.1441,5.3387,93.4456,5.28412,13.514,18.0919,11.5706,27.9299,23.6026,9.17838,5.13308,19.8759,4.27786,11.8415,5.0064,5.73665,6.1485,12.6153,11.1208,34.4755,8.28556,9.83238,25.7566,5.17723,34.7818,13.6691,8.59835,3.03759,243.006,18.5057,48.8857,9.84131,6.37604,9.12192,40.1339,3.52367,52.1596,13.5601,3.97747,7.19029
1545,2014-03-26,00:00:00.00,1.27181,5.58328,9.42061,10.6481,11.5474,2.99827,3.88137,3.27507,4.56878,9.61347,17.5085,5.04663,91.6378,4.5435,12.4985,18.1555,13.6908,31.9213,20.2661,8.52342,4.32713,19.5333,3.87427,11.1961,4.73763,5.66891,5.7877,11.2448,10.2756,30.0875,7.68155,7.89641,26.7788,4.2142,34.8435,13.4657,8.40517,2.81563,250.555,17.4868,40.7251,9.72592,6.29371,8.83294,44.8103,3.49425,48.2505,13.082,3.95628,7.16864
1546,2014-03-27,00:00:00.00,1.25656,5.48165,9.34913,11.7526,11.0386,3.03504,2.70276,3.23012,4.49819,9.44869,17.0346,4.99984,92.4768,4.54077,11.8321,18.6489,10.3301,34.6902,20.4775,7.24316,4.27411,18.9116,3.81598,10.6774,4.67308,5.58294,5.43497,10.6856,10.3643,26.1228,7.23556,7.91867,28.6216,4.16142,34.433,13.0341,8.19788,2.78174,256.759,17.2553,42.0186,9.69335,6.25861,8.68091,45.9725,3.473,42.8834,12.9162,3.93049,7.1185
1547,2014-03-28,00:00:00.00,1.68552,5.44897,9.81429,9.56416,12.2571,3.34228,2.86037,4.1482,5.20099,9.79448,18.2489,5.37582,88.1326,4.50881,11.7002,17.6176,7.86312,29.0868,22.4933,7.65769,4.5793,17.9829,4.09302,9.96895,4.61289,7.77073,5.97702,10.7062,10.5721,25.4626,7.35848,8.05007,25.9616,4.34051,34.6382,12.9309,8.15351,2.82253,272.15,17.0705,43.1966,9.661,6.26704,8.68041,40.9024,3.52745,39.2757,12.7696,3.91113,7.11291
1548,2014-03-29,00:00:00.00,1.72129,6.99205,11.6174,9.04462,10.538,4.70431,3.38734,4.96082,6.66922,10.8285,18.7093,6.48807,84.1943,5.10737,10.9626,18.0865,8.00508,27.7643,19.8679,8.42703,5.44472,18.6729,4.67379,10.0311,6.66549,8.30152,6.8023,11.6827,10.9879,25.945,8.59864,9.61064,26.7542,5.42675,34.4342,12.957,8.24723,3.44212,276.884,17.0445,46.0014,9.69465,6.36327,8.70542,37.9186,3.74479,39.1003,12.873,3.92751,7.21989
1549,2014-03-30,00:00:00.00,1.70854,9.39319,13.6071,10.3758,9.94924,5.81054,4.08416,3.96303,6.66728,10.9253,17.8076,7.69243,83.8553,7.46204,10.6698,18.1019,8.96127,30.2606,18.2002,9.18412,5.54066,19.3996,4.4286,11.2927,7.22499,5.99927,7.08362,11.6301,11.3812,30.9478,11.4214,17.4303,27.282,5.31752,36.2158,13.2844,8.45285,3.7042,270.417,17.5604,43.7853,10.1542,7.0845,8.99849,34.884,4.54012,39.7781,13.5092,4.30367,8.78219
1550,2014-03-31,00:00:00.00,1.32475,7.6645,15.2571,11.1421,10.9675,4.61704,4.72884,3.07658,5.07711,11.2051,18.1954,6.51103,84.3272,7.34647,10.8531,16.044,12.1672,28.3886,17.4768,9.08477,4.55735,17.5113,3.72395,12.7873,5.04839,5.31532,6.45275,10.8371,11.2506,38.8398,13.7513,18.7772,23.7953,4.11504,35.7911,13.6399,8.86313,3.3188,258.39,18.5815,40.0098,12.0179,8.05087,11.1672,36.0905,5.66908,37.9376,15.0553,5.10122,10.3449
1551,2014-04-01,00:00:00.00,1.39364,5.04263,12.8147,13.3141,12.0042,3.54124,4.05057,3.04388,4.19861,12.853,17.6252,4.96652,83.343,5.90176,11.925,15.3458,14.2708,27.1157,17.2148,7.65272,3.98013,16.1532,3.50245,12.8683,4.35145,5.19455,5.47776,11.1644,11.3057,41.8067,12.5183,11.9788,22.995,3.86217,34.3994,13.9935,9.49383,2.90504,249.477,18.8845,40.6103,13.3237,8.26959,13.1538,37.245,4.96963,36.2203,16.5489,5.9514,12.3562
1552,2014-04-02,00:00:00.00,1.2295,5.01914,9.70021,13.2789,14.0933,3.53763,3.30522,3.00301,4.16004,11.0788,16.6911,5.26404,81.2986,7.2063,13.4665,15.4414,12.0634,26.5229,20.0222,6.71817,3.9252,17.0105,3.43566,11.1261,4.289,5.10985,5.09138,11.2542,10.8139,40.1745,10.7344,12.6441,23.005,3.80313,35.789,14.3,9.22781,2.56676,252.587,19.6205,39.4004,13.7303,9.45475,13.5652,39.1698,3.60416,36.315,15.1237,5.51947,11.0871
1553,2014-04-03,00:00:00.00,1.15638,5.02929,10.0406,10.0716,13.7729,3.37393,3.53241,2.95188,4.10501,8.4016,16.8056,5.32216,82.4615,6.24562,13.6579,16.5233,11.6397,25.4308,22.0025,6.62266,3.85636,18.4202,3.36391,9.32063,4.22595,5.00825,4.98159,10.5478,9.51913,40.3645,12.1349,15.924,23.4059,3.81742,36.0033,13.3177,8.14512,2.61612,259.301,20.7029,38.295,12.8489,8.97353,11.8545,40.638,3.2573,36.7388,12.6211,4.43601,7.3823
1554,2014-04-04,00:00:00.00,4.8632,4.92523,9.65344,9.00523,10.5295,3.2888,3.21126,2.93099,4.02809,8.31239,16.7281,5.06127,85.0018,4.28831,13.2291,18.0918,14.5035,27.6185,19.734,6.59581,3.86785,18.4014,3.64241,8.66459,4.15005,4.98747,4.89224,9.49256,8.87798,37.4748,11.5092,13.8768,27.7037,4.23892,35.2335,13.2802,7.52669,3.75275,263.902,22.3129,42.2199,13.4903,12.2047,10.4329,38.9043,6.25422,37.9955,11.075,5.52645,13.1312
1555,2014-04-05,00:00:00.00,3.0631,4.90432,11.8903,10.2399,10.0118,4.72525,3.60177,5.26354,5.80914,9.43234,17.4439,6.65713,88.5542,4.30755,13.5953,20.1561,14.3785,30.0414,20.4957,8.02222,4.86195,16.9616,4.77833,8.8473,4.18851,11.4594,6.93793,9.26395,10.6202,34.838,10.4892,11.482,34.1789,7.06814,39.65,14.6366,10.0342,11.6655,259.512,30.205,56.2553,25.8456,20.6465,20.3456,54.7332,11.0989,41.632,19.512,11.3798,19.3302
1556,2014-04-06,00:00:00.00,1.2205,7.33401,15.173,12.9729,11.2579,8.0556,5.30979,5.18736,8.13977,10.4658,20.9103,11.1431,92.5179,7.9065,14.1849,21.4464,11.9566,28.0485,26.1729,9.07679,6.50413,18.3122,5.59943,9.94435,9.54767,11.3949,9.34292,13.5327,13.3295,38.6795,11.7843,15.7647,30.2259,7.66628,61.5284,17.0159,14.3708,11.8474,246.775,35.8993,68.9391,36.237,20.792,32.4529,62.3391,9.62169,44.1223,32.305,16.3907,26.8091
1557,2014-04-07,00:00:00.00,1.18603,7.16377,18.8372,12.0907,13.4492,6.63241,5.95857,2.76691,6.33017,9.26089,20.2427,9.33834,94.1567,7.91448,13.6554,19.7142,13.1786,30.3641,25.8702,9.80879,5.36693,18.5785,4.3339,12.0287,9.48581,4.80861,9.59146,13.3669,13.6557,39.7969,11.7859,14.416,26.5436,4.74161,64.1456,19.7995,13.392,3.9595,258.198,47.8284,65.9615,32.3303,18.2161,35.6218,56.5321,5.00629,43.2778,26.4736,11.7495,24.0227
1558,2014-04-08,00:00:00.00,3.83887,4.65853,17.5492,14.6157,12.8699,4.05037,4.74017,4.10218,4.6983,10.9869,17.7586,6.31319,90.3699,4.41492,12.9692,18.4549,14.9333,38.4055,20.438,9.63227,4.29506,15.4402,4.32302,13.8331,4.05917,9.43103,8.67009,11.0883,14.218,36.1013,11.7396,10.8611,32.096,4.03447,63.1027,18.5836,8.76586,3.24998,272.665,66.2391,62.8772,22.267,16.829,25.5395,57.8997,5.3342,44.7982,13.8677,6.16881,14.1331
1559,2014-04-09,00:00:00.00,2.99737,5.49353,14.9998,18.2798,15.588,5.9635,4.74737,5.92373,7.11042,12.074,17.8931,10.2847,89.5042,8.93218,13.7118,20.5267,11.8334,37.8044,22.7533,9.1742,6.37038,17.5175,7.04373,13.624,7.0753,12.4902,9.00877,16.8122,18.653,38.4116,15.2749,19.7374,32.1255,6.78732,83.0297,15.4679,8.77443,6.98108,284.98,52.7907,70.8304,21.5266,17.3994,18.1915,55.8884,8.94543,49.4115,16.267,8.33497,15.4699
