time,date,hour,precip [mm/day],sub676 [m3/s],sub677 [m3/s],sub678 [m3/s],sub679 [m3/s],sub680 [m3/s],sub681 [m3/s],sub682 [m3/s],sub683 [m3/s],sub684 [m3/s],sub685 [m3/s],sub686 [m3/s],sub687 [m3/s],sub688 [m3/s],sub689 [m3/s],sub690 [m3/s],sub691 [m3/s],sub692 [m3/s],sub693 [m3/s],sub694 [m3/s],sub695 [m3/s],sub696 [m3/s],sub697 [m3/s],sub698 [m3/s],sub699 [m3/s],sub700 [m3/s],sub701 [m3/s],sub702 [m3/s],sub703 [m3/s],sub704 [m3/s],sub705 [m3/s],sub706 [m3/s],sub707 [m3/s],sub708 [m3/s],sub709 [m3/s],sub710 [m3/s],sub711 [m3/s],sub712 [m3/s],sub713 [m3/s],sub714 [m3/s],sub715 [m3/s],sub716 [m3/s],sub717 [m3/s],sub718 [m3/s],sub719 [m3/s],sub720 [m3/s],sub721 [m3/s],sub722 [m3/s],sub723 [m3/s],sub724 [m3/s]
22,2010-01-23,00:00:00.00,0.0157434,0.00131925,0.00928032,0.058253,0.0615045,0.010273,0.00706361,0.00944648,0.00978819,0.00539286,0.0122575,0.0105432,0.0633938,0.0341316,0.0224211,0.0346065,0.0220892,0.0587179,0.0473269,0.0322792,0.0210829,0.0902251,0.00806761,0.0414706,0.0496343,0.0363712,0.0218537,0.0332027,0.0411982,0.196198,0.0590185,0.0668089,0.00846528,0.00436729,0.0056324,0.296531,0.247047,0.00344493,1.24084,0.0809741,0.343921,0.108988,0.0774859,0.114395,0.717333,0.115796,0.57326,0.448931,0.0467409,0.122852
23,2010-01-24,00:00:00.00,0.0145081,0.00132686,0.00854893,0.053492,0.058593,0.00869877,0.00601931,0.0421142,0.00965173,0.00505855,0.011626,0.00955408,0.0569243,0.0457774,0.0227394,0.0342007,0.0225356,0.0573594,0.0478674,0.094979,0.0389826,0.112314,0.00820298,0.0679343,0.0514103,0.0327598,0.0184597,0.0321509,0.0372918,0.349728,0.0673304,0.0977361,0.00795875,0.00398182,0.00558743,0.481187,0.354279,0.00327385,1.20081,0.0842738,0.423659,0.116698,0.100389,0.155224,0.947835,0.125265,0.653874,0.49489,0.0454649,0.126399
24,2010-01-25,00:00:00.00,0.25044,0.106085,0.136628,0.159648,0.150502,0.0736339,0.0476246,2.14884,0.156851,0.108205,0.131319,0.165119,0.439906,0.524629,0.163237,0.235208,0.164289,0.377462,0.29302,1.35157,0.455065,1.85465,0.373641,4.02428,0.607444,0.608844,0.340216,0.451821,0.446327,1.88092,0.651887,0.934985,0.160923,0.0677595,0.192525,1.11951,0.696422,0.0854859,1.70678,0.351963,1.05321,0.926877,0.622239,0.970607,2.39977,0.464119,1.51642,1.09172,0.278446,0.494055
25,2010-01-26,00:00:00.00,0.336134,0.351831,0.640835,0.377519,0.367256,0.195912,0.13446,3.00356,0.430505,0.446445,0.597758,0.748645,2.08856,2.24088,0.384331,0.536171,0.422433,1.067,0.748231,3.63053,0.990531,7.15295,0.694242,9.25502,1.23481,1.29539,1.04151,1.48368,1.59595,9.15954,2.89552,3.81391,0.42483,0.118712,0.547496,3.07279,2.06207,0.15081,3.14608,0.791069,2.32862,1.7339,1.36919,2.15568,6.36508,1.00583,4.75474,2.51093,0.53173,0.927341
26,2010-01-27,00:00:00.00,0.0897714,0.336935,0.889763,0.467327,0.486289,0.203539,0.159215,1.30666,0.409966,0.606242,1.01315,0.913466,4.25943,2.3863,0.356445,0.502287,0.418294,1.22622,0.788836,3.20137,0.84634,9.513,0.437679,6.88244,0.834085,0.894601,1.07044,1.81381,2.07577,14.4539,3.97172,4.73963,0.452743,0.0653031,0.681598,4.42348,2.62535,0.0809347,5.16219,0.941619,3.28746,1.14903,1.31318,1.96098,8.93667,0.810538,8.60118,2.39408,0.370853,0.828114
27,2010-01-28,00:00:00.00,0.0793888,0.11842,0.534592,0.395548,0.425354,0.115954,0.110625,0.774896,0.189764,0.369905,0.941635,0.43559,5.19294,0.79014,0.177759,0.277946,0.207181,0.720949,0.448301,1.42035,0.439015,5.80485,0.199509,3.05934,0.352487,0.364162,0.475344,1.14391,1.33062,8.8279,2.50226,2.30417,0.255176,0.0286676,0.580547,3.53164,1.37173,0.0344385,7.42517,0.771359,3.33694,0.575676,0.796985,1.1019,7.02458,0.356388,9.19905,1.17165,0.16871,0.52639
28,2010-01-29,00:00:00.00,0.0708198,0.088704,0.263262,0.297689,0.322104,0.0706492,0.0719347,0.681839,0.120241,0.172873,0.672113,0.232929,4.76539,0.592231,0.109064,0.163447,0.122085,0.385275,0.250116,1.09979,0.294635,3.09546,0.167688,2.57341,0.313403,0.324847,0.274676,0.656458,0.720705,3.51297,1.35679,1.15899,0.134039,0.028862,0.451745,2.09571,0.679906,0.0360569,9.30105,0.51697,2.62471,0.477495,0.494861,0.714474,4.16845,0.277019,6.6128,0.793001,0.138481,0.341593
29,2010-01-30,00:00:00.00,0.0632323,0.0906643,0.224521,0.222401,0.242003,0.0604345,0.0566225,0.608277,0.115279,0.148902,0.433573,0.228882,3.61505,0.610483,0.106666,0.149894,0.120518,0.33743,0.224909,0.967323,0.261261,2.85246,0.152097,2.17362,0.280483,0.289784,0.292554,0.51002,0.571647,3.45635,1.07221,1.20348,0.127435,0.0249156,0.341931,1.42566,0.713595,0.0306184,9.94262,0.375259,1.85311,0.403674,0.410936,0.614888,3.08722,0.260224,3.96557,0.733279,0.127358,0.28724
30,2010-01-31,00:00:00.00,0.0564458,0.0730214,0.209211,0.181471,0.193293,0.0539321,0.0482552,0.542706,0.101584,0.145201,0.310217,0.201693,2.44826,0.483579,0.096468,0.14332,0.10735,0.317262,0.210918,0.851,0.233103,2.5847,0.135118,1.97445,0.249414,0.258508,0.248516,0.462278,0.517658,3.28586,0.976902,1.04143,0.11642,0.0236617,0.273562,1.27085,0.616419,0.0280671,9.45324,0.316508,1.41765,0.370265,0.369811,0.5479,2.76856,0.226961,2.95572,0.649537,0.112484,0.254117
31,2010-02-01,00:00:00.00,0.0504708,0.0704913,0.183483,0.157445,0.167561,0.0482908,0.0425096,0.484198,0.0908971,0.12401,0.287783,0.180766,1.83239,0.476721,0.0878159,0.127084,0.0978701,0.286284,0.189496,0.763808,0.208028,2.27989,0.121351,1.7477,0.22322,0.230851,0.22363,0.41647,0.464039,2.79273,0.860029,0.935184,0.103854,0.0220331,0.236173,1.13733,0.553061,0.0249754,8.61434,0.278659,1.19149,0.323681,0.329111,0.487347,2.40225,0.20468,2.73903,0.581851,0.100678,0.226394
32,2010-02-02,00:00:00.00,0.0450774,0.0592375,0.165078,0.137859,0.146604,0.0430252,0.0376357,0.43197,0.0810141,0.112315,0.262832,0.161045,1.62271,0.39162,0.0815228,0.11978,0.090111,0.262493,0.176622,0.678125,0.185561,2.04801,0.108609,1.56576,0.19853,0.205998,0.20051,0.365821,0.413676,2.54317,0.771876,0.833129,0.0951951,0.0203131,0.206727,1.01245,0.493377,0.0230129,7.69469,0.249058,1.05546,0.293651,0.294135,0.436551,2.11633,0.181601,2.4698,0.516981,0.0896951,0.201899
33,2010-02-03,00:00:00.00,0.0405797,0.0553265,0.146138,0.122385,0.129794,0.0383694,0.0335246,0.385401,0.0722394,0.0998774,0.231344,0.143424,1.47593,0.374372,0.0735487,0.107817,0.0809403,0.23862,0.159744,0.607019,0.165575,1.81842,0.0974884,1.39401,0.177747,0.183775,0.177348,0.331405,0.368511,2.26052,0.68663,0.743472,0.0837914,0.0181738,0.184132,0.903905,0.439863,0.0211296,6.64898,0.22527,0.94502,0.271264,0.270213,0.399126,1.89865,0.162446,2.18881,0.463072,0.0827905,0.183515
34,2010-02-04,00:00:00.00,0.0359592,0.0476635,0.13081,0.108605,0.115394,0.0342815,0.0299395,0.343846,0.064447,0.0889994,0.206118,0.127923,1.31201,0.31542,0.0641862,0.0944137,0.0709459,0.209469,0.139737,0.540376,0.147761,1.62887,0.0875715,1.24483,0.158149,0.16399,0.159281,0.291694,0.329073,2.01004,0.613398,0.663229,0.0753098,0.0158154,0.166936,0.806205,0.392546,0.0191412,5.63672,0.204591,0.855507,0.255634,0.249309,0.368896,1.68748,0.144709,1.953,0.411343,0.0770325,0.169194
35,2010-02-05,00:00:00.00,0.0340262,0.0436708,0.116475,0.096809,0.10266,0.0306702,0.0266345,0.306787,0.05749,0.0795636,0.18466,0.114115,1.16738,0.295192,0.0558164,0.0816493,0.0621027,0.1836,0.121859,0.48305,0.132095,1.44807,0.0794385,1.11025,0.141377,0.146151,0.141429,0.263061,0.293656,1.80231,0.546884,0.591698,0.0672149,0.013812,0.15569,0.724178,0.356125,0.0180856,4.79412,0.185014,0.776895,0.225232,0.22402,0.342093,1.51136,0.129182,1.81447,0.372034,0.0692697,0.154437
36,2010-02-06,00:00:00.00,0.032078,0.0381724,0.104684,0.0865244,0.0917966,0.0275492,0.0237158,0.273791,0.0512848,0.0708263,0.164213,0.102087,1.04364,0.253114,0.0495373,0.0724331,0.0552242,0.161923,0.107792,0.430596,0.117924,1.29592,0.071912,0.990667,0.125755,0.130452,0.126662,0.233376,0.263597,1.60046,0.488051,0.527878,0.0599928,0.0123811,0.145122,0.656675,0.324822,0.0163726,4.13925,0.168873,0.729543,0.234393,0.222069,0.373606,1.36305,0.115196,1.77273,0.331595,0.0775316,0.175757
37,2010-02-07,00:00:00.00,0.026281,0.0345867,0.0935627,0.0773981,0.082058,0.0245937,0.0211357,0.244298,0.0457493,0.0632936,0.146708,0.0911783,0.931018,0.233428,0.0442594,0.0646129,0.0493045,0.144818,0.0963207,0.384327,0.10496,1.15302,0.0630738,0.884243,0.112498,0.116392,0.112735,0.209773,0.235189,1.43304,0.435356,0.470949,0.0535825,0.0110645,0.129775,0.590401,0.290475,0.01386,3.65505,0.156918,0.74115,0.237683,0.227102,0.385465,1.24104,0.102782,1.68995,0.294474,0.0849624,0.217411
38,2010-02-08,00:00:00.00,0.023475,0.0304894,0.0832713,0.068953,0.0732006,0.0218208,0.0188453,0.218144,0.0410343,0.0563824,0.130813,0.0811975,0.8313,0.20261,0.0394651,0.0577121,0.0439716,0.129037,0.0858614,0.343332,0.0938471,1.03164,0.0556657,0.78881,0.100079,0.104065,0.100669,0.185695,0.208852,1.27519,0.388439,0.420164,0.0475927,0.00981712,0.112866,0.522587,0.256,0.0120808,3.31572,0.145267,0.769859,0.193819,0.200854,0.316483,1.11238,0.0916787,1.50641,0.261383,0.0662873,0.205459
39,2010-02-09,00:00:00.00,0.0211222,0.0274465,0.0749501,0.061416,0.0651602,0.0194261,0.0168252,0.194716,0.0367331,0.0503517,0.116695,0.072587,0.742015,0.184964,0.0355267,0.0519473,0.0395588,0.116104,0.076856,0.306752,0.0837907,0.919608,0.0499143,0.706067,0.0912956,0.0959513,0.0898295,0.166376,0.186206,1.13979,0.346548,0.37486,0.0434498,0.00900134,0.0992598,0.462475,0.225635,0.0115928,3.07958,0.129987,0.739866,0.155944,0.162354,0.248573,0.974017,0.0817872,1.28405,0.234377,0.0495427,0.154116
40,2010-02-10,00:00:00.00,0.0217006,0.0243151,0.070597,0.0552662,0.0584801,0.0173945,0.0150462,0.174391,0.0326129,0.0449209,0.104162,0.0663211,0.664171,0.161911,0.0324911,0.0479894,0.0359536,0.105441,0.0695484,0.273793,0.075704,0.829334,0.0448074,0.636731,0.0835163,0.0881231,0.080236,0.148127,0.166213,1.0157,0.309195,0.334447,0.0406529,0.00866556,0.0885202,0.412071,0.202255,0.01108,2.88256,0.112719,0.63623,0.138391,0.13834,0.265434,1.13173,0.118654,1.10507,0.231593,0.0446384,0.119389
41,2010-02-11,00:00:00.00,0.0219218,0.0218056,0.0660124,0.0502509,0.0530577,0.0155298,0.0134459,0.155827,0.0290424,0.0401094,0.0930072,0.0602378,0.596938,0.146779,0.0294527,0.0436116,0.0322356,0.0947663,0.0628549,0.245099,0.0688798,0.745595,0.0398462,0.572989,0.0738856,0.0769158,0.0715042,0.132369,0.148318,0.90707,0.275868,0.298398,0.036519,0.00783342,0.0792159,0.367833,0.180962,0.00931474,2.66349,0.0979849,0.521438,0.122883,0.123451,0.26889,1.82346,0.207563,1.10269,0.424262,0.0400241,0.104803
42,2010-02-12,00:00:00.00,0.0160947,0.0193736,0.0571055,0.0452571,0.0479241,0.0138054,0.0119872,0.138482,0.0259159,0.0357321,0.0829818,0.0526949,0.535912,0.129246,0.0259077,0.0380826,0.0283613,0.0836007,0.0555536,0.218597,0.0609227,0.666629,0.0353796,0.507715,0.0644302,0.0672167,0.0637576,0.117819,0.132269,0.808712,0.246142,0.266243,0.0314122,0.00655061,0.0708086,0.328056,0.160943,0.00795592,2.42019,0.0868026,0.440979,0.109963,0.110012,0.208875,2.23669,0.195448,1.27456,0.493619,0.0355962,0.0932498
43,2010-02-13,00:00:00.00,0.0143619,0.0173359,0.0489918,0.0401588,0.0426248,0.0123153,0.0106802,0.123594,0.0231173,0.0318873,0.0739682,0.0464344,0.477171,0.116602,0.0227034,0.0333824,0.0251212,0.0739175,0.0490415,0.194592,0.0535876,0.592157,0.0315379,0.450136,0.0576174,0.0599616,0.0568691,0.105233,0.117956,0.722016,0.219626,0.237567,0.0276185,0.00574067,0.0630342,0.292644,0.143375,0.0071485,2.1877,0.0773471,0.388032,0.097837,0.0980442,0.175405,1.74253,0.107209,1.42435,0.294467,0.0317929,0.0831565
44,2010-02-14,00:00:00.00,0.0128987,0.0154283,0.0463098,0.0355213,0.0377022,0.010986,0.00952207,0.110312,0.0207182,0.0287918,0.0694919,0.0455689,0.430927,0.103097,0.0202439,0.0297253,0.0224303,0.0658789,0.0437361,0.173551,0.0477948,0.526926,0.0281394,0.401552,0.0512744,0.0534895,0.0510741,0.0938907,0.106018,0.643913,0.195978,0.211999,0.0246616,0.00515685,0.0560097,0.261105,0.127929,0.00636035,1.97811,0.0689667,0.346403,0.087461,0.0875116,0.155148,1.13557,0.08259,1.31521,0.210227,0.0283487,0.0741773
45,2010-02-15,00:00:00.00,0.0114445,0.0137878,0.0425687,0.0315637,0.0334721,0.0098002,0.00849262,0.0984636,0.0185882,0.0257858,0.0662703,0.0438115,0.397802,0.0927025,0.0180958,0.0265486,0.0200143,0.0588166,0.039037,0.154892,0.0426365,0.468584,0.0251007,0.358463,0.0458485,0.047716,0.0460128,0.0842023,0.0962485,0.57489,0.174885,0.189195,0.021978,0.00458777,0.0498305,0.232991,0.114172,0.00567918,1.78202,0.061518,0.308792,0.0778888,0.0780402,0.137374,0.946993,0.0784773,0.981937,0.194042,0.0252927,0.0661704
46,2010-02-16,00:00:00.00,0.0102419,0.0122827,0.0361728,0.0281343,0.0298286,0.0087424,0.00757539,0.0878943,0.0165867,0.0227537,0.0580004,0.0370905,0.360836,0.0822026,0.0162997,0.0238079,0.0178471,0.0524484,0.0348166,0.138228,0.0380352,0.418737,0.0223918,0.319922,0.0408048,0.0425657,0.0414635,0.0754928,0.0871765,0.512747,0.156069,0.168854,0.0196233,0.00409692,0.0444051,0.207909,0.101863,0.00506446,1.59379,0.0548747,0.275277,0.0695759,0.0696298,0.123354,0.858414,0.0680245,0.746244,0.171045,0.0225615,0.0590281
