time,date,hour,precip [mm/day],sub691 [m3/s],sub692 [m3/s],sub692 (observed) [m3/s],sub693 [m3/s]
97,2010-04-08,00:00:00.00,10.9656,0.358008,1.3586,41.9089,0.73369
98,2010-04-09,00:00:00.00,1.90574,0.689628,2.43528,70.7921,1.3409
99,2010-04-10,00:00:00.00,0.00264573,1.16434,3.88195,49.5545,2.15664
100,2010-04-11,00:00:00.00,0.115384,1.41832,4.56799,36.2456,2.55622
101,2010-04-12,00:00:00.00,0.561904,1.20941,3.89838,26.278,2.19724
102,2010-04-13,00:00:00.00,0.196977,0.791159,2.62543,21.0111,1.48354
103,2010-04-14,00:00:00.00,2.34452,0.500612,1.72417,18.5192,0.966917
104,2010-04-15,00:00:00.00,0.157835,0.381867,1.38099,17.1883,0.75959
105,2010-04-16,00:00:00.00,1e-308,0.343759,1.30499,15.8008,0.702988
106,2010-04-17,00:00:00.00,0.0010483,0.32881,1.28964,14.6964,0.685956
107,2010-04-18,00:00:00.00,0.00610354,0.330554,1.28559,13.139,0.682478
108,2010-04-19,00:00:00.00,0.00499927,0.344125,1.29127,11.3267,0.691769
109,2010-04-20,00:00:00.00,0,0.351113,1.30043,10.0242,0.701689
110,2010-04-21,00:00:00.00,0,0.347337,1.30103,9.5428,0.700952
111,2010-04-22,00:00:00.00,0.0203181,0.33989,1.29481,8.042,0.694136
112,2010-04-23,00:00:00.00,0.00745114,0.338582,1.29055,8.2968,0.690358
113,2010-04-24,00:00:00.00,0.00492454,0.345771,1.29399,8.042,0.694987
114,2010-04-25,00:00:00.00,4.6457,0.348766,1.30644,7.9287,0.703482
115,2010-04-26,00:00:00.00,13.4894,0.367016,1.38252,23.2481,0.744731
116,2010-04-27,00:00:00.00,0.353119,0.471806,1.70465,17.5281,0.929146
117,2010-04-28,00:00:00.00,0,0.702337,2.39516,12.4594,1.32602
118,2010-04-29,00:00:00.00,0.000165834,0.929079,3.07826,10.364,1.7141
119,2010-04-30,00:00:00.00,0.602733,0.939249,3.12128,9.1463,1.73775
120,2010-05-01,00:00:00.00,0.00140798,0.738836,2.54084,8.7499,1.40976
121,2010-05-02,00:00:00.00,5.22707,0.527787,1.93564,14.0452,1.05986
122,2010-05-03,00:00:00.00,24.7925,0.45736,1.7406,24.6073,0.939593
123,2010-05-04,00:00:00.00,0.857758,0.611173,2.20437,61.7307,1.20414
124,2010-05-05,00:00:00.00,0.0614271,1.02329,3.46262,52.6693,1.92449
125,2010-05-06,00:00:00.00,2.62005,1.46081,4.81877,37.9446,2.68748
126,2010-05-07,00:00:00.00,0.0251063,1.52902,5.01475,22.5402,2.79734
127,2010-05-08,00:00:00.00,25.9164,1.25205,4.09767,26.0798,2.30328
128,2010-05-09,00:00:00.00,1.10508,1.08727,3.53573,53.802,2.00906
129,2010-05-10,00:00:00.00,0.00806826,1.35908,4.35652,45.5901,2.4778
130,2010-05-11,00:00:00.00,0.00587203,1.81846,5.78627,36.8119,3.27252
131,2010-05-12,00:00:00.00,28.6143,1.95491,6.21154,49.5545,3.50799
132,2010-05-13,00:00:00.00,0.069469,1.83563,5.81474,97.6931,3.31118
133,2010-05-14,00:00:00.00,12.8975,2.01099,6.35289,84.9505,3.63614
134,2010-05-15,00:00:00.00,0.18104,2.52568,8.09965,78.4377,4.55502
135,2010-05-16,00:00:00.00,0.000532524,2.86302,9.07148,65.4119,5.12553
136,2010-05-17,00:00:00.00,4.6711e-308,2.7734,8.43107,50.6872,4.86903
137,2010-05-18,00:00:00.00,2.06846,2.40534,7.25042,35.3961,4.20925
138,2010-05-19,00:00:00.00,3.68066,2.00084,6.15487,35.1129,3.55752
139,2010-05-20,00:00:00.00,0.0158598,1.72873,5.38164,26.0232,3.09212
140,2010-05-21,00:00:00.00,0.00202113,1.59936,5.07322,20.9828,2.89656
141,2010-05-22,00:00:00.00,4.67478,1.55371,5.01971,19.1139,2.83991
142,2010-05-23,00:00:00.00,2.46813,1.54892,5.0167,19.5103,2.83035
143,2010-05-24,00:00:00.00,0.148826,1.55706,5.03898,19.0289,2.84358
144,2010-05-25,00:00:00.00,0.000309528,1.55951,5.0647,16.5937,2.85601
145,2010-05-26,00:00:00.00,7.82405e-308,1.54991,5.05538,15.2628,2.84609
146,2010-05-27,00:00:00.00,0.00416249,1.52825,5.00511,13.4505,2.81422
147,2010-05-28,00:00:00.00,0.0436074,1.50155,4.94779,11.8364,2.77752
148,2010-05-29,00:00:00.00,0.00284722,1.48664,4.90706,10.6755,2.75108
149,2010-05-30,00:00:00.00,0.000902791,1.48579,4.88753,9.2879,2.74191
150,2010-05-31,00:00:00.00,0,1.48218,4.8758,8.0137,2.73659
151,2010-06-01,00:00:00.00,10.7094,1.48011,4.88255,7.7305,2.73899
152,2010-06-02,00:00:00.00,0.579129,1.52423,5.01362,12.2895,2.81461
153,2010-06-03,00:00:00.00,14.5775,1.67024,5.44048,16.9335,3.06336
154,2010-06-04,00:00:00.00,1.36693,1.91261,6.15316,15.7158,3.47492
155,2010-06-05,00:00:00.00,3.97996,2.1847,6.93806,11.7515,3.93248
156,2010-06-06,00:00:00.00,10.7904,2.37616,7.48631,12.4594,4.25466
157,2010-06-07,00:00:00.00,29.8566,2.44529,7.65936,100.242,4.36589
158,2010-06-08,00:00:00.00,0.00433184,2.65104,8.32276,73.3406,4.73509
159,2010-06-09,00:00:00.00,0.309876,3.27839,10.4788,37.6614,5.93633
160,2010-06-10,00:00:00.00,6.61576,3.9749,12.5847,30.0159,7.13749
161,2010-06-11,00:00:00.00,0.157179,4.08642,12.4042,23.4747,7.13832
162,2010-06-12,00:00:00.00,0.511446,3.66303,10.7909,18.2077,6.30414
163,2010-06-13,00:00:00.00,0.213782,3.19962,9.50979,15.5176,5.55194
164,2010-06-14,00:00:00.00,0.247931,2.9108,8.84644,14.2717,5.11817
165,2010-06-15,00:00:00.00,0.383435,2.76225,8.48343,13.3089,4.87996
166,2010-06-16,00:00:00.00,0.112039,2.67648,8.26112,12.2612,4.74705
167,2010-06-17,00:00:00.00,3.39114,2.62017,8.12881,13.8469,4.66007
168,2010-06-18,00:00:00.00,0.000340754,2.5864,8.04191,10.6755,4.60795
169,2010-06-19,00:00:00.00,0.998312,2.5608,7.97563,9.3729,4.56644
170,2010-06-20,00:00:00.00,1.99986,2.52638,7.90011,11.44,4.51997
171,2010-06-21,00:00:00.00,0.000246215,2.49176,7.82268,9.2313,4.46794
172,2010-06-22,00:00:00.00,0.126715,2.47055,7.7488,7.6739,4.4252
173,2010-06-23,00:00:00.00,9.21799,2.45682,7.70904,15.4893,4.40112
174,2010-06-24,00:00:00.00,3.10568,2.46548,7.77079,11.2135,4.42714
175,2010-06-25,00:00:00.00,2.27709,2.53742,8.03504,13.762,4.55904
176,2010-06-26,00:00:00.00,0.010249,2.64342,8.34069,9.4578,4.73858
177,2010-06-27,00:00:00.00,0.274165,2.67122,8.33783,6.8527,4.76355
178,2010-06-28,00:00:00.00,4.55534,2.59357,8.04948,6.9093,4.62141
179,2010-06-29,00:00:00.00,0.0773562,2.49331,7.77343,9.0897,4.46069
180,2010-06-30,00:00:00.00,0.00602969,2.43486,7.61363,6.0598,4.35556
181,2010-07-01,00:00:00.00,0.000431437,2.41936,7.53551,4.4741,4.3102
182,2010-07-02,00:00:00.00,0.000643451,2.4086,7.47923,3.7661,4.28321
183,2010-07-03,00:00:00.00,0.000792861,2.37949,7.40776,3.398,4.2419
184,2010-07-04,00:00:00.00,0.000450754,2.33672,7.31771,3.2848,4.18272
185,2010-07-05,00:00:00.00,0.000797856,2.28548,7.21866,3.1432,4.11542
186,2010-07-06,00:00:00.00,0.000818687,2.23324,7.11629,3.1149,4.04411
187,2010-07-07,00:00:00.00,0.000425081,2.18951,7.01686,3.1149,3.97833
188,2010-07-08,00:00:00.00,0.386779,2.15496,6.92706,3.8228,3.92209
189,2010-07-09,00:00:00.00,8.90943,2.13057,6.85826,9.7127,3.88098
190,2010-07-10,00:00:00.00,0.612006,2.13884,6.86583,7.2491,3.88757
191,2010-07-11,00:00:00.00,0.00243177,2.20026,7.0186,4.4457,3.98142
192,2010-07-12,00:00:00.00,10.5463,2.27526,7.23232,4.7855,4.1067
193,2010-07-13,00:00:00.00,10.51,2.32756,7.37784,24.8905,4.19347
194,2010-07-14,00:00:00.00,0.622375,2.42437,7.64971,9.656,4.35124
195,2010-07-15,00:00:00.00,0.0115099,2.59827,8.20879,5.4652,4.65489
196,2010-07-16,00:00:00.00,24.3456,2.73668,8.63274,8.0137,4.90911
197,2010-07-17,00:00:00.00,0.230769,2.81715,8.84307,44.1743,5.04908
198,2010-07-18,00:00:00.00,0.198568,3.02534,9.5613,13.0824,5.44691
199,2010-07-19,00:00:00.00,0.304151,3.31871,10.4845,9.4295,5.96052
200,2010-07-20,00:00:00.00,0.333438,3.36631,10.389,8.1836,5.9503
201,2010-07-21,00:00:00.00,5.21037,3.12023,9.42095,13.8753,5.45748
202,2010-07-22,00:00:00.00,0.0349872,2.83132,8.57209,10.6188,4.96818
203,2010-07-23,00:00:00.00,2.74381,2.66256,8.1974,8.0986,4.72223
204,2010-07-24,00:00:00.00,8.00014,2.5984,8.09784,16.3388,4.63866
205,2010-07-25,00:00:00.00,2.79613,2.57544,8.0671,24.2675,4.61109
206,2010-07-26,00:00:00.00,3.29958,2.59339,8.13078,18.6891,4.63973
207,2010-07-27,00:00:00.00,0.0172649,2.6335,8.22697,10.364,4.69874
208,2010-07-28,00:00:00.00,2.30629e-308,2.6215,8.15686,7.3057,4.67292
209,2010-07-29,00:00:00.00,8.3383,2.55292,7.93797,11.0719,4.55609
210,2010-07-30,00:00:00.00,0.0422451,2.50486,7.80909,14.4699,4.47651
211,2010-07-31,00:00:00.00,0.000393869,2.52926,7.89605,6.7111,4.51063
212,2010-08-01,00:00:00.00,0.169072,2.57901,8.04671,5.9465,4.59465
213,2010-08-02,00:00:00.00,0.00370996,2.57043,7.99065,7.1075,4.57905
214,2010-08-03,00:00:00.00,0.00790188,2.49454,7.74774,5.7483,4.45059
215,2010-08-04,00:00:00.00,0.00121892,2.40087,7.51026,5.2953,4.30064
216,2010-08-05,00:00:00.00,0.563291,2.32802,7.33034,5.6067,4.18409
217,2010-08-06,00:00:00.00,0.514727,2.2824,7.2027,4.7855,4.10617
218,2010-08-07,00:00:00.00,0.074288,2.25643,7.10834,4.8139,4.05209
219,2010-08-08,00:00:00.00,0.0379308,2.23981,7.02759,3.936,4.01133
220,2010-08-09,00:00:00.00,0.00875795,2.21498,6.94965,3.8228,3.96881
221,2010-08-10,00:00:00.00,1.29276,2.17688,6.85985,3.7945,3.91363
222,2010-08-11,00:00:00.00,0.0141144,2.13957,6.7638,3.8511,3.85346
223,2010-08-12,00:00:00.00,5.10873,2.11039,6.67658,3.0299,3.80205
224,2010-08-13,00:00:00.00,2.31572,2.09094,6.61398,3.9927,3.76629
225,2010-08-14,00:00:00.00,0.0138328,2.08211,6.58622,3.5113,3.75063
226,2010-08-15,00:00:00.00,0.0869238,2.07174,6.56654,3.4263,3.73695
227,2010-08-16,00:00:00.00,1.55808,2.04587,6.49969,3.8228,3.69563
228,2010-08-17,00:00:00.00,0.0300455,2.01464,6.38941,5.805,3.63398
229,2010-08-18,00:00:00.00,0.0169313,1.99088,6.28454,2.6363,3.57982
230,2010-08-19,00:00:00.00,0.255544,1.96762,6.20201,2.3758,3.53614
231,2010-08-20,00:00:00.00,2.95096,1.94115,6.1265,2.8883,3.49223
232,2010-08-21,00:00:00.00,0.00038992,1.9145,6.05091,3.2564,3.44732
233,2010-08-22,00:00:00.00,3.67234,1.88921,5.9774,3.6812,3.40409
234,2010-08-23,00:00:00.00,0.080772,1.86698,5.90741,3.9927,3.3637
235,2010-08-24,00:00:00.00,0.0823209,1.8495,5.84242,3.5113,3.32799
236,2010-08-25,00:00:00.00,0.120298,1.83348,5.78185,3.3697,3.29556
237,2010-08-26,00:00:00.00,0.120356,1.81334,5.7204,3.2848,3.26103
238,2010-08-27,00:00:00.00,0.000820885,1.79354,5.65655,3.0299,3.22446
239,2010-08-28,00:00:00.00,0.00365272,1.7772,5.5951,2.7694,3.19096
240,2010-08-29,00:00:00.00,0.00651215,1.75396,5.53371,2.4013,3.15534
241,2010-08-30,00:00:00.00,0.00249687,1.72004,5.46333,2.4069,3.10941
242,2010-08-31,00:00:00.00,0.10377,1.68337,5.38577,2.3899,3.0575
243,2010-09-01,00:00:00.00,0.0497734,1.65133,5.31021,2.6901,3.00849
244,2010-09-02,00:00:00.00,1.13068,1.62816,5.2424,2.6618,2.9674
245,2010-09-03,00:00:00.00,3.73096,1.61412,5.18498,3.936,2.93617
246,2010-09-04,00:00:00.00,1.6228,1.60978,5.14031,5.1537,2.91571
247,2010-09-05,00:00:00.00,0.601679,1.61609,5.11121,3.3414,2.90767
248,2010-09-06,00:00:00.00,0.259215,1.62351,5.08999,2.7212,2.90485
249,2010-09-07,00:00:00.00,1.06246,1.61191,5.05368,2.523,2.88731
250,2010-09-08,00:00:00.00,0.0563301,1.57985,4.99029,2.6476,2.84603
251,2010-09-09,00:00:00.00,9.677e-308,1.55396,4.91896,2.2002,2.80105
252,2010-09-10,00:00:00.00,0.000250924,1.54756,4.86582,2.1691,2.77466
253,2010-09-11,00:00:00.00,0.066095,1.54341,4.82822,2.2653,2.75915
254,2010-09-12,00:00:00.00,12.3538,1.53703,4.80761,3.5113,2.7493
255,2010-09-13,00:00:00.00,0.0686204,1.56002,4.88199,10.9303,2.79207
256,2010-09-14,00:00:00.00,0.398264,1.64564,5.15208,4.3042,2.9455
257,2010-09-15,00:00:00.00,0.00356018,1.74955,5.47275,3.2564,3.12464
258,2010-09-16,00:00:00.00,0.000165287,1.77102,5.51449,2.7467,3.15055
259,2010-09-17,00:00:00.00,22.3424,1.70987,5.29886,16.622,3.03872
260,2010-09-18,00:00:00.00,0.378886,1.70127,5.264,20.9261,3.02639
261,2010-09-19,00:00:00.00,3.42725,1.86757,5.77079,7.2208,3.31602
262,2010-09-20,00:00:00.00,0.0148802,2.10533,6.49302,5.2953,3.72167
263,2010-09-21,00:00:00.00,0.00239058,2.17343,6.66889,4.0493,3.82442
264,2010-09-22,00:00:00.00,0.0180654,2.02773,6.20197,3.4263,3.57305
265,2010-09-23,00:00:00.00,6.00211,1.8276,5.6246,8.2119,3.24428
266,2010-09-24,00:00:00.00,0.00564726,1.70928,5.3,4.644,3.04721
267,2010-09-25,00:00:00.00,0.000274648,1.68533,5.25046,3.9644,3.00939
268,2010-09-26,00:00:00.00,0,1.70344,5.30667,3.5962,3.03663
269,2010-09-27,00:00:00.00,0.000894,1.71437,5.29141,3.4547,3.03375
270,2010-09-28,00:00:00.00,2.03968,1.69105,5.17974,3.5962,2.98117
271,2010-09-29,00:00:00.00,37.1166,1.67729,5.13519,28.2319,2.961
272,2010-09-30,00:00:00.00,0.0796148,1.81236,5.54952,26.1931,3.20115
273,2010-10-01,00:00:00.00,0.0175087,2.23153,6.83312,14.2717,3.93446
274,2010-10-02,00:00:00.00,0.138934,2.73348,8.49297,10.2507,4.83228
275,2010-10-03,00:00:00.00,17.2159,2.88676,8.75022,17.1034,5.02864
276,2010-10-04,00:00:00.00,0.204466,2.69837,7.9068,18.7741,4.63948
277,2010-10-05,00:00:00.00,0.0151925,2.56901,7.62573,11.3267,4.45399
278,2010-10-06,00:00:00.00,1.69583e-308,2.61457,7.84866,8.6933,4.55144
279,2010-10-07,00:00:00.00,0.00309681,2.598,7.78724,6.881,4.51624
280,2010-10-08,00:00:00.00,0.00362076,2.42439,7.24439,5.9465,4.21452
281,2010-10-09,00:00:00.00,0,2.22617,6.68658,4.9554,3.88774
282,2010-10-10,00:00:00.00,0.00398971,2.10052,6.33903,4.6156,3.67738
283,2010-10-11,00:00:00.00,0,2.04334,6.1872,4.4741,3.58125
284,2010-10-12,00:00:00.00,0.108929,2.02555,6.10994,4.3891,3.53598
285,2010-10-13,00:00:00.00,0.00307664,2.03329,6.06149,4.0776,3.52044
286,2010-10-14,00:00:00.00,12.4784,2.05518,6.06008,4.3608,3.53427
287,2010-10-15,00:00:00.00,2.37292,2.11065,6.20089,24.7489,3.62546
288,2010-10-16,00:00:00.00,0.0739032,2.25763,6.6264,10.6755,3.87381
289,2010-10-17,00:00:00.00,8e-308,2.44129,7.14861,6.9093,4.17534
290,2010-10-18,00:00:00.00,4.01546e-308,2.49869,7.27985,6.2014,4.25758
291,2010-10-19,00:00:00.00,0.0491674,2.39986,6.9434,5.6917,4.07994
292,2010-10-20,00:00:00.00,0.015468,2.25961,6.51397,5.4652,3.84047
293,2010-10-21,00:00:00.00,7.35915,2.16551,6.25529,5.4368,3.68619
294,2010-10-22,00:00:00.00,4.39284,2.14797,6.22569,12.6859,3.66158
295,2010-10-23,00:00:00.00,0.0423981,2.22664,6.45733,9.6844,3.79283
296,2010-10-24,00:00:00.00,0.954997,2.35526,6.83585,7.5889,4.00991
297,2010-10-25,00:00:00.00,0.583199,2.41073,7.0141,6.881,4.10956
298,2010-10-26,00:00:00.00,0.303708,2.34292,6.82096,6.4846,3.99981
299,2010-10-27,00:00:00.00,4.77821,2.2253,6.47492,7.7022,3.80284
300,2010-10-28,00:00:00.00,0.0644801,2.1486,6.25389,10.6188,3.67346
301,2010-10-29,00:00:00.00,0.000883435,2.14857,6.24898,6.3147,3.66775
302,2010-10-30,00:00:00.00,0.00021122,2.18856,6.34017,7.4756,3.72176
303,2010-10-31,00:00:00.00,0.0197714,2.19707,6.3347,6.6545,3.72455
304,2010-11-01,00:00:00.00,0.031471,2.15769,6.19777,5.5784,3.65278
305,2010-11-02,00:00:00.00,0.0135222,2.10947,6.04059,5.5501,3.56595
306,2010-11-03,00:00:00.00,0.0302408,2.07379,5.93208,6.258,3.50372
307,2010-11-04,00:00:00.00,0.561419,2.04616,5.86042,7.8721,3.45977
308,2010-11-05,00:00:00.00,1.3273,2.02302,5.79968,8.2119,3.4222
309,2010-11-06,00:00:00.00,0.532387,2.00596,5.74877,9.7127,3.39195
310,2010-11-07,00:00:00.00,0.0662373,1.99788,5.71322,9.0897,3.37279
311,2010-11-08,00:00:00.00,0.00278045,1.99175,5.68504,8.665,3.35842
312,2010-11-09,00:00:00.00,0,1.97263,5.64017,8.4667,3.3315
313,2010-11-10,00:00:00.00,0.00138599,1.94112,5.57205,7.8154,3.28753
314,2010-11-11,00:00:00.00,0.28428,1.91181,5.49933,7.9004,3.24144
315,2010-11-12,00:00:00.00,0.0300595,1.88977,5.4382,7.504,3.20423
316,2010-11-13,00:00:00.00,0.100808,1.86926,5.38529,6.7111,3.17203
317,2010-11-14,00:00:00.00,0.457161,1.84779,5.33323,7.3341,3.13936
318,2010-11-15,00:00:00.00,2.22123,1.83135,5.28589,7.4473,3.11071
319,2010-11-16,00:00:00.00,0.0138459,1.82769,5.26207,7.0792,3.09855
320,2010-11-17,00:00:00.00,10.2282,1.84447,5.30131,6.9659,3.12403
321,2010-11-18,00:00:00.00,6.86845,1.90652,5.48784,29.4495,3.23274
322,2010-11-19,00:00:00.00,0.0694405,2.06307,5.94676,16.3671,3.49893
323,2010-11-20,00:00:00.00,0.0166442,2.28718,6.58353,10.6755,3.86855
324,2010-11-21,00:00:00.00,0.000737873,2.41844,6.92606,8.7216,4.07315
325,2010-11-22,00:00:00.00,0.156605,2.35622,6.69398,8.2119,3.95543
326,2010-11-23,00:00:00.00,12.5396,2.19177,6.20705,12.2612,3.68487
327,2010-11-24,00:00:00.00,3.92681,2.10445,5.99265,32.5644,3.55458
