time,date,hour,precip [mm/day],sub676 [m3/s],sub677 [m3/s],sub678 [m3/s],sub679 [m3/s],sub680 [m3/s],sub681 [m3/s],sub682 [m3/s],sub683 [m3/s],sub684 [m3/s],sub685 [m3/s],sub686 [m3/s],sub687 [m3/s],sub688 [m3/s],sub689 [m3/s],sub690 [m3/s],sub691 [m3/s],sub692 [m3/s],sub693 [m3/s],sub694 [m3/s],sub695 [m3/s],sub696 [m3/s],sub697 [m3/s],sub698 [m3/s],sub699 [m3/s],sub700 [m3/s],sub701 [m3/s],sub702 [m3/s],sub703 [m3/s],sub704 [m3/s],sub705 [m3/s],sub706 [m3/s],sub707 [m3/s],sub708 [m3/s],sub709 [m3/s],sub710 [m3/s],sub711 [m3/s],sub712 [m3/s],sub713 [m3/s],sub714 [m3/s],sub715 [m3/s],sub716 [m3/s],sub717 [m3/s],sub718 [m3/s],sub719 [m3/s],sub720 [m3/s],sub721 [m3/s],sub722 [m3/s],sub723 [m3/s],sub724 [m3/s]
1613,2014-06-02,00:00:00.00,1.40422,6.4289,11.6109,16.142,16.9053,6.14607,5.1004,3.68392,3.96342,9.81319,15.0961,3.671,84.1999,4.76247,12.0257,18.6616,11.0098,34.9916,21.4206,6.1286,1.91025,14.9408,1.68932,11.1871,4.69324,5.90326,5.66358,9.58623,7.8346,26.826,8.57009,9.49001,20.6401,5.08706,36.939,10.2093,6.9915,2.80766,303.707,22.8042,60.3192,17.577,13.0927,19.2265,49.7445,5.14981,34.6995,12.6092,6.24999,12.1351
1614,2014-06-03,00:00:00.00,1.57257,6.40284,11.6664,16.0512,16.7834,6.18203,5.12584,3.76522,4.35404,9.89193,15.1175,3.97709,82.9087,4.73035,11.9591,18.4765,10.8104,32.75,21.4187,6.44962,2.19754,16.0166,1.9086,10.4776,4.69215,7.07634,6.24703,9.66997,8.41332,26.7363,8.52878,9.44029,20.6154,5.10403,36.6384,10.1112,6.92767,2.78997,302.327,22.6006,60.0098,17.4214,13.0118,19.1253,49.6139,5.12653,34.4715,12.4962,6.21228,12.0769
1615,2014-06-04,00:00:00.00,1.69608,6.44184,12.354,16.0958,16.6892,6.27458,5.17798,3.74768,5.83568,10.4834,15.6868,6.23302,83.6328,4.70543,11.8633,18.6502,10.8284,32.495,21.5342,6.64354,2.76709,17.4608,2.42939,10.4016,5.94061,10.7817,7.74717,12.0871,10.2927,26.6544,8.62308,9.51646,20.6631,5.15848,36.2974,10.034,6.86966,2.77015,301.298,22.3977,59.9416,17.3482,12.9613,19.0685,49.4701,5.11263,34.2326,12.3836,6.1797,12.0331
1616,2014-06-05,00:00:00.00,1.47114,6.5109,12.9114,16.0516,16.715,6.22637,5.21363,3.6304,6.77233,10.6534,17.1725,8.48471,86.1257,4.84915,11.8225,18.6189,10.9894,32.7369,21.6076,6.38957,2.51626,16.6476,2.41444,10.4641,8.23406,9.55959,8.47595,15.2397,11.7868,26.6815,8.68886,9.71111,20.5645,5.1603,36.0968,9.97076,6.8378,2.91717,299.536,22.2208,59.912,17.3196,12.9615,19.0245,49.2945,5.14532,34.001,12.3066,6.17209,12.1422
1617,2014-06-06,00:00:00.00,1.37209,6.40456,12.4538,16.0432,16.6669,6.10012,5.15302,3.60906,5.2508,10.041,17.7554,6.21059,89.1359,4.80348,11.8056,18.4941,11.1117,32.9642,21.2486,6.15443,1.95343,14.9372,1.97984,10.9601,6.94471,5.80089,7.95197,13.4549,11.4337,26.6785,8.54356,9.4935,20.3452,5.15352,35.8177,9.91423,6.81863,3.11812,297.455,22.0779,60.0759,17.4701,13.0686,19.1324,49.2118,5.15025,33.7668,12.2997,6.22142,12.2055
1618,2014-06-07,00:00:00.00,1.36263,6.26084,11.6631,16.0471,16.6543,6.05957,5.06836,3.58688,3.86383,9.76128,17.2272,3.62608,87.7615,4.58738,11.782,18.4269,10.9484,32.8997,21.2852,6.02476,1.9257,14.5198,1.77491,11.5204,4.59126,5.77042,6.59239,11.633,11.1381,26.4227,8.35272,9.14215,20.1992,5.09822,35.4675,9.86935,6.74044,2.92293,294.542,21.9074,60.2224,17.4746,13.0209,19.2814,49.0159,5.06366,33.4968,12.2297,6.23452,12.3466
1619,2014-06-08,00:00:00.00,1.35336,6.2207,11.242,15.8697,16.6537,6.02666,5.03627,3.56353,3.84044,9.63509,16.2137,3.61172,85.6275,4.54985,11.7272,18.2597,10.806,32.3636,21.1973,5.99466,1.92292,14.5046,1.68434,11.017,4.56606,5.73827,5.561,12.188,11.2641,26.1139,8.22518,9.06264,20.0207,5.00833,35.1485,9.73857,6.62632,2.67574,291.878,21.7833,59.3089,17.2059,12.9011,19.2923,48.7685,4.98362,33.2181,12.012,6.08384,12.119
1620,2014-06-09,00:00:00.00,1.56633,6.17877,11.5872,15.7075,16.4718,5.99264,5.00746,3.55348,3.85294,9.5092,15.7679,4.19588,85.9751,4.51977,11.6703,18.2481,10.7372,32.2655,20.9535,6.01221,2.02015,14.9907,1.78605,10.24,4.53953,5.75401,5.76,11.6557,9.97595,25.9083,8.31749,9.10427,19.8546,5.01136,35.1781,9.64353,6.56831,2.76354,290.081,21.7074,58.2093,16.9248,12.7348,18.9,48.5679,5.04239,32.9729,11.8215,5.95957,11.7677
1621,2014-06-10,00:00:00.00,1.33522,6.13518,12.0603,15.6169,16.3049,5.95571,4.98027,3.5281,3.91128,9.44824,16.1992,5.48363,85.6712,4.73094,11.647,18.309,10.6979,32.1615,21.1284,6.0421,2.28243,16.0244,1.88427,10.0531,4.52006,5.71873,5.97997,10.9681,9.12963,25.9424,8.44225,9.51887,19.7156,5.04798,34.8731,9.60929,6.62641,2.91098,288.377,21.3915,58.0163,16.9751,12.7018,18.544,48.5089,5.14365,32.813,11.8929,6.02898,11.8494
1622,2014-06-11,00:00:00.00,1.32463,6.09012,11.6368,15.5197,16.2093,5.91626,4.95064,3.48748,3.84826,9.34551,15.6754,4.86432,84.6456,4.70392,11.6093,18.2446,10.6932,31.9196,21.2111,5.97025,2.17606,15.5483,1.77078,10.0095,4.49107,5.63258,6.11223,9.93532,9.10613,26.2215,8.37385,9.33928,19.4899,5.00608,34.1786,9.61513,6.64542,2.78139,286.358,21.0384,57.9468,17.0558,12.7196,18.5812,48.7161,5.02369,32.5932,12.0567,6.09223,12.1832
1623,2014-06-12,00:00:00.00,1.4013,6.04596,11.1649,15.4189,16.1107,5.87934,4.9209,3.53299,3.82963,9.41337,15.1079,3.73082,83.3274,4.41614,11.5958,18.125,10.7038,32.0485,21.0119,6.07199,2.099,14.2696,1.76356,10.0087,4.45277,5.83202,5.83569,9.42156,8.75237,25.9929,8.13347,8.76938,19.3756,4.98,33.9633,9.56558,6.4631,2.76093,283.361,20.9021,57.8176,16.8258,12.5954,18.6269,48.5484,4.85336,32.2523,11.7618,5.92611,11.937
1624,2014-06-13,00:00:00.00,1.49763,6.04839,11.7053,15.3246,16.0069,5.85562,4.90013,3.56593,4.69636,9.84589,14.9799,4.60406,82.9989,4.37558,11.7129,18.3822,10.6816,32.0974,21.4303,6.22953,2.78869,15.0837,2.00711,9.97465,4.46416,7.92827,6.00601,9.79469,9.12805,25.607,8.05454,8.78511,19.2262,5.11501,33.9331,9.29227,6.29659,3.02705,280.334,20.8043,57.5413,16.4505,12.353,18.3151,47.9088,4.8054,32.0119,11.3762,5.76324,11.2994
1625,2014-06-14,00:00:00.00,1.32379,6.15878,12.4148,15.2168,15.904,5.81611,4.88619,3.46879,5.89923,10.1054,15.0353,5.52447,82.4359,4.47043,11.821,18.4169,10.7956,32.002,22.1432,6.16807,2.93555,15.3638,2.10054,9.90443,6.36098,7.66039,6.36684,12.1586,9.25561,25.6215,8.19099,9.03749,18.9548,5.04855,33.5804,9.0873,6.23503,2.83447,278.308,20.5408,57.4829,16.1103,12.0492,17.9046,47.252,4.77248,31.7876,11.2665,5.72698,11.2465
1626,2014-06-15,00:00:00.00,1.28444,6.14613,11.9868,15.1064,15.7892,5.75128,4.85031,3.37972,5.39382,9.71545,15.1739,4.60759,82.0334,4.68275,11.7454,18.2305,10.964,32.487,21.8652,5.97684,2.22829,14.3028,1.83904,9.85154,6.31462,5.48402,6.06905,11.8049,8.70545,25.428,8.25791,9.20483,18.8215,4.87011,32.9624,9.02152,6.17468,2.52205,276.614,20.2466,56.8189,15.9606,11.9465,17.7795,47.8141,4.73751,31.5424,11.1582,5.65184,11.1298
1627,2014-06-16,00:00:00.00,1.27436,5.93524,11.136,14.9899,15.6736,5.69393,4.79229,3.34734,4.04187,9.3384,15.1254,3.44981,80.8164,4.50996,11.6079,18.2597,10.7985,33.0616,21.2449,5.75125,1.86518,13.8892,1.6219,9.97362,4.35269,5.43257,5.63263,9.69815,8.37026,24.8582,8.14872,8.79997,18.7503,4.84202,32.7507,8.94644,6.113,2.49826,273.855,20.0654,55.8938,15.7912,11.8298,17.6169,47.4605,4.70148,31.158,11.0506,5.58116,10.967
1628,2014-06-17,00:00:00.00,1.26928,5.79837,10.6912,14.8497,15.5519,5.6448,4.74045,3.31814,3.59495,9.16944,14.8172,3.42607,79.0507,4.20291,11.5347,18.176,10.499,32.5954,21.1312,5.64214,1.8538,13.7568,1.61129,10.144,4.29033,5.40173,5.34241,9.88611,8.28148,24.2703,7.80318,8.36823,18.5799,4.82009,32.4279,8.83359,6.05209,2.47509,271.843,19.8503,55.6739,15.6326,11.7004,17.4387,46.0005,4.66992,30.6712,10.9439,5.5298,10.8727
1629,2014-06-18,00:00:00.00,1.29086,5.75532,10.8927,14.7114,15.4065,5.59613,4.69854,3.28871,3.60294,9.32605,14.7499,3.6341,78.7813,4.16683,11.4291,18.0315,10.3827,31.8477,20.9565,5.59274,1.842,13.6759,1.60084,9.93788,4.25687,5.35852,5.37029,9.72076,7.82994,23.9223,7.58387,8.29938,18.4299,4.80051,31.9277,8.74166,5.99466,2.45378,269.897,19.6348,55.7459,15.4973,11.5994,17.2961,45.4588,4.64879,30.4105,10.8382,5.47825,10.7845
1630,2014-06-19,00:00:00.00,1.5651,5.84873,11.6223,14.5828,15.2662,5.55116,4.6612,3.41037,4.02913,9.54156,15.1131,4.78765,78.8704,4.22764,11.4646,18.0286,10.4269,31.6719,20.9484,6.11263,2.21252,13.7759,2.47182,9.54046,4.23111,5.81734,5.33886,9.27704,7.36843,23.7536,7.56321,8.28377,18.468,4.98591,32.0328,8.76847,5.98793,2.87433,268.246,19.4678,54.7556,15.4293,11.5693,17.159,45.0387,4.76684,30.2054,10.7409,5.43093,10.7256
1631,2014-06-20,00:00:00.00,1.39734,5.82515,11.7233,14.4688,15.1336,5.51515,4.63068,3.3935,4.22758,9.15661,15.0337,4.54193,78.6068,4.18901,11.8238,18.8601,10.4053,31.5491,22.5273,6.48163,3.15295,15.0441,3.55371,9.35731,4.86349,6.08393,5.35322,8.96397,7.49783,23.5019,7.53115,8.23835,18.3718,5.61848,31.9021,8.88675,6.06396,3.59121,268.102,19.3944,53.4742,15.5619,11.73,17.1286,45.0241,4.88675,29.9329,10.957,5.44546,10.7218
1632,2014-06-21,00:00:00.00,1.28669,5.62888,10.8385,14.3422,15.0113,5.46183,4.61277,3.2125,3.74219,8.84462,14.7759,3.33791,78.7834,4.08818,11.9622,19.2704,10.6611,31.7286,23.6482,6.02758,2.77631,14.9363,2.80568,9.34898,5.03131,5.52484,5.29622,9.34385,7.59386,23.2171,7.47286,8.25643,18.0844,5.67228,31.6126,8.93258,6.14087,3.53962,267.753,19.5537,53.5317,16.1833,12.07,17.2266,45.3777,4.88062,29.662,11.2723,5.71878,10.7434
1633,2014-06-22,00:00:00.00,1.2191,5.54153,10.0843,14.2083,14.8784,5.39935,4.56381,3.16988,3.44517,8.71857,14.3072,3.29892,78.6992,4.05044,11.7559,18.7962,10.7935,33.1998,22.4584,5.57629,1.80939,13.3815,1.69919,9.84694,4.32734,5.16881,5.18956,9.13762,7.42391,23.0566,7.40078,8.15299,17.9612,5.05035,31.4475,8.83485,6.01458,3.16425,266.862,19.6148,53.481,16.7795,12.1762,17.368,45.6331,4.72247,29.3708,11.1392,6.05077,10.766
1634,2014-06-23,00:00:00.00,1.20519,5.48984,9.9743,14.0782,14.7392,5.34856,4.50255,3.1401,3.41323,8.49638,13.9792,3.27066,77.696,3.97847,11.6148,18.496,10.4516,34.067,21.5333,5.36777,1.77592,13.0323,1.54028,10.2324,4.07927,5.12343,5.07562,8.72184,7.32682,22.8158,7.28674,7.93593,17.982,4.76943,31.6994,8.58575,5.76991,2.73315,264.702,19.6863,52.8769,16.5668,12.0101,17.5187,46.398,4.51578,29.2166,10.6459,5.79989,10.6192
1635,2014-06-24,00:00:00.00,1.26225,5.43901,9.98303,13.9434,14.6066,5.30057,4.46143,3.1591,3.57846,8.59428,14.0117,3.48695,76.7668,3.94155,11.4637,18.183,10.2601,32.7528,21.1779,5.76827,2.09956,12.9981,1.57839,9.64753,4.04357,5.08171,4.97482,8.61881,7.21922,22.5034,7.1722,7.86437,17.9205,4.71771,31.9763,8.29257,5.64498,2.61247,262.155,19.7753,52.1308,15.7126,11.614,17.1553,45.9568,4.49284,29.1344,10.2862,5.3256,10.3483
1636,2014-06-25,00:00:00.00,1.52295,5.42493,10.5824,13.8249,14.4747,5.27071,4.43494,3.29557,5.4931,9.95054,13.7668,4.21939,75.2507,3.90519,11.34,18.0933,10.1925,31.7127,20.9347,6.9049,3.66252,14.3397,2.29566,9.02376,4.06483,6.52848,5.26491,8.58156,7.08983,22.2934,7.13701,7.80212,17.9,4.8226,31.3353,8.21954,5.61525,3.04067,260.381,19.3737,51.9313,15.4809,11.568,16.5336,47.026,4.54861,29.114,10.1612,5.30708,10.2441
1637,2014-06-26,00:00:00.00,1.35961,5.94663,11.0589,13.713,14.3485,5.25693,4.42351,3.21746,7.1068,10.6132,14.2388,4.96777,74.9071,3.89036,11.426,18.4061,10.1227,31.4071,21.9583,6.94564,4.4554,16.118,3.04257,8.85436,5.22941,6.62367,5.43254,9.53958,7.23368,22.3154,7.26803,8.13277,17.8845,5.07054,30.4464,8.34696,5.72506,2.93735,257.74,18.8268,52.3221,16.2663,12.0885,16.9165,48.9078,5.12219,29.0759,10.2396,5.57957,10.2855
1638,2014-06-27,00:00:00.00,1.18232,5.85799,11.1906,13.5743,14.2236,5.18713,4.40361,3.02204,5.15255,9.15193,15.1011,4.24171,77.0575,4.09111,11.4145,18.2654,10.3197,31.3504,22.3374,5.8784,2.86505,14.7104,2.32061,9.01888,5.20254,5.10447,5.30516,9.65101,7.39146,22.5905,7.36976,8.3736,17.5132,4.9629,29.6693,8.43732,5.98466,2.62019,254.362,18.7405,52.4364,16.5147,12.1,18.3488,49.5313,5.29096,29.2707,12.3276,5.6808,10.3281
1639,2014-06-28,00:00:00.00,1.15858,5.23314,10.441,13.4717,14.0799,5.09845,4.33276,2.99279,3.30998,8.69715,15.3754,3.23574,77.092,4.03577,11.2266,17.9278,10.4124,32.2838,21.0423,5.2786,1.70466,12.6241,1.49681,9.53125,3.96878,4.91369,5.10675,9.1556,7.4828,22.5705,7.20776,7.91741,17.0935,4.7154,29.2923,8.62855,6.02129,2.3971,251.209,18.911,51.8287,15.719,11.5454,18.923,47.833,4.65761,29.4237,13.3615,5.38092,10.2832
1640,2014-06-29,00:00:00.00,1.15162,5.18246,9.45018,13.3528,13.9724,5.04923,4.25239,2.96379,3.25741,8.56995,14.4924,3.14635,74.9947,3.76284,11.1546,17.9205,10.0562,32.3842,20.5416,5.06368,1.68771,12.3378,1.46241,9.88282,3.86617,4.84869,4.92989,8.97311,7.84179,22.017,6.96159,7.53033,16.871,4.71295,29.0312,8.66957,5.62673,2.22671,248.563,18.9442,51.2781,14.7584,11.218,18.1261,45.5111,4.36555,28.9837,11.0936,5.03876,9.97321
1641,2014-06-30,00:00:00.00,1.31012,5.13665,9.42578,13.1759,13.8506,5.00253,4.22712,3.07737,3.48034,8.27842,14.5707,3.1989,74.0202,3.72641,11.1262,17.7633,9.8491,30.9383,20.6768,5.22148,1.89264,12.4762,1.52892,9.17768,3.83046,5.61054,4.9811,8.60867,8.10494,21.6009,6.81375,7.46118,16.638,4.72283,28.7974,8.1793,5.32449,2.21194,246.01,18.5024,50.7055,14.2154,10.8745,16.5792,45.2489,4.3425,28.7275,9.69788,4.92783,9.66117
1642,2014-07-01,00:00:00.00,1.13851,5.28221,9.41941,13.0367,13.6688,4.95575,4.19484,3.05196,3.78417,8.48789,15.044,3.4018,73.596,3.69554,11.0371,17.7378,9.80544,30.3335,20.5173,5.47975,2.53729,13.8323,1.67359,8.4469,4.09172,5.56521,4.85742,9.55224,7.7881,21.3814,6.74309,7.4081,16.5225,4.73541,28.5588,7.8349,5.38327,2.18794,243.247,17.6721,49.9325,14.1767,10.5059,15.6525,44.4329,4.33852,28.5043,9.64619,4.9634,9.56033
1643,2014-07-02,00:00:00.00,1.17786,5.22791,9.4887,12.9138,13.5261,4.90962,4.15307,2.91668,3.47185,8.0579,13.5822,3.25251,72.4205,3.65961,11.0204,17.7505,9.81484,30.5474,20.5379,5.70176,2.54398,14.2069,1.59404,8.41122,4.0538,4.71623,4.69558,9.26014,7.01827,21.0434,6.67681,7.38,16.5846,4.7962,28.1693,7.96189,5.42316,2.18827,240.491,17.1976,49.4925,14.2205,10.409,15.655,44.8524,4.32217,28.2619,9.607,4.98822,9.46941
1644,2014-07-03,00:00:00.00,1.13231,4.9849,9.5663,12.7978,13.3984,4.87045,4.11836,2.88529,3.21595,7.93121,13.1781,3.04807,72.0849,3.62066,11.1509,18.0876,9.78314,30.4424,21.1277,5.46918,2.1046,12.8144,1.43254,8.78315,3.74529,4.67166,4.61467,8.09384,6.53246,20.7966,6.62187,7.31869,16.4362,5.00869,27.8016,8.03015,5.27528,2.18657,237.854,17.0362,49.0587,14.0723,10.3401,15.5074,45.0214,4.31922,27.7728,9.54045,4.88266,9.38077
1645,2014-07-04,00:00:00.00,1.12894,4.94153,9.58037,12.671,13.2749,4.81937,4.08532,2.82208,3.30777,7.88619,13.0298,3.35497,72.4898,3.58785,11.2299,18.0823,9.91567,30.4638,21.4562,4.9853,1.85161,12.0005,1.40594,9.33727,3.71373,4.63025,4.60064,7.89175,6.52006,20.694,6.58408,7.26588,16.1423,4.95464,27.5798,7.80717,5.14959,2.14291,235.583,16.8887,48.572,13.8665,10.2563,15.3441,44.1848,4.31267,26.9274,9.46394,4.77867,9.29163
1646,2014-07-05,00:00:00.00,1.10517,4.89096,9.29184,12.5564,13.1434,4.76459,4.03666,2.79433,3.24528,7.58467,12.6472,3.31218,71.6684,3.58977,11.2231,17.8513,10.0207,30.9702,20.9137,4.82035,1.61261,11.7137,1.38316,8.77031,3.70453,4.58479,4.6628,7.78141,6.62137,20.6661,6.57284,7.35275,16.1871,4.75377,27.3048,7.54738,5.12209,2.1067,233.906,16.7359,47.8282,13.719,10.1482,15.1858,43.2501,4.30424,26.6477,9.40127,4.74793,9.19906
1647,2014-07-06,00:00:00.00,1.09691,4.83712,8.90201,12.4377,13.0234,4.71673,3.98436,2.76651,3.09389,7.4818,12.756,2.95096,69.587,3.5582,11.167,17.9267,9.83828,31.1611,20.5852,4.73504,1.59339,12.0438,1.37002,8.00851,3.66457,4.53299,4.66256,7.67192,6.72128,20.5137,6.52268,7.22881,16.2071,4.74724,27.1871,7.45824,5.05274,2.08764,232.338,16.5859,46.6939,13.6564,10.0938,15.1132,42.6843,4.29068,26.5571,9.33889,4.71128,9.10664
1648,2014-07-07,00:00:00.00,1.08933,4.7893,8.79057,12.3079,12.9002,4.6671,3.94322,2.73924,2.98875,7.40138,12.18,2.88563,66.9775,3.48787,11.0493,17.8827,9.67496,30.4867,20.4253,4.68579,1.56653,12.5652,1.35695,7.92951,3.57989,4.48891,4.51404,7.54916,6.64237,20.1104,6.40363,6.98997,15.9079,4.73019,27.0814,7.35351,4.9654,2.06865,230.159,16.4372,45.8607,13.5743,10.0279,15.0358,42.6701,4.27405,25.831,9.26625,4.67044,9.01747
1649,2014-07-08,00:00:00.00,1.5472,4.75193,10.7668,12.2035,12.779,4.65443,3.92224,2.98651,4.14223,8.77761,12.3438,4.78748,67.1492,3.45437,10.9656,17.8681,9.60926,30.0111,20.321,6.09456,2.60747,11.9875,1.88304,7.86825,3.58325,6.79721,4.9951,7.74453,7.31024,19.7908,6.44375,7.06401,15.9047,4.77484,26.6871,7.19105,4.91291,2.05046,227.752,16.2872,45.4185,13.4826,9.95624,14.9538,42.6756,4.26462,25.1403,9.18532,4.63359,8.9292
1650,2014-07-09,00:00:00.00,1.62093,5.0202,13.6767,12.1389,12.6914,4.78773,4.0074,3.54654,7.46131,11.0403,14.6069,11.0111,70.0043,3.56743,11.1192,18.0841,9.64734,29.8541,21.0949,8.05377,5.76263,14.3447,3.09868,7.91797,6.32294,9.2071,6.38478,10.2398,9.79874,19.8723,6.71049,7.66763,15.9659,4.9562,26.3673,7.36253,4.94622,2.12554,225.801,16.1593,45.1139,13.4511,9.98622,14.8911,42.6712,4.41293,25.1149,9.11562,4.60217,8.88627
1651,2014-07-10,00:00:00.00,1.07168,5.50185,13.9025,12.0699,12.6094,4.9407,4.16726,3.24574,8.32055,10.4944,17.1031,11.6563,74.9871,3.84941,11.4262,18.4074,9.96597,30.0127,22.2259,7.78011,7.00246,17.8294,3.44924,8.21106,8.86466,6.81207,7.43666,12.7403,11.5946,20.1737,6.83414,8.07581,15.578,5.08064,25.9926,7.51564,5.23135,2.18602,224.414,16.0631,44.7598,13.5518,10.0477,15.0915,43.1704,4.4739,25.2797,9.92357,4.6036,8.83851
1652,2014-07-11,00:00:00.00,1.05731,5.14042,12.2049,11.9201,12.5146,4.71925,4.16423,2.63266,4.94394,8.40419,17.9259,5.37877,78.4253,3.69443,11.4579,18.2401,10.6144,31.1367,21.7924,6.3175,3.81759,15.0685,2.20789,9.78095,6.05806,4.31593,6.74894,10.7986,11.3167,20.0979,6.60065,7.40107,15.289,4.88849,25.6266,7.62053,5.32644,2.07518,222.714,15.9364,44.3149,13.5648,9.95332,15.1572,43.3289,4.3004,25.2236,10.3205,4.61523,8.78068
1653,2014-07-12,00:00:00.00,1.0492,4.55643,9.77561,11.8644,12.36,4.44313,3.9075,2.60664,2.84496,7.89217,16.467,2.75103,77.6103,3.34293,11.3191,18.1204,10.5589,32.2086,20.7598,5.04682,1.49227,11.4725,1.2927,12.636,3.41136,4.27335,4.98278,9.32201,10.9294,19.6379,6.23775,6.72742,15.3741,4.70424,25.3827,7.55747,4.94455,1.97887,220.432,15.8536,43.9533,13.3737,9.79795,14.9061,42.9872,4.19993,24.8825,9.37254,4.55639,8.65842
1654,2014-07-13,00:00:00.00,1.04131,4.51111,8.34347,11.7971,12.3004,4.39673,3.71475,2.5809,2.81688,7.50709,14.7134,2.72538,77.0336,3.28762,11.2925,18.1588,9.71992,31.3988,20.9443,4.41605,1.47769,11.2542,1.2801,12.7574,3.37771,4.23128,4.15564,10.2176,9.66613,19.193,6.03136,6.61914,15.3448,4.69747,25.1648,7.06219,4.67326,1.96393,217.895,15.8281,43.4934,13.1339,9.65284,14.646,42.7048,4.17261,24.6929,8.81225,4.46065,8.50058
1655,2014-07-14,00:00:00.00,1.14547,4.46718,8.58988,11.5561,12.2337,4.36794,3.68165,2.57986,2.80948,7.01209,15.0267,2.87219,76.8153,3.26223,11.1519,18.0351,9.29181,29.988,20.9198,4.4387,1.54577,12.7986,1.71315,9.3712,3.34713,4.36632,4.17852,9.52567,7.23336,18.9065,6.13089,6.71805,15.1668,4.69954,24.931,6.77656,4.62759,1.96916,215.332,15.5948,43.0493,12.9379,9.52305,14.4086,42.313,4.16558,24.4683,8.71909,4.40113,8.41413
1656,2014-07-15,00:00:00.00,1.04258,4.4769,8.97134,11.3817,11.9879,4.37778,3.65922,2.55551,2.80562,7.02504,14.3565,3.25862,73.4346,3.39206,10.8631,18.1123,9.2779,29.9825,20.2639,4.46889,1.69938,16.102,2.62653,7.339,3.47257,4.36091,4.19554,8.03162,6.0147,18.9618,6.31038,7.37856,15.24,4.75002,24.6652,6.72495,4.58671,1.96527,212.959,15.2884,42.734,12.8165,9.43482,14.3046,42.5025,4.16207,24.1386,8.67946,4.36121,8.33113
1657,2014-07-16,00:00:00.00,1.07109,4.43235,9.36546,11.2732,11.8065,4.32638,3.65688,2.5371,2.85863,6.90245,12.3837,3.22408,70.0818,3.4117,10.7442,18.0725,9.30515,29.9561,20.1257,4.46708,1.64178,16.2337,2.17205,7.28466,3.43921,4.35319,4.45962,7.27385,6.39475,19.4523,6.3459,7.53793,15.1146,4.80857,24.4233,6.70333,4.59146,1.92779,210.76,15.1163,42.4117,12.7112,9.35342,14.194,42.5141,4.14885,23.7288,8.65232,4.32126,8.24912
1658,2014-07-17,00:00:00.00,1.01315,4.37742,9.20747,11.2442,11.6937,4.25115,3.61342,2.51153,2.85697,6.86042,11.843,3.16325,69.4838,3.25279,10.7459,17.7224,9.33529,29.2928,20.2191,4.40447,1.51707,12.3578,1.23659,7.30655,3.28064,4.2768,4.54189,8.18025,6.72179,19.7096,6.2033,6.81516,14.6542,4.74547,24.1706,6.71292,4.63191,1.89454,208.664,14.9728,41.9975,12.6046,9.27178,14.0567,41.9967,4.12774,23.1699,8.56683,4.28144,8.17047
1659,2014-07-18,00:00:00.00,1.0042,4.33935,8.70881,11.1755,11.6584,4.20308,3.55938,2.45602,2.72929,6.74222,11.331,3.07907,67.5308,3.16816,10.714,17.5049,9.32168,29.1445,19.9735,4.28664,1.46383,10.2535,1.22119,7.268,3.24925,4.02656,4.28886,8.11976,6.46173,19.4483,5.90232,6.40932,14.3857,4.66158,23.9265,6.71534,4.56971,1.87536,206.564,14.8303,41.5872,12.4972,9.18939,13.9456,41.5837,4.09392,22.8852,8.48864,4.24183,8.09053
1660,2014-07-19,00:00:00.00,0.99511,4.25369,8.30643,11.0287,11.5855,4.14135,3.52277,2.43173,2.65347,6.613,10.6619,2.67843,64.2667,3.10807,10.6653,17.4769,9.27595,29.1546,19.7207,4.19219,1.39252,10.1573,1.20666,7.15921,3.18725,3.98662,4.07255,7.14838,6.07996,19.0453,5.71883,6.35256,14.2275,4.64806,23.6858,6.62148,4.43571,1.85868,204.85,14.6895,41.1047,12.3881,9.10664,13.8376,41.2445,4.05517,22.7244,8.40122,4.20173,8.00689
1661,2014-07-20,00:00:00.00,1.05925,4.20574,8.03534,10.8968,11.4347,4.10021,3.47513,2.41224,2.66364,6.55064,10.576,2.79167,61.6065,3.08537,10.6117,17.4438,9.18212,28.7981,19.6696,4.13901,1.3966,10.1516,1.21772,7.14398,3.1568,4.0119,3.92515,7.16364,5.96213,18.4522,5.79077,6.40876,14.1161,4.63781,23.4467,6.49091,4.37689,1.84866,202.798,14.5491,40.5955,12.2856,9.02877,13.7186,40.9914,4.14152,22.5358,8.29105,4.16507,7.93426
1662,2014-07-21,00:00:00.00,1.01566,4.1642,8.32098,10.7177,11.2987,4.05947,3.44204,2.39017,2.86153,6.47657,10.4658,3.42814,59.9463,3.22851,10.5791,17.3951,9.112,28.4954,19.6316,4.11726,1.44085,10.2627,1.29017,7.0164,3.21847,4.55029,4.07064,7.15862,5.95448,17.8036,5.8718,6.62945,14.023,4.62788,23.2189,6.40382,4.39135,1.8331,200.682,14.4098,40.2036,12.211,8.96501,13.622,41.3648,4.18639,22.4447,8.6251,4.13876,7.86346
1663,2014-07-22,00:00:00.00,0.972431,4.1234,8.2935,10.581,11.1156,4.01909,3.40939,2.36205,2.96433,6.41063,10.5395,3.45796,59.3422,3.2514,10.5416,17.3381,9.08337,28.3972,19.5308,4.06474,1.40956,10.164,1.25614,6.85011,3.80714,4.44687,4.17192,7.40951,5.91042,17.5063,5.79938,6.61054,13.8577,4.61409,22.9899,6.36302,4.37519,1.81019,199.064,14.2715,39.8315,12.1336,8.8912,13.5267,41.2764,4.05228,22.3014,8.87852,4.12006,7.79329
