time,date,hour,precip [mm/day],sub710 [m3/s],sub710 (observed) [m3/s],sub685 [m3/s],sub685 (observed) [m3/s],sub684 [m3/s],sub684 (observed) [m3/s],sub676 [m3/s],sub676 (observed) [m3/s],sub677 [m3/s],sub677 (observed) [m3/s],sub686 [m3/s],sub686 (observed) [m3/s],sub699 [m3/s],sub699 (observed) [m3/s],sub701 [m3/s],sub701 (observed) [m3/s],sub700 [m3/s],sub700 (observed) [m3/s],sub683 [m3/s],sub683 (observed) [m3/s],sub697 [m3/s],sub697 (observed) [m3/s],sub698 [m3/s],sub698 (observed) [m3/s],sub696 [m3/s],sub696 (observed) [m3/s],sub682 [m3/s],sub682 (observed) [m3/s],sub694 [m3/s],sub694 (observed) [m3/s],sub695 [m3/s],sub695 (observed) [m3/s],sub678 [m3/s],sub678 (observed) [m3/s],sub680 [m3/s],sub680 (observed) [m3/s],sub681 [m3/s],sub681 (observed) [m3/s],sub691 [m3/s],sub691 (observed) [m3/s],sub693 [m3/s],sub693 (observed) [m3/s],sub692 [m3/s],sub692 (observed) [m3/s],sub689 [m3/s],sub689 (observed) [m3/s],sub712 [m3/s],sub712 (observed) [m3/s],sub724 [m3/s],sub724 (observed) [m3/s],sub723 [m3/s],sub723 (observed) [m3/s],sub720 [m3/s],sub720 (observed) [m3/s],sub719 [m3/s],sub719 (observed) [m3/s]
806,2012-03-17,00:00:00.00,1.29242,14.1477,18.0095,7.10402,18.1,2.08271,10.8,2.47879,4.72,10.3378,21.4,4.77917,10.7,3.90555,3.76,10.742,6.97,6.08126,3.39,4.56202,4.6,1.87212,3.59,12.8965,10.5,4.9091,17.2,2.13704,2.91,3.57943,11.2,3.60106,3.17,22.2493,17.16,9.46062,8.7782,8.89111,15.8008,11.6451,11.5816,4.928,16.7919,13.7609,26.3913,10.7464,2.9733,5.09825,35.3961,10.1149,2.9733,8.04226,14.6398,4.78057,8.6366,43.9525,53.2357
807,2012-03-18,00:00:00.00,0.00719921,12.8851,21.2943,5.54661,15.2,1.44369,9.09,2.22692,3.57,8.29183,16.7,2.68947,7.76,3.42494,3.04,8.91922,7.66,4.72704,2.71,3.94338,3.8,1.36628,1.88,13.1235,8.53,6.01067,14.2,2.17702,3.76,3.15394,7.2,3.2811,3.61,19.8781,17.7547,7.4544,15.5176,7.30342,23.418,10.7518,10.6471,4.00177,15.0362,13.7947,23.3897,10.4788,2.7354,5.27626,32.5644,9.73809,3.9644,9.48119,11.2701,4.09444,4.8705,42.9344,45.5901
808,2012-03-19,00:00:00.00,0.643172,11.2831,11.0153,3.87202,13.5,0.973424,7.81,1.84803,2.85,6.98798,14.4,1.48436,6.1,1.12967,2.55,5.75066,6.14,1.70091,2.28,2.10419,3.41,0.676782,1.57,10.6426,7.21,3.11332,11.7,1.18234,2.83,1.75874,5.97,2.11216,1.77,16.58,13.7903,5.93822,11.6949,5.2763,11.1852,8.88512,10.2224,2.70909,13.9319,9.97249,22.6252,9.11106,2.4692,4.02351,15.5459,11.2407,7.8438,9.36161,6.8244,5.34222,6.258,45.7063,65.1287
809,2012-03-20,00:00:00.00,0.403338,13.7736,11.1002,2.70709,11.9,0.791826,6.74,1.88968,2.38,5.92193,13.8,0.960979,5.2,1.08306,2.19,3.82922,5.18,1.71993,2.07,1.48082,3.09,0.548204,1.31,7.89929,6.34,1.57415,10.1,1.14195,1.95,1.29082,4.93,1.4146,1.22,14.2238,11.0153,4.88543,7.8438,4.1763,7.5323,7.08122,9.741,2.16523,13.2806,7.18471,20.7846,7.83761,2.2852,3.37439,11.6099,12.3825,8.665,11.4734,27.1559,5.64586,12.9691,49.6742,119.214
810,2012-03-21,00:00:00.00,0.0075501,13.6288,20.8412,2.12694,10.8,0.668382,5.73,1.78098,2.09,4.99991,13.2,0.742962,4.53,1.13291,1.89,2.75681,4.55,1.62319,1.95,1.21316,2.99,0.501656,1.12,6.72617,5.61,1.61846,8.94,1.14455,1.54,1.02544,3.82,0.951961,0.954,12.4591,9.1463,4.08596,5.8333,3.4314,6.881,5.83002,8.58,2.07518,12.2046,6.11818,18.2644,6.77901,2.1492,2.63832,8.2402,9.73295,8.7216,12.1796,28.8832,2.56187,7.5889,39.7059,67.9604
811,2012-03-22,00:00:00.00,0.000238961,10.7552,10.7321,1.72676,9.74,0.593304,4.73,1.65753,1.69,4.13599,12.4,0.655096,3.95,1.06357,1.66,2.17132,4.1,1.55218,1.83,1.07178,2.74,0.479206,0.975,5.93279,5.07,1.25537,7.93,1.14719,1.29,0.896181,3.14,0.714417,0.745,10.8508,7.6172,3.43041,4.6156,2.86657,4.9838,4.89725,8.3535,2.02727,11.4683,5.20123,16.5654,5.88199,2.0275,1.90599,6.3996,8.42369,5.6634,9.14677,13.8469,1.86739,4.4457,31.4077,56.9169
812,2012-03-23,00:00:00.00,0.011473,10.0458,7.3624,1.48593,8.93,0.575325,4.01,1.65831,1.42,3.48231,11.7,0.590989,3.49,1.08635,1.5,1.86805,3.76,1.55794,1.69,0.990703,2.56,0.46989,0.874,5.19109,4.64,1.22123,7.14,1.15405,1.12,0.821923,2.65,0.616538,0.585,9.4857,6.6261,2.93623,3.8511,2.42789,3.9644,4.17376,7.5889,2.03456,10.5339,4.52467,15.2911,5.18172,1.9567,1.48717,4.9838,7.29642,3.8794,5.76002,6.0315,1.60657,3.4263,29.7251,49.8376
813,2012-03-24,00:00:00.00,0.0737863,9.23797,5.6351,1.34002,8.18,0.582326,3.45,1.67193,1.22,3.19117,12,0.54785,3.1,1.11065,1.35,1.74936,3.49,1.65086,1.54,1.03416,2.37,0.475577,0.801,4.67843,4.31,1.09696,6.54,1.21794,1,0.78152,2.28,0.56631,0.477,8.51101,5.9749,2.55788,3.2848,2.10042,3.3414,3.65831,6.881,2.10906,9.5428,4.02272,13.9602,4.56222,1.9369,1.82779,4.3042,6.61564,3.0299,4.36543,3.6246,1.56965,2.8883,27.6581,43.6079
814,2012-03-25,00:00:00.00,1.78668,13.8342,8.5234,2.90287,7.71,1.64325,2.99,2.05964,1.07,3.58071,13.4,2.97383,2.85,3.78454,1.29,3.58054,3.37,5.71577,1.39,2.57318,2.3,1.03938,0.854,5.52262,4.1,2.60542,6.1,2.37693,0.927,1.06206,2.01,0.967024,0.442,8.72948,5.4935,3.26916,2.7128,2.37042,2.945,3.83253,6.1164,3.36685,8.9481,4.78057,13.3939,4.44447,2.019,2.99819,4.7006,9.60609,3.5113,4.63175,2.8232,2.97771,3.483,29.0385,45.0238
815,2012-03-26,00:00:00.00,0.181601,14.6757,21.7757,4.81475,7.95,2.05817,2.68,2.42197,0.93,3.79495,11.9,4.55206,3.34,5.16197,1.24,5.50461,3.44,6.27332,1.26,3.44454,2.36,1.29618,0.707,7.18115,4.07,3.57295,5.88,2.61582,0.874,1.20196,1.81,1.21507,0.469,9.59437,5.0404,3.76064,2.3786,2.808,2.6986,4.18481,5.9182,4.28813,8.0137,6.10031,12.0913,4.43458,1.8378,3.40445,5.0687,10.939,7.4756,5.0098,2.3786,3.62791,3.7095,30.0474,40.2099
816,2012-03-27,00:00:00.00,0.00305758,10.2492,13.5355,4.24142,7.28,1.16955,2.34,2.15153,0.767,3.27882,10.2,2.7689,3.05,1.96352,1.09,4.88649,3.21,2.2265,1.16,2.34883,2.1,0.806985,0.58,7.2551,3.96,1.83601,5.58,1.46243,0.808,0.976028,1.63,0.899439,0.412,9.48296,4.644,3.10655,2.2002,2.61487,2.4891,4.0802,5.6351,3.03713,7.5889,5.51274,11.2984,4.05254,1.5971,2.6099,4.0776,9.02197,7.2208,4.20145,1.9454,2.44906,2.86,27.8038,36.8119
817,2012-03-28,00:00:00.00,0.000597175,9.86279,7.5323,3.01123,6.69,0.83604,1.97,1.7917,0.638,2.95194,8.92,1.49615,2.72,0.856467,0.921,3.73071,2.93,1.59694,1.1,1.61887,1.86,0.58187,0.488,6.31576,3.57,1.05861,5.22,1.16753,0.687,0.8671,1.46,0.698465,0.341,8.88167,4.0493,2.66843,2.0643,2.24069,2.2002,3.83456,4.9271,2.13478,6.8527,4.40312,9.9675,3.81801,1.4385,1.8527,3.1432,8.41541,3.936,3.32052,1.7273,1.82243,2.2059,26.4069,32.5644
818,2012-03-29,00:00:00.00,0.0209427,9.50188,5.2669,2.37974,6.38,0.70953,1.8,1.73024,0.607,2.8663,8.2,0.976904,2.45,1.22256,0.928,2.91284,2.81,1.60791,1.07,1.31254,1.9,0.531046,0.521,5.59116,3.34,1.24138,4.86,1.16552,0.611,0.809313,1.33,0.615752,0.279,8.55544,3.7661,2.36433,1.8236,1.98948,2.036,3.54043,4.6723,2.14153,6.343,4.09084,9.203,3.71474,1.4413,1.48729,2.8317,7.55261,2.8317,3.11879,1.5319,1.58899,1.9793,26.1153,28.8832
819,2012-03-30,00:00:00.00,0.0322798,8.94881,4.4174,1.93254,6.1,0.757658,1.72,2.13176,0.598,2.87256,7.72,0.776648,2.28,1.08743,0.862,2.33389,2.74,1.69784,1.06,1.23409,1.82,0.507771,0.474,5.01339,3.21,1.0701,4.59,1.21422,0.594,0.846123,1.16,0.609798,0.233,8.28897,3.5962,2.24781,1.6933,1.8676,1.8293,3.30739,5.097,2.07186,6.4562,3.77895,8.9198,3.59551,1.4017,1.31337,2.5145,6.72844,2.2852,3.10626,1.4725,1.46879,1.8689,25.165,30.299
820,2012-03-31,00:00:00.00,2.61839,9.27222,3.8794,1.73579,5.98,0.940589,1.63,2.66317,0.548,3.02685,6.27,0.899923,2.09,6.36176,1.02,4.68018,2.81,11.2009,1.16,2.02641,1.76,6.48304,2.22,7.07116,3.08,7.22348,4.48,4.34915,0.568,3.98123,1.06,3.70285,0.221,11.7827,3.2848,5.79632,1.4555,4.03877,1.682,6.93893,7.0792,10.5912,13.2806,10.533,15.8574,8.1638,2.6335,1.52609,2.4324,7.34832,2.0105,3.91342,1.3394,1.6414,1.8151,24.3886,29.7327
821,2012-04-01,00:00:00.00,0.404824,9.86454,4.2475,1.62982,5.9,0.870227,1.57,2.50234,0.516,3.0357,6.31,1.03512,2.06,8.63458,1.23,6.04184,2.94,11.9608,1.75,2.36549,1.79,9.33596,5.46,10.2587,3.13,11.2369,5.02,4.63413,0.549,4.73518,1.11,4.94385,0.217,14.5209,3.2848,7.48359,1.4895,5.74018,1.7981,12.1682,8.2685,18.657,16.7353,18.9098,25.0887,12.0878,3.8794,1.83135,3.8228,7.52235,1.801,4.9758,1.3167,2.49925,1.9029,24.541,29.7327
822,2012-04-02,00:00:00.00,0.333473,8.89442,4.9271,2.14546,5.9,1.59084,1.54,3.01022,0.503,5.5175,6.36,2.51342,2.05,3.37986,1.05,5.40946,2.87,4.18684,1.33,2.81194,1.76,3.84448,1.82,9.16041,3.24,4.59291,5.1,1.54925,0.557,2.00106,1.06,2.60798,0.242,11.999,3.3131,5.14723,1.6877,4.79646,2.0756,12.5577,6.3713,11.2138,9.5145,13.5176,15.0646,10.0299,2.2512,1.68866,3.5113,6.40341,1.5886,4.59743,1.4413,2.58695,1.6424,24.395,28.8832
823,2012-04-03,00:00:00.00,0.0340285,7.80604,4.4457,2.75874,5.7,1.78499,1.53,3.81633,0.491,6.70549,6.47,3.25152,2.09,1.84622,0.959,4.9535,2.8,3.35784,1.18,2.85025,1.78,1.08034,1.28,6.63654,3.13,1.26418,4.94,1.26078,0.542,1.39261,0.991,1.76835,0.263,10.2536,3.0016,4.32638,1.7132,4.0025,1.9397,10.1882,5.9749,4.14572,8.2119,7.08849,12.4877,9.11903,1.8378,1.43095,2.7241,6.04459,1.5263,3.7215,1.212,1.88781,1.648,22.8321,29.4495
824,2012-04-04,00:00:00.00,0.147587,7.49509,3.7378,2.42866,5.68,0.976414,1.39,2.84342,0.437,5.2357,6.42,1.96206,2.03,1.53056,0.827,3.49566,2.65,1.64148,1.05,1.72702,1.64,0.6824,0.972,5.77145,2.98,1.97732,4.58,1.43354,0.491,1.1251,0.946,1.269,0.208,10.0743,2.7751,3.70573,1.5914,3.37519,1.7443,8.19052,5.805,3.48298,7.7305,6.82929,11.2984,9.4757,1.6679,2.42095,3.0299,7.00486,1.4073,3.52623,1.1553,1.65454,1.5744,21.8821,25.6834
825,2012-04-05,00:00:00.00,0.0315304,7.18934,3.2564,1.94187,5.55,0.792381,1.28,1.82064,0.395,4.87701,6.11,1.18927,1.94,0.94228,0.778,2.76693,2.55,1.64824,0.939,1.41348,1.61,0.744501,0.847,5.28368,2.83,1.8317,4.34,1.4262,0.451,1.04685,0.904,1.03529,0.174,9.57568,2.7581,3.16446,1.447,2.8503,1.6452,6.7811,5.4085,2.70255,7.2208,5.50279,10.4206,8.80487,1.6282,3.45,2.6505,7.22925,1.2912,3.77885,1.0251,1.51005,1.5234,21.5653,22.7667
826,2012-04-06,00:00:00.00,0.0094032,6.85285,2.945,1.66569,5.34,0.685629,1.16,1.74054,0.363,4.21566,5.65,0.851099,1.83,1.26712,0.718,2.25007,2.45,1.65497,0.839,1.26238,1.56,0.731229,0.702,4.93117,2.72,1.79661,4.02,1.22178,0.413,0.981043,0.824,0.877273,0.143,8.84677,2.6136,2.80477,1.3535,2.47032,1.6226,5.65584,5.1253,2.36185,6.796,4.78578,9.4578,7.63736,1.4073,2.84384,2.3814,6.16625,1.212,3.58719,0.9599,1.42854,1.4696,20.7501,21.9739
827,2012-04-07,00:00:00.00,0.000239541,6.50101,2.6986,1.474,5.14,0.626733,1.08,1.74918,0.338,3.63,4.86,0.71783,1.7,1.10195,0.652,1.96143,2.33,1.66134,0.754,1.11939,1.44,0.623684,0.588,4.52866,2.62,1.27833,3.78,1.19525,0.394,0.881293,0.755,0.728235,0.139,8.271,2.3305,2.53826,1.2771,2.19366,1.5348,4.81878,4.644,2.17674,6.2014,4.32227,8.4951,6.5951,1.2771,1.99457,2.0105,5.86784,1.1185,3.11929,0.8835,1.38667,1.3734,19.9137,19.2271
828,2012-04-08,00:00:00.00,2.15843e-07,6.15141,2.4409,1.34138,4.96,0.600238,1,1.75324,0.324,3.30151,4.62,0.646759,1.58,1.21485,0.6,1.83745,2.23,1.66768,0.686,1.0488,1.37,0.569715,0.519,4.18564,2.51,1.17324,3.58,1.18796,0.367,0.821335,0.72,0.642725,0.199,7.73891,2.1719,2.28656,1.1893,1.97045,1.4753,4.15253,4.3325,2.12027,5.7483,3.8926,7.7305,5.73896,1.1978,1.57233,1.7217,5.59375,1.0506,2.72036,0.7646,1.36473,1.3054,19.1321,16.8485
829,2012-04-09,00:00:00.00,0.0192445,5.82454,2.2285,1.2305,4.76,0.606642,0.953,1.8326,0.299,3.12749,4.58,0.595262,1.49,1.21582,0.566,1.90285,2.21,1.80013,0.65,1.13065,1.39,0.543727,0.508,3.99124,2.43,1.11989,3.43,1.19159,0.348,0.790374,0.687,0.599312,0.152,7.27612,2.2031,2.15802,1.1015,1.82776,1.3592,3.68928,4.9271,2.10433,6.1448,3.71845,8.2402,4.97737,1.178,1.4397,1.5688,5.30804,0.9599,2.45491,0.7051,1.35306,1.2771,18.3011,17.0184
830,2012-04-10,00:00:00.00,0.010543,5.52882,2.1124,1.14435,4.77,0.601869,0.915,1.91308,0.296,3.03268,4.68,0.558136,1.41,1.29256,0.567,1.95764,2.21,1.82802,0.642,1.14558,1.42,0.59595,0.489,3.91652,2.39,1.14978,3.34,1.2124,0.338,0.778379,0.649,0.587596,0.102,6.89919,2.1039,2.09115,1.0619,1.74396,1.2431,3.37531,4.7289,2.10152,6.0315,3.55898,8.1836,4.3043,1.1185,1.41381,1.4866,5.08367,0.8778,2.36714,0.6938,1.34681,1.3111,17.5127,16.1123
831,2012-04-11,00:00:00.00,0.0258589,5.31215,1.9907,1.07842,4.67,0.644965,0.892,1.96067,0.294,2.98315,4.7,0.531567,1.35,1.19603,0.566,1.87799,2.19,1.70794,0.618,1.0616,1.36,0.618009,0.467,3.88091,2.38,1.16682,3.29,1.2125,0.337,0.771625,0.627,0.586616,0.104,6.59007,1.9255,2.04884,1.0534,1.6878,1.2063,3.17829,4.4457,2.10282,5.7766,3.51064,7.7588,3.79537,1.0874,1.35304,1.413,4.89376,0.824,2.38858,0.6966,1.40198,2.1181,17.129,19.5669
832,2012-04-12,00:00:00.00,0.326902,5.7684,2.0728,1.06644,4.6,0.807534,0.917,2.18264,0.292,3.02933,4.3,0.557599,1.3,1.98255,0.568,2.12107,2.16,2.59163,0.593,1.54272,1.34,0.572006,0.426,5.19164,2.37,1.89103,3.28,3.35245,0.336,1.39637,0.601,1.04923,0.101,6.62925,2.1804,2.17584,1.0449,1.71073,1.1723,3.05559,4.3891,2.10533,5.6351,3.47304,7.3057,3.43627,1.0959,1.30305,1.3394,4.7896,0.7929,2.46485,0.7334,1.56839,4.3325,17.149,25.117
833,2012-04-13,00:00:00.00,0.000619427,5.78385,2.5315,1.06401,4.54,0.789139,0.897,2.26118,0.284,3.02642,4.11,0.5536,1.26,2.29975,0.54,2.25364,2.13,2.62039,0.554,1.65964,1.31,0.561196,0.377,6.97936,2.39,2.39547,3.22,3.35414,0.336,1.66577,0.588,1.39809,0.063,6.70488,2.2738,2.22737,1.0109,1.73179,1.1298,2.98103,4.3042,2.10812,5.5218,3.49213,7.1075,3.18471,1.0194,1.27911,1.2063,4.66028,0.7759,2.50689,0.7617,1.54858,2.9733,16.6761,20.7279
834,2012-04-14,00:00:00.00,0.00156496,5.27703,3.0582,1.03536,4.51,0.647609,0.888,1.98213,0.257,2.9592,4.37,0.506495,1.22,1.3275,0.525,2.05349,2.1,1.74248,0.532,1.23823,1.29,0.55422,0.364,6.63556,2.32,1.50144,3.17,1.19863,0.337,1.17941,0.573,1.08435,0.059,6.44054,2.1238,2.1027,0.9571,1.68287,1.1015,2.93659,4.1909,2.1109,5.4368,3.48034,7.0509,3.01954,0.9996,1.26433,1.0817,4.49807,0.773,2.42322,0.7164,1.40063,1.9595,15.7658,17.1034
835,2012-04-15,00:00:00.00,0.470839,5.42995,2.6278,1.20805,4.46,0.804531,0.846,1.89278,0.244,3.01128,4.2,0.551203,1.18,2.23946,0.524,2.30203,2.06,3.32539,0.528,1.43495,1.27,0.764861,0.362,5.58419,2.26,1.42925,3.09,1.22733,0.322,1.06872,0.563,0.932598,0.115,6.22787,1.8519,2.1465,0.9033,1.76045,1.093,3.08204,4.3891,2.5345,5.4935,3.98848,7.2491,3.0914,1.0477,2.40642,1.2233,7.51002,0.8297,3.83284,0.6541,1.43562,1.648,15.3177,17.6131
836,2012-04-16,00:00:00.00,4.03158,5.81505,2.4551,2.21881,4.49,2.14392,0.905,3.59825,0.271,4.8709,4.58,2.0235,1.23,7.14505,0.76,4.5354,2.21,9.33488,0.719,3.54358,1.36,5.15703,1.39,10.7878,2.43,9.29118,3.76,9.04912,0.339,7.23876,0.709,5.86105,0.212,15.0676,2.002,11.1823,1.1723,7.4099,1.2884,8.94373,10.279,12.6258,21.8606,15.3145,26.4479,8.46287,5.0121,3.48714,1.1667,9.8194,0.8297,5.62603,0.6456,1.58848,1.7698,15.2707,18.0095
837,2012-04-17,00:00:00.00,0.0588999,5.73194,2.4777,3.00183,4.64,2.34308,1.02,5.06863,0.303,5.54176,4.55,2.73234,1.45,7.40664,0.79,5.20466,2.21,7.7508,0.747,4.05824,1.46,6.91447,1.23,17.1937,2.84,13.4115,5.75,9.04807,0.389,8.40955,0.895,7.87964,0.478,22.8345,2.1634,15.9125,1.2035,12.3068,1.801,17.4166,9.0897,20.7517,16.5087,28.3356,26.363,13.1621,3.1715,3.0041,1.144,8.84504,0.8042,5.29833,0.6485,1.58675,1.6877,15.0328,17.4432
838,2012-04-18,00:00:00.00,8.30207e-06,5.37481,2.3814,2.66166,4.54,1.21684,0.92,3.46709,0.268,4.3111,4.37,1.63701,1.35,2.10277,0.678,3.59352,2.11,1.73597,0.599,2.26928,1.25,2.73899,0.662,13.4037,2.82,5.11676,5,1.22918,0.455,2.9893,0.872,4.11531,0.573,18.0571,2.1351,10.0005,1.2346,9.4476,1.9454,17.8119,7.2491,11.455,9.9392,20.1323,15.8291,11.3702,1.8264,2.28558,1.0109,8.30259,0.7929,4.13125,0.623,1.45254,1.5008,14.6268,16.8768
839,2012-04-19,00:00:00.00,0.000180414,5.28693,2.0841,2.19087,4.37,0.954787,0.796,1.90634,0.241,4.01131,3.84,1.06204,1.24,0.954273,0.548,2.91559,2.01,1.72997,0.517,1.6195,1.14,0.821759,0.515,8.06244,2.45,1.56127,4.29,1.20589,0.385,2.23757,0.844,2.73723,0.363,14.6405,2.1776,7.41594,1.0874,6.28264,1.5716,13.485,6.4279,3.97174,8.4667,10.0099,12.3461,11.0344,1.3904,1.7872,0.9401,7.55801,0.773,3.29426,0.5607,1.40236,1.3932,14.3848,17.9246
840,2012-04-20,00:00:00.00,0.160028,5.164,1.8774,1.87076,4.31,0.800565,0.759,1.80282,0.22,3.63557,3.58,0.812091,1.17,1.4437,0.49,2.40099,1.96,1.76545,0.504,1.52599,1.14,0.633423,0.496,7.52923,2.28,2.18525,3.77,1.23029,0.323,1.70341,1.01,1.9399,0.222,14.9819,1.9539,6.72481,0.926,5.54494,1.3592,10.5698,6.0598,3.57733,7.7305,9.25568,10.6471,11.7434,1.2686,1.50234,0.8807,6.7544,0.7277,2.78472,0.5239,1.37762,1.3649,14.2543,17.245
841,2012-04-21,00:00:00.00,0.889642,5.04433,1.8378,1.62167,4.29,0.721593,0.793,1.85521,0.214,3.37415,3.14,0.721501,1.13,1.30499,0.506,2.10324,1.94,1.79258,0.501,1.43598,1.18,0.626242,0.474,7.6933,2.23,1.94131,3.49,2.9503,0.299,2.32266,0.97,1.86477,0.157,18.8309,1.8491,8.95686,0.9033,6.73753,1.2771,9.63236,6.1448,4.33355,8.0986,9.89375,10.7038,11.8218,1.2828,1.55865,0.875,6.20592,0.6994,2.51038,0.5097,1.3934,1.3677,14.1332,17.4432
842,2012-04-22,00:00:00.00,2.49903,7.18508,2.0954,3.4704,4.64,2.83738,0.998,4.85168,0.242,8.33818,4.75,4.76733,1.51,5.89047,0.616,5.78297,2.2,9.48273,0.666,4.31831,1.28,2.19329,0.53,10.2631,2.28,5.28372,3.38,7.6938,0.317,5.47058,0.971,3.98618,0.143,23.1215,2.4296,9.86214,0.9514,7.84737,1.3989,10.3389,7.1358,7.73971,14.3,14.3904,18.7174,12.0364,2.3673,2.56355,1.5574,9.11899,0.7504,4.26777,0.6966,3.09384,2.8883,16.319,24.7489
843,2012-04-23,00:00:00.00,0.00996088,7.62837,2.4551,5.38827,4.64,3.4514,1.06,7.63037,0.241,10.317,4.46,7.19337,1.5,7.63274,0.587,7.77755,2.15,9.67114,0.628,5.35115,1.2,2.93826,0.449,12.5221,2.29,6.85377,3.37,5.9762,0.335,5.18794,0.932,4.38815,0.155,20.7845,2.5882,7.47619,1.0081,6.67276,1.6226,10.061,6.0032,8.39164,8.2119,15.0484,12.8275,10.7871,1.5008,3.27324,1.0336,10.7359,0.7192,6.25574,1.3026,3.89547,2.4098,18.8541,23.8428
844,2012-04-24,00:00:00.00,0.322429,6.6451,3.1715,5.21046,4.62,2.07345,0.987,5.2008,0.219,9.62938,4.43,6.72952,1.42,2.55858,0.523,5.73704,2.09,2.27699,0.549,3.05509,1.11,1.46063,0.406,9.91476,2.23,3.2057,3.3,1.21194,0.339,2.27258,0.842,2.47323,0.145,16.9194,2.0756,5.68484,1.0052,4.82694,1.4951,8.14101,5.6634,5.17712,7.3624,10.1998,10.8737,8.79601,1.2091,2.64831,0.9175,9.16363,0.7674,5.48661,0.9996,2.52509,1.716,17.8437,20.558
845,2012-04-25,00:00:00.00,0.201083,7.28948,7.8721,4.88987,4.65,2.13534,1.06,3.34462,0.241,11.6164,5.75,6.77841,1.96,2.03586,0.468,5.27692,2.06,3.6475,0.552,2.87242,1.1,0.717998,0.376,7.27768,2.13,1.52849,3.18,1.39118,0.314,1.77724,0.812,1.78137,0.106,15.1611,1.9822,4.77246,0.9401,3.90201,1.3309,6.61799,5.2103,3.0088,6.8527,6.96772,9.5994,7.51969,1.1072,1.92888,0.8297,8.56305,0.7985,4.10598,0.7929,1.87185,1.5121,17.0625,18.6608
846,2012-04-26,00:00:00.00,0.0254685,7.07778,12.8558,4.14056,4.68,1.63493,1.18,3.41179,0.276,10.4942,6.28,4.08619,1.79,2.8706,0.432,4.3686,1.99,3.34044,0.54,2.37132,1.11,0.630232,0.341,6.78128,2.06,1.86134,3.04,1.39223,0.283,1.40271,0.781,1.30575,0.094,13.5235,1.8208,4.04394,0.8495,3.22482,1.1751,5.60117,4.644,2.54455,6.1731,6.02393,8.4667,6.63188,1.0194,1.62595,0.7787,7.65288,0.79,3.32894,0.7136,1.63384,1.379,17.6763,17.2166
847,2012-04-27,00:00:00.00,0.532066,6.98682,6.796,3.25791,4.49,1.3865,1.13,2.93083,0.253,9.46087,6.24,2.03426,1.66,1.34301,0.438,3.29003,1.91,1.78999,0.504,1.67067,1.05,0.62945,0.324,6.17881,2.01,1.52039,2.91,1.29011,0.265,1.17984,0.715,0.998469,0.081,12.3446,1.8887,3.84706,0.7759,2.92228,1.076,4.78388,3.9644,2.28509,5.6067,5.23261,7.6739,5.86734,1.0137,1.78615,0.8976,12.8388,0.8382,4.33403,0.7136,2.21366,2.1634,18.6733,19.3687
848,2012-04-28,00:00:00.00,0.0272332,6.92575,4.2475,2.76678,4.38,1.4017,1.07,2.91751,0.229,8.37241,5.54,1.29463,1.5,1.2309,0.391,2.65011,1.84,1.7877,0.469,1.62574,1.02,0.636676,0.317,5.53929,1.99,1.56019,2.8,1.29107,0.246,1.0726,0.632,0.852512,0.073,11.4672,1.7188,3.65059,0.7391,2.74312,1.0081,4.17248,3.5396,2.18148,5.0121,4.74752,6.7111,5.18005,0.9798,1.92214,0.7419,15.6469,0.8438,5.38646,0.7419,2.41546,2.0615,19.9352,19.0289
849,2012-04-29,00:00:00.00,0.153325,6.76462,3.2281,2.37446,4.24,1.08017,0.982,2.67837,0.213,7.06798,4.83,0.937348,1.37,1.30389,0.349,2.23413,1.77,1.77328,0.447,1.54486,0.966,0.613177,0.288,4.99384,1.93,1.30736,2.69,1.21695,0.228,0.944594,0.545,0.744719,0.066,10.1856,1.4753,3.1058,0.6938,2.4188,1.0279,3.74765,3.5396,2.15265,4.8422,4.4041,6.4562,4.55867,0.9599,2.17939,0.9005,13.1746,0.7391,5.00235,0.7221,2.08789,1.6197,20.1493,18.0378
850,2012-04-30,00:00:00.00,0.00284371,6.53982,2.7212,2.00657,4.16,0.89862,0.919,2.09738,0.189,6.1135,4.35,0.778118,1.24,1.25562,0.34,2.00591,1.75,1.77657,0.438,1.31453,0.954,0.596389,0.279,4.57158,1.86,1.22151,2.63,1.21781,0.218,0.880306,0.505,0.677166,0.07,9.05817,1.464,2.74411,0.6739,2.14835,0.9883,3.45907,3.398,2.14295,4.7006,4.04769,6.1164,4.08851,0.9203,2.38975,0.841,12.1176,0.6768,4.51508,0.6201,2.00151,1.447,19.7131,18.5759
851,2012-05-01,00:00:00.00,2.66929,7.89269,2.6703,2.66168,4.19,2.90543,0.935,4.78307,0.202,7.891,4.53,1.72073,1.18,5.18012,0.436,3.44632,1.87,6.62232,0.501,4.02137,0.987,3.11523,0.306,7.91083,1.89,5.4193,2.57,6.80007,0.215,4.53088,0.488,3.6274,0.068,12.1671,1.5857,5.92023,0.6881,4.28746,0.9571,5.91898,4.4457,7.13598,7.1358,8.93244,7.9854,6.34264,1.3252,3.05804,1.3564,11.5035,0.7051,4.73477,0.5975,1.94194,1.7047,19.9657,19.6802
