time,date,hour,precip [mm/day],sub710 [m3/s],sub710 (observed) [m3/s],sub685 [m3/s],sub685 (observed) [m3/s],sub684 [m3/s],sub684 (observed) [m3/s],sub676 [m3/s],sub676 (observed) [m3/s],sub677 [m3/s],sub677 (observed) [m3/s],sub686 [m3/s],sub686 (observed) [m3/s],sub699 [m3/s],sub699 (observed) [m3/s],sub701 [m3/s],sub701 (observed) [m3/s],sub700 [m3/s],sub700 (observed) [m3/s],sub683 [m3/s],sub683 (observed) [m3/s],sub697 [m3/s],sub697 (observed) [m3/s],sub698 [m3/s],sub698 (observed) [m3/s],sub696 [m3/s],sub696 (observed) [m3/s],sub682 [m3/s],sub682 (observed) [m3/s],sub694 [m3/s],sub694 (observed) [m3/s],sub695 [m3/s],sub695 (observed) [m3/s],sub678 [m3/s],sub678 (observed) [m3/s],sub680 [m3/s],sub680 (observed) [m3/s],sub681 [m3/s],sub681 (observed) [m3/s],sub691 [m3/s],sub691 (observed) [m3/s],sub693 [m3/s],sub693 (observed) [m3/s],sub692 [m3/s],sub692 (observed) [m3/s],sub689 [m3/s],sub689 (observed) [m3/s],sub712 [m3/s],sub712 (observed) [m3/s],sub724 [m3/s],sub724 (observed) [m3/s],sub723 [m3/s],sub723 (observed) [m3/s],sub720 [m3/s],sub720 (observed) [m3/s],sub719 [m3/s],sub719 (observed) [m3/s]
32,2010-02-02,00:00:00.00,0.00104668,5.30167,3.8228,1.48622,11.5,0.629165,3.64,1.84493,1.9,4.75562,4.55,1.02293,2.35,0.991816,1.35,1.82708,2.33,1.37603,1.28,0.9633,2.04,0.619286,0.155,5.60182,5.2,1.2795,11,1.36929,1.09,1.10699,5.1,0.802405,0.95,7.47466,2.22,2.55809,0.9741,2.08044,1.1921,3.88521,5.5784,2.35556,6.5978,4.15044,10.4489,4.0059,1.0817,0.821896,0.9146,4.16268,1.9822,1.76042,0.9628,1.27028,1.9907,17.421,24.8905
33,2010-02-03,00:00:00.00,0.00125696,4.95787,3.3414,1.40945,10,0.611722,2.9,1.84139,1.5,4.33056,4.5,0.984713,2,0.99955,1.15,1.79192,2.05,1.36181,1.14,0.927605,1.93,0.603545,0.123,5.04734,4,1.22214,8.3,1.36609,0.862,1.04189,3.72,0.766306,0.7,7.26619,2.0671,2.52101,0.8382,2.0384,1.1298,3.76891,5.5784,2.35138,6.6261,4.06407,9.5711,3.86765,1.0874,0.811739,0.8297,4.00381,1.3309,1.74461,0.8212,1.24432,1.8774,16.9529,21.3792
34,2010-02-04,00:00:00.00,0.000455167,4.61471,3.1149,1.34121,8.7,0.595366,2.38,1.83785,1.2,4.09129,4.45,0.956431,1.8,0.968372,1.03,1.77137,1.86,1.34802,1.09,0.90047,1.83,0.586806,0.128,4.65003,3.4,1.16206,6.5,1.36323,0.73,0.996603,2.97,0.739015,0.5,7.08025,1.8802,2.49293,0.7759,2.01024,1.0874,3.68721,6.0032,2.3343,7.1925,4.00658,9.9109,3.74562,1.1695,0.801422,0.7646,3.88045,1.1327,1.73828,0.7362,1.22677,1.8321,16.4128,20.0483
35,2010-02-05,00:00:00.00,0.000560032,4.28427,2.9733,1.28329,8,0.57996,2.05,1.83433,1.02,3.95331,4.4,0.935956,1.61,0.963639,0.92,1.75694,1.77,1.33463,1.03,0.87858,1.75,0.570385,0.12,4.37134,3.05,1.11589,5.2,1.36038,0.645,0.962369,2.45,0.715617,0.38,6.92064,1.7443,2.47241,0.6966,1.98966,1.0619,3.62926,6.2297,2.31577,7.0792,3.96615,10.2507,3.64646,1.1157,0.793697,0.7164,3.77621,1.0477,1.72817,0.6513,1.21401,1.7755,15.8847,18.7741
36,2010-02-06,00:00:00.00,0.0121557,3.93723,2.9733,1.23428,7.2,0.565388,1.89,1.83083,0.92,3.87064,4.39,0.917721,1.45,0.942248,0.825,1.74513,1.7,1.32164,0.92,0.859972,1.68,0.556533,0.116,4.17877,2.82,1.07612,4.6,1.35767,0.544,0.93676,2.09,0.695976,0.3,6.7851,1.6226,2.45692,0.6853,1.9746,1.0534,3.58801,5.9465,2.30437,6.796,3.93729,9.656,3.57167,1.0874,0.785362,0.6598,3.82741,0.9628,1.75443,0.5947,1.20412,1.7245,15.3892,20.0766
37,2010-02-07,00:00:00.00,0.00516562,3.60706,2.8317,1.19219,6.5,0.551559,1.71,1.82734,0.82,3.81828,4.35,0.898891,1.3,0.933093,0.75,1.73454,1.62,1.30903,0.865,0.843482,1.61,0.542588,0.113,4.05394,2.64,1.04234,4.15,1.35497,0.48,0.916318,1.7,0.678314,0.24,6.66969,1.5433,2.44464,0.6853,1.96305,1.0364,3.55772,5.4652,2.29645,6.5695,3.91626,9.1463,3.51699,1.0392,0.773234,0.64,3.89264,0.9345,1.76853,0.5663,1.19605,1.682,14.8961,19.7085
38,2010-02-08,00:00:00.00,0.000101463,3.34942,2.8317,1.15531,6,0.538392,1.52,1.82387,0.73,3.78263,4.32,0.879795,1.22,0.916252,0.7,1.72458,1.55,1.2968,0.815,0.828418,1.56,0.530271,0.11,3.97783,2.52,1.01185,3.82,1.35251,0.42,0.901902,1.4,0.663199,0.19,6.57113,1.5036,2.43433,0.6626,1.95372,1.0279,3.53456,5.3802,2.28902,6.258,3.89918,8.9198,3.47722,0.9798,0.760336,0.572,3.88046,1.1327,1.73332,0.6796,1.18922,1.6735,14.4052,19.5103
39,2010-02-09,00:00:00.00,0.000469194,3.15053,2.8317,1.12235,5.5,0.525809,1.41,1.82041,0.65,3.75628,4.3,0.860682,1.1,0.905262,0.65,1.71501,1.54,1.28492,0.79,0.814366,1.51,0.52392,0.109,3.93116,2.4,0.985812,3.6,1.35024,0.38,0.891421,1.2,0.652758,0.15,6.48795,1.43,2.42545,0.6456,1.9458,0.9798,3.51604,5.3802,2.28198,6.1164,3.88416,8.5517,3.44789,0.892,0.749642,0.521,3.88852,1.1893,1.70745,0.623,1.18326,1.6169,13.9207,18.3776
40,2010-02-10,00:00:00.00,0.000663713,2.99784,2.7807,1.0924,5.2,0.513763,1.33,1.81696,0.61,3.73518,4.25,0.841807,1.01,0.891165,0.608,1.70574,1.53,1.27338,0.73,0.801075,1.47,0.515694,0.109,3.90105,2.3,0.963365,3.4,1.3476,0.355,0.879317,1.05,0.641371,0.125,6.42289,1.3592,2.42057,0.6315,1.94014,1.0279,3.50048,5.182,2.27511,6.0598,3.8714,8.6933,3.4255,0.9911,0.740444,0.4899,3.84359,0.7646,1.69374,0.5947,1.17795,1.6933,13.4409,17.5564
41,2010-02-11,00:00:00.00,0.0436836,2.88084,2.7751,1.06481,4.9,0.502212,1.36,1.81352,0.56,3.71709,4.21,0.823264,0.98,0.879442,0.59,1.69672,1.52,1.26218,0.705,0.788392,1.43,0.499899,0.11,3.88009,2.22,0.942814,3.2,1.34456,0.33,0.86398,0.9,0.624615,0.105,6.36376,1.3734,2.41414,0.6173,1.93436,1.0364,3.48669,5.5218,2.26833,6.258,3.85961,8.9764,3.40752,0.9571,0.731941,0.4701,3.77196,0.7079,1.68517,0.6513,1.35389,1.665,13.1418,19.5386
42,2010-02-12,00:00:00.00,0,2.79108,5.6917,1.03913,4.7,0.49112,1.32,1.8101,0.51,3.70076,4.2,0.804982,0.94,0.867007,0.565,1.68793,1.48,1.25131,0.68,0.776221,1.39,0.483938,0.113,3.86417,2.16,0.923551,3.03,1.34168,0.31,0.849945,0.8,0.608006,0.09,6.30449,1.3252,2.4042,0.6088,1.92726,1.0364,3.47376,5.5218,2.2615,6.5412,3.84795,9.1747,3.39213,0.9486,0.724198,0.4474,3.68972,0.6513,1.67879,0.6796,1.43171,1.6735,12.9136,18.406
43,2010-02-13,00:00:00.00,0,2.71985,7.7588,1.01503,4.5,0.480455,1.28,1.80669,0.475,3.68551,4.19,0.787043,0.89,0.855565,0.548,1.67936,1.45,1.24074,0.655,0.764501,1.36,0.471122,0.117,3.85111,2.1,0.905372,2.97,1.33906,0.3,0.839218,0.7,0.593667,0.08,6.25375,1.2884,2.39583,0.5947,1.92073,1.0534,3.46113,5.3802,2.25455,6.4562,3.83517,9.0614,3.37816,0.9486,0.717214,0.4248,3.61023,0.623,1.67335,0.623,1.28867,1.6452,12.4883,18.4343
44,2010-02-14,00:00:00.00,0,2.66061,5.5501,0.992255,4.3,0.470189,1.22,1.8033,0.437,3.67095,4.18,0.769573,0.87,0.844143,0.53,1.67098,1.42,1.23048,0.63,0.753189,1.33,0.459653,0.121,3.83975,2.05,0.887675,2.8,1.33645,0.29,0.829148,0.64,0.580382,0.07,6.20982,1.2544,2.38759,0.589,1.91424,1.0534,3.44856,5.3519,2.24757,6.1448,3.82267,8.4101,3.36495,0.9231,0.710293,0.4106,3.54615,0.5947,1.66835,0.5947,1.22458,1.6226,12.1237,18.6891
45,2010-02-15,00:00:00.00,0,2.61365,4.3042,0.970631,4.15,0.460297,1.18,1.79991,0.41,3.65689,4.16,0.752589,0.84,0.833265,0.515,1.66281,1.41,1.22051,0.61,0.742258,1.3,0.44903,0.119,3.82937,2,0.870413,2.68,1.33386,0.28,0.819597,0.58,0.567867,0.064,6.17045,1.2148,2.3792,0.5805,1.90771,1.0194,3.43597,5.4652,2.24062,6.2014,3.81031,8.5234,3.3521,0.926,0.703193,0.3879,3.49592,0.5663,1.66357,0.5663,1.19106,1.5914,11.9193,18.406
46,2010-02-16,00:00:00.00,0,2.57871,3.3414,0.95002,4.01,0.45076,1.15,1.79654,0.377,3.64321,4.14,0.736098,0.836,0.82262,0.505,1.65483,1.4,1.21082,0.59,0.731685,1.27,0.438994,0.117,3.81957,1.96,0.853586,2.6,1.33128,0.27,0.810473,0.53,0.555955,0.057,6.13457,1.1865,2.37064,0.6145,1.90111,1.0534,3.42341,5.4085,2.23375,6.2297,3.79818,8.4384,3.33944,0.9231,0.696136,0.3766,3.45687,0.623,1.65891,0.538,1.17232,1.5008,11.7287,17.2733
47,2010-02-17,00:00:00.00,0,2.55224,2.8883,0.930312,3.95,0.441559,1.19,1.79318,0.352,3.62987,4.13,0.720103,0.82,0.812363,0.497,1.64703,1.4,1.20141,0.573,0.721452,1.24,0.429408,0.119,3.81013,1.92,0.837209,2.49,1.3287,0.26,0.801713,0.49,0.544543,0.054,6.10155,1.161,2.362,0.6201,1.89448,1.0704,3.41089,5.3519,2.22696,6.1448,3.78616,8.7499,3.3269,0.9316,0.689216,0.3653,3.42639,0.5947,1.65436,0.5097,1.16099,1.6792,11.5221,19.1139
48,2010-02-18,00:00:00.00,0,2.53171,2.6136,0.911424,3.9,0.432677,1.26,1.78983,0.338,3.61682,4.13,0.704598,0.81,0.80239,0.488,1.63942,1.39,1.19225,0.569,0.711545,1.22,0.420199,0.119,3.80095,1.89,0.821292,2.41,1.32614,0.257,0.793273,0.465,0.533568,0.052,6.07093,1.1468,2.35333,0.623,1.88784,1.0789,3.39848,5.3236,2.22026,6.258,3.77433,8.6933,3.31447,0.9486,0.682471,0.3681,3.40228,0.5663,1.64988,0.4814,1.15342,1.7811,11.2437,18.8307
49,2010-02-19,00:00:00.00,0,2.51537,2.2852,0.893285,3.85,0.424101,1.21,1.78649,0.328,3.60404,4.15,0.689578,0.8,0.792743,0.481,1.63197,1.39,1.18335,0.545,0.701951,1.2,0.411323,0.119,3.79195,1.87,0.805806,2.36,1.3236,0.255,0.785123,0.44,0.522988,0.05,6.0423,1.127,2.34468,0.623,1.88123,1.0959,3.38619,5.3236,2.21367,6.2863,3.76257,8.6933,3.30218,0.9741,0.675907,0.3823,3.3828,0.538,1.64547,0.4531,1.14781,1.9425,10.9247,20.02
50,2010-02-20,00:00:00.00,9.53579e-06,2.50199,2.1124,0.87584,3.8,0.415816,1.19,1.78317,0.318,3.59153,4.12,0.675087,0.81,0.783382,0.477,1.62469,1.38,1.1747,0.53,0.692659,1.18,0.402755,0.129,3.78309,1.85,0.790748,2.31,1.32106,0.253,0.77724,0.42,0.512774,0.048,6.01535,1.1213,2.33611,0.623,1.87468,1.0789,3.37406,5.3519,2.20717,6.6261,3.75093,9.5145,3.29002,1.0081,0.669658,0.3964,3.36663,0.5097,1.64113,0.4248,1.14325,2.2172,10.6663,21.6624
51,2010-02-21,00:00:00.00,0.00140304,2.4907,2.86,0.859282,3.75,0.407816,1.16,1.77985,0.308,3.58997,3.54,0.665746,0.815,0.774313,0.473,1.61777,1.38,1.16629,0.525,0.683657,1.16,0.394476,0.142,3.77435,1.83,0.776126,2.27,1.31853,0.251,0.769646,0.4,0.502905,0.046,5.99333,1.1355,2.32923,0.623,1.8682,1.0959,3.36365,5.3236,2.20276,6.5412,3.74103,9.5145,3.28278,1.0166,0.665108,0.4474,3.35822,0.4814,1.63685,0.3964,1.1393,2.356,10.4892,22.9366
52,2010-02-22,00:00:00.00,0.0540715,2.48678,2.3616,0.844491,3.73,0.400117,1.18,1.77655,0.3,3.60453,3.62,0.669378,0.83,0.766336,0.472,1.61199,1.38,1.16043,0.512,0.675231,1.14,0.389064,0.157,3.76632,1.81,0.782821,2.24,1.31606,0.249,0.766461,0.38,0.501231,0.045,5.98926,1.144,2.33661,0.623,1.8669,1.0959,3.48374,4.5024,2.44677,5.9465,3.8372,8.8632,3.37416,1.0591,0.660469,0.4984,3.87646,0.5097,1.7394,0.3964,1.13572,2.6901,10.3572,23.7012
53,2010-02-23,00:00:00.00,0.643362,3.54295,2.8883,0.829845,3.7,0.392638,1.23,1.77325,0.294,3.60555,3.73,0.6572,0.855,0.759644,0.472,1.60637,1.37,1.15251,0.503,0.666907,1.12,0.505029,0.171,3.75859,1.86,0.790548,2.3,1.31355,0.247,0.759248,0.36,0.492294,0.044,5.97159,1.1723,2.33495,0.6541,1.87076,1.0959,3.63814,4.9271,2.65363,6.258,3.90387,9.9958,3.44223,1.2205,0.84893,0.6739,8.01697,0.5663,3.79264,0.4531,2.6342,4.8139,12.7829,35.3961
54,2010-02-24,00:00:00.00,0.0291147,4.12673,3.7945,0.813909,3.67,0.385372,1.21,1.76997,0.287,3.582,3.72,0.631346,0.875,0.755681,0.468,1.61243,1.37,1.24883,0.495,0.658498,1.11,0.562895,0.179,3.75,1.92,0.757354,2.35,1.31101,0.245,0.748077,0.35,0.475671,0.043,5.93573,1.195,2.31608,0.6739,1.87147,1.0959,3.66273,5.72,2.4048,7.5889,3.76875,11.4683,3.38759,1.3564,0.973522,0.8552,9.1358,0.8495,5.5856,0.9061,3.22356,8.5517,15.6453,56.9169
55,2010-02-25,00:00:00.00,6.89552e-05,3.5491,6.0032,0.798413,3.64,0.378376,1.18,1.76669,0.28,3.55583,3.73,0.616345,0.89,0.747642,0.455,1.60771,1.36,1.24124,0.492,0.650479,1.1,0.469593,0.203,3.74101,1.99,0.72339,2.36,1.30852,0.243,0.741323,0.34,0.466845,0.042,5.91124,1.2006,2.30304,0.6739,1.86524,1.0789,3.61521,5.5784,2.19822,7.504,3.6989,11.2701,3.35758,1.2318,0.812218,1.0534,6.73011,1.9822,4.67004,2.7581,2.00526,5.9465,14.3782,41.9089
56,2010-02-26,00:00:00.00,0,3.48007,7.6739,0.78397,3.61,0.371611,1.15,1.76343,0.277,3.53516,3.73,0.60245,0.915,0.733729,0.448,1.59003,1.36,1.12751,0.488,0.642738,1.09,0.413691,0.19,3.73234,2.01,0.7103,2.28,1.30605,0.241,0.734768,0.33,0.458382,0.041,5.88924,1.2006,2.29229,0.6654,1.85462,1.0874,3.53776,5.4652,2.18717,7.1358,3.7084,10.7887,3.36138,1.195,0.692663,0.9713,6.57064,4.3891,3.40966,2.9166,1.56099,4.8139,13.1089,31.4317
57,2010-02-27,00:00:00.00,0.0553707,3.49523,5.6067,0.896272,3.58,0.455508,1.12,1.78644,0.272,4.3443,3.71,0.973986,0.925,0.72494,0.442,1.76627,1.37,1.12609,0.484,0.640358,1.08,0.378912,0.16,3.72393,1.98,0.698034,2.22,1.30358,0.25,0.728403,0.36,0.450238,0.05,5.86769,1.2091,2.28297,0.6428,1.84381,1.0874,3.46438,5.6067,2.16824,6.9093,3.68072,10.5622,3.36178,1.1808,0.655127,0.943,6.07055,4.2475,2.59774,2.1946,1.35426,4.1059,13.5747,34.8297
58,2010-02-28,00:00:00.00,0.00622468,3.41436,4.2475,1.04216,3.55,0.461748,1.09,1.80419,0.267,4.84645,3.81,1.23495,0.95,0.718318,0.438,1.89206,1.38,1.11957,0.483,0.641239,1.07,0.358188,0.139,3.71567,1.94,0.686063,2.19,1.30112,0.26,0.722223,0.4,0.442382,0.06,5.84656,1.229,2.27459,0.6598,1.83411,1.1044,3.39868,5.805,2.1606,7.1925,3.67195,11.0153,3.34694,1.2176,0.636015,0.9769,5.57708,3.5396,2.10786,1.699,1.24771,3.9077,13.7619,33.4139
59,2010-03-01,00:00:00.00,0.0318494,3.28018,5.4935,1.08297,3.52,0.402642,1.21,1.77631,0.263,4.57061,3.94,1.23057,0.98,0.801431,0.437,2.17891,1.39,1.41766,0.482,0.663319,1.06,0.344678,0.157,3.70752,1.96,0.674516,2.17,1.29867,0.27,0.716312,0.44,0.434794,0.074,5.826,1.2403,2.26683,0.6711,1.82569,1.1044,3.36188,5.9749,2.15843,7.9854,3.75481,12.4877,3.31819,1.2544,0.624896,1.0704,5.10069,3.1149,1.83906,1.5574,1.19098,3.9644,13.8896,33.1307
60,2010-03-02,00:00:00.00,0.0020814,3.12705,6.0032,1.04578,3.5,0.394623,1.4,1.75235,0.28,4.38347,4.02,1.17483,1.05,0.834853,0.7,2.28079,1.43,1.41129,0.74,0.662234,1.06,0.334916,0.484,3.69945,2,0.663324,2.23,1.29623,0.3,0.71048,0.56,0.42746,0.11,5.80609,1.2544,2.25953,0.6994,1.81835,1.0789,3.34116,6.5129,2.15554,10.0242,3.82941,15.0929,3.28182,1.7018,0.617428,1.3309,4.68133,2.9733,1.70562,1.5008,1.15919,3.7945,13.8796,32.5644
61,2010-03-03,00:00:00.00,0.00353508,2.98011,4.559,0.949267,3.48,0.359742,1.43,1.74751,0.3,4.04449,3.98,0.989092,1.19,0.715739,0.875,1.92717,1.47,1.09632,0.92,0.630081,1.1,0.327145,1.92,3.69147,1.98,0.652495,2.26,1.2938,0.32,0.704721,0.65,0.420366,0.14,5.78687,1.2686,2.25259,0.7391,1.81183,1.0789,3.31789,6.6545,2.14517,10.2507,3.70823,15.8008,3.24395,1.8491,0.611629,1.7273,4.33316,4.2475,1.64246,1.7556,1.14017,3.5396,13.7399,30.5822
62,2010-03-04,00:00:00.00,0.00902395,2.85225,4.7006,0.892774,3.46,0.350291,1.5,1.74405,0.328,3.87094,3.97,1.1143,1.3,0.682297,1.2,1.74488,1.6,1.09124,1.6,0.61524,1.18,0.320474,3.02,3.68354,1.95,0.642015,2.32,1.29137,0.34,0.699215,0.8,0.413503,0.18,5.7683,1.3281,2.24594,0.7702,1.8059,1.0789,3.29296,6.3996,2.13778,8.8632,3.62638,14.4133,3.21032,1.5461,0.606579,2.5825,4.05558,6.6545,1.61262,2.2653,1.12786,3.483,13.4924,28.8832
63,2010-03-05,00:00:00.00,0.00417075,2.74633,5.9465,0.879907,3.44,0.341756,1.57,1.74085,0.365,3.75816,3.93,1.16217,1.45,0.691041,1.8,1.64633,2.56,1.08517,4.25,0.603802,1.3,0.314639,4.5,3.67569,2.18,0.631922,2.39,1.28896,0.37,0.693863,0.95,0.406862,0.24,5.75037,1.3394,2.23955,0.7985,1.80042,1.0959,3.2727,6.3996,2.13807,9.4295,3.63887,15.376,3.19041,1.648,0.603975,3.5113,3.83988,7.0792,1.59683,2.2087,1.11922,3.6529,13.1626,31.1485
64,2010-03-06,00:00:00.00,0.0109561,2.65523,6.258,0.912842,3.42,0.334054,1.59,1.73766,0.42,3.70844,3.86,0.99529,1.62,0.708415,2.6,1.60207,2.88,1.08516,4.3,0.595096,1.42,0.30971,3.45,3.66789,2.4,0.623129,2.48,1.28655,0.41,0.68866,1.2,0.400435,0.3,5.73895,1.4328,2.24554,0.8495,1.79788,1.1213,3.26927,5.6067,2.14545,8.3252,3.63246,14.6115,3.18866,1.6594,0.607996,5.5501,3.66678,6.5129,1.58771,2.0388,1.11269,3.6529,12.7688,29.4495
65,2010-03-07,00:00:00.00,0.0606626,2.58091,7.9004,1.12209,3.4,0.338532,1.59,1.73484,0.48,4.14433,3.86,0.909525,1.85,0.957053,3.5,1.58198,3.3,1.11464,4.4,0.588401,1.53,0.304505,3.09,3.66026,2.7,0.616228,2.6,1.28415,0.46,0.685448,1.6,0.395149,0.4,5.80667,1.5857,2.31499,0.9118,1.84418,1.1893,3.39672,6.1448,2.58905,8.6083,3.93932,15.6592,3.18924,1.7726,0.607665,6.9376,3.52642,6.3713,1.58255,1.8689,1.10743,3.6812,12.3321,30.8654
66,2010-03-08,00:00:00.00,0.700334,3.0093,6.7111,1.30247,3.38,0.423014,1.79,1.74457,0.56,6.16148,4,0.884839,2.19,2.0604,4.6,2.00128,4.16,2.44057,5.2,0.62254,1.82,0.35526,3.41,4.97657,3,1.43523,3.4,2.4158,0.52,1.12766,2.1,0.91435,0.5,7.20919,1.8746,3.75309,0.9911,2.71732,1.4583,4.2953,6.4562,4.46894,9.0614,5.87909,17.4432,3.82468,2.0303,0.72016,10.2507,4.4129,10.364,1.66082,2.1238,1.103,4.3325,11.8713,32.5644
67,2010-03-09,00:00:00.00,1.66099,4.10216,7.3624,1.27482,3.36,0.874746,2.14,2.82127,0.7,8.06898,4.33,0.809916,2.48,4.86257,6,4.56147,4.8,6.51457,6.1,1.62669,2.54,0.833995,4.22,10.0163,4.37,3.81235,6,6.05102,0.65,2.6987,3.2,2.29414,0.72,11.4939,2.8062,6.96221,1.5489,4.88049,1.7726,6.62495,7.0509,7.70606,9.656,11.4862,21.2093,5.48481,2.4381,1.38361,13.2806,5.68906,18.7174,2.39099,4.1626,1.32689,6.2863,11.5854,41.6258
68,2010-03-10,00:00:00.00,1.58076,5.58231,9.4295,1.29797,5,1.5523,3.25,6.50955,0.95,8.20324,5.06,0.707825,2.9,6.4608,8,6.15631,5.12,8.72447,5.75,3.68225,4.82,1.72259,3.72,17.6159,9.51,5.15986,12,10.2965,1.1,4.50673,6,3.08145,2,15.1469,10.5056,8.30697,3.483,6.23758,2.9733,10.1869,8.0137,11.0696,10.5622,15.5373,25.6267,7.93851,2.6023,2.66043,16.8202,5.5502,29.1664,3.47059,11.9214,2.44979,10.5622,13.1366,58.3327
69,2010-03-11,00:00:00.00,1.47023,7.41436,14.4699,1.40533,8,2.08398,6.09,13.6026,2,8.19246,6.01,0.639876,3.28,3.72756,9,4.68033,5.2,4.85681,5.4,4.16271,8.19,2.36064,3.78,21.2089,20,3.36377,28,13.1537,3.63,4.30642,11,2.5393,6.5,14.4585,42.4753,6.74755,9.6844,5.72971,12.5727,11.8826,9.3446,10.7862,11.978,12.8391,30.5822,9.3247,2.9166,3.44458,18.5475,5.23728,39.0772,4.36502,25.5701,6.97525,19.6236,21.8656,92.3129
70,2010-03-12,00:00:00.00,0.432761,7.89713,39.3604,1.43917,13,1.72338,15.9,13.9765,15,8.18482,7.33,0.593146,4,0.837315,9.7,3.16167,5.93,1.29756,7.5,2.80939,12.5,1.68525,3.76,19.355,40.8,1.41513,54.6,8.08319,14.4,2.85653,20.9,1.68111,20,12.4341,53.2357,5.23453,14.7248,4.74236,19.2838,10.4817,10.9869,7.05341,13.8186,8.83644,37.0951,8.71832,3.1715,2.90987,17.1317,5.24907,43.0416,4.53493,42.1921,10.4863,22.5685,31.1429,110.719
71,2010-03-13,00:00:00.00,0.405586,7.29083,74.7565,1.3948,22,1.0146,56.2,5.99835,34,8.27234,11.5,0.720296,5.2,0.675309,14,2.28331,6.31,1.11544,9.09,1.68246,15.7,0.964632,6.16,16.4998,61.9,1.70364,78.9,2.15092,53.4,2.52446,28.7,1.47295,31.5,12.2795,49.8376,4.99643,20.2749,4.40136,22.6535,9.12409,16.3388,5.51167,20.6147,7.988,53.802,8.7805,5.7766,2.32809,15.8858,5.23168,40.4931,3.81158,36.2456,7.51545,18.7174,29.4571,92.3129
72,2010-03-14,00:00:00.00,1.54909,7.92484,136.204,2.07716,54,1.6189,90.4,2.97306,69,12.7304,22.9,2.88255,11.3,3.49056,18.7,5.20331,7.37,5.99902,13.1,2.68596,16.7,2.18164,9.12,15.4061,57.8,3.23713,86.6,3.77214,63.2,2.99432,58.4,2.00635,32.2,13.9435,43.8911,5.98698,19.5386,4.95086,22.9933,9.46707,21.0394,7.00215,30.0159,10.4839,71.0753,9.98255,5.4368,2.56544,18.7174,6.63031,28.3168,4.03431,22.5119,4.04034,14.1301,27.1066,82.1189
73,2010-03-15,00:00:00.00,1.52546,9.25321,80.4198,3.75285,110,2.54218,105,5.05594,60,20.0499,45.8,7.55395,40,6.22447,36.1,8.82426,19.8,8.99818,30.4,4.34557,31.6,3.22409,13.1,16.0066,81.9,4.2433,90.1,4.82957,50.4,3.21664,80.4,2.44958,27.4,15.4802,77.8713,6.66971,22.6535,5.42217,25.2303,10.4388,27.8921,8.85491,44.7406,13.4709,92.5961,10.6406,13.9885,2.84941,35.3961,7.4446,27.9204,4.95774,21.181,4.12072,17.4998,30.4298,130.541
74,2010-03-16,00:00:00.00,0.0353545,8.85599,38.7941,4.41147,161,1.95079,52.9,5.3382,31.3,21.5936,71.4,7.98703,62.5,3.65277,16.9,7.45566,20.3,4.13882,15.8,3.58151,27.9,2.15518,5.62,14.3576,76.9,3.19952,94.8,2.9123,29.3,2.5117,66,2.01692,22.3,14.664,58.0495,5.71092,20.1899,4.90632,21.9172,9.96471,21.7473,7.90057,35.3961,12.3935,86.6496,9.9549,5.3519,2.50923,32.2812,6.70848,35.3961,4.79944,19.3404,3.83039,12.4877,31.9692,104.206
75,2010-03-17,00:00:00.00,5.873e-05,7.72396,17.4998,3.4788,69.1,0.968337,29.1,3.15296,17.9,18.1134,64.8,4.01356,53,0.696335,9.93,4.77133,13.7,1.05285,9.01,2.01091,15.1,0.80825,2.89,10.4923,44.9,1.43696,84.5,1.28294,12.4,1.54211,45,1.19954,13.9,12.6395,30.299,4.47534,14.1018,3.94447,12.9974,8.1733,17.6414,4.64863,25.4285,8.70813,62.5802,8.55236,2.945,1.71055,15.3477,6.29384,34.8297,3.81982,10.5056,2.35307,6.0032,30.3725,87.4991
76,2010-03-18,00:00:00.00,0,7.3953,12.2895,2.54567,41.5,0.672954,18.6,1.8018,12.8,14.322,43.7,1.80152,31.1,0.598607,6.7,3.31119,9.28,1.01398,5.89,1.26692,9.95,0.427031,2.03,7.96497,26.7,0.955853,50.6,1.25826,6.92,1.1215,26.7,0.762501,6.84,11.3553,18.6608,3.7954,9.3729,3.24785,8.3252,6.65984,15.2061,2.83086,20.8695,6.4885,43.8911,7.49821,2.4239,1.04465,9.1463,5.93975,14.838,2.88086,5.2669,1.6939,4.0776,28.5935,76.1723
77,2010-03-19,00:00:00.00,0,7.00438,9.0048,1.99257,31.1,0.516833,13.4,1.69359,8.5,10.813,29.5,1.10948,21.7,0.623659,5.12,2.42054,7.2,1.0096,4.5,0.944827,7.64,0.339037,1.61,6.85869,17.8,0.930416,29.9,1.25595,4.58,0.912267,13.5,0.558239,3.66,10.4741,13.2523,3.29183,6.8527,2.75046,6.2014,5.67288,13.3372,2.43361,18.321,5.61551,35.6792,6.67792,2.1492,0.710676,6.4562,5.4837,7.9004,2.25325,3.5396,1.42709,3.2564,27.2536,63.7129
