time,date,hour,precip [mm/day],sub7064 [m3/s],sub7064 (observed) [m3/s],sub7068 [m3/s],sub7070 [m3/s],sub7071 [m3/s]
3662,2010-01-10,00:00:00.00,0.153365,10.7069,6.75,3.77639,2.81259,2.03332
3663,2010-01-11,00:00:00.00,0.220854,10.337,5.4,3.648,2.71718,1.9636
3664,2010-01-12,00:00:00.00,0.841982,9.99954,5.57,3.53072,2.63005,1.90002
3665,2010-01-13,00:00:00.00,0.22202,9.69117,5.55,3.42344,2.55036,1.84196
3666,2010-01-14,00:00:00.00,0.293778,9.40813,5.5,3.32486,2.47713,1.78867
3667,2010-01-15,00:00:00.00,0.268279,9.14586,5.65,3.23339,2.40919,1.7393
3668,2010-01-16,00:00:00.00,0.570599,8.93102,5.85,3.15706,2.35466,1.69733
3669,2010-01-17,00:00:00.00,0.129394,8.74902,6,3.09149,2.30921,1.66075
3670,2010-01-18,00:00:00.00,0.185994,8.53278,6.05,3.01638,2.25294,1.6206
3671,2010-01-19,00:00:00.00,0.194671,8.31245,6.1,2.94064,2.19502,1.58065
3672,2010-01-20,00:00:00.00,1.60371,8.41252,6,2.97972,2.2247,1.60586
3673,2010-01-21,00:00:00.00,0.220093,8.67713,5.85,3.07828,2.29892,1.66502
3674,2010-01-22,00:00:00.00,0.152078,8.43529,5.25,2.99281,2.23526,1.61836
3675,2010-01-23,00:00:00.00,0.201196,8.03127,5.45,2.84823,2.12728,1.53759
3676,2010-01-24,00:00:00.00,0.219378,7.85099,4.85,2.78461,2.07974,1.50293
3677,2010-01-25,00:00:00.00,10.6843,10.0213,5.6,3.57799,2.67057,1.90803
3678,2010-01-26,00:00:00.00,17.5341,21.1836,6.4,6.44427,4.8022,3.38245
3679,2010-01-27,00:00:00.00,1.05543,32.4841,14.5,8.64535,6.43927,4.53316
3680,2010-01-28,00:00:00.00,0.262072,29.4136,12.5,7.63672,5.69359,4.03271
3681,2010-01-29,00:00:00.00,2.25926,22.3812,8.5,6.18346,4.61337,3.27839
3682,2010-01-30,00:00:00.00,0.172414,19.8428,6.25,5.70265,4.25155,3.01962
3683,2010-01-31,00:00:00.00,0.210859,18.1134,5.35,5.34373,3.98224,2.83021
3684,2010-02-01,00:00:00.00,0.932865,16.7369,5.45,5.03709,3.75248,2.66848
3685,2010-02-02,00:00:00.00,0.251453,15.6056,5.65,4.77104,3.55335,2.52815
3686,2010-02-03,00:00:00.00,1.52867,14.6567,5.55,4.53812,3.37919,2.4053
3687,2010-02-04,00:00:00.00,1.7414,13.8473,5.45,4.33239,3.22549,2.29678
3688,2010-02-05,00:00:00.00,0.285872,13.1468,5.35,4.14906,3.08864,2.2001
3689,2010-02-06,00:00:00.00,0.28977,12.5339,5.4,3.98465,2.96598,2.11342
3690,2010-02-07,00:00:00.00,0.194153,11.9939,5.1,3.83675,2.8557,2.03548
3691,2010-02-08,00:00:00.00,0.16607,11.5154,4.85,3.70341,2.75633,1.96521
3692,2010-02-09,00:00:00.00,0.204604,11.0872,4.8,3.58225,2.66608,1.90135
3693,2010-02-10,00:00:00.00,1.91193,10.7006,4.9,3.47133,2.5835,1.84292
3694,2010-02-11,00:00:00.00,4.57936,10.3496,4.75,3.36939,2.50764,1.78926
3695,2010-02-12,00:00:00.00,0.443755,10.0294,4.56,3.27537,2.43771,1.73978
3696,2010-02-13,00:00:00.00,0.406126,9.73564,4.45,3.18833,2.37298,1.69397
3697,2010-02-14,00:00:00.00,0.894813,9.46509,4.5,3.10745,2.31286,1.6514
3698,2010-02-15,00:00:00.00,0.366772,9.2142,4.55,3.0318,2.25664,1.61161
3699,2010-02-16,00:00:00.00,0.583202,8.98011,4.6,2.96063,2.20377,1.57421
3700,2010-02-17,00:00:00.00,0.910428,8.7613,4.7,2.89365,2.154,1.539
3701,2010-02-18,00:00:00.00,2.81179,8.59457,4.8,2.83328,2.10705,1.50574
3702,2010-02-19,00:00:00.00,0.304242,8.46089,4.9,2.77817,2.06284,1.47441
3703,2010-02-20,00:00:00.00,0.392815,8.27573,4.95,2.72323,2.02286,1.44527
3704,2010-02-21,00:00:00.00,0.182294,8.07992,4.9,2.67055,1.98604,1.41792
3705,2010-02-22,00:00:00.00,0.204287,7.91555,4.7,2.61984,1.94856,1.39161
3706,2010-02-23,00:00:00.00,11.0596,7.758,4.75,2.57027,1.91165,1.36616
3707,2010-02-24,00:00:00.00,3.12671,8.09802,4.85,2.67654,1.98782,1.39996
3708,2010-02-25,00:00:00.00,0.709858,8.70699,4.8,2.86806,2.12567,1.46639
3709,2010-02-26,00:00:00.00,6.16719,8.43971,4.75,2.78241,2.06311,1.42776
3710,2010-02-27,00:00:00.00,8.79003,9.60583,4.55,3.14476,2.31741,1.61143
3711,2010-02-28,00:00:00.00,3.13262,12.6859,6.15,4.14088,3.03049,2.08396
3712,2010-03-01,00:00:00.00,0.923843,13.0464,6.45,4.29353,3.15023,2.15944
3713,2010-03-02,00:00:00.00,0.168294,11.4003,6.05,3.75477,2.75868,1.90512
3714,2010-03-03,00:00:00.00,0.181151,10.6627,5.95,3.48399,2.54705,1.76744
3715,2010-03-04,00:00:00.00,0.309879,10.2428,6,3.35486,2.45446,1.70297
3716,2010-03-05,00:00:00.00,0.110678,9.83751,5.85,3.23999,2.37738,1.65209
3717,2010-03-06,00:00:00.00,0.063364,9.51015,5.7,3.14001,2.3057,1.60467
3718,2010-03-07,00:00:00.00,0.0682056,9.20722,5.6,3.04654,2.23843,1.55992
3719,2010-03-08,00:00:00.00,0.0658257,8.92303,6.25,2.95827,2.17482,1.5174
3720,2010-03-09,00:00:00.00,0.0195288,16.9679,7.87,5.54025,3.97975,2.77288
3721,2010-03-10,00:00:00.00,0.202563,44.6431,13.9,16.4587,12.0014,8.43333
3722,2010-03-11,00:00:00.00,0.842342,64.5346,22.2,25.7983,19.3211,13.9304
3723,2010-03-12,00:00:00.00,1.7638,55.2411,26.8,22.442,17.1873,12.8863
3724,2010-03-13,00:00:00.00,1.17001,41.8202,41.6,16.3248,12.5505,9.73727
3725,2010-03-14,00:00:00.00,6.57301,38.7215,57.9,14.7457,11.2575,8.79115
3726,2010-03-15,00:00:00.00,2.99682,39.2898,105,14.6381,11.1325,8.6558
3727,2010-03-16,00:00:00.00,0.0446048,36.0429,99.7,13.1301,9.95936,7.69183
3728,2010-03-17,00:00:00.00,0.183886,30.3355,85.1,10.9834,8.30555,6.35132
3729,2010-03-18,00:00:00.00,0.0816315,26.2687,58.4,9.52813,7.18341,5.44157
3730,2010-03-19,00:00:00.00,0.0241917,23.5192,40.9,8.50905,6.40198,4.8203
3731,2010-03-20,00:00:00.00,0.0298083,21.3413,33.9,7.70318,5.78679,4.33718
3732,2010-03-21,00:00:00.00,0.121785,19.5686,29.6,7.04896,5.28915,3.95046
3733,2010-03-22,00:00:00.00,0.576475,18.1093,24,6.51203,4.88197,3.637
3734,2010-03-23,00:00:00.00,1.15024,16.896,20,6.06675,4.54511,3.37992
3735,2010-03-24,00:00:00.00,1.44415,16.1039,20.1,5.71469,4.28492,3.18287
3736,2010-03-25,00:00:00.00,0.0613386,15.5474,24.6,5.42363,4.07351,3.02347
3737,2010-03-26,00:00:00.00,0.148298,14.7058,20.3,5.13126,3.85221,2.85654
3738,2010-03-27,00:00:00.00,0.169664,13.8287,16.9,4.85892,3.64325,2.69931
3739,2010-03-28,00:00:00.00,0.0791638,13.1656,14.1,4.62909,3.4696,2.56923
3740,2010-03-29,00:00:00.00,11.1473,15.7854,13.2,5.54451,4.15736,3.07409
3741,2010-03-30,00:00:00.00,2.93523,20.5796,19.1,7.19105,5.39889,3.97926
3742,2010-03-31,00:00:00.00,0.0882478,20.2736,22.7,7.04523,5.29746,3.89787
3743,2010-04-01,00:00:00.00,0.130617,17.1656,17.9,5.96677,4.48692,3.30442
3744,2010-04-02,00:00:00.00,0.166582,15.6994,15.6,5.47623,4.11243,3.02923
3745,2010-04-03,00:00:00.00,0.195927,14.7073,14.7,5.13577,3.85384,2.83655
3746,2010-04-04,00:00:00.00,0.0761412,13.8283,14.1,4.8332,3.62447,2.6654
3747,2010-04-05,00:00:00.00,0.0317078,13.0428,13.2,4.56211,3.41925,2.51244
3748,2010-04-06,00:00:00.00,1.74138,12.3477,12.1,4.32183,3.23756,2.37733
3749,2010-04-07,00:00:00.00,7.46634,13.171,11.6,4.60429,3.45015,2.52013
3750,2010-04-08,00:00:00.00,5.13437,15.7864,12.5,5.56035,4.15957,2.9894
3751,2010-04-09,00:00:00.00,19.3028,22.7549,14.8,8.03466,5.99848,4.26354
3752,2010-04-10,00:00:00.00,0.72025,29.9693,24.4,10.4948,7.83839,5.58496
3753,2010-04-11,00:00:00.00,0.356561,27.2084,18.4,9.50194,7.10123,5.07617
3754,2010-04-12,00:00:00.00,0.0310111,21.5497,14.3,7.55031,5.64081,4.03725
3755,2010-04-13,00:00:00.00,0.000929113,19.4657,12.3,6.82594,5.09522,3.65045
3756,2010-04-14,00:00:00.00,0.226494,17.82,10.7,6.25314,4.66461,3.34408
3757,2010-04-15,00:00:00.00,0.391731,16.4411,9.75,5.77224,4.30351,3.08707
3758,2010-04-16,00:00:00.00,0.130638,15.2566,9.08,5.35892,3.99359,2.8663
3759,2010-04-17,00:00:00.00,0.181756,14.2185,8.84,4.9967,3.72243,2.67265
3760,2010-04-18,00:00:00.00,0.670724,13.3143,8.6,4.68114,3.48649,2.50394
3761,2010-04-19,00:00:00.00,0.077907,12.5314,8.35,4.40799,3.28248,2.35812
3762,2010-04-20,00:00:00.00,0.00700025,11.8366,8.08,4.16561,3.10157,2.22877
3763,2010-04-21,00:00:00.00,0.0972591,11.2088,7.61,3.94651,2.93812,2.11184
3764,2010-04-22,00:00:00.00,0.31683,10.6396,7.12,3.74786,2.79002,2.00591
3765,2010-04-23,00:00:00.00,0.0400547,10.123,7.09,3.56757,2.65566,1.90986
3766,2010-04-24,00:00:00.00,0.0828696,9.65305,6.88,3.40342,2.53336,1.82239
3767,2010-04-25,00:00:00.00,0.0120993,9.21858,6.69,3.25141,2.4201,1.74135
3768,2010-04-26,00:00:00.00,0.977306,8.81824,6.39,3.11133,2.31574,1.66674
3769,2010-04-27,00:00:00.00,0.169749,8.45413,6.6,2.9841,2.22099,1.59905
3770,2010-04-28,00:00:00.00,0.189953,8.11797,6.26,2.86649,2.13348,1.53652
3771,2010-04-29,00:00:00.00,0.0680957,7.80551,5.92,2.757,2.05202,1.47827
3772,2010-04-30,00:00:00.00,0.0137829,7.51275,5.81,2.65444,1.97571,1.42367
3773,2010-05-01,00:00:00.00,0.35034,7.23282,5.67,2.55631,1.90267,1.37131
3774,2010-05-02,00:00:00.00,0.00168558,6.96707,5.65,2.46313,1.83327,1.32143
3775,2010-05-03,00:00:00.00,23.0111,10.377,5.98,3.61083,2.67101,1.92427
3776,2010-05-04,00:00:00.00,2.95072,15.8927,8.89,5.45528,4.017,2.89202
3777,2010-05-05,00:00:00.00,0.983209,14.8603,15,5.08211,3.74355,2.69698
3778,2010-05-06,00:00:00.00,1.4159,11.4079,10.5,3.91647,2.89201,2.08632
3779,2010-05-07,00:00:00.00,0.0532837,10.651,9.71,3.67098,2.71156,1.95554
3780,2010-05-08,00:00:00.00,4.15533,10.4279,10.1,3.63174,2.68324,1.9312
3781,2010-05-09,00:00:00.00,8.97833,11.8539,26.1,4.12814,3.04081,2.17771
3782,2010-05-10,00:00:00.00,0.548867,13.3732,29.7,4.57852,3.35942,2.39878
3783,2010-05-11,00:00:00.00,0.0643364,12.2952,18.5,4.19513,3.07903,2.20024
3784,2010-05-12,00:00:00.00,0.435471,10.6973,13.2,3.68121,2.70788,1.93763
3785,2010-05-13,00:00:00.00,0.0345807,10.0805,10.9,3.47637,2.55837,1.83056
3786,2010-05-14,00:00:00.00,7.48718,10.4478,9.98,3.63949,2.67982,1.90528
3787,2010-05-15,00:00:00.00,0.667527,11.311,17.1,3.98873,2.9384,2.0722
3788,2010-05-16,00:00:00.00,0.00744676,10.6374,17.3,3.7519,2.76466,1.9509
3789,2010-05-17,00:00:00.00,0.0282971,9.47818,12.4,3.32813,2.45289,1.73794
3790,2010-05-18,00:00:00.00,0.00109205,8.97187,9.81,3.15171,2.32344,1.64707
3791,2010-05-19,00:00:00.00,0.00472175,8.5204,8.98,2.99473,2.20822,1.56591
3792,2010-05-20,00:00:00.00,0.00757699,8.10491,7.58,2.85016,2.10207,1.49103
3793,2010-05-21,00:00:00.00,0.0923457,7.71926,6.88,2.71578,2.00333,1.42134
3794,2010-05-22,00:00:00.00,0.0791902,7.36005,6.28,2.59044,1.91121,1.35624
3795,2010-05-23,00:00:00.00,0.245778,7.02808,5.81,2.47458,1.82604,1.29602
3796,2010-05-24,00:00:00.00,0.193567,6.72211,5.5,2.36768,1.74744,1.24051
3797,2010-05-25,00:00:00.00,0.401209,6.43618,4.91,2.26756,1.67382,1.18864
3798,2010-05-26,00:00:00.00,0.897886,6.16777,4.97,2.17361,1.60473,1.13999
3799,2010-05-27,00:00:00.00,0.0735039,5.91675,4.76,2.08582,1.54014,1.09447
3800,2010-05-28,00:00:00.00,0.128881,5.68002,4.54,2.00281,1.47899,1.05135
3801,2010-05-29,00:00:00.00,1.66944,5.45847,4.27,1.92491,1.42158,1.01083
3802,2010-05-30,00:00:00.00,0.0400445,5.25361,3.99,1.85287,1.36849,0.973326
3803,2010-05-31,00:00:00.00,0.0983276,5.06038,3.82,1.78495,1.31843,0.93792
3804,2010-06-01,00:00:00.00,0.13564,4.8758,3.68,1.72008,1.27061,0.904038
3805,2010-06-02,00:00:00.00,2.91457,4.70247,3.68,1.65926,1.22578,0.872206
3806,2010-06-03,00:00:00.00,21.5223,6.06792,4.23,2.16731,1.60582,1.14506
3807,2010-06-04,00:00:00.00,0.824885,8.33333,11.8,3.00819,2.23449,1.59631
3808,2010-06-05,00:00:00.00,0.929725,7.66211,12.6,2.76384,2.05293,1.46662
3809,2010-06-06,00:00:00.00,1.19563,6.01063,9.25,2.15635,1.59997,1.1422
3810,2010-06-07,00:00:00.00,22.4868,7.85324,12.2,2.84764,2.09298,1.51179
3811,2010-06-08,00:00:00.00,0.263394,10.9397,20.6,4.00295,2.91877,2.12862
3812,2010-06-09,00:00:00.00,0.0106855,10.0885,12.2,3.69061,2.6923,1.96331
3813,2010-06-10,00:00:00.00,1.77426,7.9,8.52,2.87806,2.10792,1.53113
3814,2010-06-11,00:00:00.00,0.0082211,7.4513,8.22,2.71115,1.98676,1.4417
3815,2010-06-12,00:00:00.00,0.0621313,7.08338,7.96,2.57461,1.88744,1.36853
3816,2010-06-13,00:00:00.00,6.4794,7.16086,7.22,2.57814,1.89105,1.37209
3817,2010-06-14,00:00:00.00,0.0807229,7.48705,8.38,2.66013,1.95235,1.41846
3818,2010-06-15,00:00:00.00,0.0580261,7.06971,8.45,2.51446,1.84585,1.34015
3819,2010-06-16,00:00:00.00,0.0039726,6.42344,7.06,2.29969,1.68833,1.22395
3820,2010-06-17,00:00:00.00,5.57965,6.27775,6.86,2.26283,1.66451,1.21034
3821,2010-06-18,00:00:00.00,0.237486,6.24236,8.22,2.2734,1.67699,1.2255
3822,2010-06-19,00:00:00.00,0.0799457,5.94972,7.02,2.16286,1.59517,1.16421
3823,2010-06-20,00:00:00.00,10.3854,6.1033,6,2.2064,1.627,1.19282
3824,2010-06-21,00:00:00.00,0.0621597,6.68205,5.56,2.41665,1.78487,1.32161
3825,2010-06-22,00:00:00.00,0.0579874,6.29418,5.05,2.27565,1.68055,1.24238
3826,2010-06-23,00:00:00.00,29.734,8.49854,4.88,3.1171,2.29022,1.68461
3827,2010-06-24,00:00:00.00,6.83095,13.0265,6.22,4.83721,3.54831,2.61595
3828,2010-06-25,00:00:00.00,5.29647,12.662,7.68,4.74394,3.49076,2.60806
3829,2010-06-26,00:00:00.00,0.0153212,10.2174,13.1,3.85803,2.84839,2.16781
3830,2010-06-27,00:00:00.00,0.130535,9.37481,9.01,3.52505,2.60003,1.97072
3831,2010-06-28,00:00:00.00,6.02354,8.77457,8.15,3.2722,2.42013,1.82591
3832,2010-06-29,00:00:00.00,2.44557,8.58878,19.8,3.17559,2.36106,1.78857
3833,2010-06-30,00:00:00.00,0.00975439,8.15904,20.6,2.99416,2.2252,1.6808
3834,2010-07-01,00:00:00.00,0.0554105,7.60944,11.3,2.79409,2.07099,1.5555
3835,2010-07-02,00:00:00.00,0.179876,7.20351,7.86,2.6504,1.96411,1.47146
3836,2010-07-03,00:00:00.00,0.180938,6.85597,6.26,2.51968,1.86704,1.39557
3837,2010-07-04,00:00:00.00,0.00508701,6.53505,5.1,2.3989,1.77735,1.3258
3838,2010-07-05,00:00:00.00,0.186883,6.23728,4.59,2.28694,1.69419,1.26141
3839,2010-07-06,00:00:00.00,1.20589,5.96217,3.95,2.18368,1.61753,1.20225
3840,2010-07-07,00:00:00.00,0.515867,5.70848,3.12,2.08864,1.54699,1.14801
3841,2010-07-08,00:00:00.00,0.375888,5.47284,2.91,2.00054,1.48163,1.09786
3842,2010-07-09,00:00:00.00,4.6484,5.27194,2.95,1.91904,1.42116,1.05156
3843,2010-07-10,00:00:00.00,12.9343,5.90888,8.81,2.13573,1.57883,1.1568
3844,2010-07-11,00:00:00.00,0.0135444,6.98128,23.1,2.52075,1.85956,1.34693
3845,2010-07-12,00:00:00.00,0.589947,6.49871,11.6,2.35277,1.73612,1.259
3846,2010-07-13,00:00:00.00,8.35582,6.00319,7.36,2.1611,1.59529,1.15996
3847,2010-07-14,00:00:00.00,1.78819,6.4915,6.31,2.31254,1.70513,1.23281
3848,2010-07-15,00:00:00.00,0.0899869,6.12282,5.5,2.18395,1.61058,1.16474
3849,2010-07-16,00:00:00.00,0.39579,5.47694,4.72,1.96491,1.45006,1.05135
3850,2010-07-17,00:00:00.00,7.73394,5.47923,4.56,1.96052,1.44512,1.04268
3851,2010-07-18,00:00:00.00,0.0391842,5.63743,4.08,2.009,1.47819,1.05899
3852,2010-07-19,00:00:00.00,0.272259,5.36417,3.94,1.91247,1.40764,1.0091
3853,2010-07-20,00:00:00.00,3.25474,4.97632,7.13,1.77195,1.30571,0.939392
3854,2010-07-21,00:00:00.00,0.0283891,4.81506,6.7,1.70462,1.25623,0.903602
3855,2010-07-22,00:00:00.00,7.61833,4.98937,5.12,1.74613,1.28157,0.92165
3856,2010-07-23,00:00:00.00,0.00712919,5.36382,4.27,1.84988,1.34976,0.970523
3857,2010-07-24,00:00:00.00,12.4081,5.67081,15.8,1.92585,1.40434,1.00072
3858,2010-07-25,00:00:00.00,3.05902,6.10677,39.8,2.03767,1.48686,1.04561
3859,2010-07-26,00:00:00.00,0.138294,5.7249,25.6,1.91802,1.40052,0.98646
3860,2010-07-27,00:00:00.00,0.018361,4.98212,14.5,1.69636,1.24081,0.88074
3861,2010-07-28,00:00:00.00,0.0130087,4.78254,9.28,1.6313,1.19356,0.847651
3862,2010-07-29,00:00:00.00,4.24093,4.68271,7.31,1.60487,1.17294,0.833772
3863,2010-07-30,00:00:00.00,0.0367688,4.63681,6.83,1.6,1.16717,0.830834
3864,2010-07-31,00:00:00.00,0.0350355,4.45839,6.56,1.53807,1.12271,0.799042
3865,2010-08-01,00:00:00.00,0.172511,4.24222,6.02,1.4594,1.06696,0.758771
3866,2010-08-02,00:00:00.00,0.173363,4.10106,5.32,1.41184,1.03251,0.734285
3867,2010-08-03,00:00:00.00,0.052611,3.96893,4.75,1.36738,1.00027,0.711372
3868,2010-08-04,00:00:00.00,0.0690689,3.84375,4.41,1.3252,0.969665,0.68961
3869,2010-08-05,00:00:00.00,0.702741,3.72524,3.92,1.28522,0.940642,0.668961
3870,2010-08-06,00:00:00.00,0.87812,3.61338,3.77,1.24743,0.913185,0.649443
3871,2010-08-07,00:00:00.00,0.122198,3.50788,3.5,1.21174,0.88724,0.631015
3872,2010-08-08,00:00:00.00,0.307606,3.40783,3.44,1.17785,0.862609,0.613516
3873,2010-08-09,00:00:00.00,7.54864,3.51156,3.77,1.21199,0.890281,0.640936
3874,2010-08-10,00:00:00.00,7.40204,3.95348,4.53,1.3676,1.00726,0.740194
3875,2010-08-11,00:00:00.00,1.71586,4.11944,10.8,1.43581,1.05431,0.776011
3876,2010-08-12,00:00:00.00,1.14354,3.72353,9.13,1.29868,0.951593,0.692974
3877,2010-08-13,00:00:00.00,0.0718541,3.3973,6.47,1.17971,0.865608,0.627398
3878,2010-08-14,00:00:00.00,0.0449597,3.29744,5.4,1.14539,0.840586,0.60891
3879,2010-08-15,00:00:00.00,4.66128,3.25539,4.67,1.14001,0.836613,0.605776
3880,2010-08-16,00:00:00.00,17.0523,4.02852,4.84,1.41478,1.0436,0.763959
3881,2010-08-17,00:00:00.00,0.0917259,5.18453,5.27,1.79929,1.33486,0.988314
3882,2010-08-18,00:00:00.00,0.0734838,4.71356,4.82,1.62915,1.2078,0.893352
3883,2010-08-19,00:00:00.00,0.0147844,3.77739,4.32,1.31217,0.969108,0.711897
3884,2010-08-20,00:00:00.00,0.800371,3.64463,4.18,1.26683,0.935527,0.686546
3885,2010-08-21,00:00:00.00,0.0930061,3.53842,4.26,1.23042,0.908664,0.666332
3886,2010-08-22,00:00:00.00,2.73635,3.44215,4.03,1.1965,0.883778,0.647592
3887,2010-08-23,00:00:00.00,8.59996,3.72939,4.16,1.29906,0.959308,0.698614
3888,2010-08-24,00:00:00.00,0.204468,4.23839,4.82,1.48302,1.09434,0.79082
3889,2010-08-25,00:00:00.00,0.00415922,3.98162,4.86,1.3931,1.02802,0.744009
3890,2010-08-26,00:00:00.00,0.154339,3.48798,4.5,1.21724,0.898699,0.653719
3891,2010-08-27,00:00:00.00,0.134976,3.38139,4.4,1.18031,0.871469,0.633688
3892,2010-08-28,00:00:00.00,0.301127,3.28955,4,1.1486,0.848081,0.616382
3893,2010-08-29,00:00:00.00,0.0580485,3.20143,3.7,1.11813,0.825604,0.599763
3894,2010-08-30,00:00:00.00,0.142379,3.11675,3.65,1.08883,0.803989,0.583787
3895,2010-08-31,00:00:00.00,0.514253,3.03577,3.45,1.06081,0.783315,0.568517
3896,2010-09-01,00:00:00.00,0.611808,2.95838,3.28,1.03402,0.763554,0.553935
3897,2010-09-02,00:00:00.00,0.25236,2.88433,3.2,1.00839,0.744641,0.53999
3898,2010-09-03,00:00:00.00,3.06726,2.83372,3.02,0.988726,0.730662,0.531959
3899,2010-09-04,00:00:00.00,0.437712,2.79897,3.25,0.973251,0.720095,0.527834
3900,2010-09-05,00:00:00.00,1.79324,2.72748,4.52,0.949004,0.701976,0.513738
3901,2010-09-06,00:00:00.00,0.726661,2.64686,4.38,0.922674,0.681995,0.496993
3902,2010-09-07,00:00:00.00,0.406714,2.58604,4.23,0.901988,0.666685,0.485426
3903,2010-09-08,00:00:00.00,0.50453,2.52641,4.12,0.881989,0.651874,0.474075
3904,2010-09-09,00:00:00.00,0.530636,2.47106,4.03,0.862895,0.637763,0.463624
3905,2010-09-10,00:00:00.00,0.108294,2.41813,3.81,0.844617,0.62426,0.453637
3906,2010-09-11,00:00:00.00,0.0144714,2.36732,3.84,0.827061,0.611291,0.44405
3907,2010-09-12,00:00:00.00,0.0712333,2.31817,3.77,0.810065,0.598734,0.434775
3908,2010-09-13,00:00:00.00,2.55315,2.28892,3.88,0.80271,0.593147,0.431769
3909,2010-09-14,00:00:00.00,0.796406,2.27314,3.87,0.801773,0.592205,0.432898
3910,2010-09-15,00:00:00.00,0.347148,2.2199,3.76,0.781862,0.57758,0.421537
3911,2010-09-16,00:00:00.00,0.148136,2.15585,3.61,0.756336,0.558912,0.40644
3912,2010-09-17,00:00:00.00,10.4061,2.44923,4.15,0.875646,0.651588,0.478445
3913,2010-09-18,00:00:00.00,0.0911935,2.95901,6.44,1.08151,0.811104,0.602067
3914,2010-09-19,00:00:00.00,0.347581,2.74217,5.88,0.996928,0.746376,0.552724
3915,2010-09-20,00:00:00.00,0.13206,2.297,4.99,0.820935,0.611001,0.44882
3916,2010-09-21,00:00:00.00,0.0459814,2.2411,4.51,0.800436,0.595576,0.437177
3917,2010-09-22,00:00:00.00,0.45312,2.19685,4.23,0.784533,0.583686,0.428254
3918,2010-09-23,00:00:00.00,2.51727,2.17878,6.26,0.774086,0.575668,0.423322
3919,2010-09-24,00:00:00.00,0.282247,2.17817,7.53,0.76738,0.570313,0.421068
3920,2010-09-25,00:00:00.00,0.306085,2.1249,6.19,0.75043,0.557765,0.411111
3921,2010-09-26,00:00:00.00,0.255553,2.05595,5.23,0.730543,0.543168,0.398897
3922,2010-09-27,00:00:00.00,0.10324,2.01733,4.78,0.716893,0.532983,0.391212
3923,2010-09-28,00:00:00.00,3.02882,2.02545,4.81,0.717807,0.533658,0.39208
3924,2010-09-29,00:00:00.00,12.9057,2.49379,7.19,0.876903,0.654181,0.486575
3925,2010-09-30,00:00:00.00,0.038608,3.14277,23.3,1.10176,0.82492,0.620107
3926,2010-10-01,00:00:00.00,0.179827,2.82173,17.3,0.992426,0.742629,0.556803
3927,2010-10-02,00:00:00.00,0.0292126,2.2581,10.9,0.797455,0.595199,0.442712
3928,2010-10-03,00:00:00.00,0.100094,2.20157,8.04,0.777621,0.580269,0.431227
3929,2010-10-04,00:00:00.00,0.0347498,2.15981,6.82,0.762898,0.569205,0.422744
3930,2010-10-05,00:00:00.00,0.426353,2.11945,6.12,0.748668,0.558516,0.414558
3931,2010-10-06,00:00:00.00,1.16401,2.08126,5.7,0.734927,0.548198,0.406664
3932,2010-10-07,00:00:00.00,0.902361,2.04497,5.52,0.721683,0.538258,0.399065
3933,2010-10-08,00:00:00.00,0.175655,2.00827,5.59,0.7089,0.528666,0.391735
3934,2010-10-09,00:00:00.00,0.204287,1.97207,5.25,0.696475,0.519341,0.384619
3935,2010-10-10,00:00:00.00,0.137947,1.93776,5.02,0.684378,0.510263,0.377698
3936,2010-10-11,00:00:00.00,0.141119,1.90452,4.82,0.67266,0.501474,0.371
3937,2010-10-12,00:00:00.00,0.0256103,1.87227,4.75,0.661296,0.492952,0.364513
3938,2010-10-13,00:00:00.00,0.126743,1.84102,4.75,0.650278,0.484691,0.358232
3939,2010-10-14,00:00:00.00,2.6495,1.85184,4.66,0.657595,0.490352,0.363147
3940,2010-10-15,00:00:00.00,21.8376,2.71671,6.21,0.984505,0.737303,0.547209
3941,2010-10-16,00:00:00.00,0.053637,4.0339,9.59,1.47379,1.10657,0.819564
3942,2010-10-17,00:00:00.00,0.125143,3.51198,8.17,1.27752,0.959129,0.710838
3943,2010-10-18,00:00:00.00,0.211254,2.46143,6.89,0.887677,0.665707,0.495354
3944,2010-10-19,00:00:00.00,0.196002,2.38763,6.14,0.860576,0.645212,0.479864
3945,2010-10-20,00:00:00.00,0.121944,2.34116,5.77,0.843623,0.632365,0.470003
3946,2010-10-21,00:00:00.00,1.64102,2.31108,5.56,0.832014,0.623885,0.463598
3947,2010-10-22,00:00:00.00,0.369007,2.29235,6.13,0.824324,0.618642,0.459529
3948,2010-10-23,00:00:00.00,0.234485,2.24363,7.08,0.807272,0.605712,0.449246
3949,2010-10-24,00:00:00.00,2.38693,2.2303,6.94,0.805776,0.604953,0.448379
3950,2010-10-25,00:00:00.00,5.3542,2.44825,7.72,0.879371,0.661327,0.491046
3951,2010-10-26,00:00:00.00,7.10353,3.00146,10.2,1.06894,0.802993,0.599764
3952,2010-10-27,00:00:00.00,13.4303,4.03217,9.71,1.46024,1.09785,0.819569
3953,2010-10-28,00:00:00.00,0.221074,4.76749,10.6,1.74404,1.31435,0.973907
3954,2010-10-29,00:00:00.00,0.656905,4.01444,10.6,1.46323,1.1038,0.817939
3955,2010-10-30,00:00:00.00,0.285797,3.14087,8.83,1.14181,0.861203,0.642455
3956,2010-10-31,00:00:00.00,0.373276,3.04925,7.89,1.10792,0.835312,0.622824
