time,date,hour,precip [mm/day],sub7064 [m3/s],sub7064 (observed) [m3/s],sub7068 [m3/s],sub7070 [m3/s],sub7071 [m3/s]
3957,2010-11-01,00:00:00.00,0.320412,2.98103,7.45,1.08267,0.815977,0.607957
3958,2010-11-02,00:00:00.00,0.0554061,2.91582,7.4,1.05856,0.79753,0.593797
3959,2010-11-03,00:00:00.00,0.322191,2.85329,6.95,1.03546,0.779867,0.580272
3960,2010-11-04,00:00:00.00,0.281811,2.79335,6.55,1.01333,0.762969,0.567355
3961,2010-11-05,00:00:00.00,0.953663,2.7539,6.5,1.00179,0.755405,0.561239
3962,2010-11-06,00:00:00.00,3.57187,2.91081,7.25,1.06546,0.806681,0.599942
3963,2010-11-07,00:00:00.00,0.141595,3.14612,9.3,1.15222,0.873352,0.651085
3964,2010-11-08,00:00:00.00,0.313707,2.98609,8.75,1.08977,0.824223,0.614392
3965,2010-11-09,00:00:00.00,0.140434,2.72525,7.75,0.992877,0.749756,0.558011
3966,2010-11-10,00:00:00.00,0.0992314,2.66634,7.25,0.971028,0.733003,0.545221
3967,2010-11-11,00:00:00.00,0.0712438,2.61454,6.7,0.951829,0.718295,0.533989
3968,2010-11-12,00:00:00.00,0.196356,2.56467,6.4,0.933356,0.704148,0.523197
3969,2010-11-13,00:00:00.00,0.265135,2.51663,6.2,0.915579,0.690541,0.512827
3970,2010-11-14,00:00:00.00,0.136871,2.47028,6,0.898447,0.677438,0.502853
3971,2010-11-15,00:00:00.00,1.17503,2.44631,5.95,0.887901,0.669925,0.496529
3972,2010-11-16,00:00:00.00,0.165903,2.4372,5.9,0.881743,0.666108,0.49264
3973,2010-11-17,00:00:00.00,5.09726,2.63641,5.8,0.95451,0.720982,0.534656
3974,2010-11-18,00:00:00.00,6.37191,3.33662,8.25,1.19506,0.901677,0.677512
3975,2010-11-19,00:00:00.00,0.797813,3.76097,14,1.32514,0.998979,0.760866
3976,2010-11-20,00:00:00.00,0.13903,3.27561,12.4,1.15765,0.873418,0.66616
3977,2010-11-21,00:00:00.00,0.0819293,2.80558,10.2,1.00498,0.759161,0.574133
3978,2010-11-22,00:00:00.00,0.236303,2.72566,8.75,0.976552,0.737346,0.556025
3979,2010-11-23,00:00:00.00,3.80989,2.87681,8.1,1.02542,0.774249,0.582067
3980,2010-11-24,00:00:00.00,8.29887,3.66665,8.86,1.28037,0.9668,0.726395
3981,2010-11-25,00:00:00.00,0.219844,4.34753,9.5,1.49526,1.12878,0.85189
3982,2010-11-26,00:00:00.00,5.42465,4.21244,8.67,1.46749,1.10901,0.841494
3983,2010-11-27,00:00:00.00,7.75968,4.81306,8.94,1.69623,1.28488,0.978093
3984,2010-11-28,00:00:00.00,1.1208,5.63064,10.6,1.94136,1.4724,1.1265
3985,2010-11-29,00:00:00.00,0.0635768,5.00689,9.42,1.69076,1.2831,0.992533
3986,2010-11-30,00:00:00.00,0.142209,4.23152,8.41,1.43948,1.09232,0.84621
3987,2010-12-01,00:00:00.00,16.2078,5.60121,8.08,1.92239,1.45182,1.11471
3988,2010-12-02,00:00:00.00,15.9866,10.0295,14.5,3.38286,2.54121,1.94493
3989,2010-12-03,00:00:00.00,0.562682,12.5757,24.8,4.17002,3.13052,2.39788
3990,2010-12-04,00:00:00.00,0.550634,10.3807,16.8,3.41901,2.57312,1.98413
3991,2010-12-05,00:00:00.00,0.280963,8.29708,12.3,2.7466,2.07045,1.60245
3992,2010-12-06,00:00:00.00,1.35935,7.84031,10.1,2.60571,1.96272,1.51339
3993,2010-12-07,00:00:00.00,3.17567,7.48031,9.6,2.494,1.87762,1.44448
3994,2010-12-08,00:00:00.00,0.45488,7.16443,9.05,2.39424,1.8013,1.38225
3995,2010-12-09,00:00:00.00,0.475257,6.8771,8.55,2.30305,1.73164,1.32571
3996,2010-12-10,00:00:00.00,0.263842,6.61429,8.15,2.2193,1.66775,1.27409
3997,2010-12-11,00:00:00.00,1.38677,6.42877,8.05,2.15003,1.61218,1.22916
3998,2010-12-12,00:00:00.00,0.175488,6.2924,8.2,2.09102,1.56294,1.18936
3999,2010-12-13,00:00:00.00,15.7972,8.35043,8.8,2.75821,2.04483,1.54564
4000,2010-12-14,00:00:00.00,3.95508,11.6713,8.55,3.84283,2.82974,2.12488
4001,2010-12-15,00:00:00.00,2.30299,10.8482,8,3.57,2.63086,1.979
4002,2010-12-16,00:00:00.00,0.750448,8.58931,8.3,2.83184,2.09595,1.58504
4003,2010-12-17,00:00:00.00,1.36332,8.15682,8.62,2.69743,1.99681,1.50734
4004,2010-12-18,00:00:00.00,0.771805,7.80774,8.45,2.58913,1.91672,1.44423
4005,2010-12-19,00:00:00.00,0.433949,7.49049,8.2,2.49014,1.84354,1.3868
4006,2010-12-20,00:00:00.00,0.816454,7.20151,7.8,2.39951,1.77655,1.33441
4007,2010-12-21,00:00:00.00,0.505538,6.93709,7.55,2.31617,1.71496,1.28641
4008,2010-12-22,00:00:00.00,0.211942,6.69383,7.05,2.23915,1.65804,1.24219
4009,2010-12-23,00:00:00.00,0.427391,6.46941,6.95,2.16779,1.60531,1.20135
4010,2010-12-24,00:00:00.00,0.205218,6.26202,6.85,2.10159,1.5564,1.16357
4011,2010-12-25,00:00:00.00,0.267547,6.07007,6.45,2.04011,1.51098,1.12858
4012,2010-12-26,00:00:00.00,0.329634,5.89188,6.1,1.98286,1.46869,1.09608
4013,2010-12-27,00:00:00.00,0.281325,5.72589,5.65,1.92935,1.42917,1.06579
4014,2010-12-28,00:00:00.00,0.228571,5.57076,5.2,1.8792,1.39213,1.03745
4015,2010-12-29,00:00:00.00,0.237744,5.42527,5.55,1.83203,1.35728,1.01083
4016,2010-12-30,00:00:00.00,0.204463,5.2887,5.45,1.78759,1.32446,0.985792
4017,2010-12-31,00:00:00.00,0.129928,5.16001,5.1,1.74565,1.29347,0.96219
4018,2011-01-01,00:00:00.00,6.05372,5.78341,5.4,1.93553,1.43307,1.06102
4019,2011-01-02,00:00:00.00,9.03626,10.7516,20.9,3.51359,2.66277,2.17283
4020,2011-01-03,00:00:00.00,0.448166,16.5667,59.9,5.38357,4.14905,3.60979
4021,2011-01-04,00:00:00.00,0.376847,14.8009,46.4,4.80736,3.71319,3.26486
4022,2011-01-05,00:00:00.00,3.43525,11.3648,28.7,3.62816,2.76995,2.38755
4023,2011-01-06,00:00:00.00,1.02749,11.0667,19.8,3.45237,2.60624,2.22219
4024,2011-01-07,00:00:00.00,1.83077,10.4669,13.5,3.28552,2.47834,2.09399
4025,2011-01-08,00:00:00.00,1.9747,9.78208,12.3,3.12386,2.36414,1.98156
4026,2011-01-09,00:00:00.00,0.905474,9.32093,8.71,2.99139,2.26179,1.88221
4027,2011-01-10,00:00:00.00,0.408779,8.9119,8.47,2.87192,2.16945,1.79383
4028,2011-01-11,00:00:00.00,0.161066,8.54362,7.8,2.76335,2.0857,1.71473
4029,2011-01-12,00:00:00.00,2.14979,8.21034,7.64,2.66429,2.00944,1.64355
4030,2011-01-13,00:00:00.00,2.69858,7.9074,8.21,2.5736,1.93975,1.57921
4031,2011-01-14,00:00:00.00,0.216584,7.63101,7.63,2.49031,1.87585,1.52079
4032,2011-01-15,00:00:00.00,0.363883,7.3776,7.72,2.41344,1.81697,1.46747
4033,2011-01-16,00:00:00.00,5.76352,7.14388,7.77,2.34214,1.76243,1.41852
4034,2011-01-17,00:00:00.00,0.254358,6.92762,7.36,2.27581,1.71177,1.37342
4035,2011-01-18,00:00:00.00,0.272483,6.72763,6.31,2.21417,1.66473,1.33187
4036,2011-01-19,00:00:00.00,3.81505,6.99802,7.26,2.28397,1.70486,1.35056
4037,2011-01-20,00:00:00.00,0.652527,7.52938,7.81,2.42818,1.79438,1.40259
4038,2011-01-21,00:00:00.00,1.33435,7.22912,7.03,2.33671,1.72909,1.35239
4039,2011-01-22,00:00:00.00,2.52532,6.66257,6.79,2.17019,1.61475,1.27024
4040,2011-01-23,00:00:00.00,1.9341,6.47579,6.21,2.11412,1.57332,1.23558
4041,2011-01-24,00:00:00.00,0.484236,6.31103,5.58,2.06432,1.53631,1.20444
4042,2011-01-25,00:00:00.00,1.49005,6.15785,4.91,2.01777,1.50173,1.1755
4043,2011-01-26,00:00:00.00,0.824166,6.0142,5.36,1.97389,1.46914,1.14835
4044,2011-01-27,00:00:00.00,0.46503,5.87786,5.78,1.93204,1.43806,1.12258
4045,2011-01-28,00:00:00.00,0.928209,5.74843,6.01,1.89215,1.40844,1.09812
4046,2011-01-29,00:00:00.00,1.56821,5.62592,6.1,1.85426,1.38031,1.07497
4047,2011-01-30,00:00:00.00,0.417858,5.51003,5.91,1.8183,1.35361,1.05308
4048,2011-01-31,00:00:00.00,0.249743,5.40063,5.28,1.78422,1.32831,1.03241
4049,2011-02-01,00:00:00.00,0.555672,5.29733,4.59,1.75192,1.30434,1.0129
4050,2011-02-02,00:00:00.00,2.62548,5.19965,4.61,1.72128,1.2816,0.994453
4051,2011-02-03,00:00:00.00,18.3724,5.10673,5.06,1.69204,1.25989,0.976902
4052,2011-02-04,00:00:00.00,0.178097,5.01775,5.4,1.66395,1.23904,0.960084
4053,2011-02-05,00:00:00.00,0.26335,4.93233,5.95,1.63691,1.21897,0.943954
4054,2011-02-06,00:00:00.00,2.01873,4.85009,6.27,1.61084,1.19962,0.928428
4055,2011-02-07,00:00:00.00,0.913158,4.79392,6.5,1.58581,1.18098,0.913438
4056,2011-02-08,00:00:00.00,2.90885,4.75419,6.52,1.5618,1.16306,0.899003
4057,2011-02-09,00:00:00.00,0.187518,4.67353,6.32,1.53853,1.14575,0.885154
4058,2011-02-10,00:00:00.00,0.386721,4.58191,6.02,1.51621,1.12919,0.871975
4059,2011-02-11,00:00:00.00,0.521624,4.51402,5.84,1.49499,1.11342,0.859423
4060,2011-02-12,00:00:00.00,0.29246,4.4494,5.69,1.47459,1.09827,0.847381
4061,2011-02-13,00:00:00.00,2.00237,4.38695,5.76,1.45482,1.08358,0.835742
4062,2011-02-14,00:00:00.00,1.1105,4.35026,5.73,1.44431,1.07633,0.83572
4063,2011-02-15,00:00:00.00,1.35167,4.37114,6.25,1.44736,1.0768,0.842817
4064,2011-02-16,00:00:00.00,0.253629,4.37122,5.98,1.43818,1.06547,0.828183
4065,2011-02-17,00:00:00.00,0.329565,4.27671,5.83,1.40848,1.04389,0.806564
4066,2011-02-18,00:00:00.00,6.54455,4.87161,6.45,1.63603,1.21652,0.929889
4067,2011-02-19,00:00:00.00,2.42675,13.2289,15.7,3.93323,2.85335,2.38606
4068,2011-02-20,00:00:00.00,0.541986,24.8571,56.1,6.92288,4.95476,4.3616
4069,2011-02-21,00:00:00.00,1.32406,22.7481,41.7,6.21926,4.44188,3.9744
4070,2011-02-22,00:00:00.00,2.29144,15.9124,33.8,4.40562,3.16148,2.81116
4071,2011-02-23,00:00:00.00,0.166896,14.574,23.1,4.11497,2.95945,2.59506
4072,2011-02-24,00:00:00.00,0.167343,13.566,17.7,3.89394,2.80566,2.4304
4073,2011-02-25,00:00:00.00,1.21909,12.7071,15.8,3.69834,2.66903,2.28769
4074,2011-02-26,00:00:00.00,3.12845,11.9664,14.9,3.52427,2.54702,2.16289
4075,2011-02-27,00:00:00.00,3.82835,11.3198,12.6,3.36799,2.43716,2.05274
4076,2011-02-28,00:00:00.00,2.14454,11.0322,11.9,3.29705,2.39018,2.00286
4077,2011-03-01,00:00:00.00,11.6633,12.9622,13.2,3.87252,2.74452,2.15249
4078,2011-03-02,00:00:00.00,0.0570859,15.4316,18.8,4.63853,3.19979,2.30799
4079,2011-03-03,00:00:00.00,0.492586,14.3306,19.3,4.32717,2.98843,2.15694
4080,2011-03-04,00:00:00.00,0.574715,12.2845,13.1,3.71985,2.60455,1.9502
4081,2011-03-05,00:00:00.00,5.08501,12.5322,11.5,3.82161,2.68971,2.00865
4082,2011-03-06,00:00:00.00,22.0478,20.0193,14.7,5.92131,4.22855,3.24338
4083,2011-03-07,00:00:00.00,2.48162,29.0433,34,8.43984,6.0852,4.77138
4084,2011-03-08,00:00:00.00,0.160918,26.4137,30.4,7.69873,5.55506,4.36923
4085,2011-03-09,00:00:00.00,0.121936,20.4732,25.2,6.05341,4.35733,3.40149
4086,2011-03-10,00:00:00.00,12.1849,22.7558,22,6.77626,4.92054,3.8749
4087,2011-03-11,00:00:00.00,9.90897,31.368,19.5,9.27202,6.79909,5.42607
4088,2011-03-12,00:00:00.00,9.89464,41.4504,59.4,11.7986,8.68835,6.96647
4089,2011-03-13,00:00:00.00,1.52832,47.2392,102,12.5883,9.17383,7.36543
4090,2011-03-14,00:00:00.00,0.900101,43.1519,76.4,11.1108,7.94626,6.35638
4091,2011-03-15,00:00:00.00,0.324084,34.4732,53.9,9.20628,6.57392,5.19587
4092,2011-03-16,00:00:00.00,0.045701,28.7414,36.8,8.0862,5.82928,4.55274
4093,2011-03-17,00:00:00.00,3.61834,26.2655,44.3,7.59949,5.49942,4.26656
4094,2011-03-18,00:00:00.00,0.0610749,52.9653,66.1,19.3533,14.604,10.6609
4095,2011-03-19,00:00:00.00,1.24207,91.9667,91.8,37.5414,29.323,20.7159
4096,2011-03-20,00:00:00.00,0.0572769,84.3937,86.7,35.4572,28.2977,19.7488
4097,2011-03-21,00:00:00.00,2.07512,57.1238,55.6,23.2926,18.5035,13.0377
4098,2011-03-22,00:00:00.00,9.68229,51.4997,41.3,20.107,15.6636,11.3011
4099,2011-03-23,00:00:00.00,0.111735,51.6758,40.6,19.5769,15.1415,11.0814
4100,2011-03-24,00:00:00.00,3.29919,43.8505,31.4,16.3308,12.5452,9.19146
4101,2011-03-25,00:00:00.00,0.252444,35.3638,23,13.0588,9.97213,7.28097
4102,2011-03-26,00:00:00.00,0.137354,30.7526,19.5,11.2602,8.56271,6.24425
4103,2011-03-27,00:00:00.00,0.0526042,27.3767,17.2,9.95916,7.55103,5.50227
4104,2011-03-28,00:00:00.00,0.270697,24.778,15.3,8.96772,6.78477,4.9417
4105,2011-03-29,00:00:00.00,0.12945,22.7148,14.1,8.18692,6.18421,4.50335
4106,2011-03-30,00:00:00.00,0.046418,21.0315,14.2,7.55439,5.6996,4.15029
4107,2011-03-31,00:00:00.00,0.106148,19.6229,14,7.02873,5.29821,3.85834
4108,2011-04-01,00:00:00.00,1.52883,18.581,15.2,6.65444,5.0147,3.65311
4109,2011-04-02,00:00:00.00,0.490198,17.7954,16.1,6.37517,4.80418,3.5011
4110,2011-04-03,00:00:00.00,0.127595,17.3414,16.8,6.15455,4.66406,3.6274
4111,2011-04-04,00:00:00.00,3.30948,18.1969,16.9,6.48689,4.97736,4.25807
4112,2011-04-05,00:00:00.00,14.1341,24.7507,28.2,9.08998,7.00847,5.84151
4113,2011-04-06,00:00:00.00,0.240655,31.6936,47.6,11.7315,9.02031,7.13981
4114,2011-04-07,00:00:00.00,0.0644626,28.9837,31.6,10.6649,8.17838,6.38695
4115,2011-04-08,00:00:00.00,0.0475847,23.8012,21.6,8.70726,6.66176,5.19669
4116,2011-04-09,00:00:00.00,0.0286868,21.7439,18.2,7.92205,6.04423,4.67477
4117,2011-04-10,00:00:00.00,0.223398,20.1031,16.5,7.29924,5.55698,4.26915
4118,2011-04-11,00:00:00.00,0.997957,18.7167,17.2,6.77678,5.15042,3.93598
4119,2011-04-12,00:00:00.00,0.424957,17.5201,25.5,6.32844,4.80312,3.6551
4120,2011-04-13,00:00:00.00,0.0157579,16.4709,24,5.93673,4.50083,3.41344
4121,2011-04-14,00:00:00.00,0.0910844,15.5478,18.1,5.59332,4.23664,3.20423
4122,2011-04-15,00:00:00.00,0.075909,14.7383,15,5.29323,4.0064,3.0232
4123,2011-04-16,00:00:00.00,0.28613,14.0257,13.1,5.02981,3.80478,2.86551
4124,2011-04-17,00:00:00.00,14.3867,18.0924,12.3,6.4357,4.87216,3.6345
4125,2011-04-18,00:00:00.00,1.08091,24.4347,16,8.62862,6.53359,4.83855
4126,2011-04-19,00:00:00.00,0.0820168,23.0195,16.2,8.12081,6.14819,4.56292
4127,2011-04-20,00:00:00.00,1.72002,18.9105,14,6.69429,5.06716,3.76721
4128,2011-04-21,00:00:00.00,14.3886,23.2127,22,8.27524,6.26348,4.62608
4129,2011-04-22,00:00:00.00,0.0985794,30.065,36.2,10.7569,8.13815,5.99228
4130,2011-04-23,00:00:00.00,0.14861,27.8649,24.4,9.96075,7.52986,5.54386
4131,2011-04-24,00:00:00.00,15.6906,29.0503,20.3,10.4262,7.8937,5.83769
4132,2011-04-25,00:00:00.00,0.390708,35.5832,21.3,12.8291,9.71794,7.1987
4133,2011-04-26,00:00:00.00,0.601165,32.3602,17.1,11.6557,8.81747,6.52229
4134,2011-04-27,00:00:00.00,12.4063,30.7687,16.4,11.1232,8.40923,6.16764
4135,2011-04-28,00:00:00.00,2.69077,34.4643,29.3,12.5466,9.47514,6.85536
4136,2011-04-29,00:00:00.00,13.4261,37.8493,61.1,13.7426,10.3074,7.45559
4137,2011-04-30,00:00:00.00,0.245738,40.618,42.1,14.6425,10.9048,7.96594
4138,2011-05-01,00:00:00.00,0.253694,35.9442,26,12.9162,9.60813,7.03163
4139,2011-05-02,00:00:00.00,0.871145,29.232,19.6,10.4944,7.81647,5.70355
4140,2011-05-03,00:00:00.00,2.5129,26.0601,17,9.31398,6.93893,5.05025
4141,2011-05-04,00:00:00.00,7.90971,26.9241,15.3,9.49777,7.08091,5.09304
4142,2011-05-05,00:00:00.00,0.0411122,29.0695,15.7,10.1622,7.57639,5.38822
4143,2011-05-06,00:00:00.00,0.0329195,26.4394,14.4,9.25803,6.90081,4.9122
4144,2011-05-07,00:00:00.00,3.1176,23.0441,12.7,8.18495,6.10854,4.35468
4145,2011-05-08,00:00:00.00,0.0225126,21.5897,13,7.79383,5.82636,4.13728
4146,2011-05-09,00:00:00.00,0.0103453,19.8607,12.3,7.1729,5.36129,3.81282
4147,2011-05-10,00:00:00.00,1.82697e-05,18.1733,11.1,6.52553,4.8732,3.47816
4148,2011-05-11,00:00:00.00,0.0546173,16.8761,10.1,6.05545,4.52104,3.23143
4149,2011-05-12,00:00:00.00,0.028802,15.749,9.42,5.64897,4.21689,3.01745
4150,2011-05-13,00:00:00.00,0.185631,14.7487,9.04,5.28894,3.94765,2.82729
4151,2011-05-14,00:00:00.00,3.09417,13.8612,8.66,4.97104,3.71002,2.65914
4152,2011-05-15,00:00:00.00,17.3226,18.1339,11.2,6.50492,4.85374,3.49432
4153,2011-05-16,00:00:00.00,15.3548,30.7959,82.2,11.0347,8.23568,5.87406
4154,2011-05-17,00:00:00.00,1.67342,37.2238,68.6,13.3217,9.94817,7.00375
4155,2011-05-18,00:00:00.00,3.16106,31.2995,38.7,11.1762,8.34923,5.85626
4156,2011-05-19,00:00:00.00,2.42853,25.389,26.5,9.03632,6.7471,4.75805
4157,2011-05-20,00:00:00.00,13.7502,27.7709,35.2,9.8186,7.3189,5.11248
4158,2011-05-21,00:00:00.00,0.889899,32.5129,38,11.4258,8.50434,5.87457
4159,2011-05-22,00:00:00.00,0.279067,29.4383,24,10.3482,7.69935,5.32601
4160,2011-05-23,00:00:00.00,0.251902,24.0886,17.6,8.49559,6.32199,4.40168
4161,2011-05-24,00:00:00.00,4.99191,22.419,15.2,7.95075,5.92442,4.11649
4162,2011-05-25,00:00:00.00,0.562317,21.6256,15.9,7.72367,5.76713,3.98785
4163,2011-05-26,00:00:00.00,2.02601,19.7771,15.2,7.06662,5.27571,3.65541
4164,2011-05-27,00:00:00.00,44.0802,39.0782,15.3,13.2373,9.79014,7.00113
4165,2011-05-28,00:00:00.00,1.28892,67.4313,24.1,22.3875,16.4865,11.9457
4166,2011-05-29,00:00:00.00,0.544702,60.6602,24.3,20.2062,14.8755,10.7867
4167,2011-05-30,00:00:00.00,0.144189,41.6773,18.7,14.085,10.3865,7.49362
4168,2011-05-31,00:00:00.00,3.11147,34.3453,15.7,11.706,8.63802,6.21627
4169,2011-06-01,00:00:00.00,0.606173,29.3358,13.2,10.0557,7.42446,5.3331
4170,2011-06-02,00:00:00.00,1.23046,25.6089,11,8.81716,6.51364,4.67136
4171,2011-06-03,00:00:00.00,0.02709,22.7373,9.3,7.85768,5.80812,4.15872
4172,2011-06-04,00:00:00.00,0.108383,20.4549,8.34,7.08899,5.2424,3.74916
4173,2011-06-05,00:00:00.00,2.25451,18.5912,9.29,6.45619,4.77617,3.41341
4174,2011-06-06,00:00:00.00,0.0179321,17.0429,17.3,5.92839,4.38709,3.13373
4175,2011-06-07,00:00:00.00,0.00775639,15.715,13.7,5.47453,4.05235,2.89333
4176,2011-06-08,00:00:00.00,4.43214,14.6138,10.7,5.11359,3.78129,2.69962
4177,2011-06-09,00:00:00.00,0.436262,13.6925,10,4.82146,3.55895,2.54137
4178,2011-06-10,00:00:00.00,8.7006,13.827,8.81,4.9225,3.65119,2.60374
4179,2011-06-11,00:00:00.00,0.0576948,14.496,7.94,5.22391,3.90123,2.77699
4180,2011-06-12,00:00:00.00,9.94692,15.2893,7.33,5.69211,4.24654,3.02576
4181,2011-06-13,00:00:00.00,0.0641201,16.3731,7.18,6.32248,4.70246,3.35592
4182,2011-06-14,00:00:00.00,0.242171,15.2458,7.06,5.87299,4.36786,3.11699
4183,2011-06-15,00:00:00.00,0.0112197,13.2465,6.79,5.00743,3.72586,2.65768
4184,2011-06-16,00:00:00.00,0.046359,12.3458,6.46,4.6463,3.45654,2.46507
4185,2011-06-17,00:00:00.00,0.177109,11.5629,5.92,4.3368,3.22573,2.3
4186,2011-06-18,00:00:00.00,0.267562,10.8645,5.56,4.06258,3.02128,2.15383
4187,2011-06-19,00:00:00.00,0.0343554,10.2381,5.32,3.81779,2.83884,2.02346
4188,2011-06-20,00:00:00.00,0.215847,9.67167,5.01,3.59757,2.67483,1.90631
4189,2011-06-21,00:00:00.00,0.0957085,9.15775,4.84,3.39889,2.52693,1.80072
4190,2011-06-22,00:00:00.00,0.0479569,8.68691,4.65,3.21792,2.39228,1.70456
4191,2011-06-23,00:00:00.00,18.2026,10.9037,4.77,4.14861,3.09461,2.23021
4192,2011-06-24,00:00:00.00,11.4807,16.4392,6.5,6.34441,4.75032,3.4439
4193,2011-06-25,00:00:00.00,8.78134,19.8271,8.25,7.59207,5.70133,4.0903
4194,2011-06-26,00:00:00.00,0.0564345,19.0671,7.97,7.30014,5.49385,3.89586
4195,2011-06-27,00:00:00.00,0.0317108,16.4182,7.7,6.30393,4.74148,3.36367
4196,2011-06-28,00:00:00.00,0.0887429,14.2102,6.66,5.42039,4.06975,2.89632
4197,2011-06-29,00:00:00.00,0.725952,13.0883,6.07,4.96824,3.72627,2.65247
4198,2011-06-30,00:00:00.00,0.183912,12.1418,5.41,4.58965,3.43924,2.44841
4199,2011-07-01,00:00:00.00,0.00960268,11.3158,4.97,4.26171,3.19099,2.27186
4200,2011-07-02,00:00:00.00,0.0805927,10.5826,4.41,3.97275,2.97261,2.11646
4201,2011-07-03,00:00:00.00,3.18118,9.93268,4.11,3.7173,2.77985,1.97923
4202,2011-07-04,00:00:00.00,0.88473,9.35819,5.26,3.49184,2.60996,1.8583
4203,2011-07-05,00:00:00.00,0.395481,8.839,5.39,3.28994,2.45798,1.75021
4204,2011-07-06,00:00:00.00,0.0225951,8.36309,4.14,3.10621,2.3198,1.65196
4205,2011-07-07,00:00:00.00,5.14488,8.17678,3.68,3.00083,2.23345,1.58049
4206,2011-07-08,00:00:00.00,0.0443043,8.15869,3.27,2.94295,2.17924,1.52686
4207,2011-07-09,00:00:00.00,0.2196,7.7263,3.06,2.78809,2.06523,1.44879
4208,2011-07-10,00:00:00.00,0.0229408,7.17428,2.98,2.60773,1.93626,1.36589
4209,2011-07-11,00:00:00.00,0.144681,6.83446,3.28,2.48228,1.84307,1.30088
4210,2011-07-12,00:00:00.00,0.250252,6.52367,3.28,2.36719,1.75746,1.24092
4211,2011-07-13,00:00:00.00,0.0229045,6.23606,3.14,2.26092,1.67843,1.18552
4212,2011-07-14,00:00:00.00,0.0471977,5.97024,2.87,2.1629,1.60554,1.13439
4213,2011-07-15,00:00:00.00,0.0294155,5.72381,2.83,2.07212,1.53806,1.08702
4214,2011-07-16,00:00:00.00,0.0679065,5.49408,2.68,1.98762,1.47523,1.0429
4215,2011-07-17,00:00:00.00,0.00875876,5.27868,2.87,1.90849,1.41641,1.00153
4216,2011-07-18,00:00:00.00,0.286836,5.07612,2.97,1.83416,1.36114,0.96263
4217,2011-07-19,00:00:00.00,8.74282,5.30885,2.66,1.92946,1.43225,1.01522
4218,2011-07-20,00:00:00.00,4.81778,5.8639,2.48,2.15352,1.59864,1.13279
4219,2011-07-21,00:00:00.00,0.360725,5.65311,2.6,2.0814,1.54423,1.08804
4220,2011-07-22,00:00:00.00,0.0082635,5.0525,2.64,1.85057,1.37282,0.966092
4221,2011-07-23,00:00:00.00,0.0731288,4.79649,2.57,1.75082,1.2992,0.917485
4222,2011-07-24,00:00:00.00,0.0945175,4.62239,2.56,1.68582,1.25089,0.883622
4223,2011-07-25,00:00:00.00,0.0514752,4.45994,2.92,1.62532,1.2059,0.852001
4224,2011-07-26,00:00:00.00,6.32721,4.5311,3.3,1.63649,1.21363,0.856256
4225,2011-07-27,00:00:00.00,0.538205,4.74122,4.34,1.69037,1.25277,0.881933
4226,2011-07-28,00:00:00.00,0.0784626,4.51783,4.23,1.61411,1.19639,0.842679
4227,2011-07-29,00:00:00.00,1.56843,4.15957,4.16,1.49761,1.11047,0.783382
4228,2011-07-30,00:00:00.00,23.4321,5.45739,5.76,1.95682,1.45299,1.02617
4229,2011-07-31,00:00:00.00,0.044888,7.62158,6.88,2.72192,2.02343,1.43046
4230,2011-08-01,00:00:00.00,0.655104,6.96822,5.24,2.49084,1.85183,1.30883
4231,2011-08-02,00:00:00.00,0.185116,5.37906,4.7,1.92888,1.43359,1.01242
4232,2011-08-03,00:00:00.00,2.4089,5.13355,4.18,1.84041,1.3676,0.966005
4233,2011-08-04,00:00:00.00,18.4792,6.20902,4.91,2.28628,1.73502,1.27774
4234,2011-08-05,00:00:00.00,0.177359,8.02176,6.83,3.03082,2.34518,1.79153
4235,2011-08-06,00:00:00.00,0.196814,7.41654,5.83,2.79542,2.1597,1.64541
4236,2011-08-07,00:00:00.00,1.3738,6.01174,4.95,2.23452,1.70873,1.2771
4237,2011-08-08,00:00:00.00,3.60776,5.75775,5.02,2.12723,1.62363,1.20911
4238,2011-08-09,00:00:00.00,0.106611,5.57184,5.06,2.04175,1.55563,1.15414
4239,2011-08-10,00:00:00.00,5.70354,5.59982,5.01,2.06686,1.57837,1.18237
4240,2011-08-11,00:00:00.00,0.75617,5.76671,6.28,2.15662,1.65343,1.25732
4241,2011-08-12,00:00:00.00,0.727576,5.48214,5.74,2.04561,1.5665,1.18761
4242,2011-08-13,00:00:00.00,0.101568,5.05032,4.78,1.87169,1.42896,1.07286
4243,2011-08-14,00:00:00.00,0.133624,4.85427,4.36,1.79658,1.37024,1.02683
4244,2011-08-15,00:00:00.00,2.47266,4.6911,4.25,1.73025,1.31875,0.985861
4245,2011-08-16,00:00:00.00,0.0828803,4.54871,6.04,1.66956,1.27187,0.948118
4246,2011-08-17,00:00:00.00,0.0592277,4.3883,5.35,1.61036,1.22575,0.912713
4247,2011-08-18,00:00:00.00,0.00706216,4.22694,4.12,1.55352,1.18136,0.879257
4248,2011-08-19,00:00:00.00,0.0627646,4.0871,3.53,1.50091,1.14054,0.847862
4249,2011-08-20,00:00:00.00,0.687385,3.95567,3.32,1.45145,1.10219,0.818414
4250,2011-08-21,00:00:00.00,0.65491,3.83148,3.28,1.40477,1.06605,0.790706
4251,2011-08-22,00:00:00.00,7.76672,4.04373,4.74,1.50886,1.14428,0.846554
4252,2011-08-23,00:00:00.00,0.248318,4.45704,5.37,1.70268,1.29034,0.951683
