time,date,hour,precip [mm/day],sub7007 [m3/s],sub7008 [m3/s],sub7009 [m3/s],sub7010 [m3/s],sub7011 [m3/s],sub7011 (observed) [m3/s]
57,2000-02-27,00:00:00.00,0.160644,16.081,9.80975,6.13497,14.7178,96.8746,300
58,2000-02-28,00:00:00.00,6.52036,6.2508,3.83497,2.38208,6.36606,49.7029,261
59,2000-02-29,00:00:00.00,0.455554,2.95807,1.7772,1.08413,2.32883,21.4973,206
60,2000-03-01,00:00:00.00,0.379018,2.75149,1.71962,1.07196,1.57564,13.8298,137
61,2000-03-02,00:00:00.00,4.0576,1.46347,0.908535,0.561493,0.834283,7.77331,92.9
62,2000-03-03,00:00:00.00,0.246898,1.35086,0.82627,0.495356,0.704157,6.2661,78.7
63,2000-03-04,00:00:00.00,0.0364557,1.61034,0.986605,0.59039,0.810535,6.96605,72.5
64,2000-03-05,00:00:00.00,0.0905765,0.813038,0.493635,0.294814,0.44849,4.12505,60
65,2000-03-06,00:00:00.00,0.0556114,0.272663,0.160256,0.0951075,0.199781,1.67967,50.4
66,2000-03-07,00:00:00.00,0.114206,0.209894,0.122712,0.0730169,0.165217,1.08496,46
67,2000-03-08,00:00:00.00,0.106973,0.195326,0.114556,0.0684614,0.153811,0.88695,42.5
68,2000-03-09,00:00:00.00,0.0231932,0.185805,0.108255,0.0644968,0.147652,0.760986,41.3
69,2000-03-10,00:00:00.00,5.54425,0.267694,0.173773,0.113935,0.174911,0.942204,44.2
70,2000-03-11,00:00:00.00,0.43756,0.663226,0.485046,0.346186,0.317754,2.1566,48.8
71,2000-03-12,00:00:00.00,0.709991,0.828229,0.614606,0.442781,0.377928,2.90574,47.7
72,2000-03-13,00:00:00.00,1.11744,0.455703,0.323425,0.226329,0.240119,1.98625,42.8
73,2000-03-14,00:00:00.00,0.533685,0.211362,0.130438,0.0820404,0.153187,1.13714,38.5
74,2000-03-15,00:00:00.00,1.72337,0.197589,0.118406,0.0730667,0.15013,0.930091,36.3
75,2000-03-16,00:00:00.00,1.21058,0.273387,0.18006,0.119076,0.171666,1.12503,40.3
76,2000-03-17,00:00:00.00,4.18752,0.569056,0.39997,0.274262,0.280425,2.27395,54
77,2000-03-18,00:00:00.00,0.270992,0.828883,0.57326,0.398625,0.343996,3.4104,78.7
78,2000-03-19,00:00:00.00,0.18732,0.660242,0.438239,0.306576,0.251508,2.79485,77.1
79,2000-03-20,00:00:00.00,3.2383,0.375715,0.241309,0.164173,0.169094,1.55141,55.4
80,2000-03-21,00:00:00.00,0.961532,0.522783,0.353401,0.235184,0.188426,1.6194,43.1
81,2000-03-22,00:00:00.00,0.310339,1.06481,0.740437,0.489189,0.314357,3.21027,39.9
82,2000-03-23,00:00:00.00,0.524663,1.11277,0.774201,0.506093,0.355881,3.8866,36.7
83,2000-03-24,00:00:00.00,1.13342,0.560645,0.379961,0.245371,0.233617,2.48203,35.4
84,2000-03-25,00:00:00.00,0.315061,0.254953,0.160763,0.101651,0.160193,1.227,35.4
85,2000-03-26,00:00:00.00,3.31256,0.247922,0.150683,0.0916185,0.162701,0.988134,35.2
86,2000-03-27,00:00:00.00,0.049602,0.341904,0.194928,0.106247,0.19881,1.35085,34.7
87,2000-03-28,00:00:00.00,5.24954,0.475681,0.280115,0.161284,0.246703,1.86811,36.1
88,2000-03-29,00:00:00.00,0.439852,0.785943,0.521839,0.355876,0.354399,2.90739,44.7
89,2000-03-30,00:00:00.00,2.63653,0.919475,0.633725,0.449864,0.395301,3.53741,50.6
90,2000-03-31,00:00:00.00,0.106894,0.669587,0.469347,0.331972,0.28532,2.81746,50.5
91,2000-04-01,00:00:00.00,0.157538,0.473547,0.335381,0.234529,0.208471,2.03572,44.1
92,2000-04-02,00:00:00.00,0.00173943,0.332637,0.224121,0.151106,0.177754,1.47415,42.5
93,2000-04-03,00:00:00.00,0.979619,0.25865,0.16369,0.105109,0.163608,1.18733,37.1
94,2000-04-04,00:00:00.00,0.719823,0.256953,0.162099,0.103593,0.163431,1.10173,33
95,2000-04-05,00:00:00.00,2.70356,0.256661,0.161894,0.103463,0.163323,1.03449,33.6
96,2000-04-06,00:00:00.00,0.162144,0.259171,0.162547,0.104188,0.172694,1.12326,34.5
97,2000-04-07,00:00:00.00,1.33773,0.259375,0.162389,0.104104,0.175625,1.13985,34.3
98,2000-04-08,00:00:00.00,7.69409,0.335141,0.210512,0.136737,0.200745,1.3471,37.3
99,2000-04-09,00:00:00.00,14.0194,0.750928,0.461243,0.298221,0.414949,3.06277,47.5
100,2000-04-10,00:00:00.00,0.125121,1.05825,0.615156,0.366711,0.674973,5.08353,57.6
101,2000-04-11,00:00:00.00,0.421388,0.753417,0.41024,0.213994,0.581909,4.43322,44.1
102,2000-04-12,00:00:00.00,1.70465,0.38117,0.214339,0.11566,0.298879,2.35038,42.2
103,2000-04-13,00:00:00.00,0.456206,0.279999,0.174668,0.110467,0.180851,1.36308,41.6
104,2000-04-14,00:00:00.00,0.555682,0.534635,0.257052,0.110301,0.175294,1.75796,42.6
105,2000-04-15,00:00:00.00,0.0382307,1.81092,0.729102,0.207078,0.390139,4.97906,39.1
106,2000-04-16,00:00:00.00,0.424551,2.83111,1.3262,0.648939,1.36328,9.75252,34.1
107,2000-04-17,00:00:00.00,0.0573897,1.97922,1.16107,0.833335,1.76639,9.49726,32.5
108,2000-04-18,00:00:00.00,0.0952715,0.763397,0.520298,0.422344,0.856898,4.82863,32
109,2000-04-19,00:00:00.00,0.102204,0.37752,0.233585,0.152631,0.257205,1.99868,31.4
110,2000-04-20,00:00:00.00,0.376223,0.353242,0.214011,0.133188,0.211764,1.44638,29.9
111,2000-04-21,00:00:00.00,19.3631,1.09342,0.661663,0.42557,0.51362,3.91158,34.4
112,2000-04-22,00:00:00.00,9.88856,4.84567,2.8969,1.86518,2.20652,17.3881,135
113,2000-04-23,00:00:00.00,0.704887,8.14185,4.7401,2.98307,4.26245,32.3431,279
114,2000-04-24,00:00:00.00,0.0102332,5.90147,3.32516,2.02557,3.72109,27.6512,214
115,2000-04-25,00:00:00.00,0.00340847,2.1487,1.19796,0.717219,1.58539,12.4444,145
116,2000-04-26,00:00:00.00,0.0364193,0.818896,0.489582,0.308141,0.514593,4.54925,106
117,2000-04-27,00:00:00.00,0.0113739,0.71611,0.437027,0.278702,0.36759,3.0034,85.9
118,2000-04-28,00:00:00.00,0.0772034,0.71412,0.435721,0.27782,0.361703,2.79993,71.2
119,2000-04-29,00:00:00.00,1.06158,0.712058,0.434374,0.276912,0.361002,2.68107,53.8
120,2000-04-30,00:00:00.00,0.0382297,0.709972,0.433015,0.275998,0.360281,2.64396,44.8
121,2000-05-01,00:00:00.00,0.159734,0.707886,0.431657,0.275085,0.359554,2.68724,37.3
122,2000-05-02,00:00:00.00,7.2041,0.719619,0.436237,0.275413,0.379621,2.79372,33.2
123,2000-05-03,00:00:00.00,0.216897,0.858283,0.508506,0.309609,0.516283,3.47395,35.2
124,2000-05-04,00:00:00.00,0.0220063,0.924763,0.543828,0.327109,0.577779,3.71806,32.4
125,2000-05-05,00:00:00.00,0.0842742,0.789158,0.472976,0.293304,0.444423,2.94742,30.3
126,2000-05-06,00:00:00.00,1.21408,0.711911,0.433131,0.274957,0.365423,2.54401,27.9
127,2000-05-07,00:00:00.00,0.242561,0.709811,0.43177,0.274049,0.364672,2.55491,27.5
128,2000-05-08,00:00:00.00,4.13241,0.70775,0.430424,0.273146,0.36397,2.57486,26.3
129,2000-05-09,00:00:00.00,3.85794,0.70582,0.429107,0.272249,0.363609,2.63263,26.3
130,2000-05-10,00:00:00.00,9.87455,0.726893,0.437318,0.274961,0.440655,2.89595,27.1
131,2000-05-11,00:00:00.00,22.6782,1.50095,0.862735,0.507026,1.50596,7.45069,46
132,2000-05-12,00:00:00.00,2.35519,4.29689,2.41525,1.36928,5.09426,23.8494,50.8
133,2000-05-13,00:00:00.00,6.62971,5.46273,3.11324,1.7939,6.40531,32.0293,56.7
134,2000-05-14,00:00:00.00,8.99447,3.72714,2.2802,1.40444,3.87362,22.2092,194
135,2000-05-15,00:00:00.00,0.0376192,3.23012,1.99895,1.23249,3.54079,18.9487,603
136,2000-05-16,00:00:00.00,0.126837,2.95588,1.71165,0.993648,3.64798,18.5708,284
137,2000-05-17,00:00:00.00,1.34923,1.77788,1.02714,0.600493,1.94256,11.4791,123
138,2000-05-18,00:00:00.00,0.0327253,1.20025,0.726549,0.44715,0.964415,6.4797,86.7
139,2000-05-19,00:00:00.00,25.0179,1.98573,1.20893,0.740252,1.78612,9.64169,91.2
140,2000-05-20,00:00:00.00,8.22901,6.07851,3.64308,2.19187,6.36523,30.9275,374
141,2000-05-21,00:00:00.00,0.0795957,9.26524,5.32403,3.13633,10.418,50.4537,267
142,2000-05-22,00:00:00.00,0.0877848,6.63636,3.61924,2.0811,7.84347,39.1916,138
143,2000-05-23,00:00:00.00,0.0541177,3.0799,1.69357,0.983407,3.50545,18.5582,100
144,2000-05-24,00:00:00.00,4.49317,2.02426,1.20279,0.728033,2.08475,11.0437,78.4
145,2000-05-25,00:00:00.00,1.50644,2.09543,1.22825,0.740222,2.36457,11.3476,83.1
146,2000-05-26,00:00:00.00,0.414484,2.14322,1.24062,0.743426,2.53028,11.78,136
147,2000-05-27,00:00:00.00,0.0997206,2.0194,1.19251,0.720122,2.18886,10.8011,126
148,2000-05-28,00:00:00.00,0.0662346,1.95456,1.16983,0.710009,1.98187,10.0964,79.3
149,2000-05-29,00:00:00.00,0.0417303,1.94199,1.16192,0.705118,1.96659,10.0164,64.5
150,2000-05-30,00:00:00.00,0.0569743,1.92955,1.15409,0.700283,1.95144,9.96042,54.1
151,2000-05-31,00:00:00.00,0.0579458,1.91725,1.14636,0.695505,1.93648,9.85704,45.4
152,2000-06-01,00:00:00.00,7.55796,1.90615,1.13966,0.691512,1.92256,9.79377,39.9
153,2000-06-02,00:00:00.00,5.14496,1.9259,1.16291,0.715097,1.91317,9.82591,37.2
154,2000-06-03,00:00:00.00,1.60552,1.99905,1.23375,0.776173,1.90934,10.0551,36.8
155,2000-06-04,00:00:00.00,0.0952832,1.98993,1.22756,0.772823,1.89626,10.0478,35.4
156,2000-06-05,00:00:00.00,0.0587364,1.90615,1.15258,0.710968,1.87708,9.74934,33
157,2000-06-06,00:00:00.00,3.87647,1.87415,1.12482,0.686019,1.86403,9.62462,31.5
158,2000-06-07,00:00:00.00,1.93593,1.8629,1.11747,0.681416,1.85931,9.67138,35.6
159,2000-06-08,00:00:00.00,0.0965019,1.8517,1.1102,0.676867,1.85903,9.79584,33.4
160,2000-06-09,00:00:00.00,0.0415203,1.84029,1.10298,0.672371,1.84233,9.67733,30.1
161,2000-06-10,00:00:00.00,1.11803,1.82898,1.09584,0.667928,1.82058,9.39878,33.6
162,2000-06-11,00:00:00.00,0.0800911,1.81779,1.08879,0.663538,1.80737,9.22885,38.8
163,2000-06-12,00:00:00.00,18.5536,1.97387,1.18465,0.72826,1.92988,9.82994,35.4
164,2000-06-13,00:00:00.00,0.749159,2.85255,1.7207,1.08258,2.6587,13.6737,50.1
165,2000-06-14,00:00:00.00,26.1863,4.26213,2.52726,1.58318,3.93028,20.8723,79.7
166,2000-06-15,00:00:00.00,7.74333,8.08794,4.57257,2.77324,7.56364,41.4764,272
167,2000-06-16,00:00:00.00,8.39101,10.5535,5.70275,3.34231,10.1786,58.3893,340
168,2000-06-17,00:00:00.00,0.190186,8.673,4.48366,2.5111,9.24369,52.0575,215
169,2000-06-18,00:00:00.00,0.091482,6.37018,3.33605,1.86387,7.4022,38.1433,148
170,2000-06-19,00:00:00.00,2.40391,4.38053,2.41628,1.40481,5.01728,25.7057,124
171,2000-06-20,00:00:00.00,0.0499849,3.44591,1.95499,1.16252,3.82668,19.9208,102
172,2000-06-21,00:00:00.00,0.0271292,3.39408,1.93002,1.14966,3.74207,19.1073,81.7
173,2000-06-22,00:00:00.00,16.3257,3.59392,2.04043,1.21741,3.99453,20.0817,78.1
174,2000-06-23,00:00:00.00,0.119629,4.81881,2.72364,1.63308,5.50355,26.8813,70.5
175,2000-06-24,00:00:00.00,0.0209635,5.3864,3.04096,1.82611,6.21298,31.0533,59.8
176,2000-06-25,00:00:00.00,2.9399,4.28096,2.42456,1.45157,4.89905,25.7736,52.1
177,2000-06-26,00:00:00.00,45.7028,5.45285,3.03293,1.76434,6.06194,31.5156,81.2
178,2000-06-27,00:00:00.00,0.397799,14.0448,7.61417,4.28408,15.3706,81.8169,503
179,2000-06-28,00:00:00.00,3.33396,18.0873,9.76848,5.46667,19.9197,117.105,492
180,2000-06-29,00:00:00.00,0.162291,11.2028,6.09216,3.43754,12.8367,85.8716,226
181,2000-06-30,00:00:00.00,11.178,6.97051,3.84823,2.2119,8.45351,53.9835,141
182,2000-07-01,00:00:00.00,0.0237493,8.07031,4.51019,2.63608,9.47054,52.5427,132
183,2000-07-02,00:00:00.00,0.00488716,8.70905,4.88573,2.87036,10.063,55.223,144
184,2000-07-03,00:00:00.00,0.0340448,7.46138,4.15878,2.42086,8.83589,49.5778,94.2
185,2000-07-04,00:00:00.00,33.1206,8.91566,5.46316,3.50849,8.68248,51.6706,75.7
186,2000-07-05,00:00:00.00,0.120631,19.6019,13.9086,10.1282,11.759,83.2504,60.2
187,2000-07-06,00:00:00.00,0.0405495,24.9851,18.2088,13.5315,13.2613,102.945,57.4
188,2000-07-07,00:00:00.00,0.0627343,17.1207,12.1262,8.84046,10.7461,81.6279,58.9
189,2000-07-08,00:00:00.00,0.000339115,11.9701,8.12417,5.74504,9.10697,63.273,61.1
190,2000-07-09,00:00:00.00,0.221305,11.4038,7.66979,5.38377,8.84186,59.026,49.2
191,2000-07-10,00:00:00.00,12.4189,11.1219,7.45981,5.22154,8.64421,57.3904,43.5
192,2000-07-11,00:00:00.00,0.015254,11.0214,7.4128,5.18611,8.62127,58.0399,84.3
193,2000-07-12,00:00:00.00,0.0215487,10.8334,7.2844,5.09198,8.52076,58.6931,89.5
194,2000-07-13,00:00:00.00,0.0323223,10.4712,6.99571,4.8705,8.22234,56.6996,71.1
195,2000-07-14,00:00:00.00,0.14521,10.1931,6.78407,4.70505,7.99404,54.1922,53.9
196,2000-07-15,00:00:00.00,9.48844,9.95488,6.60623,4.56913,7.82242,52.5971,48.4
197,2000-07-16,00:00:00.00,1.86857,9.76882,6.46154,4.45705,7.73838,51.987,67.4
198,2000-07-17,00:00:00.00,1.59347,9.57494,6.31616,4.34549,7.61822,51.2553,63.7
199,2000-07-18,00:00:00.00,0.175742,9.34815,6.15327,4.22292,7.40786,49.7463,83.1
200,2000-07-19,00:00:00.00,0.0393809,9.13555,5.99782,4.10635,7.23397,48.4626,76
201,2000-07-20,00:00:00.00,0.406433,8.93174,5.84935,3.99541,7.08098,47.4962,66.2
202,2000-07-21,00:00:00.00,0.815245,8.73624,5.70746,3.88972,6.9337,46.3726,60.5
203,2000-07-22,00:00:00.00,0.348234,8.54855,5.57173,3.78895,6.79185,45.322,53.7
204,2000-07-23,00:00:00.00,0.0144697,8.36822,5.44177,3.69276,6.65513,44.3979,43.5
205,2000-07-24,00:00:00.00,0.107067,8.19482,5.31723,3.60087,6.52328,43.432,33.8
206,2000-07-25,00:00:00.00,0.00996572,8.02797,5.19779,3.513,6.39606,42.514,31.6
207,2000-07-26,00:00:00.00,0.013787,7.86731,5.08315,3.4289,6.27323,41.609,30.4
208,2000-07-27,00:00:00.00,0.0408027,7.71249,4.97302,3.34834,6.15458,40.7341,29
209,2000-07-28,00:00:00.00,0.0153684,7.56322,4.86716,3.27111,6.0399,39.9122,28.5
210,2000-07-29,00:00:00.00,2.71855,7.41936,4.7655,3.19719,5.929,39.1864,30.1
211,2000-07-30,00:00:00.00,2.56102,7.28117,4.66832,3.1269,5.82172,38.5028,73.6
212,2000-07-31,00:00:00.00,3.56039,7.1487,4.57568,3.06033,5.71788,37.7487,80.6
213,2000-08-01,00:00:00.00,7.49985,7.03698,4.50178,3.01001,5.61789,37.1328,71
214,2000-08-02,00:00:00.00,4.00255,7.09091,4.58935,3.11128,5.52336,36.8311,67.7
215,2000-08-03,00:00:00.00,6.1843,7.23915,4.76708,3.27632,5.43512,36.6663,170
216,2000-08-04,00:00:00.00,0.718747,7.55413,5.10122,3.54213,5.35396,37.0018,204
217,2000-08-05,00:00:00.00,0.195425,7.56798,5.14304,3.58286,5.27046,36.7247,135
218,2000-08-06,00:00:00.00,0.283309,7.05699,4.67203,3.20493,5.18269,35.3351,85.3
219,2000-08-07,00:00:00.00,2.46594,6.74613,4.395,2.98046,5.09829,34.3835,60.2
220,2000-08-08,00:00:00.00,3.6497,6.68923,4.37095,2.97773,5.01644,33.8518,50.6
221,2000-08-09,00:00:00.00,0.552196,6.63261,4.34635,2.97407,4.93701,33.2978,45.6
222,2000-08-10,00:00:00.00,5.89207,6.52883,4.27201,2.91849,4.86066,32.8306,46.8
223,2000-08-11,00:00:00.00,0.0698453,6.61419,4.37468,3.0156,4.78934,32.8142,54.3
224,2000-08-12,00:00:00.00,0.103887,6.61161,4.39608,3.04817,4.71901,32.4868,56.3
225,2000-08-13,00:00:00.00,0.020862,6.35599,4.17529,2.8636,4.64758,31.6196,46.7
226,2000-08-14,00:00:00.00,0.559005,6.18731,4.03548,2.74486,4.57806,30.9701,38.8
227,2000-08-15,00:00:00.00,0.0999678,6.0859,3.96225,2.69064,4.51038,30.5286,34.2
228,2000-08-16,00:00:00.00,3.35801,5.98753,3.8914,2.63832,4.44448,30.0231,32.3
229,2000-08-17,00:00:00.00,1.03002,5.8921,3.82287,2.58783,4.38036,29.5947,33
230,2000-08-18,00:00:00.00,0.305719,5.79944,3.75649,2.53903,4.31811,29.221,31.6
231,2000-08-19,00:00:00.00,0.493908,5.7094,3.69213,2.49181,4.25737,28.7242,29.6
232,2000-08-20,00:00:00.00,0.0936097,5.62191,3.62976,2.44615,4.19792,28.3417,29.6
233,2000-08-21,00:00:00.00,1.00713,5.53686,3.56927,2.40196,4.13994,27.9193,28.7
234,2000-08-22,00:00:00.00,2.50655,5.45416,3.51059,2.35918,4.08341,27.4381,28.2
235,2000-08-23,00:00:00.00,0.355189,5.37371,3.45363,2.31775,4.02836,27.0268,27.7
236,2000-08-24,00:00:00.00,8.52212,5.30611,3.40737,2.28523,3.97556,26.7096,32.8
237,2000-08-25,00:00:00.00,0.031895,5.35692,3.47104,2.35189,3.927,26.6016,34.9
238,2000-08-26,00:00:00.00,0.22604,5.34772,3.47881,2.36982,3.8786,26.3706,31.6
239,2000-08-27,00:00:00.00,0.962138,5.19044,3.34617,2.25755,3.82826,25.9342,32.4
240,2000-08-28,00:00:00.00,1.40015,5.0854,3.26253,2.18795,3.77907,25.5754,31.1
241,2000-08-29,00:00:00.00,0.0194598,5.0153,3.21339,2.15253,3.731,25.1592,30
242,2000-08-30,00:00:00.00,0.0204574,4.94678,3.16539,2.11795,3.68401,24.7475,29
243,2000-08-31,00:00:00.00,0.861985,4.87935,3.11808,2.08375,3.63808,24.4503,28.4
244,2000-09-01,00:00:00.00,0.0688696,4.8136,3.07204,2.05053,3.59316,24.1233,27.5
245,2000-09-02,00:00:00.00,2.15089,4.74946,3.02721,2.01824,3.54924,23.7677,26.7
246,2000-09-03,00:00:00.00,0.185698,4.68686,2.98355,1.98686,3.50633,23.5286,26.6
247,2000-09-04,00:00:00.00,2.9423,4.62587,2.94112,1.95642,3.46433,23.2183,36.5
248,2000-09-05,00:00:00.00,4.78555,4.56791,2.90105,1.92771,3.42355,22.9305,32.1
249,2000-09-06,00:00:00.00,0.0635561,4.51531,2.86498,1.90165,3.38484,22.7384,31.6
250,2000-09-07,00:00:00.00,0.135287,4.46233,2.82853,1.87537,3.34656,22.4232,29.5
251,2000-09-08,00:00:00.00,0.0281867,4.40647,2.7899,1.84783,3.30786,22.1125,28
252,2000-09-09,00:00:00.00,2.12518,4.35244,2.75274,1.82136,3.26996,21.9115,27.1
253,2000-09-10,00:00:00.00,2.35561,4.30198,2.71851,1.797,3.23282,21.6737,34.5
254,2000-09-11,00:00:00.00,3.9712,4.25977,2.69032,1.77719,3.19653,21.4289,30.5
255,2000-09-12,00:00:00.00,0.091497,4.28004,2.7023,1.78706,3.16128,21.3433,29.8
256,2000-09-13,00:00:00.00,13.6094,4.71417,3.05249,2.01982,3.13294,21.9641,29.3
257,2000-09-14,00:00:00.00,0.0308421,6.64405,4.60073,3.04235,3.20873,25.7333,30
258,2000-09-15,00:00:00.00,17.9458,8.67184,6.11082,4.00781,3.52719,31.0882,35.8
259,2000-09-16,00:00:00.00,2.24287,12.3054,8.50007,5.4332,4.75371,43.67,43.6
260,2000-09-17,00:00:00.00,0.406105,14.1785,9.70766,6.1527,5.50916,51.6639,46.6
261,2000-09-18,00:00:00.00,0.331081,10.3108,7.04454,4.52935,4.52452,40.9422,47.6
262,2000-09-19,00:00:00.00,0.0273343,7.2517,4.97049,3.26958,3.61877,30.2983,47.9
263,2000-09-20,00:00:00.00,0.0616515,6.73374,4.61969,3.05193,3.4379,27.6433,38
264,2000-09-21,00:00:00.00,3.43628,6.62378,4.53588,2.99254,3.39832,27.0937,29.2
265,2000-09-22,00:00:00.00,6.17563,6.73812,4.64229,3.0544,3.39567,27.4417,28.2
266,2000-09-23,00:00:00.00,0.594469,7.46233,5.18074,3.37191,3.62537,30.1153,27.6
267,2000-09-24,00:00:00.00,20.622,9.12215,6.28529,4.02116,4.30698,36.048,44
268,2000-09-25,00:00:00.00,0.791277,14.8621,10.093,6.29778,6.64305,55.1779,70.2
