time,date,hour,precip [mm/day],sub7144 [m3/s],sub7145 [m3/s],sub7146 [m3/s],sub7146 (observed) [m3/s]
86,2000-03-27,00:00:00.00,0.014081,13.3433,3.83033,101.682,80.1367
87,2000-03-28,00:00:00.00,5.14277,13.2935,3.78071,100.618,72.7743
88,2000-03-29,00:00:00.00,0.564918,13.6123,3.78993,101.497,65.9783
89,2000-03-30,00:00:00.00,2.69797,13.4718,3.75084,100.966,60.3149
90,2000-03-31,00:00:00.00,0.247069,12.6578,3.65786,98.4303,60.5981
91,2000-04-01,00:00:00.00,0.126205,12.1251,3.55948,95.5608,63.1466
92,2000-04-02,00:00:00.00,0.0152974,11.688,3.40709,91.0368,58.6159
93,2000-04-03,00:00:00.00,6.8042,11.8735,3.39127,90.2232,52.9525
94,2000-04-04,00:00:00.00,6.10828,13.8744,3.68908,98.0681,52.9525
95,2000-04-05,00:00:00.00,14.8726,17.0466,4.15642,112.435,102.507
96,2000-04-06,00:00:00.00,0.164367,20.7057,4.73251,130.86,174.149
97,2000-04-07,00:00:00.00,0.42732,20.7157,4.7094,130.941,143.85
98,2000-04-08,00:00:00.00,4.59913,17.7752,4.1858,116.133,131.673
99,2000-04-09,00:00:00.00,23.2506,18.8831,4.52867,126.338,171.034
100,2000-04-10,00:00:00.00,0.978007,24.4876,5.89871,168.11,311.485
101,2000-04-11,00:00:00.00,0.391326,25.6059,6.1715,178.158,259.382
102,2000-04-12,00:00:00.00,6.43685,22.1258,5.35114,154.414,220.305
103,2000-04-13,00:00:00.00,0.644226,21.6272,5.29837,152.547,240.693
104,2000-04-14,00:00:00.00,0.159617,21.0877,5.23107,150.279,259.949
105,2000-04-15,00:00:00.00,0.0995266,19.3627,4.8484,138.322,256.834
106,2000-04-16,00:00:00.00,0.626096,18.1517,4.59498,130.094,243.808
107,2000-04-17,00:00:00.00,1.2527,17.2333,4.41045,124.311,227.384
108,2000-04-18,00:00:00.00,6.83886,17.3142,4.36187,122.627,221.721
109,2000-04-19,00:00:00.00,4.40654,20.3091,4.65796,131.3,213.509
110,2000-04-20,00:00:00.00,0.32352,23.3221,4.8441,138.201,171.883
111,2000-04-21,00:00:00.00,11.1496,22.6889,4.71578,136.218,140.452
112,2000-04-22,00:00:00.00,11.2242,22.4644,5.00774,149.403,152.628
113,2000-04-23,00:00:00.00,5.20493,23.7008,5.43994,172.202,214.642
114,2000-04-24,00:00:00.00,0.841519,22.9815,5.38146,174.605,254.285
115,2000-04-25,00:00:00.00,0.148088,21.001,5.01053,159.33,234.747
116,2000-04-26,00:00:00.00,0.0883736,19.4313,4.6505,145.144,185.192
117,2000-04-27,00:00:00.00,0.196066,18.3441,4.4323,136.93,190.856
118,2000-04-28,00:00:00.00,0.528693,17.4449,4.26196,130.693,203.598
119,2000-04-29,00:00:00.00,0.184629,16.6764,4.10473,124.852,167.919
120,2000-04-30,00:00:00.00,0.253496,15.9423,3.95647,119.168,136.204
121,2000-05-01,00:00:00.00,0.0539451,15.2125,3.81438,114.153,105.905
122,2000-05-02,00:00:00.00,10.9803,15.0933,3.83322,113.293,77.8713
123,2000-05-03,00:00:00.00,1.0833,16.2291,4.20525,121.406,77.0218
124,2000-05-04,00:00:00.00,0.149213,16.2561,4.24634,121.956,80.1367
125,2000-05-05,00:00:00.00,0.686407,14.7998,3.8529,111.331,72.4911
126,2000-05-06,00:00:00.00,6.85342,14.0759,3.71227,107.088,48.9881
127,2000-05-07,00:00:00.00,0.399828,13.9801,3.83069,109.951,40.4931
128,2000-05-08,00:00:00.00,0.88945,13.6113,3.78821,108.555,38.2277
129,2000-05-09,00:00:00.00,8.96913,13.1464,3.62113,103.561,43.8911
130,2000-05-10,00:00:00.00,2.4398,13.4834,3.74032,106.089,86.6496
131,2000-05-11,00:00:00.00,6.49053,13.3696,3.73009,106.337,98.5426
132,2000-05-12,00:00:00.00,1.18317,12.6121,3.50863,102.559,75.606
133,2000-05-13,00:00:00.00,6.89531,12.4007,3.43937,100.534,120.913
134,2000-05-14,00:00:00.00,14.6247,13.5156,3.77446,106.022,294.495
135,2000-05-15,00:00:00.00,0.154237,15.2999,4.45937,123.105,254.852
136,2000-05-16,00:00:00.00,0.143219,14.9542,4.45052,124.358,183.493
137,2000-05-17,00:00:00.00,0.107892,13.3304,3.89639,110.022,161.972
138,2000-05-18,00:00:00.00,0.13176,12.5212,3.64013,102.265,146.681
139,2000-05-19,00:00:00.00,9.59477,12.3096,3.63454,100.78,108.17
140,2000-05-20,00:00:00.00,39.2689,15.4826,4.78214,127.419,84.3842
141,2000-05-21,00:00:00.00,2.03819,24.925,7.7893,201.727,147.814
142,2000-05-22,00:00:00.00,0.231156,27.7443,8.51574,223.765,180.661
143,2000-05-23,00:00:00.00,0.894649,22.1819,6.69542,181.11,160.273
144,2000-05-24,00:00:00.00,8.15825,20.1773,6.03507,162.872,154.61
145,2000-05-25,00:00:00.00,12.9923,22.4085,6.41921,170.204,163.671
146,2000-05-26,00:00:00.00,0.888039,26.0647,7.16634,187.718,184.059
147,2000-05-27,00:00:00.00,0.204506,25.4248,6.98696,183.63,183.776
148,2000-05-28,00:00:00.00,0.156122,22.0776,6.18132,163.56,154.61
149,2000-05-29,00:00:00.00,0.168096,20.2274,5.72316,151.24,137.337
150,2000-05-30,00:00:00.00,0.120812,19.0258,5.41862,142.713,116.665
151,2000-05-31,00:00:00.00,0.145005,17.9514,5.14205,134.865,101.941
152,2000-06-01,00:00:00.00,0.961194,16.9784,4.88817,127.621,63.7129
153,2000-06-02,00:00:00.00,2.67749,16.0894,4.65433,121.33,57.7664
154,2000-06-03,00:00:00.00,6.28157,15.2802,4.47225,116.403,52.6693
155,2000-06-04,00:00:00.00,0.170354,14.5526,4.37821,113.378,49.2713
156,2000-06-05,00:00:00.00,0.667361,13.8907,4.23127,109.287,56.3505
157,2000-06-06,00:00:00.00,11.3484,13.9875,4.17456,108.099,51.8198
158,2000-06-07,00:00:00.00,15.9692,17.2129,4.83515,125.437,50.6872
159,2000-06-08,00:00:00.00,0.149974,22.3207,5.83488,151.29,58.6159
160,2000-06-09,00:00:00.00,0.304979,22.2264,5.71431,148.577,65.1287
161,2000-06-10,00:00:00.00,0.0903949,18.6065,4.92009,128.413,50.404
162,2000-06-11,00:00:00.00,0.027722,16.892,4.54093,118.244,48.9881
163,2000-06-12,00:00:00.00,4.22215,15.9679,4.32883,112.893,57.4832
164,2000-06-13,00:00:00.00,8.33558,15.3315,4.25479,111.896,49.5545
165,2000-06-14,00:00:00.00,13.4457,16.0848,4.66043,120.492,115.816
166,2000-06-15,00:00:00.00,7.31688,18.996,5.32367,134.846,190.856
167,2000-06-16,00:00:00.00,14.9367,21.6554,5.61255,142.606,195.953
168,2000-06-17,00:00:00.00,4.29404,23.3296,5.97361,151.834,168.768
169,2000-06-18,00:00:00.00,2.81317,22.9561,6.03185,152.079,158.574
170,2000-06-19,00:00:00.00,8.33968,21.0722,5.57082,140.223,164.804
171,2000-06-20,00:00:00.00,0.180376,21.3169,5.57313,140.091,187.174
172,2000-06-21,00:00:00.00,0.276989,20.8942,5.46255,137.109,208.129
173,2000-06-22,00:00:00.00,8.49477,19.3633,5.10739,128.661,208.412
174,2000-06-23,00:00:00.00,0.196151,19.6197,5.15443,130.004,194.254
175,2000-06-24,00:00:00.00,0.113158,19.2011,5.05255,127.508,186.042
176,2000-06-25,00:00:00.00,0.136922,17.4866,4.66048,117.338,169.335
177,2000-06-26,00:00:00.00,1.85666,16.3254,4.39459,110.405,132.523
178,2000-06-27,00:00:00.00,1.48483,15.4791,4.19864,105.333,87.4991
179,2000-06-28,00:00:00.00,2.35896,14.7229,4.01909,100.702,63.1466
180,2000-06-29,00:00:00.00,0.145884,14.0388,3.85343,96.6077,66.2614
181,2000-06-30,00:00:00.00,7.003,13.5545,3.76992,94.521,58.6159
182,2000-07-01,00:00:00.00,0.646567,13.4323,3.85204,96.4258,47.006
183,2000-07-02,00:00:00.00,0.252064,13.0409,3.78785,94.6785,42.4753
184,2000-07-03,00:00:00.00,0.138328,12.2803,3.53179,88.2543,36.8119
185,2000-07-04,00:00:00.00,8.78744,11.9473,3.45785,86.2982,33.9802
186,2000-07-05,00:00:00.00,1.24874,12.2617,3.64478,90.519,35.1129
187,2000-07-06,00:00:00.00,0.195388,12.0803,3.62509,90.0828,32.2812
188,2000-07-07,00:00:00.00,1.16519,11.2406,3.3368,83.3325,32.5644
189,2000-07-08,00:00:00.00,0.0782166,10.6965,3.16711,79.1101,29.7327
190,2000-07-09,00:00:00.00,0.178675,10.3078,3.05777,76.2626,27.1842
191,2000-07-10,00:00:00.00,2.76349,9.94067,2.95487,73.419,24.6357
192,2000-07-11,00:00:00.00,2.03639,9.60401,2.8585,70.9786,26.901
193,2000-07-12,00:00:00.00,0.13304,9.31455,2.76829,69.0714,25.4852
194,2000-07-13,00:00:00.00,0.266407,9.01955,2.68243,67.0677,24.0693
195,2000-07-14,00:00:00.00,0.774131,8.7071,2.60028,64.6028,23.2198
196,2000-07-15,00:00:00.00,3.93249,8.43336,2.52201,62.4508,22.0871
197,2000-07-16,00:00:00.00,19.3054,8.56886,2.68036,65.5883,26.6178
198,2000-07-17,00:00:00.00,5.26353,9.64024,3.41731,80.5484,31.998
199,2000-07-18,00:00:00.00,0.109553,10.0912,3.66746,86.3625,30.8654
200,2000-07-19,00:00:00.00,0.137146,9.23612,3.15078,76.2931,33.9802
201,2000-07-20,00:00:00.00,0.886847,8.54461,2.86201,69.6351,34.2634
202,2000-07-21,00:00:00.00,1.57324,8.22327,2.75586,66.7274,29.1664
203,2000-07-22,00:00:00.00,5.65734,8.07199,2.7167,65.3868,24.3525
204,2000-07-23,00:00:00.00,0.246647,8.14078,2.78616,65.9509,22.3703
205,2000-07-24,00:00:00.00,0.469703,8.00583,2.75252,64.8274,22.6535
206,2000-07-25,00:00:00.00,0.412308,7.61167,2.5878,61.6014,21.5208
207,2000-07-26,00:00:00.00,0.302558,7.34414,2.48488,59.2647,22.6535
208,2000-07-27,00:00:00.00,0.424003,7.14064,2.41306,57.4083,18.406
209,2000-07-28,00:00:00.00,0.13684,6.94562,2.34444,55.8037,18.406
210,2000-07-29,00:00:00.00,5.35216,6.92666,2.30332,54.8363,18.406
211,2000-07-30,00:00:00.00,13.5892,7.5615,2.44721,57.5272,16.9901
212,2000-07-31,00:00:00.00,10.7679,8.83485,2.94698,67.0168,17.5564
213,2000-08-01,00:00:00.00,9.08004,10.2535,3.43813,76.3192,18.406
214,2000-08-02,00:00:00.00,7.71722,11.0099,3.59473,79.697,24.3525
215,2000-08-03,00:00:00.00,3.39851,11.1938,3.55068,79.3583,56.6337
216,2000-08-04,00:00:00.00,7.36033,10.9317,3.36495,76.3567,64.2792
217,2000-08-05,00:00:00.00,0.172575,10.9903,3.30616,76.2693,45.307
218,2000-08-06,00:00:00.00,0.223363,10.8359,3.23711,74.8888,36.8119
219,2000-08-07,00:00:00.00,15.4408,11.4298,3.21639,74.4512,28.8832
220,2000-08-08,00:00:00.00,11.5888,17.027,3.92337,91.2967,32.5644
221,2000-08-09,00:00:00.00,0.0651827,20.9694,4.55024,105.596,106.188
222,2000-08-10,00:00:00.00,13.2612,19.0726,4.41397,101.503,104.489
223,2000-08-11,00:00:00.00,0.716384,18.2341,4.5327,102.444,63.9961
224,2000-08-12,00:00:00.00,14.3128,18.7091,4.77517,107.09,141.301
225,2000-08-13,00:00:00.00,8.83898,20.4587,5.31237,118.093,127.143
226,2000-08-14,00:00:00.00,0.65992,22.1424,5.94924,129.396,91.7466
227,2000-08-15,00:00:00.00,0.050217,20.4568,5.54621,120.023,60.8812
228,2000-08-16,00:00:00.00,6.30985,18.4498,4.92456,107.583,47.2891
229,2000-08-17,00:00:00.00,4.10865,18.2148,4.77856,104.663,44.7406
230,2000-08-18,00:00:00.00,0.0806748,18.3021,4.74319,103.764,39.0772
231,2000-08-19,00:00:00.00,1.08156,17.341,4.52741,99.0574,30.299
232,2000-08-20,00:00:00.00,0.37593,16.0641,4.26015,93.5735,22.3703
233,2000-08-21,00:00:00.00,0.147068,15.1798,4.06602,89.566,23.2198
234,2000-08-22,00:00:00.00,0.846027,14.4636,3.9032,86.1108,23.2198
235,2000-08-23,00:00:00.00,0.234826,13.8079,3.75172,82.6938,24.0693
236,2000-08-24,00:00:00.00,7.72198,13.4249,3.71695,81.7572,23.2198
237,2000-08-25,00:00:00.00,0.133223,13.5738,3.93063,85.7389,20.9545
238,2000-08-26,00:00:00.00,0.0683431,13.2876,3.9145,85.2073,22.6535
239,2000-08-27,00:00:00.00,0.245008,12.4183,3.59885,78.7788,23.7862
240,2000-08-28,00:00:00.00,0.910285,11.8154,3.41199,74.8835,22.3703
241,2000-08-29,00:00:00.00,0.105032,11.3548,3.29035,72.3613,17.5564
242,2000-08-30,00:00:00.00,0.245946,10.9236,3.17584,69.8923,17.5564
243,2000-08-31,00:00:00.00,0.136781,10.5202,3.06792,67.6094,15.5743
244,2000-09-01,00:00:00.00,0.197658,10.1418,2.96611,65.4224,14.1584
245,2000-09-02,00:00:00.00,2.20637,9.91899,2.87015,63.7672,14.7248
246,2000-09-03,00:00:00.00,1.91926,10.0545,2.78049,62.7787,15.8574
247,2000-09-04,00:00:00.00,0.321578,9.99284,2.69637,61.2693,15.2911
248,2000-09-05,00:00:00.00,2.80969,9.48486,2.61628,59.4138,15.5743
249,2000-09-06,00:00:00.00,0.145609,9.04944,2.54073,58.2629,18.406
250,2000-09-07,00:00:00.00,0.155554,8.74952,2.46955,56.7576,18.6891
251,2000-09-08,00:00:00.00,0.0411237,8.48334,2.40126,54.7901,16.2256
252,2000-09-09,00:00:00.00,0.653695,8.22875,2.33565,53.2006,13.7054
253,2000-09-10,00:00:00.00,7.96797,8.15458,2.34166,53.1644,15.4044
254,2000-09-11,00:00:00.00,2.18392,8.47993,2.50999,56.1775,20.6996
255,2000-09-12,00:00:00.00,14.1005,8.99948,2.68026,59.6971,39.9268
256,2000-09-13,00:00:00.00,13.159,11.0528,3.20004,70.6047,22.342
257,2000-09-14,00:00:00.00,2.86126,13.7406,3.83231,83.3035,21.4642
258,2000-09-15,00:00:00.00,0.997301,13.6812,3.65356,79.8197,23.418
259,2000-09-16,00:00:00.00,12.3538,12.6782,3.30759,73.5418,27.4673
260,2000-09-17,00:00:00.00,0.581734,14.0125,3.59152,80.9277,26.3913
261,2000-09-18,00:00:00.00,0.207782,14.3144,3.64737,82.4349,30.0159
262,2000-09-19,00:00:00.00,0.273546,12.5732,3.26237,73.4163,26.1648
263,2000-09-20,00:00:00.00,0.217334,11.7,3.07001,68.9312,18.944
264,2000-09-21,00:00:00.00,0.65523,11.2576,2.9727,66.6857,19.9351
265,2000-09-22,00:00:00.00,5.85662,11.0876,2.93239,65.6554,19.2838
266,2000-09-23,00:00:00.00,0.261749,11.485,3.01424,67.3511,18.321
267,2000-09-24,00:00:00.00,13.1904,11.9014,3.13381,69.9847,26.901
268,2000-09-25,00:00:00.00,16.1358,13.6458,3.71788,82.4517,79.004
269,2000-09-26,00:00:00.00,0.291761,16.2877,4.62489,100.791,101.941
270,2000-09-27,00:00:00.00,2.29013,16.0387,4.53495,98.5904,71.6416
271,2000-09-28,00:00:00.00,0.563727,14.6558,3.88919,86.0126,43.0416
272,2000-09-29,00:00:00.00,1.72601,13.9468,3.62953,80.8419,33.1307
273,2000-09-30,00:00:00.00,1.30815,13.1394,3.50617,77.9804,21.5774
274,2000-10-01,00:00:00.00,0.0425026,12.8562,3.38957,75.6714,22.1721
275,2000-10-02,00:00:00.00,0.359806,12.4918,3.26706,73.1581,22.1721
276,2000-10-03,00:00:00.00,0.340766,11.8589,3.15792,70.5538,20.7279
277,2000-10-04,00:00:00.00,0.108804,11.3709,3.05828,68.4379,17.8113
278,2000-10-05,00:00:00.00,3.22466,10.9928,2.97629,67.1365,13.8469
279,2000-10-06,00:00:00.00,10.2692,11.2249,3.0603,70.2849,22.5685
280,2000-10-07,00:00:00.00,1.46793,12.6468,3.43889,79.8843,54.0852
281,2000-10-08,00:00:00.00,0.520943,12.9045,3.50053,81.1592,126.01
282,2000-10-09,00:00:00.00,0.406165,11.629,3.16621,73.1284,113.551
283,2000-10-10,00:00:00.00,0.519204,10.9647,2.98268,68.8403,95.7109
284,2000-10-11,00:00:00.00,0.495187,10.7427,2.89322,66.9362,82.402
285,2000-10-12,00:00:00.00,0.124978,10.4592,2.81329,65.1079,72.4911
286,2000-10-13,00:00:00.00,0.13813,10.0647,2.73683,63.1473,45.307
287,2000-10-14,00:00:00.00,0.284709,9.73434,2.66331,61.3793,35.9624
288,2000-10-15,00:00:00.00,0.239463,9.44319,2.59289,59.8175,27.0992
289,2000-10-16,00:00:00.00,0.806568,9.16821,2.52594,58.3929,26.7311
290,2000-10-17,00:00:00.00,4.1029,9.01135,2.50971,58.0107,26.1931
291,2000-10-18,00:00:00.00,3.10948,9.20226,2.62549,60.1722,29.1664
292,2000-10-19,00:00:00.00,8.3342,9.69142,2.77749,63.8176,43.6079
293,2000-10-20,00:00:00.00,0.283651,10.3102,2.97047,69.0455,47.006
294,2000-10-21,00:00:00.00,0.423431,10.1111,2.93614,68.3709,45.8733
295,2000-10-22,00:00:00.00,0.24023,9.27466,2.66701,61.9899,44.7406
296,2000-10-23,00:00:00.00,0.519021,8.8604,2.54061,59.0777,28.1186
297,2000-10-24,00:00:00.00,1.05712,8.63035,2.47867,57.6739,24.6073
298,2000-10-25,00:00:00.00,0.954933,8.42341,2.42019,56.4199,32.8475
299,2000-10-26,00:00:00.00,0.459941,8.21822,2.36429,55.188,41.0594
300,2000-10-27,00:00:00.00,0.457483,8.0105,2.31048,53.9001,41.0594
301,2000-10-28,00:00:00.00,0.986434,7.81676,2.25869,52.7297,39.6436
302,2000-10-29,00:00:00.00,0.432503,7.63388,2.20918,51.6648,37.0951
303,2000-10-30,00:00:00.00,0.562103,7.4634,2.16183,50.7381,26.5895
304,2000-10-31,00:00:00.00,0.222316,7.31096,2.11662,49.874,19.9351
305,2000-11-01,00:00:00.00,0.130268,7.15693,2.07338,48.9357,24.7772
306,2000-11-02,00:00:00.00,0.275677,6.99697,2.03172,47.9443,22.7667
307,2000-11-03,00:00:00.00,0.556384,6.8481,1.99145,46.9752,24.126
308,2000-11-04,00:00:00.00,0.934084,6.708,1.95258,46.0259,24.5224
309,2000-11-05,00:00:00.00,0.259238,6.57444,1.9153,45.221,23.4747
310,2000-11-06,00:00:00.00,0.563552,6.44683,1.87969,44.5194,18.2927
311,2000-11-07,00:00:00.00,0.299313,6.32463,1.84565,43.8014,17.5564
312,2000-11-08,00:00:00.00,0.388634,6.20725,1.81283,43.0002,15.4327
313,2000-11-09,00:00:00.00,0.853718,6.09351,1.78081,42.1729,13.9885
314,2000-11-10,00:00:00.00,3.40065,6.15897,1.77696,42.1732,14.7531
315,2000-11-11,00:00:00.00,16.8627,7.41943,2.001,48.217,14.2151
316,2000-11-12,00:00:00.00,1.42136,10.1506,2.55975,63.7003,14.7814
317,2000-11-13,00:00:00.00,0.312003,10.5032,2.65715,67.0191,16.2256
318,2000-11-14,00:00:00.00,0.687801,8.63024,2.25805,56.3751,18.0095
319,2000-11-15,00:00:00.00,1.59872,7.93221,2.0914,51.8413,20.105
320,2000-11-16,00:00:00.00,0.922759,7.93112,2.08555,51.8792,18.859
321,2000-11-17,00:00:00.00,0.098402,8.00447,2.07328,51.8776,16.4521
322,2000-11-18,00:00:00.00,1.22223,7.86724,2.02484,50.7569,15.9141
323,2000-11-19,00:00:00.00,0.248257,7.69456,1.99498,50.0731,16.0557
324,2000-11-20,00:00:00.00,0.442082,7.54706,1.96375,49.3413,15.8858
325,2000-11-21,00:00:00.00,2.51264,7.36428,1.93449,48.4728,17.0184
326,2000-11-22,00:00:00.00,1.91485,7.32775,1.96194,49.1455,16.3388
327,2000-11-23,00:00:00.00,1.67695,7.25041,1.95814,49.3142,15.4893
328,2000-11-24,00:00:00.00,2.07497,7.04891,1.89164,47.7832,14.6681
329,2000-11-25,00:00:00.00,1.88494,6.88139,1.84719,46.4739,13.4222
330,2000-11-26,00:00:00.00,0.844562,6.75581,1.83368,45.8692,14.5265
331,2000-11-27,00:00:00.00,10.7466,7.4075,1.99935,50.3304,21.5208
332,2000-11-28,00:00:00.00,1.63563,10.0593,2.60903,67.5743,41.3426
333,2000-11-29,00:00:00.00,1.09554,11.3184,2.78854,74.8409,83.8179
334,2000-11-30,00:00:00.00,1.69586,10.0791,2.40629,65.6857,87.2159
335,2000-12-01,00:00:00.00,3.28702,9.81342,2.31912,62.4204,84.101
336,2000-12-02,00:00:00.00,0.128977,10.2144,2.39253,63.7906,78.4377
