time,date,hour,precip [mm/day],sub7051 [m3/s],sub7052 [m3/s],sub7053 [m3/s],sub7053 (observed) [m3/s],sub7053 (res. inflow) [m3/s]
3318,2009-01-31,00:00:00.00,3.4961,18.3265,6.55997,164.766,303,163.746
3319,2009-02-01,00:00:00.00,1.04916,18.1162,6.49338,163.216,302,162.22
3320,2009-02-02,00:00:00.00,1.74523,17.8705,6.41665,161.592,300,160.575
3321,2009-02-03,00:00:00.00,0.367543,17.6216,6.34138,159.942,297,158.919
3322,2009-02-04,00:00:00.00,0.210328,17.4303,6.28136,158.424,295,157.469
3323,2009-02-05,00:00:00.00,0.207986,17.2648,6.222,157.043,292,156.145
3324,2009-02-06,00:00:00.00,1.0784,17.1013,6.16079,155.719,290,154.838
3325,2009-02-07,00:00:00.00,0.372713,16.9024,6.09004,154.321,288,153.392
3326,2009-02-08,00:00:00.00,2.03323,16.6199,6.00355,152.668,286,151.623
3327,2009-02-09,00:00:00.00,0.906147,16.3372,5.92936,150.875,285,149.801
3328,2009-02-10,00:00:00.00,0.322039,16.1154,5.87478,149.195,283,148.203
3329,2009-02-11,00:00:00.00,1.61512,15.854,5.80667,147.526,286,146.538
3330,2009-02-12,00:00:00.00,0.895546,15.5703,5.73778,145.815,294,144.811
3331,2009-02-13,00:00:00.00,6.41868,15.3245,5.67819,144.219,312,143.398
3332,2009-02-14,00:00:00.00,0.216392,15.2071,5.62995,143.417,324,143.389
3333,2009-02-15,00:00:00.00,0.236843,15.249,5.5912,144.253,328,145.511
3334,2009-02-16,00:00:00.00,0.198983,15.3656,5.54348,146.995,325,149.58
3335,2009-02-17,00:00:00.00,0.222039,15.5095,5.49002,151.404,322,154.935
3336,2009-02-18,00:00:00.00,1.01071,15.5082,5.43005,155.934,318,158.725
3337,2009-02-19,00:00:00.00,5.01649,15.3249,5.36971,158.414,314,159.236
3338,2009-02-20,00:00:00.00,3.95335,15.1046,5.31973,158.227,315,157.411
3339,2009-02-21,00:00:00.00,0.986409,14.899,5.27716,156.128,319,154.292
3340,2009-02-22,00:00:00.00,0.866176,14.7237,5.23329,153.076,322,150.932
3341,2009-02-23,00:00:00.00,3.12818,14.5835,5.18689,149.941,324,147.989
3342,2009-02-24,00:00:00.00,1.18592,14.4658,5.14309,147.218,324,145.591
3343,2009-02-25,00:00:00.00,0.476678,14.3576,5.10112,144.969,321,143.641
3344,2009-02-26,00:00:00.00,2.27578,14.1832,5.04174,142.936,319,141.729
3345,2009-02-27,00:00:00.00,0.882798,13.9511,4.97566,140.959,316,139.79
3346,2009-02-28,00:00:00.00,12.1314,13.7622,4.93159,139.068,319,138.008
3347,2009-03-01,00:00:00.00,0.742218,13.6532,4.90207,137.479,317,136.587
3348,2009-03-02,00:00:00.00,0.225574,13.583,4.87107,136.253,311,135.508
3349,2009-03-03,00:00:00.00,0.82334,13.5113,4.83518,135.173,306,134.483
3350,2009-03-04,00:00:00.00,0.271574,13.4212,4.79324,134.107,302,133.408
3351,2009-03-05,00:00:00.00,0.0842734,13.274,4.74108,132.901,301,132.131
3352,2009-03-06,00:00:00.00,4.36434,13.0326,4.67699,131.385,300,130.483
3353,2009-03-07,00:00:00.00,3.85794,12.7482,4.60926,129.626,298,128.634
3354,2009-03-08,00:00:00.00,0.122045,12.4505,4.54481,127.806,297,126.809
3355,2009-03-09,00:00:00.00,0.410639,12.194,4.50844,126.13,294,125.246
3356,2009-03-10,00:00:00.00,3.63933,12.0239,4.51946,124.756,293,124.119
3357,2009-03-11,00:00:00.00,2.19944,11.9165,4.59822,123.775,292,123.531
3358,2009-03-12,00:00:00.00,6.80447,11.9156,4.75111,123.431,293,123.72
3359,2009-03-13,00:00:00.00,0.250524,12.1187,4.9357,123.999,294,124.788
3360,2009-03-14,00:00:00.00,0.0739053,12.3721,4.9457,125.007,294,125.728
3361,2009-03-15,00:00:00.00,0.122785,12.3909,4.75709,125.352,292,125.412
3362,2009-03-16,00:00:00.00,0.110376,12.2047,4.56626,124.637,290,124.097
3363,2009-03-17,00:00:00.00,0.0870816,11.9018,4.43022,123.114,288,122.286
3364,2009-03-18,00:00:00.00,0.784437,11.5878,4.36412,121.457,287,120.873
3365,2009-03-19,00:00:00.00,0.0567966,11.7134,4.67098,121.307,289,122.506
3366,2009-03-20,00:00:00.00,0.101788,12.8463,5.86767,125.552,296,130.684
3367,2009-03-21,00:00:00.00,0.0599463,15.2139,7.97904,136.987,301,147.691
3368,2009-03-22,00:00:00.00,1.18589,18.9102,10.8636,157.528,304,175.041
3369,2009-03-23,00:00:00.00,0.0713093,23.727,14.1888,187.455,303,210.908
3370,2009-03-24,00:00:00.00,0.125479,28.1586,16.0927,222.501,301,243.735
3371,2009-03-25,00:00:00.00,0.0937867,30.2719,15.2258,251.289,297,260.073
3372,2009-03-26,00:00:00.00,8.72362,30.3928,12.9977,261.318,296,260.96
3373,2009-03-27,00:00:00.00,1.49289,29.8265,10.9745,257.04,301,254.69
3374,2009-03-28,00:00:00.00,0.379997,29.0172,9.61795,249.247,304,246.13
3375,2009-03-29,00:00:00.00,0.125049,28.3451,9.18545,241.61,303,239.426
3376,2009-03-30,00:00:00.00,15.2613,28.156,9.71222,238.16,306,238.26
3377,2009-03-31,00:00:00.00,2.51435,28.5178,10.9285,241.365,321,244.256
3378,2009-04-01,00:00:00.00,0.0375319,29.0531,12.1027,250.623,328,255.509
3379,2009-04-02,00:00:00.00,5.49484,29.4364,12.2086,263.406,331,269.034
3380,2009-04-03,00:00:00.00,0.106272,29.7624,11.5965,277.586,337,283.549
3381,2009-04-04,00:00:00.00,22.3235,30.4218,11.6329,292.16,349,298.183
3382,2009-04-05,00:00:00.00,7.09318,31.7035,13.049,305.347,407,310.192
3383,2009-04-06,00:00:00.00,0.118448,34.1953,16.1563,315.816,433,319.746
3384,2009-04-07,00:00:00.00,2.73163,38.6789,21.2556,325.908,429,330.348
3385,2009-04-08,00:00:00.00,1.66482,44.3943,27.8104,337.364,412,342.182
3386,2009-04-09,00:00:00.00,0.824644,49.8816,32.3592,347.69,398,351.409
3387,2009-04-10,00:00:00.00,0.091803,53.9346,31.6001,352.876,393,353.888
3388,2009-04-11,00:00:00.00,0.116921,56.0971,27.7579,351.911,397,350.883
3389,2009-04-12,00:00:00.00,0.066444,56.89,24.035,347.658,402,346.069
3390,2009-04-13,00:00:00.00,0.709979,56.695,20.8943,342.999,407,341.639
3391,2009-04-14,00:00:00.00,0.180559,56.0305,18.8929,339.81,412,339.561
3392,2009-04-15,00:00:00.00,0.0662567,55.2276,18.0421,338.883,413,339.474
3393,2009-04-16,00:00:00.00,0.0247135,54.2744,17.6397,339.096,416,339.857
3394,2009-04-17,00:00:00.00,0.0524728,53.768,18.1051,339.918,431,341.034
3395,2009-04-18,00:00:00.00,0.0495853,54.4087,21.3176,342.006,452,343.756
3396,2009-04-19,00:00:00.00,2.42998,56.9679,29.4197,346.32,469,349.013
3397,2009-04-20,00:00:00.00,0.0417338,62.3582,42.8304,353.698,482,357.722
3398,2009-04-21,00:00:00.00,4.83949,70.4748,55.8874,364.281,489,369.434
3399,2009-04-22,00:00:00.00,4.80167,79.8039,63.7854,377.17,496,382.721
3400,2009-04-23,00:00:00.00,3.19275,88.6971,66.4835,390.684,505,396.118
3401,2009-04-24,00:00:00.00,0.0723816,95.9767,62.7056,403.115,507,407.91
3402,2009-04-25,00:00:00.00,0.0910271,100.623,54.8964,412.309,496,415.884
3403,2009-04-26,00:00:00.00,5.59276,102.71,47.4097,417.901,481,420.338
3404,2009-04-27,00:00:00.00,1.3031,103.187,41.5416,421.937,471,423.726
3405,2009-04-28,00:00:00.00,2.63793,102.483,38.0259,424.213,463,425.403
3406,2009-04-29,00:00:00.00,0.252279,101.238,36.8799,425.116,462,426.053
3407,2009-04-30,00:00:00.00,0.0783753,100.021,36.7301,426.125,470,427.137
3408,2009-05-01,00:00:00.00,1.46959,98.7334,36.6166,426.777,482,427.58
3409,2009-05-02,00:00:00.00,2.84029,97.5742,36.5413,427.312,488,428.087
3410,2009-05-03,00:00:00.00,1.025,96.6253,36.5283,428.046,489,428.998
3411,2009-05-04,00:00:00.00,0.588652,95.6751,36.511,428.631,488,429.545
3412,2009-05-05,00:00:00.00,0.128508,94.7407,36.4828,429.021,485,429.935
3413,2009-05-06,00:00:00.00,0.00691485,93.8721,36.4546,429.159,481,430.023
3414,2009-05-07,00:00:00.00,0.0194412,92.907,36.4079,428.817,477,429.483
3415,2009-05-08,00:00:00.00,0.391533,91.951,36.3866,428.428,475,429.064
3416,2009-05-09,00:00:00.00,1.02988,91.0555,36.4087,428.096,475,428.729
3417,2009-05-10,00:00:00.00,0.298786,90.2442,36.4458,427.929,473,428.464
3418,2009-05-11,00:00:00.00,0.0646754,89.4871,36.4699,427.618,471,427.967
3419,2009-05-12,00:00:00.00,0.215664,88.5448,36.3838,426.367,467,426.428
3420,2009-05-13,00:00:00.00,0.047558,87.3771,36.1235,424.107,464,423.855
3421,2009-05-14,00:00:00.00,0.146248,86,35.7871,420.848,461,420.342
3422,2009-05-15,00:00:00.00,10.9391,84.6269,35.4961,417.465,458,416.855
3423,2009-05-16,00:00:00.00,0.0886252,83.3316,35.234,414.132,454,413.583
3424,2009-05-17,00:00:00.00,4.49101,82.0234,34.9219,410.753,448,410.275
3425,2009-05-18,00:00:00.00,0.100234,80.8527,34.5596,407.947,443,407.575
3426,2009-05-19,00:00:00.00,0.597354,79.6468,34.1764,405.102,438,404.659
3427,2009-05-20,00:00:00.00,5.11559,78.399,33.623,402.217,436,401.662
3428,2009-05-21,00:00:00.00,1.85044,76.8652,32.665,398.459,435,397.656
3429,2009-05-22,00:00:00.00,0.158544,75.0731,31.5119,393.844,433,392.836
3430,2009-05-23,00:00:00.00,0.0390274,73.527,30.4561,389.972,430,389.115
3431,2009-05-24,00:00:00.00,0.364503,71.8485,29.4371,385.809,426,384.851
3432,2009-05-25,00:00:00.00,0.0519561,69.973,28.4364,380.998,421,379.941
3433,2009-05-26,00:00:00.00,0.0365609,68.2639,27.5041,376.64,416,375.717
3434,2009-05-27,00:00:00.00,0.508675,66.5491,26.5908,372.173,411,371.156
3435,2009-05-28,00:00:00.00,7.45512,64.8121,25.7021,367.539,407,366.39
3436,2009-05-29,00:00:00.00,8.1535,63.1853,24.9081,363.123,401,362.012
3437,2009-05-30,00:00:00.00,2.49281,61.5843,24.1899,358.559,388,357.427
3438,2009-05-31,00:00:00.00,1.59061,59.8766,23.5113,353.634,373,352.432
3439,2009-06-01,00:00:00.00,0.386858,58.1925,22.9406,348.701,366,347.592
3440,2009-06-02,00:00:00.00,6.43873,56.8427,22.5369,344.56,368,343.684
3441,2009-06-03,00:00:00.00,0.180821,55.5146,22.1069,340.528,375,339.658
3442,2009-06-04,00:00:00.00,0.044556,54.1186,21.5621,336.109,388,335.128
3443,2009-06-05,00:00:00.00,0.27486,52.6893,20.9936,331.394,401,330.304
3444,2009-06-06,00:00:00.00,0.670818,51.1172,20.4471,326.106,408,324.97
3445,2009-06-07,00:00:00.00,0.31032,49.6609,19.9509,321.058,404,320.037
3446,2009-06-08,00:00:00.00,1.46584,48.3478,19.4542,316.593,398,315.59
3447,2009-06-09,00:00:00.00,4.33123,47.0648,18.9399,312.015,389,310.933
3448,2009-06-10,00:00:00.00,10.0428,45.8819,18.4775,307.484,387,306.48
3449,2009-06-11,00:00:00.00,0.153028,44.7327,18.0387,303.155,376,302.104
3450,2009-06-12,00:00:00.00,0.0801707,43.4692,17.5817,298.205,358,297.035
3451,2009-06-13,00:00:00.00,0.0423447,42.2194,17.17,292.843,333,291.751
3452,2009-06-14,00:00:00.00,0.0710132,41.0022,16.7966,287.846,306,286.836
3453,2009-06-15,00:00:00.00,4.75676,39.928,16.4591,283.312,282,282.408
3454,2009-06-16,00:00:00.00,0.0335837,38.9132,16.0947,278.919,266,278.063
3455,2009-06-17,00:00:00.00,0.115304,37.7181,15.6803,274.111,250,273.177
3456,2009-06-18,00:00:00.00,0.555882,36.4567,15.2903,268.958,230,267.994
3457,2009-06-19,00:00:00.00,0.160904,35.1879,14.93,263.685,211,262.795
3458,2009-06-20,00:00:00.00,0.140761,33.934,14.6023,258.368,192,257.462
3459,2009-06-21,00:00:00.00,10.7091,32.9885,14.3349,253.777,177,252.927
3460,2009-06-22,00:00:00.00,0.310724,32.0641,14.0559,249.178,165,248.394
3461,2009-06-23,00:00:00.00,0.249623,30.8803,13.7582,243.793,159,242.989
3462,2009-06-24,00:00:00.00,0.321852,29.8162,13.5399,238.823,149,238.29
3463,2009-06-25,00:00:00.00,1.18387,28.8658,13.3857,234.461,133,234.003
3464,2009-06-26,00:00:00.00,0.643065,28.0114,13.2523,230.253,115,229.474
3465,2009-06-27,00:00:00.00,6.08566,27.433,13.0878,226.767,101,225.672
3466,2009-06-28,00:00:00.00,0.037097,26.8596,12.8518,223.612,91.4,222.305
3467,2009-06-29,00:00:00.00,12.1033,26.3993,12.6361,220.504,84.6,219.32
3468,2009-06-30,00:00:00.00,6.98376,26.1104,12.4601,217.807,80.3,216.755
3469,2009-07-01,00:00:00.00,8.22804,25.6866,12.306,215.129,78.1,214.002
3470,2009-07-02,00:00:00.00,3.91149,25.3295,12.2392,212.57,76.9,211.488
3471,2009-07-03,00:00:00.00,2.4244,25.1143,12.4416,210.077,75.6,209.096
3472,2009-07-04,00:00:00.00,1.96334,25.1383,13.0675,207.764,74.6,207.065
3473,2009-07-05,00:00:00.00,0.257615,25.2553,13.7926,205.725,78.2,205.349
3474,2009-07-06,00:00:00.00,0.60806,25.3817,14.2469,203.968,84.4,203.712
3475,2009-07-07,00:00:00.00,1.16517,25.6975,14.2578,202.785,89.2,202.723
3476,2009-07-08,00:00:00.00,5.4394,25.9318,13.7674,201.881,93.7,201.872
3477,2009-07-09,00:00:00.00,0.488595,25.7904,13.0114,200.493,97.5,200.095
3478,2009-07-10,00:00:00.00,0.117088,25.2922,12.3684,198.126,99.7,197.184
3479,2009-07-11,00:00:00.00,0.198197,24.7386,12.0339,195.117,102,193.949
3480,2009-07-12,00:00:00.00,4.4847,24.3788,11.8931,192.278,105,191.209
3481,2009-07-13,00:00:00.00,0.531267,24.099,11.7571,189.717,109,188.814
3482,2009-07-14,00:00:00.00,0.768654,23.8318,11.5829,187.441,110,186.763
3483,2009-07-15,00:00:00.00,0.00526184,23.394,11.3551,185.144,110,184.398
3484,2009-07-16,00:00:00.00,0.59439,22.8368,11.0991,182.427,109,181.403
3485,2009-07-17,00:00:00.00,0.308096,22.38,10.8834,179.68,108,178.616
3486,2009-07-18,00:00:00.00,0.884136,22.0271,10.7163,177.186,106,176.229
3487,2009-07-19,00:00:00.00,2.24453,21.6681,10.5475,174.765,106,173.868
3488,2009-07-20,00:00:00.00,1.41841,21.3502,10.3778,172.491,108,171.688
3489,2009-07-21,00:00:00.00,0.87638,20.9738,10.1914,170.274,109,169.465
3490,2009-07-22,00:00:00.00,0.236086,20.325,9.94951,167.417,110,166.334
3491,2009-07-23,00:00:00.00,0.0564282,19.6308,9.72018,164.077,110,162.834
3492,2009-07-24,00:00:00.00,10.0115,19.1548,9.57714,161.152,111,160.14
3493,2009-07-25,00:00:00.00,3.26211,18.8292,9.47775,158.786,113,158.052
3494,2009-07-26,00:00:00.00,10.4638,18.4715,9.35807,156.69,119,156.007
3495,2009-07-27,00:00:00.00,8.06427,18.2507,9.27232,154.887,130,154.319
3496,2009-07-28,00:00:00.00,1.34946,18.0963,9.29385,153.123,137,152.643
3497,2009-07-29,00:00:00.00,2.3082,17.9452,9.67243,151.524,148,151.176
3498,2009-07-30,00:00:00.00,0.0420971,17.9053,10.454,150.377,164,150.41
3499,2009-07-31,00:00:00.00,0.0792511,17.9491,11.385,149.595,180,149.95
3500,2009-08-01,00:00:00.00,2.08667,18.0651,12.0454,149.011,192,149.378
3501,2009-08-02,00:00:00.00,0.456203,18.052,11.8924,147.98,199,147.965
3502,2009-08-03,00:00:00.00,4.83835,18.0017,11.1953,146.515,204,146.164
3503,2009-08-04,00:00:00.00,7.14718,18.0232,10.4825,144.959,206,144.496
3504,2009-08-05,00:00:00.00,5.91129,17.9603,9.93934,143.294,207,142.712
3505,2009-08-06,00:00:00.00,0.242622,17.7862,9.67157,141.404,202,140.804
3506,2009-08-07,00:00:00.00,1.2687,17.6187,9.55761,139.425,187,138.913
3507,2009-08-08,00:00:00.00,0.21357,17.4707,9.46037,137.636,174,137.221
3508,2009-08-09,00:00:00.00,0.0683043,17.286,9.3648,135.905,161,135.536
3509,2009-08-10,00:00:00.00,12.9325,17.1071,9.26314,134.098,156,133.677
3510,2009-08-11,00:00:00.00,2.71472,16.92,9.16878,132.258,152,131.791
3511,2009-08-12,00:00:00.00,5.44902,16.7812,9.09884,130.799,148,130.524
3512,2009-08-13,00:00:00.00,0.080409,16.537,9.05006,129.406,146,129.274
3513,2009-08-14,00:00:00.00,0.0963764,16.22,9.11466,127.871,143,127.784
3514,2009-08-15,00:00:00.00,0.0856708,16.0716,9.34402,126.613,138,126.724
3515,2009-08-16,00:00:00.00,1.43571,16.087,9.54053,125.646,128,125.837
3516,2009-08-17,00:00:00.00,0.25905,16.063,9.40066,124.655,120,124.688
3517,2009-08-18,00:00:00.00,1.93828,15.9562,9.06867,123.544,113,123.377
3518,2009-08-19,00:00:00.00,4.3176,15.8193,8.82515,122.322,107,121.961
3519,2009-08-20,00:00:00.00,0.00972935,15.6662,8.66329,120.864,97.9,120.46
3520,2009-08-21,00:00:00.00,14.5381,15.5104,8.53591,119.197,92.2,118.836
3521,2009-08-22,00:00:00.00,6.79035,15.4685,8.43133,117.832,87.3,117.58
3522,2009-08-23,00:00:00.00,0.928341,15.6463,8.39083,117.101,79.8,117.166
3523,2009-08-24,00:00:00.00,0.0950401,15.8411,8.38761,116.667,73.9,117.112
3524,2009-08-25,00:00:00.00,0.0713132,15.9896,8.47502,116.536,69.4,117.277
3525,2009-08-26,00:00:00.00,0.958714,16.1974,8.75252,116.753,65.1,117.716
3526,2009-08-27,00:00:00.00,0.341552,16.4911,9.01815,117.248,62,118.267
3527,2009-08-28,00:00:00.00,0.362693,16.6541,8.93981,117.486,59.2,118.086
3528,2009-08-29,00:00:00.00,0.779626,16.6734,8.60677,116.974,58,117.024
3529,2009-08-30,00:00:00.00,27.6919,16.7077,8.35735,115.919,60.3,115.753
3530,2009-08-31,00:00:00.00,1.86785,16.7465,8.2765,114.843,61.7,114.901
3531,2009-09-01,00:00:00.00,0.474856,16.8396,8.42726,114.301,61.6,114.924
3532,2009-09-02,00:00:00.00,0.0463775,17.1781,8.93612,114.807,61.1,116.228
3533,2009-09-03,00:00:00.00,0.0813317,17.9599,9.80112,116.784,60.7,119.253
3534,2009-09-04,00:00:00.00,0.0781176,19.0511,10.6765,120.013,60.1,123.259
3535,2009-09-05,00:00:00.00,2.32378,19.9414,10.7868,123.331,58.6,125.97
3536,2009-09-06,00:00:00.00,0.112827,20.2695,10.1432,125.113,57.9,126.235
3537,2009-09-07,00:00:00.00,0.233748,20.1687,9.39632,124.946,57.8,124.891
3538,2009-09-08,00:00:00.00,0.24303,19.8651,8.81935,123.456,56.3,122.729
3539,2009-09-09,00:00:00.00,1.06849,19.5491,8.54137,121.353,55.8,120.573
3540,2009-09-10,00:00:00.00,0.065678,19.2798,8.4137,119.397,55.1,118.867
3541,2009-09-11,00:00:00.00,0.142657,19.0011,8.28596,117.776,54.7,117.39
3542,2009-09-12,00:00:00.00,0.100793,18.6808,8.16787,116.324,54.3,116.028
3543,2009-09-13,00:00:00.00,0.447635,18.3192,8.04556,114.953,53.7,114.738
3544,2009-09-14,00:00:00.00,1.22431,18.0983,7.94504,113.975,53.2,113.952
3545,2009-09-15,00:00:00.00,0.146827,17.8873,7.84402,113.23,53,113.274
3546,2009-09-16,00:00:00.00,0.134214,17.6801,7.75211,112.489,52.6,112.544
3547,2009-09-17,00:00:00.00,0.0191909,17.5821,7.67796,111.934,52.2,112.106
3548,2009-09-18,00:00:00.00,0.386701,17.4118,7.5776,111.379,51.6,111.478
3549,2009-09-19,00:00:00.00,2.16297,17.2251,7.48042,110.757,50.6,110.803
3550,2009-09-20,00:00:00.00,0.184473,17.0142,7.37661,110.042,50.6,110.053
3551,2009-09-21,00:00:00.00,0.0785996,16.7162,7.25656,109.094,50.4,108.952
3552,2009-09-22,00:00:00.00,16.8873,16.4576,7.16157,108.056,50.7,107.861
3553,2009-09-23,00:00:00.00,3.31456,16.308,7.09347,107.262,50.6,107.157
3554,2009-09-24,00:00:00.00,0.612517,16.1866,7.03859,106.704,50.2,106.878
3555,2009-09-25,00:00:00.00,0.646745,16.0311,6.98037,106.587,49.4,107.236
3556,2009-09-26,00:00:00.00,0.212048,15.9521,6.92821,107.377,47.8,108.627
3557,2009-09-27,00:00:00.00,0.231778,15.897,6.87046,108.867,46.4,110.522
3558,2009-09-28,00:00:00.00,0.947308,15.7376,6.78528,110.407,45.1,111.782
3559,2009-09-29,00:00:00.00,37.4444,15.6503,6.73899,111.505,45.8,112.387
3560,2009-09-30,00:00:00.00,17.6721,15.8486,7.22788,112.358,44.9,113.387
3561,2009-10-01,00:00:00.00,0.412995,16.6744,8.8972,114.248,44.3,116.476
3562,2009-10-02,00:00:00.00,0.217681,18.4379,11.8163,118.739,43.9,123.14
3563,2009-10-03,00:00:00.00,1.74888,21.2667,15.9421,126.879,43.9,134.139
3564,2009-10-04,00:00:00.00,8.06014,25.1211,20.7175,139.07,44.8,148.989
3565,2009-10-05,00:00:00.00,2.95387,28.9275,23.3958,152.927,45.5,162.328
3566,2009-10-06,00:00:00.00,1.56581,31.5738,22.6135,163.818,46.4,169.693
3567,2009-10-07,00:00:00.00,6.58488,33.2212,20.6127,169.843,49.1,172.636
3568,2009-10-08,00:00:00.00,10.0229,34.448,19.2489,172.517,57.6,173.879
3569,2009-10-09,00:00:00.00,0.27108,35.5264,18.851,173.894,73.7,175.104
3570,2009-10-10,00:00:00.00,0.845886,36.6654,19.1268,175.597,96.5,177.356
3571,2009-10-11,00:00:00.00,1.98935,38.0506,19.9209,178.551,123,181.343
3572,2009-10-12,00:00:00.00,0.220296,39.6916,21.1047,183.068,147,186.932
3573,2009-10-13,00:00:00.00,1.13195,41.2377,21.7863,188.465,164,192.345
3574,2009-10-14,00:00:00.00,4.23584,42.1413,21.0194,192.909,175,195.436
3575,2009-10-15,00:00:00.00,0.18579,42.3779,19.4705,195.237,181,196.311
3576,2009-10-16,00:00:00.00,0.124484,42.2537,18.1903,195.908,183,196.201
3577,2009-10-17,00:00:00.00,0.194753,41.9255,17.2282,195.818,183,195.765
3578,2009-10-18,00:00:00.00,0.0424675,41.5236,16.6598,195.489,181,195.446
3579,2009-10-19,00:00:00.00,0.177145,41.0764,16.3699,195.2,178,195.266
3580,2009-10-20,00:00:00.00,0.384493,40.492,16.0435,194.794,175,194.739
3581,2009-10-21,00:00:00.00,0.202101,39.8662,15.682,194.205,172,194.033
3582,2009-10-22,00:00:00.00,7.65551,39.295,15.3628,193.632,174,193.478
3583,2009-10-23,00:00:00.00,11.8881,38.7648,15.0852,193.143,185,193.024
3584,2009-10-24,00:00:00.00,7.98928,38.2785,14.8751,192.831,195,192.839
3585,2009-10-25,00:00:00.00,4.57354,37.9882,14.7966,193.107,207,193.862
3586,2009-10-26,00:00:00.00,0.127588,38.1453,15.1934,195.031,218,197.345
3587,2009-10-27,00:00:00.00,6.53251,38.9099,16.2767,199.613,227,203.901
3588,2009-10-28,00:00:00.00,5.98449,40.1164,17.7312,206.793,238,212.681
3589,2009-10-29,00:00:00.00,0.344401,41.4553,19.4583,215.37,256,221.584
3590,2009-10-30,00:00:00.00,0.0508585,42.8432,21.6125,223.459,273,228.702
3591,2009-10-31,00:00:00.00,14.8434,44.4976,23.8729,230.565,296,234.187
3592,2009-11-01,00:00:00.00,8.27273,46.6148,25.4617,237.026,326,239.674
3593,2009-11-02,00:00:00.00,0.181582,48.956,26.0808,243.204,356,245.791
3594,2009-11-03,00:00:00.00,8.50831,51.2684,26.2306,249.856,375,252.726
3595,2009-11-04,00:00:00.00,2.91119,53.7998,26.9242,258.132,386,261.988
3596,2009-11-05,00:00:00.00,0.255079,56.6398,28.3007,269.069,398,273.958
3597,2009-11-06,00:00:00.00,6.65253,59.009,28.8738,280.565,404,284.867
3598,2009-11-07,00:00:00.00,0.135963,60.5824,28.532,289.608,408,292.612
3599,2009-11-08,00:00:00.00,0.231128,61.6425,28.1361,295.925,409,298.192
3600,2009-11-09,00:00:00.00,0.335595,62.0741,27.1702,299.963,406,301.321
3601,2009-11-10,00:00:00.00,2.00545,61.934,25.7132,301.875,404,302.469
3602,2009-11-11,00:00:00.00,0.114867,61.5412,24.5824,302.58,400,302.916
3603,2009-11-12,00:00:00.00,0.197381,60.9504,23.8351,302.469,396,302.383
3604,2009-11-13,00:00:00.00,0.174796,60.2483,23.3726,301.379,392,300.948
3605,2009-11-14,00:00:00.00,0.304677,59.5851,23.1753,299.719,387,299.25
3606,2009-11-15,00:00:00.00,0.262881,58.9095,22.8293,297.86,383,297.286
3607,2009-11-16,00:00:00.00,2.27579,58.1723,22.1347,295.874,378,295.246
3608,2009-11-17,00:00:00.00,0.134149,57.3283,21.4201,293.83,373,293.211
3609,2009-11-18,00:00:00.00,0.11342,56.4048,20.8597,291.819,368,291.209
3610,2009-11-19,00:00:00.00,0.077303,55.4404,20.3838,289.767,359,289.152
3611,2009-11-20,00:00:00.00,3.34944,54.4388,19.9594,287.635,345,287.009
3612,2009-11-21,00:00:00.00,20.189,53.471,19.5887,285.67,329,285.113
3613,2009-11-22,00:00:00.00,0.680086,52.5835,19.3511,284.179,318,283.842
3614,2009-11-23,00:00:00.00,0.232317,51.9306,19.6747,283.92,311,284.296
3615,2009-11-24,00:00:00.00,0.336098,51.7432,20.7844,286.064,306,287.628
3616,2009-11-25,00:00:00.00,0.601185,52.1366,22.5595,291.474,299,294.342
3617,2009-11-26,00:00:00.00,11.7616,52.9223,24.3487,299.538,291,303.096
3618,2009-11-27,00:00:00.00,5.02332,53.4826,24.6937,307.213,284,309.789
3619,2009-11-28,00:00:00.00,0.592184,53.7343,24.1007,312.024,276,313.379
3620,2009-11-29,00:00:00.00,0.373346,54.091,24.0506,315.082,270,316.309
3621,2009-11-30,00:00:00.00,4.72163,54.7924,24.7678,318.688,267,320.435
3622,2009-12-01,00:00:00.00,0.483975,55.8969,25.9345,323.751,265,326.099
3623,2009-12-02,00:00:00.00,3.96934,56.9708,26.3972,328.958,264,330.832
3624,2009-12-03,00:00:00.00,0.579499,57.5903,25.5881,332.084,262,332.884
3625,2009-12-04,00:00:00.00,9.32496,57.7921,24.2197,333.175,260,333.497
3626,2009-12-05,00:00:00.00,1.70356,57.6667,22.88,333.744,262,334.041
3627,2009-12-06,00:00:00.00,1.03818,57.1621,21.7873,334.277,262,334.514
3628,2009-12-07,00:00:00.00,0.43756,56.4156,21.0753,334.853,261,335.21
3629,2009-12-08,00:00:00.00,0.39135,55.6334,20.5737,335.942,260,336.573
3630,2009-12-09,00:00:00.00,0.469846,54.8003,20.0835,337.239,259,337.753
3631,2009-12-10,00:00:00.00,20.8868,53.8431,19.5874,337.357,260,337.157
3632,2009-12-11,00:00:00.00,3.42401,52.8544,19.1182,335.707,260,334.86
3633,2009-12-12,00:00:00.00,0.658779,51.9547,18.7112,333.253,263,332.318
3634,2009-12-13,00:00:00.00,0.451988,51.0939,18.364,330.86,274,330.09
3635,2009-12-14,00:00:00.00,2.46723,50.298,18.1058,329.095,289,328.72
3636,2009-12-15,00:00:00.00,4.38683,49.626,17.8857,328.332,299,328.271
3637,2009-12-16,00:00:00.00,2.18606,48.9048,17.5375,327.506,303,327.021
3638,2009-12-17,00:00:00.00,0.273151,48.0746,17.0862,325.378,305,324.29
