time,date,hour,precip [mm/day],sub710 [m3/s],sub710 (observed) [m3/s],sub685 [m3/s],sub685 (observed) [m3/s],sub684 [m3/s],sub684 (observed) [m3/s],sub676 [m3/s],sub676 (observed) [m3/s],sub677 [m3/s],sub677 (observed) [m3/s],sub686 [m3/s],sub686 (observed) [m3/s],sub699 [m3/s],sub699 (observed) [m3/s],sub701 [m3/s],sub701 (observed) [m3/s],sub700 [m3/s],sub700 (observed) [m3/s],sub683 [m3/s],sub683 (observed) [m3/s],sub697 [m3/s],sub697 (observed) [m3/s],sub698 [m3/s],sub698 (observed) [m3/s],sub696 [m3/s],sub696 (observed) [m3/s],sub682 [m3/s],sub682 (observed) [m3/s],sub694 [m3/s],sub694 (observed) [m3/s],sub695 [m3/s],sub695 (observed) [m3/s],sub678 [m3/s],sub678 (observed) [m3/s],sub680 [m3/s],sub680 (observed) [m3/s],sub681 [m3/s],sub681 (observed) [m3/s],sub691 [m3/s],sub691 (observed) [m3/s],sub693 [m3/s],sub693 (observed) [m3/s],sub692 [m3/s],sub692 (observed) [m3/s],sub689 [m3/s],sub689 (observed) [m3/s],sub712 [m3/s],sub712 (observed) [m3/s],sub724 [m3/s],sub724 (observed) [m3/s],sub723 [m3/s],sub723 (observed) [m3/s],sub720 [m3/s],sub720 (observed) [m3/s],sub719 [m3/s],sub719 (observed) [m3/s]
983,2012-09-10,00:00:00.00,0.0944955,14.8293,1.3932,4.07527,3.18,2.33277,0.874,9.84243,0.24,14.5369,3.82,3.94087,1.59,4.30664,0.36,9.30935,1.32,6.33737,1.33,3.85556,0.673,1.73805,0.232,18.3138,1.06,4.03073,1.32,6.23958,0.036,3.53876,0.828,2.58551,0.193,33.0394,1.6141,10.1727,0.2152,7.67188,0.5663,10.1598,2.4069,5.97986,5.2386,13.5523,7.3341,6.82458,0.8523,1.86485,0.4163,26.3344,12.6293,11.8883,1.665,7.2089,6.258,51.3207,42.1921
984,2012-09-11,00:00:00.00,0.00393855,10.9398,1.8463,3.24791,2.99,1.29961,0.694,2.73418,0.249,8.61264,3.27,1.77111,0.496,1.58726,0.189,3.1871,1.12,1.84791,0.607,2.26039,0.43,1.0015,0.127,8.28697,1.22,2.22024,1.29,1.16148,0.031,1.71886,0.656,1.50725,0.213,18.3603,1.7188,4.51258,0.2229,3.79767,0.5833,7.3359,1.9284,2.34787,3.7661,6.36306,4.7006,5.95331,0.5578,1.28373,0.3002,12.1236,19.9917,4.05925,0.7249,2.352,3.7945,34.3532,30.299
985,2012-09-12,00:00:00.00,0,4.60282,1.0081,2.03379,2.72,0.908898,0.623,0.982224,0.248,3.29541,3.03,0.829383,0.352,1.38571,0.158,0.968019,0.968,1.64882,0.396,1.22898,0.316,0.835747,0.082,2.21961,0.96,1.66343,1.34,0.829844,0.07,0.710092,0.415,0.973239,0.162,5.27654,0.9713,1.88273,0.2512,1.31076,0.4474,4.07021,1.8916,1.24443,3.2564,2.74933,3.936,5.28529,0.4531,1.0073,0.2588,2.37337,6.9093,1.04647,0.2973,0.918518,1.6141,16.2331,20.7562
986,2012-09-13,00:00:00.00,0.000706936,2.64371,0.6173,1.63157,2.52,0.891102,0.578,1.40028,0.167,2.72698,2.71,0.967471,0.307,1.4188,0.153,1.47717,0.927,1.62839,0.313,1.17704,0.239,0.893877,0.069,2.60587,0.782,1.61672,1.09,0.776374,0.054,0.899902,0.278,0.989707,0.126,4.54113,0.6711,2.0612,0.2095,1.62293,0.3936,3.17644,1.8293,1.60455,3.1149,3.37033,3.6246,4.17869,0.4106,1.05988,0.3171,2.82286,2.6731,1.83873,0.1586,0.957767,1.1497,12.3184,17.245
987,2012-09-14,00:00:00.00,0,2.64342,0.4389,1.5438,2.29,0.880808,0.557,1.1529,0.118,2.85467,2.49,0.932192,0.299,1.35783,0.145,1.43927,0.898,1.6082,0.267,1.16437,0.218,0.849464,0.063,2.40117,0.686,1.52758,0.938,0.766264,0.036,0.888755,0.209,0.969459,0.065,4.80569,0.5239,2.06275,0.1914,1.75034,0.3653,2.58421,1.8689,1.42207,3.0299,3.21093,3.398,3.08836,0.4163,1.03052,0.2551,3.2142,1.4838,1.751,0.1155,0.882652,0.9288,10.1469,16.9052
988,2012-09-15,00:00:00.00,1.04221,3.70304,0.3681,1.84128,2.31,1.34827,0.553,4.83711,0.123,5.94684,3.5,1.44344,0.295,2.19107,0.193,2.17587,0.936,2.76149,0.254,1.53586,0.252,1.10471,0.079,6.30523,0.69,2.2114,0.881,3.33814,0.031,1.84988,0.186,1.52612,0.042,11.193,0.7023,5.42361,0.2248,4.40968,0.3908,5.34689,3.2281,4.62863,8.1836,8.69746,9.656,4.45584,1.2573,1.20329,0.2444,3.32199,0.9203,1.93153,0.096,1.38113,0.9939,10.6553,16.9901
989,2012-09-16,00:00:00.00,0.000178288,4.74341,0.3483,2.20766,2.49,1.49368,0.59,5.76348,0.142,9.03669,3.29,1.69735,0.411,2.23844,0.173,2.51517,0.91,2.74176,0.319,1.71713,0.3,1.15252,0.106,8.61986,0.668,2.43772,0.87,3.32828,0.027,2.31935,0.184,1.78786,0.031,16.4534,0.7702,7.1834,0.205,6.20814,0.4361,8.18436,2.6108,5.76991,5.4085,11.796,7.6455,5.46774,0.9458,1.29426,0.2662,3.37464,0.6626,2.08713,0.081,1.48379,0.9911,11.6205,16.8202
990,2012-09-17,00:00:00.00,4.10968e-05,4.13334,0.254,2.00467,2.39,0.999715,0.569,1.65898,0.132,6.54741,2.78,1.12537,0.337,1.3545,0.164,1.69514,0.861,1.54902,0.255,1.30919,0.276,0.865058,0.084,4.65031,0.829,1.73756,0.85,0.736667,0.021,1.3573,0.177,1.18787,0.025,10.5002,0.6286,3.72267,0.1741,3.38909,0.5239,6.07291,2.0813,2.22614,3.5679,5.72127,4.559,4.70005,0.5663,1.07439,0.196,3.17464,0.5352,1.83261,0.0685,0.968413,0.7787,9.89815,14.2717
991,2012-09-18,00:00:00.00,0,3.16563,0.2415,1.61162,2.27,0.834068,0.499,0.908111,0.158,3.37439,2.78,0.856084,0.296,1.28961,0.145,1.32774,0.903,1.52975,0.233,1.10078,0.219,0.803016,0.069,2.35207,0.752,1.4888,0.831,0.727043,0.017,0.867525,0.194,0.905178,0.022,4.80613,0.5295,1.90856,0.1821,1.53586,0.4219,3.5998,1.9454,1.16413,3.2281,2.64645,3.936,4.32313,0.4361,0.963835,0.2648,3.06263,0.4531,1.64585,0.0705,0.844075,0.7646,8.34137,13.8186
992,2012-09-19,00:00:00.00,1.21238,3.42705,0.2441,3.38629,3.35,2.17944,0.709,4.20304,0.201,9.32471,7.83,2.57942,1.19,6.11389,1.92,10.0476,2.48,9.76894,18.2,3.32101,0.394,1.84443,0.256,7.54353,0.748,2.52629,0.967,1.73422,0.016,1.08352,0.193,1.1078,0.021,4.8001,0.5493,2.06911,0.1838,1.70348,0.3681,3.07364,2.07,2.33927,3.5679,3.48868,4.1343,3.93441,0.4163,1.23626,1.5971,6.2619,0.4248,4.08918,0.111,2.18933,2.4239,13.4509,24.3808
993,2012-09-20,00:00:00.00,0.0237808,4.33223,0.2633,5.51411,4.08,2.58036,1.21,5.18782,0.205,14.4283,4.47,3.40126,1.77,6.41437,0.878,13.0505,1.67,9.77442,8.63,4.43152,0.617,2.0988,0.405,11.1987,0.817,2.91383,1.05,1.78523,0.012,1.25066,0.17,1.2048,0.019,5.40785,0.5918,2.09948,0.1778,1.7408,0.3766,2.78515,2.0841,2.6977,3.3697,3.52076,3.8511,3.34164,0.4248,1.32031,0.2693,8.18398,0.3908,5.35317,0.1254,2.68395,1.6764,19.285,21.6341
994,2012-09-21,00:00:00.00,0.0938584,4.14911,0.194,4.22168,3.34,1.34436,0.935,2.54823,0.161,9.00509,3.63,1.64477,0.754,1.53419,0.535,4.15624,1.64,1.85184,2.61,2.41228,0.458,1.08517,0.205,6.35212,1.03,1.97893,1.1,0.811173,0.01,1.02495,0.143,1.03176,0.016,5.27948,0.5267,2.05598,0.1826,1.70139,0.3851,2.59524,2.0162,2.01748,3.7095,3.41555,4.0776,2.85404,0.4786,1.07419,0.3058,4.88093,0.3766,2.59792,0.1133,1.3102,1.0562,16.8279,16.1689
995,2012-09-22,00:00:00.00,0.0116658,3.27254,0.2016,2.38893,3.32,0.964671,0.748,1.72718,0.133,4.20291,3.41,0.857341,0.484,1.39767,0.374,1.38825,1.37,1.81654,1.72,1.4022,0.39,0.91477,0.133,3.08012,0.889,1.66222,1.21,0.750837,0.011,0.855767,0.131,0.937659,0.013,5.1193,0.4502,2.05477,0.1951,1.69404,0.3964,2.41636,1.9992,1.67236,3.1998,3.3107,3.6246,2.53058,0.4191,1.00332,0.32,2.99944,0.3455,1.42727,0.1062,0.80897,0.807,11.5544,14.4699
996,2012-09-23,00:00:00.00,1.47322,8.95455,0.7419,2.73306,3.76,1.34513,0.76,2.68238,0.122,5.55816,6.32,2.27288,1.23,1.87065,1.26,5.54472,1.79,2.93673,6.21,2.11043,0.449,1.21185,0.166,4.02298,0.906,1.97055,1.14,1.15744,0.011,1.00531,0.139,1.07926,0.011,5.00558,0.4417,2.13942,0.1914,1.85494,0.3879,2.82078,2.2682,2.1152,3.7378,3.84925,4.1343,2.65917,0.6088,1.52899,0.7872,9.72422,0.3993,5.53141,0.1914,5.79513,8.9764,28.3307,61.4476
997,2012-09-24,00:00:00.00,0.0586425,15.6702,0.8863,3.34938,3.64,1.48987,0.692,3.70939,0.126,6.98738,3.94,2.83844,1.02,1.85052,0.702,6.88578,1.46,2.91619,3.46,2.52304,0.512,1.21096,0.169,4.3455,0.828,2.02466,1.02,1.14124,0.01,1.08808,0.131,1.13349,0.01,4.66514,0.5267,2.19176,0.1824,1.99872,0.3681,3.39912,2.1209,2.23759,3.2564,4.18607,3.6246,2.79381,0.4955,1.77504,0.7221,14.1715,1.0675,7.31969,0.32,7.64189,4.9838,50.6182,45.8733
998,2012-09-25,00:00:00.00,0.0765305,12.1841,2.5117,2.57221,3.16,1.04395,0.564,3.15805,0.121,4.837,3.67,1.35498,0.553,1.25346,0.41,2.4388,1.34,1.40585,1.75,1.62079,0.399,0.818535,0.113,3.10173,0.806,1.51852,0.955,0.664876,0.009,0.8929,0.117,0.934762,0.009,4.3998,0.4955,1.97309,0.1807,1.78593,0.3455,3.02059,2.0473,1.52141,3.0299,3.37786,3.1715,2.66344,0.4474,1.12685,0.2775,7.05027,2.6788,2.79271,0.4106,2.79276,4.1909,38.1512,36.2456
999,2012-09-26,00:00:00.00,0.0283982,5.7078,1.9652,1.64082,2.78,0.863814,0.513,2.01948,0.111,3.05559,3.29,0.724111,0.399,1.15155,0.355,0.798255,1.21,1.38353,1.2,1.0718,0.374,0.712442,0.08,2.18628,0.77,1.33428,0.924,0.654214,0.008,0.771932,0.108,0.834206,0.008,4.23502,0.4616,1.81163,0.1764,1.55108,0.32,2.47149,2.237,1.19921,3.0865,2.81027,3.1715,2.61966,0.3993,0.833248,0.2585,2.80452,1.8972,1.23422,0.2701,0.988555,1.8491,17.9868,20.8412
1000,2012-09-27,00:00:00.00,0.570244,3.47511,1.6622,1.37568,2.56,0.776919,0.538,1.23063,0.099,2.5268,3.08,0.814625,0.332,1.20716,0.295,1.23005,1.08,1.36622,0.95,1.0084,0.313,0.751524,0.07,2.19154,0.814,1.3494,0.912,0.645614,0.007,0.757313,0.105,0.830104,0.008,4.17712,0.4078,1.77326,0.1518,1.48984,0.3256,2.25918,2.254,1.29357,3.1432,2.82345,3.3414,2.48299,0.4021,0.926856,0.3398,10.4524,1.229,4.73844,0.2291,3.76417,9.5145,22.7545,57.4832
1001,2012-09-28,00:00:00.00,0.0937853,3.66254,1.0902,1.30369,2.46,0.743536,0.472,0.924301,0.126,2.42863,2.9,0.788854,0.318,1.13125,0.202,1.20583,1.01,1.34911,0.808,0.98043,0.287,0.718813,0.068,2.07842,0.84,1.28893,0.853,0.637121,0.007,0.747755,0.105,0.819652,0.007,4.13606,0.4049,1.74987,0.1365,1.47457,0.3228,2.09805,2.2455,1.22847,3.1432,2.74891,3.3131,2.19603,0.4276,0.911056,0.2832,16.8247,3.5113,6.24728,0.6371,4.56942,5.097,31.1624,43.0416
1002,2012-09-29,00:00:00.00,0.000947086,3.57194,0.8353,1.28815,2.44,0.73549,0.436,1.06657,0.12,2.40419,2.77,0.781971,0.317,1.17074,0.162,1.17024,0.979,1.33221,0.674,0.969126,0.276,0.721832,0.064,2.08506,0.771,1.3053,0.843,0.628735,0.006,0.738515,0.097,0.809813,0.007,4.08404,0.3398,1.72768,0.1209,1.45657,0.3002,2.04128,2.3022,1.24026,3.1149,2.74097,3.1998,2.01134,0.4106,0.867204,0.2288,10.4485,12.5444,3.39911,0.9033,1.57859,2.6505,22.4289,25.0321
1003,2012-09-30,00:00:00.00,0.0265369,3.09301,0.7561,1.27418,2.37,0.825052,0.465,1.38778,0.105,2.66797,2.65,0.805805,0.313,1.19999,0.155,1.29416,0.911,1.47111,0.606,0.963713,0.298,0.708699,0.063,2.04758,0.693,1.26314,0.837,0.620455,0.006,0.729392,0.088,0.800045,,4.02541,0.3964,1.70689,0.1096,1.43925,0.303,2.01002,2.2484,1.20931,3.1715,2.69182,3.2564,1.9023,0.4134,0.84342,0.2138,3.53723,18.2927,1.4565,0.6456,0.701719,1.5744,13.5136,19.4254
1004,2012-10-01,00:00:00.00,0.0921693,2.7619,0.6909,1.62035,2.57,1.42226,0.602,4.0262,0.098,3.55486,3.56,1.00874,0.327,1.24915,0.15,1.37999,0.973,1.51207,0.588,1.45128,0.279,0.703654,0.069,2.02569,0.664,1.26892,0.82,0.612279,0.006,0.720375,0.083,0.790391,,4.06028,0.4984,1.68847,0.1342,1.42207,0.3002,1.97956,2.1634,1.20443,3.0299,2.67031,3.1715,1.84449,0.4134,0.836102,0.2064,2.54513,7.8154,1.41597,0.4446,0.744533,1.1893,10.0176,17.3299
1005,2012-10-02,00:00:00.00,0.00599375,2.58105,0.5295,2.06827,2.79,1.50267,0.581,4.15796,0.092,3.72937,2.67,1.04071,0.343,1.10038,0.132,1.2713,0.976,1.34017,0.538,1.70741,0.264,0.697106,0.066,2.05215,0.65,1.24614,0.782,0.673179,0.005,0.736308,0.084,0.793793,,4.14718,0.4701,1.70004,0.1076,1.44161,0.2591,1.95752,2.1917,1.1836,3.0299,2.66227,3.2564,1.80885,0.4078,0.824833,0.2022,2.60757,3.5113,1.40073,0.2917,0.712278,0.9713,7.68189,15.9707
1006,2012-10-03,00:00:00.00,0.47679,3.70664,0.6513,1.87787,2.84,0.885242,0.518,1.24111,0.083,2.98398,2.77,0.807415,0.333,1.14439,0.122,1.16761,0.965,1.38187,0.495,1.19048,0.272,0.820175,0.07,2.2318,0.654,1.34882,0.766,0.744755,0.007,0.779049,0.079,0.833263,,4.17449,0.3143,1.78313,0.1195,1.54782,0.265,2.00454,2.3163,1.29103,3.2848,2.8431,3.6246,1.87079,0.4814,1.10728,0.6145,7.68353,2.2172,5.16418,0.2503,2.30481,2.6108,13.0968,31.4317
1007,2012-10-04,00:00:00.00,0.15814,5.21745,0.9826,1.44353,2.67,0.749292,0.53,1.41613,0.081,2.74374,2.71,0.761918,0.313,1.18493,0.102,1.65914,1.01,1.59674,0.475,0.989536,0.3,0.841496,0.077,2.37145,0.645,1.35273,0.739,0.741091,0.009,0.78027,0.08,0.835287,,4.87028,0.3625,2.04626,0.2302,1.67295,0.2755,2.10368,2.5372,1.39147,3.6246,3.11577,4.1909,1.93265,0.5607,1.37917,0.3653,11.831,4.8422,8.05195,0.2175,3.30079,2.3475,20.9029,34.2634
1008,2012-10-05,00:00:00.00,0.00690384,4.48384,1.2233,1.27328,2.55,0.768137,0.538,1.91824,0.076,2.8769,2.66,0.780084,0.294,1.16456,0.088,1.86651,0.949,1.48085,0.458,1.02871,0.297,0.687193,0.069,2.30402,0.618,1.25153,0.709,0.714779,0.009,0.736482,0.075,0.779952,,5.49372,0.4842,2.04462,0.2345,1.60498,0.2803,2.08078,2.3701,1.26099,3.6529,3.02433,4.1909,1.8849,0.5465,1.09538,0.2291,6.66027,7.4473,4.14163,0.32,1.71703,1.4498,18.3259,28.8832
1009,2012-10-06,00:00:00.00,0.160439,3.1776,0.8665,1.23565,2.5,0.752225,0.536,1.26968,0.076,2.84525,2.59,0.735583,0.289,1.07535,0.117,1.30489,0.96,1.27229,0.448,0.955168,0.271,0.694126,0.07,2.36744,0.638,1.30179,0.697,0.86643,0.01,0.799968,0.073,0.820883,,5.4392,0.606,2.15098,0.1897,1.73023,0.2917,2.33468,2.4126,1.44442,3.4263,3.26803,3.7095,2.04133,0.5522,0.916556,0.2435,3.18999,3.8794,1.63862,0.3625,0.878974,1.9539,11.7163,21.3792
1010,2012-10-07,00:00:00.00,1.14863,7.58635,1.7415,1.67779,2.65,1.07782,0.517,2.38577,0.077,3.91883,2.93,1.40287,0.534,2.34671,0.273,3.21586,1.15,3.47186,0.743,1.50273,0.318,1.20165,0.147,4.46272,0.654,1.9202,0.728,1.63599,0.006,1.08742,0.072,1.05992,,5.38074,0.4531,2.35371,0.1472,2.00515,0.32,3.00365,2.7043,2.17412,4.8988,4.20024,5.4085,2.44134,0.7561,1.31555,1.178,11.2369,6.4279,5.70009,2.4069,4.42111,7.4473,22.2706,60.5981
1011,2012-10-08,00:00:00.00,0.119296,13.188,4.3608,2.13693,2.71,1.17433,0.514,2.82842,0.077,4.83122,2.61,1.70648,0.612,2.42289,0.147,4.23666,1.1,3.42625,0.68,1.83579,0.406,1.28232,0.138,5.58747,0.695,2.03686,0.733,1.39601,0.004,1.13791,0.075,1.08793,,4.70824,0.3426,1.96949,0.1218,1.77161,0.3228,2.95809,2.4041,2.09542,3.6812,3.80557,4.1343,2.567,0.5663,1.36477,0.3285,15.0711,18.3493,7.05874,5.097,6.09999,4.3891,37.6613,34.2634
1012,2012-10-09,00:00:00.00,0.00633391,10.2374,3.6246,1.80232,2.58,0.833592,0.504,1.46205,0.071,3.83932,2.56,0.962727,0.429,1.0363,0.133,1.70711,1.02,1.18128,0.567,1.2665,0.38,0.709526,0.089,3.27439,0.791,1.34951,0.74,0.55049,0.003,0.824555,0.077,0.819636,,3.97261,0.4361,1.62607,0.1388,1.40367,0.2973,2.34966,2.3248,1.25887,3.398,2.66209,3.6812,2.40189,0.5012,0.888792,0.258,6.69876,19.4537,2.5157,1.9199,2.59084,2.6051,30.2302,24.8622
1013,2012-10-10,00:00:00.00,0.00402918,4.39867,2.591,1.34914,2.46,0.672364,0.506,0.907178,0.063,2.64182,2.72,0.654271,0.356,0.990714,0.126,0.800818,1.05,1.19397,0.507,0.892673,0.316,0.595809,0.074,1.90354,0.732,1.14819,0.727,0.543202,0.002,0.651198,0.076,0.700316,,3.71665,0.4757,1.54164,0.1472,1.29239,0.286,2.0163,2.2908,1.02718,3.2564,2.4168,3.4547,2.22242,0.4984,0.716818,0.2523,1.75999,6.9659,0.754508,0.7872,0.742167,1.7075,15.3726,19.4254
1014,2012-10-11,00:00:00.00,0.366679,3.28655,1.9397,1.3298,2.5,0.891795,0.518,2.18925,0.069,2.49499,2.65,0.764424,0.341,1.40932,0.147,1.69298,1.1,1.85043,0.49,1.23636,0.32,0.773706,0.078,2.85104,0.7,1.37332,0.757,1.20415,0.003,0.856727,0.076,0.848133,,4.9059,0.3568,2.22632,0.1331,1.74623,0.2815,2.23462,2.3984,1.59172,3.7661,3.24592,3.8794,2.24562,0.6145,0.832058,0.2625,2.17934,3.4263,1.43005,0.4729,1.32544,1.396,11.8085,17.9529
1015,2012-10-12,00:00:00.00,0.0221789,4.38348,2.002,1.4468,2.52,0.984627,0.548,3.0229,0.068,2.84286,2.24,0.771002,0.361,1.40339,0.142,1.74838,1.07,1.80122,0.489,1.42897,0.373,0.777192,0.08,3.59654,0.673,1.43109,0.742,1.19837,0.002,0.969769,0.074,0.91143,,6.26331,0.4672,2.63302,0.1557,2.11742,0.3002,2.68214,2.4891,1.81415,4.021,3.95207,4.021,2.26883,0.5522,0.865335,0.303,2.5611,2.237,1.43947,0.3341,1.49503,1.1553,11.567,16.084
1016,2012-10-13,00:00:00.00,0.0974207,4.47157,1.8378,1.46529,2.53,0.903592,0.585,2.52837,0.071,2.8683,2.2,0.745977,0.366,1.12755,0.199,1.32645,1.05,1.34042,0.462,1.22253,0.316,0.630477,0.078,3.40786,0.694,1.29067,0.712,1.29111,0.002,0.951818,0.077,0.854872,,5.56634,0.538,2.07691,0.1756,1.76681,0.3313,2.48952,2.4268,1.19949,3.8794,3.09205,3.7661,2.08954,0.4927,0.757236,0.2945,2.39266,1.6565,1.29487,0.2792,0.814148,0.9826,9.40614,15.0362
1017,2012-10-14,00:00:00.00,0.389682,3.72537,1.4866,1.58624,2.59,1.04596,0.608,2.75841,0.075,2.84114,2.26,0.940811,0.362,1.1993,0.251,1.30324,1.17,1.42953,0.449,1.40298,0.328,0.684903,0.082,4.1462,0.713,1.46869,0.721,1.89486,0.003,1.20241,0.07,0.998753,,6.57901,0.7844,2.98179,0.2747,2.58672,0.3936,3.73104,2.9166,2.13399,4.2475,5.14228,4.2192,2.92287,0.5607,0.897467,0.32,2.40422,1.3026,1.28741,0.2444,0.616299,0.8835,7.61185,14.8663
1018,2012-10-15,00:00:00.00,1.27042,3.21527,1.2856,3.32773,3.35,2.6518,1.74,8.99858,0.295,8.24022,6.09,2.65894,0.717,3.04822,0.367,5.33458,1.5,4.54847,1.11,3.43544,0.746,1.3816,0.309,8.49869,0.755,2.36318,0.784,3.39246,0.004,1.75758,0.075,1.40376,,15.2538,0.8467,5.9293,0.3398,4.60339,0.4248,7.54389,4.8705,6.70305,14.0735,9.9417,18.4626,5.88047,3.3414,1.0971,0.5125,3.25017,1.0449,2.12776,0.2483,1.1151,2.1747,8.9777,21.2376
1019,2012-10-16,00:00:00.00,0.238469,4.34713,1.093,5.08909,4.48,3.11635,3.54,10.4566,3.03,12.3829,4.48,3.2691,1.11,3.1098,0.516,6.90193,1.43,4.49808,1.6,4.2978,0.979,1.45144,0.243,10.4715,0.936,2.50205,0.851,3.09805,0.003,1.86568,0.071,1.46046,,20.2674,0.7787,5.69752,0.2832,4.18627,0.5663,8.14774,3.2281,6.94693,7.6455,8.75804,12.1762,7.2734,1.3677,0.977864,0.3596,4.92494,0.9599,3.0945,0.2945,1.62708,1.6141,11.0586,18.236
1020,2012-10-17,00:00:00.00,0.0155286,4.94291,1.2346,3.73205,5.02,1.39908,5.22,3.04348,1.54,7.42088,3.84,1.36091,0.898,0.999873,0.418,2.40454,1.33,1.1496,1.12,2.15669,0.673,0.674181,0.149,5.39483,1.08,1.46921,0.873,0.819062,0.003,1.14987,0.067,0.950142,,11.8455,0.7617,2.77927,0.2718,2.13954,0.892,4.87738,2.7467,2.21049,3.9927,4.05037,5.6351,5.9599,0.5578,0.805683,0.3087,4.99781,0.9684,2.46895,0.2755,1.28091,1.4781,10.7385,15.9424
1021,2012-10-18,00:00:00.00,0.279742,3.80453,1.6395,2.08102,6,0.915651,2.81,1.59861,0.775,3.56048,3.63,0.701591,0.779,1.53961,0.448,1.5913,1.5,2.06725,0.872,1.2802,0.555,0.605374,0.113,3.73775,0.981,1.41955,1.01,1.42859,0.004,0.937854,0.087,0.833192,,5.78438,0.8835,2.42327,0.3115,1.85969,0.7589,3.38985,3.398,1.06546,4.0493,3.27537,5.2386,4.90191,0.4531,0.72477,0.2917,3.25817,1.0024,1.47983,0.2585,0.739362,1.1044,9.12083,15.5459
1022,2012-10-19,00:00:00.00,0.588364,2.85511,1.5206,1.8221,5.42,0.932964,1.88,2.10136,0.529,3.33362,3.27,0.90148,0.723,1.94741,0.417,2.63509,1.44,2.48197,0.926,1.40622,0.545,0.828614,0.106,6.24411,0.912,1.80106,1.02,2.03967,0.004,1.21502,0.087,1.02652,,9.47616,0.7872,4.98147,0.3398,4.01717,0.6456,5.56885,5.3802,3.60368,9.9109,7.59209,12.4877,5.34973,2.7241,1.36542,0.7532,3.27372,1.0704,1.84655,0.2973,0.906181,1.3224,8.85297,16.1972
1023,2012-10-20,00:00:00.00,0.0984869,2.54327,1.1327,1.51416,4.46,0.685093,1.55,1.00485,0.404,3.08324,3.02,0.704107,0.676,1.26064,0.377,1.74638,1.35,1.5365,0.889,1.03334,0.527,0.794534,0.111,5.3877,0.885,1.58209,0.98,1.3191,0.003,1.09603,0.089,0.940024,,11.9176,0.555,5.65921,0.2492,4.82745,0.6003,7.19829,4.3042,4.33935,6.9093,8.93497,9.5994,5.75359,1.6735,1.91474,0.555,5.54147,1.1355,2.91012,0.3455,0.990936,1.1893,8.75765,16.8202
1024,2012-10-21,00:00:00.00,0.911656,3.01256,0.9628,2.27744,4.22,1.39323,1.51,3.52642,0.359,5.52511,4.54,1.92326,1.36,3.66396,1.11,6.21865,1.99,5.94156,3.15,1.98349,0.635,1.20124,0.189,6.9267,0.969,2.19164,0.969,2.30356,0.004,1.34696,0.098,1.17473,,10.8174,0.538,4.46343,0.252,3.79598,0.6343,6.31118,4.6156,2.77382,6.7111,6.83612,8.8915,5.37833,1.5036,1.3777,0.5918,6.18372,1.0279,3.11236,0.4389,1.0827,1.5093,8.49046,17.0184
1025,2012-10-22,00:00:00.00,0.0660369,5.34184,1.4583,3.26186,4.14,1.64158,1.47,4.27116,0.343,7.47983,3.46,2.50925,1.41,3.80344,0.828,8.30737,1.92,5.91287,3.81,2.50385,0.693,1.37469,0.247,8.51008,1.06,2.41035,1.02,2.09411,0.003,1.4613,0.099,1.27049,,9.54948,0.7844,3.91404,0.3115,3.34218,0.5918,5.56956,4.1343,2.25872,5.6634,6.41938,7.4756,5.12511,0.8948,0.877646,0.371,4.17979,1.2035,2.25328,0.4389,1.16659,1.0675,8.69616,17.5564
1026,2012-10-23,00:00:00.00,0.00497061,6.42597,3.2281,2.47405,3.89,0.811289,1.29,1.23643,0.408,4.95688,3.3,1.10552,1.04,0.918075,0.535,2.78451,1.83,1.04715,2.16,1.26981,0.608,0.750702,0.175,4.21638,1.11,1.3506,1.07,0.479608,0.003,0.863591,0.092,0.796261,,6.45622,0.8382,2.38688,0.3115,2.10686,0.5862,3.92109,3.8228,1.25232,5.0404,3.71018,6.2014,3.96258,0.623,0.696037,0.32,2.68902,1.4243,1.42091,0.4587,0.728764,0.9713,8.0258,13.9319
1027,2012-10-24,00:00:00.00,1.58166,4.68961,2.5712,3.7867,4.57,2.92857,4,9.04148,2.58,12.3495,9.96,3.1522,1.5,2.07676,0.482,3.16739,1.9,3.1858,1.89,2.61057,0.779,0.804925,0.155,4.86743,1.11,1.61697,1.15,2.61158,0.007,1.23738,0.234,0.993606,,13.7829,1.2176,6.18002,0.5663,4.02833,0.6201,5.08191,6.0598,3.17947,11.3834,6.38563,14.4133,4.61877,2.4324,0.756782,0.555,3.11736,1.5376,1.78143,0.4757,1.45678,4.8705,10.0523,17.5848
1028,2012-10-25,00:00:00.00,0.136739,3.3585,1.7443,6.39632,6.45,3.7779,12.7,11.4495,8.6,19.8154,8.06,4.65057,2.06,2.26911,0.429,4.69847,1.77,3.17572,2.4,3.71683,1.51,0.91773,0.152,7.41407,1.09,1.90179,1.14,2.67637,0.013,1.59524,0.283,1.21426,,23.6484,1.3875,8.869,0.5947,6.30673,0.7136,7.70911,4.8705,4.49219,7.5889,9.82976,10.6471,5.44696,1.6254,0.928162,0.3341,4.39493,1.413,2.37681,0.4786,1.93157,2.4975,11.3854,19.5386
