time,date,hour,precip [mm/day],sub676 [m3/s],sub677 [m3/s],sub684 [m3/s],sub685 [m3/s],sub687 [m3/s],sub687 (observed) [m3/s],sub686 [m3/s],sub686 (observed) [m3/s],sub699 [m3/s],sub699 (observed) [m3/s],sub703 [m3/s],sub703 (observed) [m3/s],sub700 [m3/s],sub700 (observed) [m3/s],sub701 [m3/s],sub702 [m3/s],sub702 (observed) [m3/s],sub697 [m3/s],sub697 (observed) [m3/s],sub696 [m3/s],sub696 (observed) [m3/s],sub698 [m3/s],sub682 [m3/s],sub694 [m3/s],sub694 (observed) [m3/s],sub695 [m3/s],sub695 (observed) [m3/s],sub680 [m3/s],sub680 (observed) [m3/s],sub681 [m3/s],sub681 (observed) [m3/s],sub691 [m3/s],sub692 [m3/s],sub692 (observed) [m3/s],sub693 [m3/s],sub689 [m3/s],sub690 [m3/s],sub690 (observed) [m3/s],sub707 [m3/s],sub707 (observed) [m3/s],sub709 [m3/s],sub709 (observed) [m3/s],sub712 [m3/s],sub712 (observed) [m3/s],sub713 [m3/s],sub713 (observed) [m3/s],sub714 [m3/s],sub714 (observed) [m3/s],sub715 [m3/s],sub715 (observed) [m3/s],sub723 [m3/s],sub724 [m3/s],sub716 [m3/s],sub716 (observed) [m3/s],sub717 [m3/s],sub717 (observed) [m3/s],sub718 [m3/s],sub718 (observed) [m3/s],sub719 [m3/s],sub719 (observed) [m3/s],sub720 [m3/s],sub722 [m3/s],sub722 (observed) [m3/s],sub721 [m3/s],sub721 (observed) [m3/s],sub710 [m3/s],sub710 (observed) [m3/s],sub704 [m3/s],sub704 (observed) [m3/s],sub705 [m3/s],sub705 (observed) [m3/s],sub688 [m3/s],sub688 (observed) [m3/s],sub706 [m3/s],sub706 (observed) [m3/s]
859,2012-05-09,00:00:00.00,2.70209,3.17766,10.0026,9.26306,11.1601,54.1393,50.1,4.15472,1.93,5.53008,0.78,6.4998,5.26,7.84648,0.638,5.62736,7.48726,4.41,4.17106,0.522,24.8682,8.01,15.1641,7.35573,12.4369,3.5,6.77651,0.712,12.0953,3.1432,13.0514,4.5873,28.21,74.0567,40.7763,44.565,17.7005,22.8089,8.7499,27.2239,16.2539,40.1006,24.0976,5.83196,18.6608,205.031,133.939,26.8202,158.008,83.6908,35.3961,15.85,17.8167,38.0109,5.4652,14.2609,2.6844,21.8014,5.2386,26.4043,147.814,8.03597,14.654,35.6792,23.812,29.7327,12.9402,30.0159,15.3552,30.8654,6.84367,,4.17167,4.3608,6.34808,7.504
860,2012-05-10,00:00:00.00,0.468519,5.52038,10.2727,9.01975,14.2513,62.9443,44.6,6.56441,2.09,7.98971,0.917,8.10636,5.3,10.168,0.602,8.95515,11.0615,4.63,4.58308,0.541,22.8273,7.32,15.8794,4.75001,9.3602,3.48,4.9938,0.704,9.85739,2.8005,10.8474,4.3042,23.0222,60.3531,33.697,33.447,15.8061,19.313,5.0121,24.0119,17.0184,42.1165,30.299,4.50415,11.9497,218.917,122.612,25.7429,90.0476,83.8818,123.462,17.4588,18.9719,46.7947,10.6471,18.6312,5.9182,29.941,6.7394,41.3727,82.6852,10.5489,17.5873,18.6325,28.008,57.2,12.3281,43.3248,17.5585,30.8654,6.74243,,6.16976,4.2475,7.02076,7.0509
861,2012-05-11,00:00:00.00,0.0840857,3.87008,7.56087,7.16054,15.4819,67.9699,35.8,4.4881,1.9,3.52626,0.761,7.61052,5.18,3.8201,0.637,8.021,11.127,4.73,2.56628,0.529,19.672,6.66,13.0026,2.08102,7.89742,3.98,3.96113,0.609,8.52582,2.4239,10.0748,4.1059,17.7316,46.828,27.6372,25.1927,13.7536,15.4109,5.097,21.301,16.8768,35.1286,33.4139,2.48903,5.8616,222.352,103.64,23.2595,32.2812,77.1314,146.681,10.8441,15.9392,27.6944,6.1448,15.4853,5.4368,15.0834,6.8527,43.3402,54.0852,5.48203,8.07266,8.1836,26.4133,42.4753,9.48006,14.4699,15.7153,20.3598,4.02728,,2.83534,2.2512,4.60196,3.8794
862,2012-05-12,00:00:00.00,0.000216435,1.50913,6.12134,5.65804,14.0891,67.3197,36.9,2.09211,1.66,0.297955,0.577,6.7883,4.94,0.776393,0.521,4.9533,8.1224,4.34,0.825966,0.377,16.1803,5.91,9.14745,0.514019,5.8995,4.23,2.64607,0.39,6.51047,1.8887,7.55653,3.2281,13.4572,35.5328,23.7578,19.1669,11.9487,13.9929,3.398,18.4741,16.5087,29.4428,27.4673,1.48431,3.3131,215.249,108.17,19.3458,16.4521,72.0464,105.905,6.04138,12.4794,14.0406,4.2475,12.7844,3.0299,10.2499,3.7378,43.4767,37.3782,2.88918,5.50684,4.8988,25.2392,34.5466,9.37371,7.4756,12.9979,16.4238,3.61774,,0.362897,1.5829,3.61925,3.0299
863,2012-05-13,00:00:00.00,0.100293,1.00836,5.04742,4.69722,12.5307,64.0575,35.1,1.08947,1.43,0.474666,0.491,6.16256,4.7,0.776888,0.478,3.29761,6.62171,4.02,0.341776,0.312,14.104,4.98,6.63766,0.569003,4.46437,3.3,1.82548,0.205,6.00107,1.464,6.53834,2.4607,10.2282,25.5592,19.8784,14.1263,9.75992,11.8674,2.7071,15.9113,16.3105,26.0826,20.5014,0.823104,2.1662,205.011,91.7466,16.1591,10.279,65.6582,62.8634,4.00652,9.17683,9.74738,3.398,10.1395,2.0105,10.2819,2.3107,42.7729,29.4495,1.53561,5.5487,3.5396,25.8408,28.2036,8.89995,4.9271,11.3544,13.3372,3.17251,,0.452319,1.2374,2.91867,2.4947
864,2012-05-14,00:00:00.00,0.15951,1.22445,4.22512,3.99719,11.45,60.2571,33.8,0.70979,1.25,0.470575,0.449,5.50068,4.56,0.788352,0.436,2.21229,5.97852,3.84,0.233534,0.28,12.387,4.07,6.07694,1.77404,4.38309,2.26,1.65095,0.126,6.08213,1.3507,7.28278,2.1606,9.77568,24.4777,18.859,12.8436,8.5038,10.87,3.0016,13.9349,16.9901,22.9553,16.7919,0.45819,1.6594,197.23,61.1644,13.4141,6.9943,57.939,26.6178,2.896,6.92719,7.29231,2.9733,8.083,1.4555,7.41563,1.5942,37.1256,24.0976,1.00587,4.48834,2.8883,25.9378,15.999,8.25061,3.7661,9.91417,12.0063,2.76823,,0.456331,1.0421,2.41946,2.1521
865,2012-05-15,00:00:00.00,0.00234266,1.33712,3.18877,3.25896,10.3987,56.0982,28.8,0.550844,1.12,0.525734,0.409,4.77112,4.45,0.788702,0.415,1.55405,5.20059,3.72,0.180338,0.262,10.8461,3.42,5.88914,1.72072,3.95283,1.69,1.42028,0.094,4.94671,1.413,6.29631,2.254,9.72714,23.9335,17.3299,12.473,7.45186,9.92337,3.5396,12.2503,17.0467,20.342,14.7248,0.333691,1.4045,191.106,47.2891,11.2451,5.5784,50.1868,17.9812,2.07027,5.42449,6.21798,2.6873,6.73076,1.093,6.28063,1.2006,32.0678,21.6341,0.733773,4.1044,2.5825,25.7207,8.6933,7.54118,3.1149,8.71403,10.9869,2.42583,,0.457838,0.9373,2.04839,1.9567
866,2012-05-16,00:00:00.00,0.000129429,1.0932,2.1406,2.47302,9.31141,51.7302,27,0.431607,1.03,0.444618,0.375,3.96657,4.38,0.777939,0.405,1.1948,4.356,3.6,0.158897,0.242,9.29992,3.14,4.87268,0.517246,2.89892,1.36,0.817007,0.075,3.87345,1.3054,4.54794,2.0473,8.21619,19.8423,15.2628,10.7934,6.0585,8.08886,2.5344,10.6872,16.3671,18.226,13.4505,0.273842,1.2035,185.067,48.705,9.55005,4.7572,43.0386,14.3,1.50952,4.41958,5.39982,2.5372,5.66009,0.8807,4.79583,0.9486,26.8742,19.5386,0.594579,3.47767,2.3503,24.9481,6.0881,6.86004,2.5853,7.70102,10.8737,2.10883,,0.459228,0.8608,1.7524,1.7783
867,2012-05-17,00:00:00.00,0.162896,1.28772,2.16589,2.45505,8.5967,47.842,26.3,0.748512,0.947,0.640104,0.369,3.31536,4.27,1.22181,0.403,1.46113,3.81522,3.55,0.949129,0.249,8.5427,3,4.03156,1.45328,3.22832,1.14,0.960739,0.06,6.49252,1.161,5.21673,1.7103,6.70039,16.8671,14.2151,9.44774,5.19104,6.63528,2.2738,9.58876,15.6875,16.3107,12.4877,0.245522,1.076,178.56,39.0772,8.09276,4.1909,36.8295,11.9214,1.154,3.67803,4.69789,2.4183,4.75515,0.8523,3.96732,0.7929,23.2702,18.7458,0.530934,3.02675,2.1577,23.8548,4.7289,6.30203,2.3475,6.83662,9.7976,1.82391,,0.460582,0.7787,1.53161,1.6594
868,2012-05-18,00:00:00.00,0,1.59421,1.9425,2.30849,8.07724,44.3829,26.2,0.852551,0.883,0.741882,0.351,2.63418,4.31,1.22194,0.403,1.548,3.4566,3.5,1.31878,0.251,7.88994,2.8,3.67786,1.4539,3.02926,0.974,0.91636,0.052,7.21761,1.0194,5.61204,1.5489,5.6972,16.576,12.9125,8.55337,4.62906,5.98494,2.1039,8.5796,13.8186,14.5855,11.8364,0.232177,0.9373,171.411,31.4317,6.9878,3.7095,31.7562,10.1657,0.963311,3.05451,4.14188,2.2597,4.00887,0.6824,3.29986,0.64,20.6663,17.6131,0.489366,2.61762,2.0105,22.4979,3.8228,5.82797,1.9454,6.03459,9.3162,1.60782,,0.461882,0.7164,1.38903,1.5263
869,2012-05-19,00:00:00.00,4.49499e-05,1.23626,1.31511,1.81727,7.241,40.8574,25.2,0.534419,0.816,0.483806,0.323,1.97456,4.12,0.778348,0.412,1.19122,2.7943,3.43,0.636202,0.207,6.64947,2.62,3.12075,0.519118,2.08464,0.849,0.425244,0.043,4.36488,0.9288,4.16706,1.3875,4.6991,14.1518,11.3834,6.93355,3.90912,5.30043,1.8406,7.57636,12.2046,13.0644,10.9869,0.225507,0.8099,163.513,33.697,6.2065,3.3131,27.6084,8.8065,0.88476,2.5114,3.70662,2.1861,3.4345,0.5465,2.83015,0.555,18.2871,17.1317,0.455375,2.28481,1.9369,21.022,3.1998,5.36345,1.7953,5.24116,8.58,1.44619,,0.463107,0.6428,1.29713,1.4583
870,2012-05-20,00:00:00.00,0,0.92913,1.14779,1.62238,6.39645,37.5518,24.3,0.429596,0.769,0.415402,0.306,1.55541,3.98,0.778346,0.389,1.07081,2.21854,3.39,0.317152,0.183,5.90814,2.51,2.60676,0.519637,1.72039,0.74,0.307528,0.042,3.41716,0.875,3.14454,1.229,3.73601,10.8509,10.2507,5.67738,3.23481,4.6019,1.784,6.66295,12.2329,11.8445,10.2224,0.222267,0.7589,155.057,29.1664,5.54045,2.945,24.3071,7.7022,0.85007,2.06855,3.36334,2.0841,2.99763,0.4729,2.47811,0.504,16.2158,16.3955,0.427945,2.00252,1.8208,19.6856,2.7694,4.92924,1.6679,4.51335,8.1269,1.32581,,0.464282,0.5918,1.23822,1.3677
871,2012-05-21,00:00:00.00,0.00013731,0.924757,1.02708,1.4345,5.66756,34.4314,23.7,0.35036,0.742,0.451408,0.259,1.25429,3.9,0.778279,0.37,0.991102,1.92798,3.32,0.236376,0.168,5.4292,2.4,2.31651,0.520105,1.36842,0.647,0.237067,0.07,2.61702,0.8495,2.36544,1.0845,2.88236,8.72939,9.6277,4.80255,2.66962,3.94614,1.6849,5.84079,12.0347,10.7617,9.5994,0.220833,0.6909,146.378,25.6834,4.89069,2.7552,21.7474,6.9659,0.834298,1.73425,3.09208,1.9312,2.6397,0.4191,2.26149,0.4389,14.5184,15.5459,0.405901,1.80891,1.767,18.4607,2.4183,4.53476,1.5886,4.00203,7.7022,1.2456,,0.465414,0.5295,1.20067,1.2799
872,2012-05-22,00:00:00.00,0.0987806,1.05935,0.934891,1.29053,4.90911,31.3595,23,0.29048,0.683,0.432705,0.24,1.05529,3.81,0.778147,0.34,0.935909,1.67666,3.22,0.244862,0.163,6.63499,2.29,2.84551,1.64067,1.59381,0.575,1.36348,0.096,2.53228,0.824,2.12499,1.0279,2.50582,7.83444,9.0331,4.52969,2.5538,3.84215,1.5857,5.0606,11.7798,9.76509,9.1747,0.221739,0.6371,138.017,22.7384,4.30966,2.5372,19.6481,6.7394,0.827329,1.47876,2.87447,1.8746,2.34853,0.3681,2.11078,0.4587,13.1797,15.6875,0.388202,1.67172,1.7075,17.2149,2.1719,4.18395,1.4668,3.81753,7.3341,1.44731,,0.725608,0.4757,1.51082,1.178
873,2012-05-23,00:00:00.00,0.0894173,1.45824,0.864799,1.30274,3.99903,28.4433,22.6,0.24524,0.642,0.442591,0.222,0.910275,3.75,0.777952,0.329,0.89857,1.48041,3.15,0.676694,0.185,7.97426,2.41,3.56048,1.74496,2.78917,0.572,2.71162,0.345,2.19697,0.7759,1.89416,1.0024,2.3366,7.74578,8.1269,4.54106,2.41064,3.88931,1.5659,4.37076,8.665,8.88111,8.8349,0.225168,0.5918,130.646,19.3121,3.75411,2.4636,17.7899,7.1075,0.82466,1.31217,2.69699,1.8887,2.09964,0.337,2.0127,0.4191,12.0213,16.537,0.374014,1.59108,1.6933,15.9383,1.9312,3.87871,1.3819,4.74332,7.6172,1.76891,,1.23467,0.4814,2.00229,1.2516
874,2012-05-24,00:00:00.00,0.00376171,1.57589,0.811657,1.39158,3.12063,25.7066,22.7,0.211076,0.62,0.437462,0.203,0.789908,3.69,0.777696,0.303,0.873738,1.33807,3.11,0.737077,0.173,6.11423,2.33,3.12344,0.625134,2.77103,0.583,2.12026,0.152,1.36736,0.7674,1.33255,0.9628,2.00223,6.65755,6.7677,3.60703,1.8592,3.1673,1.515,3.60435,7.7305,8.04808,8.3535,0.227709,0.5352,123.902,20.8412,3.2098,2.0898,16.2654,6.1731,0.824137,1.21427,2.56058,1.8378,1.9005,0.3115,1.94664,0.3879,10.792,15.5176,0.362655,1.53052,1.6395,14.6978,1.8576,3.58181,1.2459,6.31174,8.1836,1.9038,,1.16834,0.4616,2.25069,1.4498
875,2012-05-25,00:00:00.00,0,1.1824,0.771621,1.4351,2.5788,23.4091,22.6,0.185287,0.616,0.440145,0.193,0.693382,3.57,0.777381,0.286,0.85743,1.23737,3.05,0.330648,0.146,4.31615,2.23,2.42235,0.521485,1.75546,0.497,1.05562,0.075,1.04392,0.8127,0.946835,0.9118,1.63927,4.92796,6.0032,2.65942,1.45697,2.3792,1.4895,2.8479,8.042,7.01883,8.0137,0.226166,0.4899,117.18,17.5564,2.82254,2.1577,15.0486,5.6634,0.824682,1.15648,2.46751,1.7953,1.76182,0.2888,1.89913,0.3851,9.22114,14.385,0.353573,1.48393,1.6056,13.6042,1.6622,3.295,1.2006,7.02405,7.6172,1.97037,,0.664492,0.4219,2.16774,1.144
876,2012-05-26,00:00:00.00,0.206993,0.931841,0.74163,1.42061,2.27319,21.4909,22.2,0.165833,0.584,0.443016,0.186,0.618353,3.51,0.777096,0.269,0.847248,1.16921,2.96,0.232494,0.121,4.05992,2.15,2.11914,0.521714,1.40714,0.422,0.63081,0.058,0.863614,0.7872,0.71298,0.8467,1.3106,3.74943,5.6351,2.2518,1.24205,1.94427,1.379,2.3852,8.5234,5.89906,7.6455,0.223273,0.4786,110.695,15.7158,2.61836,1.9114,14.0917,5.2953,1.06311,1.32697,10.445,1.6792,7.96542,0.3087,10.5365,2.8317,7.68916,13.7903,0.648472,1.66845,1.5631,12.7255,1.6395,3.06256,1.1723,7.2024,6.8244,1.92744,,0.473625,0.3851,1.85288,1.0109
877,2012-05-27,00:00:00.00,0.355224,0.927847,0.719064,1.32604,2.06514,19.584,21.9,0.15117,0.569,0.445744,0.175,0.561446,3.42,0.77667,0.254,0.840367,1.12569,2.9,0.424478,0.122,4.18667,2.01,1.9698,0.54686,1.34092,0.31,0.6844,0.044,1.05828,0.7108,1.14765,0.8099,1.26396,3.74604,5.3519,2.53981,1.56539,2.74256,1.6452,4.19373,9.0048,6.33298,7.3341,0.245802,0.4219,104.749,10.7604,2.5079,1.7896,13.9607,4.9271,2.26891,1.75182,17.8887,1.5659,10.5492,0.5267,18.4157,7.0226,8.17137,16.622,0.76252,1.81154,1.5829,11.9182,3.7945,2.88472,1.0959,7.31326,6.796,1.77644,,0.47117,0.4502,1.60383,0.9203
878,2012-05-28,00:00:00.00,0.332886,1.13028,0.702064,1.55535,2.17239,17.9778,21.4,0.187509,0.563,3.13645,0.696,1.21792,3.47,4.16623,0.807,2.03872,2.03865,3.08,1.57136,0.127,7.1873,2.03,3.60577,4.4338,5.87548,0.28,4.27326,0.052,4.95801,2.1917,3.89991,0.8042,1.68827,6.90617,5.4652,3.62557,1.83519,3.74557,1.6707,4.92152,8.8915,7.48664,7.1358,0.275265,0.3879,99.4612,14.2434,2.44796,1.5404,14.0653,5.3802,3.54632,1.79841,11.8074,1.7103,6.60668,0.3058,12.282,22.88,8.75572,16.084,0.539823,1.72812,1.5716,11.0917,5.8333,3.19147,1.0449,7.25252,6.1164,1.61406,,0.471836,0.3256,1.4411,0.841
879,2012-05-29,00:00:00.00,0.0235766,1.29486,0.689308,1.6388,2.30211,16.5143,21.5,0.188933,0.553,4.83984,0.836,1.53997,3.56,4.34306,0.525,2.64165,3.15834,3.14,1.7514,0.13,9.20457,2.46,6.17395,5.13674,7.45781,0.391,5.17026,0.04,6.55759,3.1715,5.04872,0.8127,2.08454,11.2906,5.6067,3.70772,1.51061,2.89701,1.3989,3.71744,8.6933,7.14509,6.881,0.265728,0.371,94.6807,18.1228,2.42117,1.4951,13.4958,5.0687,3.42916,1.56354,6.51554,1.6226,6.18274,0.2888,8.71276,6.0032,6.97443,14.1018,0.442021,1.70166,1.5008,10.3169,5.0404,3.33571,1.1865,7.01532,5.9182,1.47326,,0.472543,0.3143,1.33587,0.7929
880,2012-05-30,00:00:00.00,0.860065,1.78971,0.703922,1.93184,2.52939,15.3087,21.4,0.348483,0.541,4.09098,0.736,1.49925,3.39,4.46928,0.508,3.2331,3.66316,3.11,4.3822,0.184,8.86816,3.99,6.28192,1.2618,4.34924,1.26,2.72532,0.03,3.90912,1.3026,3.45455,0.9146,2.11378,10.5539,5.9465,3.02333,1.23826,1.96233,1.5433,3.80242,8.3252,6.16702,6.881,0.561492,0.6428,91.8304,15.8291,5.20863,2.1153,15.165,4.8988,3.04273,2.9323,6.245,1.6084,5.77036,0.5607,8.80257,3.2564,6.23909,13.7337,1.0053,1.81718,1.682,9.5982,3.4547,3.1477,1.195,7.55337,6.1164,1.46416,,0.482332,0.2945,1.47736,0.7844
881,2012-05-31,00:00:00.00,0.0322365,2.33975,0.702008,2.22274,2.78188,14.1764,21.1,0.380936,0.519,3.8115,0.742,1.76808,3.45,4.2913,0.48,3.46123,4.06769,3.12,5.91857,0.589,10.1827,3.7,6.20389,1.10088,3.90114,2.38,2.49366,0.03,2.88648,0.8382,2.56961,0.8269,1.95465,7.42319,5.0121,2.83132,1.11211,1.74326,1.4158,3.82174,7.4473,5.55359,6.7111,0.722465,0.3766,89.1657,14.1301,7.20019,16.7069,17.0761,4.8705,2.6513,3.10721,5.4097,1.6084,5.2528,0.3964,6.77543,2.4636,7.27387,21.2943,1.39616,2.02716,1.6112,8.8379,2.6958,3.22021,1.0449,8.16197,8.2685,1.43143,,0.492311,0.337,1.65849,2.6788
882,2012-06-01,00:00:00.00,0.0473791,1.73774,0.678798,2.0201,2.6268,12.4937,20.8,0.199728,0.519,1.64597,0.471,1.67975,3.33,0.773698,0.409,2.21128,3.54011,2.94,2.42207,0.245,8.51966,3.18,6.69644,1.08907,3.31613,1.68,2.01571,0.027,2.15617,0.657,1.90126,0.7447,1.67706,6.16143,3.9077,2.60706,1.01447,1.46244,1.2261,3.67001,7.4473,5.15325,6.4562,0.481337,0.3228,85.085,19.7085,6.74423,12.7709,15.7704,4.4174,1.9143,1.81518,4.73602,1.5404,4.70852,0.2758,5.64895,2.7496,8.21359,16.9335,0.972572,1.91766,1.5065,8.04243,2.1011,3.23371,0.9854,7.60057,6.343,1.31512,,0.484022,0.3426,1.56679,1.2318
883,2012-06-02,00:00:00.00,4.30695,15.6422,14.7613,11.4211,7.5798,18.6648,26.5,9.21779,0.936,20.2115,10.5,9.10178,3.97,28.3679,3.96,14.3807,12.3376,3.6,7.02282,0.217,16.9425,2.8,13.2399,8.31343,8.00397,1.25,5.69165,0.034,6.28907,0.6994,4.06734,0.7646,3.39486,10.9953,9.1747,6.53807,2.57134,3.55399,2.7071,5.84656,8.665,7.47469,6.7111,1.19007,2.7779,83.1423,46.1565,9.67967,6.6545,17.3475,4.2192,3.18382,4.74707,10.5101,1.4555,9.35055,0.5069,14.8633,6.1164,13.6832,30.5822,3.36247,8.372,2.5429,10.7599,2.1974,7.31013,1.498,8.20024,6.5695,3.61318,,2.60993,0.3766,3.61292,1.3762
884,2012-06-03,00:00:00.00,0.23013,27.3812,22.2117,18.7848,13.2612,29.1546,55.7,14.4387,3.05,25.8153,16.5,14.0602,6.23,28.3672,6.62,21.4642,23.5388,7.19,10.1579,0.509,24.4074,2.65,21.6944,8.59016,10.6254,1.33,7.12441,0.111,7.94095,0.9826,5.84922,1.0902,5.59269,21.3154,8.3535,11.4492,3.81727,6.14823,3.1149,6.96672,8.4101,10.9699,6.4846,1.86372,0.6315,82.3434,31.7149,12.063,10.5056,20.4177,4.6156,4.66056,5.73865,15.5997,1.9878,10.5391,1.4215,21.2343,6.0598,19.2148,23.418,3.82746,11.9249,3.398,14.1636,3.9077,8.26326,2.5004,11.4202,9.7127,5.87303,,6.33396,0.9656,6.28245,3.2564
885,2012-06-04,00:00:00.00,0.533009,14.3582,16.8687,19.8494,14.0333,36.543,51.1,8.2934,1.45,5.62538,5.09,12.3681,5.6,4.28526,3.13,14.5363,19.0123,7.15,4.67772,0.288,16.9726,2.77,18.7015,2.77258,8.4642,1.43,4.37802,0.377,5.65922,1.0534,5.18486,1.4045,5.99286,21.2557,5.7483,9.43298,3.12345,5.07544,1.8123,6.02979,7.3624,11.9262,6.4562,1.3225,0.4955,80.8458,26.6462,12.1629,13.0541,19.6884,4.3891,3.88308,3.7934,10.1681,1.7981,6.41133,1.2205,11.4939,4.7289,16.3999,16.6503,1.38582,5.0684,2.0105,13.4422,6.2014,6.14822,5.2386,17.4014,14.4699,7.70984,,8.95906,1.4866,9.02561,6.5695
886,2012-06-05,00:00:00.00,0.149409,4.76547,15.6872,19.4567,14.757,44.4686,48.4,4.25562,1.09,4.37036,3.3,12.3622,5.47,6.7686,2.19,10.3716,14.265,6.58,1.43962,0.2,16.7123,3.55,13.2911,2.50096,7.34376,2.33,3.2662,0.766,5.14277,0.9345,4.55715,1.2403,5.66998,15.1602,5.0404,6.71342,2.82716,3.48356,1.4838,6.52573,5.182,11.2983,6.4279,0.698155,0.4219,79.5573,27.3541,12.394,6.2014,18.6615,4.1909,2.72562,3.73041,5.6457,1.6764,5.67656,1.0987,7.05711,2.945,13.5407,15.4044,0.900685,2.94407,1.6707,12.5598,6.0032,7.21568,3.0299,24.2288,18.2644,8.59441,,8.67886,2.5655,11.2231,7.504
887,2012-06-06,00:00:00.00,0.0454551,3.46606,11.5388,13.4073,15.9668,52.3587,41.5,1.98717,0.915,5.23337,4.28,10.7126,5.49,4.53919,2.98,6.25727,13.879,5.63,0.614223,0.154,16.955,3.86,11.14,0.625963,5.20996,2.06,2.04936,0.407,3.66101,0.8099,3.45043,1.0506,4.92133,12.6282,4.5873,6.57355,2.9744,3.33685,1.3196,6.94716,5.3802,10.189,6.2297,0.481356,0.3766,77.9346,29.4495,12.4313,3.9644,19.1301,4.2475,1.95288,3.56112,5.11365,1.5404,5.00923,0.6796,7.02743,1.8604,13.6401,15.0646,0.660038,3.3048,1.5546,12.9603,4.9271,6.903,2.4777,26.3968,11.2701,6.4792,,4.51841,1.2743,9.38424,3.5396
888,2012-06-07,00:00:00.00,0.324582,1.35943,14.2442,9.89264,20.1092,63.9519,35.9,3.09569,0.784,1.92302,2.3,10.5342,5.06,2.54892,1.92,6.48368,11.6118,4.84,0.558844,0.127,14.4375,3.6,8.7857,0.620428,4.00267,1.43,1.33243,0.161,2.82296,0.7023,2.60802,0.9231,4.05644,10.4791,4.2475,6.0343,3.0538,3.35136,1.2714,7.07727,5.72,9.29822,6.0315,0.408877,0.3426,75.8571,25.825,11.6321,3.1149,19.3323,4.021,1.44706,3.19561,4.3723,1.4668,4.37856,0.4644,5.08509,1.0647,13.0028,14.4982,0.551469,2.46359,1.481,13.63,3.4263,6.53112,1.8123,23.7743,8.665,5.14501,,1.03851,0.8155,6.53773,2.3248
889,2012-06-08,00:00:00.00,0.0160846,1.13447,14.2254,7.39214,23.3646,76.3795,45.2,4.38842,0.975,1.03993,1.39,10.661,5.49,1.26333,1.38,6.95758,10.67,4.5,0.364961,0.115,13.3249,3.26,7.05564,0.521199,3.15037,1.04,0.802064,0.086,2.10539,0.6173,1.95211,0.8269,3.21948,9.31943,4.1343,5.50413,2.91719,3.2966,1.1836,6.88175,7.2208,8.63898,5.6351,0.31269,0.2778,74.0428,18.8024,10.0257,2.659,18.6904,3.7378,1.12384,2.67256,3.83125,1.3989,3.81607,0.3596,4.2992,0.8212,12.3885,14.1301,0.502282,2.3559,1.4725,14.341,2.4806,6.44165,1.4045,20.1022,7.3624,4.5998,,0.441655,0.5578,4.90216,1.6367
890,2012-06-09,00:00:00.00,0,0.998887,9.04214,5.11227,20.801,80.8187,36.4,2.85508,0.824,0.297295,0.99,9.63277,5.3,0.767551,1.11,5.02221,8.81029,4.95,0.247904,0.103,11.1654,3.2,5.79726,0.520937,2.4866,0.8,0.491892,0.054,1.53131,0.5409,1.44335,0.7589,2.49915,8.13376,4.0493,4.87184,2.63587,3.17252,1.1553,6.50551,6.9943,8.11279,5.2669,0.265966,0.241,72.9742,14.8097,8.69193,2.1861,17.8524,3.483,0.96619,2.26788,3.43397,1.3819,3.35539,0.2798,3.48461,0.6711,11.7047,13.6487,0.463499,1.9317,1.396,14.7928,1.8349,6.23082,1.1921,16.5361,6.343,3.99347,,0.478936,0.4332,3.8442,1.3111
891,2012-06-10,00:00:00.00,0.240755,2.82857,10.028,5.30137,18.4063,80.8846,35.2,3.59367,0.778,1.09941,0.836,8.66989,5.14,1.43618,0.966,3.98117,7.37007,4.91,0.184466,0.089,10.1739,2.94,5.39459,1.61899,2.28643,0.643,0.4647,0.036,1.17072,0.4899,1.04824,0.7023,1.88621,6.52265,3.7661,3.67701,2.25853,2.97561,1.1015,5.96528,5.9465,7.59422,4.7572,0.243491,0.25,72.5634,14.4416,7.50822,1.784,16.9924,3.2564,0.900443,1.93989,3.13977,1.2686,2.97443,0.2345,2.98009,0.6003,10.9451,13.5355,0.432902,1.83429,1.2884,14.9607,1.3819,5.94156,1.1015,14.2141,6.1164,4.17037,,1.33405,0.3851,3.7294,1.3224
892,2012-06-11,00:00:00.00,0.00396214,4.73981,9.12348,5.13859,17.2015,79.7815,38.4,4.43919,1.09,1.29221,0.681,7.70002,4.98,1.43515,0.824,3.05762,6.79326,4.33,0.150105,0.082,8.94937,2.5,5.22502,1.61901,2.2445,0.523,0.470373,0.026,0.958911,0.4616,0.779508,0.6513,1.45795,4.72919,3.6246,2.62142,1.84441,2.67313,1.0704,5.26919,3.5962,6.91178,4.3608,0.2327,0.2353,72.4586,10.817,6.64072,1.6056,16.135,2.86,0.870571,1.66333,2.91482,1.2233,2.64792,0.2016,2.60814,0.5125,9.98635,13.3372,0.408752,1.64727,1.2629,14.8824,1.1044,5.6006,0.9628,12.6566,6.3996,3.89679,,2.11535,0.4191,3.50959,1.3592
