time,date,hour,precip [mm/day],02GB007 [m3/s],02GB007 (observed) [m3/s]
65,2010-03-07,00:00:00.00,0,0.0773316,1.85
66,2010-03-08,00:00:00.00,0,0.0770755,2.19
67,2010-03-09,00:00:00.00,0,0.0768209,2.48
68,2010-03-10,00:00:00.00,0.00192949,0.0765678,2.9
69,2010-03-11,00:00:00.00,0.000193048,0.0763164,3.28
70,2010-03-12,00:00:00.00,0.12139,0.0760666,4
71,2010-03-13,00:00:00.00,2.95781,0.112612,5.2
72,2010-03-14,00:00:00.00,24.4692,0.645054,11.3
73,2010-03-15,00:00:00.00,25.5194,1.8077,40
74,2010-03-16,00:00:00.00,0.790553,2.0266,62.5
75,2010-03-17,00:00:00.00,0.00616292,0.855187,53
76,2010-03-18,00:00:00.00,0.000387571,1.9471,31.1
77,2010-03-19,00:00:00.00,0.000604746,4.45883,21.7
78,2010-03-20,00:00:00.00,0.000738626,2.70521,19.9
79,2010-03-21,00:00:00.00,0.0428356,0.24061,18.2
80,2010-03-22,00:00:00.00,0.222011,0.225579,16.6
81,2010-03-23,00:00:00.00,2.80231,0.248961,15.1
82,2010-03-24,00:00:00.00,1.14469,0.281642,13.6
83,2010-03-25,00:00:00.00,0.115455,0.257643,12.1
84,2010-03-26,00:00:00.00,0.040052,0.224231,10.8
85,2010-03-27,00:00:00.00,0.000335343,0.223328,9.55
86,2010-03-28,00:00:00.00,4e-308,0.222647,8.35
87,2010-03-29,00:00:00.00,2.52084,0.250606,7.19
88,2010-03-30,00:00:00.00,2.93398,0.330233,6.13
89,2010-03-31,00:00:00.00,1.9159e-308,0.358577,5.38
90,2010-04-01,00:00:00.00,2.92212e-308,0.280681,5.07
91,2010-04-02,00:00:00.00,0.0205091,0.225226,4.67
92,2010-04-03,00:00:00.00,0.0395137,0.224456,4.2
93,2010-04-04,00:00:00.00,0.0448938,0.224035,3.94
94,2010-04-05,00:00:00.00,0.127497,0.223649,3.8
95,2010-04-06,00:00:00.00,0.0889472,0.223297,3.52
96,2010-04-07,00:00:00.00,17.2578,0.767134,4.46
97,2010-04-08,00:00:00.00,5.60221,1.62229,8.6
98,2010-04-09,00:00:00.00,24.7243,2.13983,18.2
99,2010-04-10,00:00:00.00,0.0909205,2.54422,23.1
100,2010-04-11,00:00:00.00,0.0550061,1.56599,20.6
101,2010-04-12,00:00:00.00,0.00639822,0.383639,12.6
102,2010-04-13,00:00:00.00,1.6438e-308,0.378215,8.72
103,2010-04-14,00:00:00.00,4.2523e-308,0.379658,6.7
104,2010-04-15,00:00:00.00,3.1117e-308,0.381183,5.38
105,2010-04-16,00:00:00.00,0,0.382786,4.52
106,2010-04-17,00:00:00.00,0.0188652,0.384465,3.96
107,2010-04-18,00:00:00.00,0.0952378,0.386219,3.66
108,2010-04-19,00:00:00.00,0.0346563,0.388046,3.49
109,2010-04-20,00:00:00.00,0.000387038,0.389942,3.32
110,2010-04-21,00:00:00.00,0.101135,0.391907,3.15
111,2010-04-22,00:00:00.00,0.00261088,0.393938,2.98
112,2010-04-23,00:00:00.00,0.00308447,0.396033,2.81
113,2010-04-24,00:00:00.00,3.223e-308,0.39819,2.65
114,2010-04-25,00:00:00.00,0.000609196,0.400407,2.48
115,2010-04-26,00:00:00.00,9.51134,0.68772,2.31
116,2010-04-27,00:00:00.00,0.384766,1.0825,2.15
117,2010-04-28,00:00:00.00,0,0.824609,2
118,2010-04-29,00:00:00.00,0,0.457525,1.85
119,2010-04-30,00:00:00.00,0,0.458478,1.71
120,2010-05-01,00:00:00.00,2e-308,0.461605,1.57
121,2010-05-02,00:00:00.00,0.890973,0.464781,1.49
122,2010-05-03,00:00:00.00,0.11394,0.468004,1.64
123,2010-05-04,00:00:00.00,7.79191,0.646475,1.76
124,2010-05-05,00:00:00.00,0.0314123,0.890622,1.74
125,2010-05-06,00:00:00.00,6.91359,0.879666,1.58
126,2010-05-07,00:00:00.00,3.94231,0.894446,2.39
127,2010-05-08,00:00:00.00,4.35889,0.897685,1.72
128,2010-05-09,00:00:00.00,19.5732,1.53985,3.52
129,2010-05-10,00:00:00.00,0.00975481,2.45879,3.85
130,2010-05-11,00:00:00.00,0.00154577,1.71006,3.7
131,2010-05-12,00:00:00.00,2.88959,0.788729,3.19
132,2010-05-13,00:00:00.00,3.74001,0.869133,3.17
133,2010-05-14,00:00:00.00,6.42507,1.11184,2.83
134,2010-05-15,00:00:00.00,7.38957,1.48795,4.08
135,2010-05-16,00:00:00.00,0.00671911,1.55414,4.5
136,2010-05-17,00:00:00.00,0,1.17907,3.81
137,2010-05-18,00:00:00.00,0,0.939782,3.18
138,2010-05-19,00:00:00.00,1.35e-308,0.946231,2.65
139,2010-05-20,00:00:00.00,1.79e-308,0.954007,2.24
140,2010-05-21,00:00:00.00,3.6e-308,0.961691,1.91
141,2010-05-22,00:00:00.00,0.0359586,0.969283,1.67
142,2010-05-23,00:00:00.00,6.35333,1.09711,1.55
143,2010-05-24,00:00:00.00,0.211897,1.2685,1.88
144,2010-05-25,00:00:00.00,0,1.17629,1.57
145,2010-05-26,00:00:00.00,0,1.0396,1.43
146,2010-05-27,00:00:00.00,0,1.04611,1.29
147,2010-05-28,00:00:00.00,0.00214959,1.0533,1.16
148,2010-05-29,00:00:00.00,0.0476629,1.06037,1.05
149,2010-05-30,00:00:00.00,0.0371268,1.0673,0.95
150,2010-05-31,00:00:00.00,0.022625,1.07409,0.872
151,2010-06-01,00:00:00.00,0.0070544,1.08073,0.852
152,2010-06-02,00:00:00.00,15.4896,1.61817,2.38
153,2010-06-03,00:00:00.00,14.2574,2.84457,1.82
154,2010-06-04,00:00:00.00,20.715,3.99097,3.28
155,2010-06-05,00:00:00.00,2.65692,4.1926,5.42
156,2010-06-06,00:00:00.00,12.7326,3.44305,6.23
157,2010-06-07,00:00:00.00,27.0071,4.5514,15.2
158,2010-06-08,00:00:00.00,0.0234541,6.12747,15.3
159,2010-06-09,00:00:00.00,0.0729515,4.64559,10.1
160,2010-06-10,00:00:00.00,9.18107,3.52831,7.77
161,2010-06-11,00:00:00.00,4.08764,4.00617,6.81
162,2010-06-12,00:00:00.00,1.41306e-308,3.81028,6.36
163,2010-06-13,00:00:00.00,4.98509,3.48447,5.83
164,2010-06-14,00:00:00.00,0.969476,3.49516,5.38
165,2010-06-15,00:00:00.00,0.114683,3.48759,4.35
166,2010-06-16,00:00:00.00,0.00491072,3.47598,3.64
167,2010-06-17,00:00:00.00,11.0916,3.87762,3.65
168,2010-06-18,00:00:00.00,0.51867,4.4297,3.56
169,2010-06-19,00:00:00.00,0.00036593,4.17945,2.89
170,2010-06-20,00:00:00.00,0.142803,3.77398,2.46
171,2010-06-21,00:00:00.00,0.0472811,3.75231,2.06
172,2010-06-22,00:00:00.00,4.9751e-308,3.73032,1.71
173,2010-06-23,00:00:00.00,11.2588,4.09661,2
174,2010-06-24,00:00:00.00,0.10531,4.60979,2.72
175,2010-06-25,00:00:00.00,2.50331,4.37731,2.13
176,2010-06-26,00:00:00.00,0.00504194,3.99333,1.89
177,2010-06-27,00:00:00.00,1.55454,3.96196,1.57
178,2010-06-28,00:00:00.00,0.109259,3.93067,1.32
179,2010-06-29,00:00:00.00,11.7838,4.3197,2.06
180,2010-06-30,00:00:00.00,0.0707811,4.86948,1.71
181,2010-07-01,00:00:00.00,0.060422,4.61922,1.44
182,2010-07-02,00:00:00.00,0.0018162,4.20329,1.22
183,2010-07-03,00:00:00.00,0.0500757,4.16248,1.06
184,2010-07-04,00:00:00.00,0,4.12219,0.924
185,2010-07-05,00:00:00.00,0.00107288,4.08242,0.828
186,2010-07-06,00:00:00.00,0.00169383,4.04315,0.768
187,2010-07-07,00:00:00.00,0.0017001,4.00439,0.713
188,2010-07-08,00:00:00.00,0.0402726,3.96614,0.684
189,2010-07-09,00:00:00.00,0.0527753,3.9284,0.644
190,2010-07-10,00:00:00.00,34.7033,5.91843,1.83
191,2010-07-11,00:00:00.00,0.0494325,8.58462,1.49
192,2010-07-12,00:00:00.00,2.69499,7.42608,0.777
193,2010-07-13,00:00:00.00,5.55249,5.60338,0.699
194,2010-07-14,00:00:00.00,0.51395,5.55694,0.768
195,2010-07-15,00:00:00.00,0.0133556,5.47126,0.676
196,2010-07-16,00:00:00.00,0.00491966,5.38087,0.618
197,2010-07-17,00:00:00.00,9.7918,5.55037,0.746
198,2010-07-18,00:00:00.00,2.35625,5.84345,3.64
199,2010-07-19,00:00:00.00,0.0684929,5.68217,9.46
200,2010-07-20,00:00:00.00,5.38595,5.431,2.91
201,2010-07-21,00:00:00.00,0.0494566,5.38156,1.48
202,2010-07-22,00:00:00.00,0.0313231,5.29885,1.04
203,2010-07-23,00:00:00.00,0.0145972,5.21243,0.86
204,2010-07-24,00:00:00.00,14.4529,5.74017,1.89
205,2010-07-25,00:00:00.00,14.5803,7.29954,2.13
206,2010-07-26,00:00:00.00,0.359813,7.82938,1.48
207,2010-07-27,00:00:00.00,7.7363e-308,6.80873,1.48
208,2010-07-28,00:00:00.00,0,6.18313,1.47
209,2010-07-29,00:00:00.00,25.9531,7.70138,2.05
210,2010-07-30,00:00:00.00,0.328636,9.75416,8.01
211,2010-07-31,00:00:00.00,0.0328629,8.88091,4.03
212,2010-08-01,00:00:00.00,0.0912172,7.43922,2.17
213,2010-08-02,00:00:00.00,0.0145148,7.24832,1.54
214,2010-08-03,00:00:00.00,0.00500216,7.06796,1.28
215,2010-08-04,00:00:00.00,0.00364771,6.89727,1.08
216,2010-08-05,00:00:00.00,0.00199361,6.73546,0.907
217,2010-08-06,00:00:00.00,0.116182,6.58184,0.969
218,2010-08-07,00:00:00.00,0.0169814,6.43577,1.19
219,2010-08-08,00:00:00.00,0.0752704,6.29669,0.749
220,2010-08-09,00:00:00.00,0.612051,6.16408,0.639
221,2010-08-10,00:00:00.00,13.396,6.6135,0.618
222,2010-08-11,00:00:00.00,0.302633,7.28795,1.57
223,2010-08-12,00:00:00.00,0.0174086,6.94783,1.23
224,2010-08-13,00:00:00.00,0.189489,6.37711,0.81
225,2010-08-14,00:00:00.00,0.166721,6.23981,0.65
226,2010-08-15,00:00:00.00,0.00248587,6.10888,0.563
227,2010-08-16,00:00:00.00,0.374373,5.98387,0.522
228,2010-08-17,00:00:00.00,0.0553437,5.86437,0.53
229,2010-08-18,00:00:00.00,0.0478227,5.75,0.487
230,2010-08-19,00:00:00.00,0.00243588,5.64043,0.448
231,2010-08-20,00:00:00.00,7.243e-308,5.53533,0.444
232,2010-08-21,00:00:00.00,0.00260106,5.43444,0.433
233,2010-08-22,00:00:00.00,5.07196,5.38041,0.452
234,2010-08-23,00:00:00.00,29.3275,7.28997,4.32
235,2010-08-24,00:00:00.00,2.73448,9.6695,2.18
236,2010-08-25,00:00:00.00,0.305778,8.57806,1.14
237,2010-08-26,00:00:00.00,0.00729737,6.93519,0.85
238,2010-08-27,00:00:00.00,0.00123305,6.76764,0.705
239,2010-08-28,00:00:00.00,0,6.60881,0.618
240,2010-08-29,00:00:00.00,0,6.45802,0.548
241,2010-08-30,00:00:00.00,0,6.31465,0.507
242,2010-08-31,00:00:00.00,0.000974616,6.17813,0.478
243,2010-09-01,00:00:00.00,0.00187157,6.04798,0.45
244,2010-09-02,00:00:00.00,0.000861006,5.92374,0.428
245,2010-09-03,00:00:00.00,0.818325,5.805,0.405
246,2010-09-04,00:00:00.00,11.1323,6.12548,0.42
247,2010-09-05,00:00:00.00,4.42313,6.7696,0.47
248,2010-09-06,00:00:00.00,1.96839,6.57453,0.51
249,2010-09-07,00:00:00.00,0.290998,6.04995,0.55
250,2010-09-08,00:00:00.00,0.0207138,5.925,0.53
251,2010-09-09,00:00:00.00,1.85304,5.80561,0.5
252,2010-09-10,00:00:00.00,0.576929,5.69141,0.449
253,2010-09-11,00:00:00.00,0.0897876,5.58204,0.452
254,2010-09-12,00:00:00.00,0.0624749,5.4772,0.448
255,2010-09-13,00:00:00.00,4.88012,5.44345,0.552
256,2010-09-14,00:00:00.00,2.22467,5.42363,0.517
257,2010-09-15,00:00:00.00,0.00316372,5.33764,0.469
258,2010-09-16,00:00:00.00,0.00293718,5.24233,0.421
259,2010-09-17,00:00:00.00,23.4262,6.57152,0.938
260,2010-09-18,00:00:00.00,0.399167,8.37959,1.85
261,2010-09-19,00:00:00.00,0.107116,7.59651,0.966
262,2010-09-20,00:00:00.00,0.163721,6.31033,0.768
263,2010-09-21,00:00:00.00,0.0957075,6.17189,0.634
264,2010-09-22,00:00:00.00,0.32473,6.04001,0.55
265,2010-09-23,00:00:00.00,5.07512,5.98795,0.568
266,2010-09-24,00:00:00.00,0.419792,5.95217,0.705
267,2010-09-25,00:00:00.00,0.0878365,5.8442,0.567
268,2010-09-26,00:00:00.00,0.369492,5.72707,0.499
269,2010-09-27,00:00:00.00,0.056646,5.615,0.475
270,2010-09-28,00:00:00.00,4.86634,5.59321,0.509
271,2010-09-29,00:00:00.00,26.9131,7.56647,1.42
272,2010-09-30,00:00:00.00,0.175582,9.85797,3.06
273,2010-10-01,00:00:00.00,0.00011839,8.71733,2.15
274,2010-10-02,00:00:00.00,2e-308,7.13236,1.65
275,2010-10-03,00:00:00.00,6.04586,7.11678,1.19
276,2010-10-04,00:00:00.00,2.59712,7.30759,1.77
277,2010-10-05,00:00:00.00,0.698998,7.20475,2.36
278,2010-10-06,00:00:00.00,8.07249,7.23553,2.29
279,2010-10-07,00:00:00.00,7.14407,8.01318,4.49
280,2010-10-08,00:00:00.00,0.119965,8.16584,3.96
281,2010-10-09,00:00:00.00,0.0375456,7.54363,3.13
282,2010-10-10,00:00:00.00,2.47432e-308,7.20479,2.38
283,2010-10-11,00:00:00.00,0.0346736,7.02069,1.96
284,2010-10-12,00:00:00.00,3.34269,6.90581,1.82
285,2010-10-13,00:00:00.00,1.61696,6.81256,2.18
286,2010-10-14,00:00:00.00,0.174423,6.66593,2.01
287,2010-10-15,00:00:00.00,31.808,8.96732,5.07
288,2010-10-16,00:00:00.00,0.0545352,12.033,7.63
289,2010-10-17,00:00:00.00,5.53865e-308,10.7862,5.71
290,2010-10-18,00:00:00.00,0.00315418,8.7116,4.18
291,2010-10-19,00:00:00.00,0.000109814,8.43647,3.36
292,2010-10-20,00:00:00.00,0.00566151,8.17983,2.81
293,2010-10-21,00:00:00.00,0.062347,7.93983,2.39
294,2010-10-22,00:00:00.00,5.87203,7.90783,2.44
295,2010-10-23,00:00:00.00,0.418193,8.00349,2.71
296,2010-10-24,00:00:00.00,1.66238,7.83199,2.73
297,2010-10-25,00:00:00.00,2.59546,7.5919,2.66
298,2010-10-26,00:00:00.00,3.08774,7.50241,2.83
299,2010-10-27,00:00:00.00,6.04824,7.65852,2.99
300,2010-10-28,00:00:00.00,2.13758,7.82712,3.65
301,2010-10-29,00:00:00.00,0.373332,7.59345,3.59
302,2010-10-30,00:00:00.00,0.698111,7.28419,3.31
303,2010-10-31,00:00:00.00,0,7.09825,2.81
304,2010-11-01,00:00:00.00,0.0033139,6.92253,2.46
305,2010-11-02,00:00:00.00,1.91448e-308,6.75619,2.21
306,2010-11-03,00:00:00.00,0.129147,6.59846,1.99
307,2010-11-04,00:00:00.00,0.410277,6.44867,1.87
308,2010-11-05,00:00:00.00,1.89231,6.33709,1.74
309,2010-11-06,00:00:00.00,8.39209,6.65421,1.97
310,2010-11-07,00:00:00.00,0.0687259,7.04436,2.06
311,2010-11-08,00:00:00.00,2.75108e-308,6.75421,1.86
312,2010-11-09,00:00:00.00,0.0325038,6.3587,1.83
313,2010-11-10,00:00:00.00,0.0290903,6.22019,1.72
314,2010-11-11,00:00:00.00,0.0023377,6.0882,1.61
315,2010-11-12,00:00:00.00,0.000143884,5.96224,1.59
316,2010-11-13,00:00:00.00,0.00121188,5.84191,1.46
317,2010-11-14,00:00:00.00,0.00743407,5.72681,1.44
318,2010-11-15,00:00:00.00,0.746605,5.61659,1.41
319,2010-11-16,00:00:00.00,0.012648,5.51093,1.39
320,2010-11-17,00:00:00.00,2.44835,5.45565,1.41
321,2010-11-18,00:00:00.00,19.9325,6.807,3.95
322,2010-11-19,00:00:00.00,0.283673,8.45095,4.46
323,2010-11-20,00:00:00.00,0.0087456,7.63856,4.41
324,2010-11-21,00:00:00.00,0.0362804,6.46287,3.96
325,2010-11-22,00:00:00.00,0.0106553,6.31802,3.48
326,2010-11-23,00:00:00.00,5.59238,6.35992,3.28
327,2010-11-24,00:00:00.00,7.08984,7.00785,7.11
328,2010-11-25,00:00:00.00,0.0253427,7.32552,8.64
329,2010-11-26,00:00:00.00,1.75519,6.84164,6.83
330,2010-11-27,00:00:00.00,10.8218,6.7395,8.53
331,2010-11-28,00:00:00.00,0.58827,6.90977,8.66
332,2010-11-29,00:00:00.00,0.0773506,6.71881,6.71
333,2010-11-30,00:00:00.00,0.0539222,6.44762,5.43
334,2010-12-01,00:00:00.00,14.2254,7.21531,5.78
335,2010-12-02,00:00:00.00,15.0311,9.83868,14.8
336,2010-12-03,00:00:00.00,0.108542,11.0813,17.6
337,2010-12-04,00:00:00.00,0.136499,9.48257,14.2
338,2010-12-05,00:00:00.00,0.0716317,8.29486,10.2
339,2010-12-06,00:00:00.00,0.0302903,8.04697,7.49
340,2010-12-07,00:00:00.00,2.50599,7.8149,5.89
341,2010-12-08,00:00:00.00,0.85807,7.59716,4.77
342,2010-12-09,00:00:00.00,0.480512,7.39242,4.04
343,2010-12-10,00:00:00.00,0.0979043,7.19954,3.96
344,2010-12-11,00:00:00.00,0.247278,7.01747,3.65
345,2010-12-12,00:00:00.00,0.226061,6.84532,3.06
346,2010-12-13,00:00:00.00,12.6299,7.01898,3.05
347,2010-12-14,00:00:00.00,4.87404,7.35419,4.06
348,2010-12-15,00:00:00.00,0.485686,7.12559,2.99
349,2010-12-16,00:00:00.00,0.381504,6.73828,2.93
350,2010-12-17,00:00:00.00,0.223104,6.58071,2.84
351,2010-12-18,00:00:00.00,0.630963,6.43109,2.8
352,2010-12-19,00:00:00.00,0.0700438,6.2888,2.53
353,2010-12-20,00:00:00.00,0.247587,6.15331,2.34
354,2010-12-21,00:00:00.00,0.107495,6.02412,2.19
355,2010-12-22,00:00:00.00,0.00506396,5.90078,2.06
356,2010-12-23,00:00:00.00,0.00817621,5.78288,1.99
357,2010-12-24,00:00:00.00,0.0216418,5.67006,1.95
358,2010-12-25,00:00:00.00,0.0658927,5.56198,1.85
359,2010-12-26,00:00:00.00,0.0148114,5.45832,1.76
360,2010-12-27,00:00:00.00,0.0573586,5.35883,1.69
361,2010-12-28,00:00:00.00,0.00641805,5.26322,1.55
362,2010-12-29,00:00:00.00,0.0690193,5.17127,1.59
363,2010-12-30,00:00:00.00,0.181714,5.08276,1.6
364,2010-12-31,00:00:00.00,0.247918,4.99749,1.56
365,2011-01-01,00:00:00.00,1.84311,4.94476,1.61
366,2011-01-02,00:00:00.00,6.06756,5.18889,2.82
367,2011-01-03,00:00:00.00,0.148523,5.45057,5.97
368,2011-01-04,00:00:00.00,0.309362,5.24284,4.6
369,2011-01-05,00:00:00.00,3.09907,4.99232,5.53
370,2011-01-06,00:00:00.00,1.02984,4.9166,3.82
371,2011-01-07,00:00:00.00,1.59302,4.83773,2.51
372,2011-01-08,00:00:00.00,1.20925,4.76049,2.44
373,2011-01-09,00:00:00.00,0.98318,4.68588,2.11
374,2011-01-10,00:00:00.00,0.0245786,4.61375,1.81
375,2011-01-11,00:00:00.00,0.0169683,4.54398,1.59
376,2011-01-12,00:00:00.00,1.65947,4.47644,1.44
377,2011-01-13,00:00:00.00,14.617,4.41102,1.34
378,2011-01-14,00:00:00.00,0.93956,4.34763,1.27
379,2011-01-15,00:00:00.00,0.34155,4.28615,1.22
380,2011-01-16,00:00:00.00,10.2527,4.22649,1.18
381,2011-01-17,00:00:00.00,0.572519,4.16858,1.15
382,2011-01-18,00:00:00.00,0.0475102,4.11233,1.13
383,2011-01-19,00:00:00.00,0.73094,4.05767,1.21
384,2011-01-20,00:00:00.00,0.376598,4.00452,1.19
385,2011-01-21,00:00:00.00,0.56714,3.95282,1.19
386,2011-01-22,00:00:00.00,3.24141,3.9025,1.15
387,2011-01-23,00:00:00.00,1.07513,3.85351,1.13
388,2011-01-24,00:00:00.00,1.35694,3.8058,1.12
389,2011-01-25,00:00:00.00,1.46261,3.7593,1.1
390,2011-01-26,00:00:00.00,1.67902,3.71397,1.11
391,2011-01-27,00:00:00.00,0.0340109,3.66976,1.15
392,2011-01-28,00:00:00.00,0.380878,3.62664,1.18
393,2011-01-29,00:00:00.00,0.996892,3.58455,1.18
394,2011-01-30,00:00:00.00,1.99204,3.54345,1.16
395,2011-01-31,00:00:00.00,0.182898,3.50332,1.12
396,2011-02-01,00:00:00.00,0.0490635,3.46411,1.08
397,2011-02-02,00:00:00.00,2.09487,3.42579,1.05
398,2011-02-03,00:00:00.00,17.7004,3.38833,1.04
399,2011-02-04,00:00:00.00,0.329261,3.3517,1.05
400,2011-02-05,00:00:00.00,2.48388e-308,3.31586,1.07
401,2011-02-06,00:00:00.00,2.25785,3.2808,1.12
402,2011-02-07,00:00:00.00,4.33227,3.24648,1.16
403,2011-02-08,00:00:00.00,0.418496,3.21288,1.16
404,2011-02-09,00:00:00.00,0.207575,3.17998,1.12
405,2011-02-10,00:00:00.00,0.0176422,3.14774,1.05
406,2011-02-11,00:00:00.00,0.0136838,3.11616,1
407,2011-02-12,00:00:00.00,0.285619,3.08521,0.974
408,2011-02-13,00:00:00.00,2.4585,3.05487,0.993
409,2011-02-14,00:00:00.00,1.56856,3.02513,1.05
410,2011-02-15,00:00:00.00,0.455126,2.99595,1.12
411,2011-02-16,00:00:00.00,0.014994,2.96733,1.18
412,2011-02-17,00:00:00.00,0.0795938,2.93925,1.31
413,2011-02-18,00:00:00.00,0.412927,2.91169,1.65
414,2011-02-19,00:00:00.00,0.0360572,2.88464,9.44
415,2011-02-20,00:00:00.00,0.370299,2.85808,21.6
416,2011-02-21,00:00:00.00,0.0034726,2.832,20.6
417,2011-02-22,00:00:00.00,9.04192,2.80639,16.1
418,2011-02-23,00:00:00.00,0.358243,2.78122,10.1
419,2011-02-24,00:00:00.00,0.00191279,2.7565,6.68
420,2011-02-25,00:00:00.00,1.51047,2.7322,5.41
421,2011-02-26,00:00:00.00,3.57571,2.70832,4.72
422,2011-02-27,00:00:00.00,2.32423,2.68484,4.1
423,2011-02-28,00:00:00.00,4.37573,2.66376,3.76
424,2011-03-01,00:00:00.00,17.325,3.00796,9.31
425,2011-03-02,00:00:00.00,0.00615779,3.49517,17.1
426,2011-03-03,00:00:00.00,0.0520525,3.25601,16.6
427,2011-03-04,00:00:00.00,0.0412955,2.86982,11.9
428,2011-03-05,00:00:00.00,2.71082,2.84312,7.97
429,2011-03-06,00:00:00.00,21.983,3.81564,9.53
430,2011-03-07,00:00:00.00,7.46275,5.2369,24.2
431,2011-03-08,00:00:00.00,0.00552901,4.62803,24.4
432,2011-03-09,00:00:00.00,0.000161925,3.56212,19.8
433,2011-03-10,00:00:00.00,11.397,3.60382,15.4
434,2011-03-11,00:00:00.00,11.7233,4.29497,29.5
435,2011-03-12,00:00:00.00,19.3278,5.59886,49.3
436,2011-03-13,00:00:00.00,0.64171,5.92168,59.4
437,2011-03-14,00:00:00.00,0.170128,5.02655,43.9
438,2011-03-15,00:00:00.00,0.0113005,4.44963,23.4
439,2011-03-16,00:00:00.00,0.0692973,4.38092,15.3
440,2011-03-17,00:00:00.00,6.12205,4.41712,15.1
441,2011-03-18,00:00:00.00,0.0118018,4.53281,17.4
442,2011-03-19,00:00:00.00,0.00163783,4.4666,18.6
