time,date,hour,precip [mm/day],02GB001 [m3/s],02GB001 (observed) [m3/s]
57,2010-02-27,00:00:00.00,8.51332,1.09841,23
58,2010-02-28,00:00:00.00,2.33149,1.29754,24.1
59,2010-03-01,00:00:00.00,0.314318,1.15231,25.6
60,2010-03-02,00:00:00.00,0.0242725,0.950143,26.2
61,2010-03-03,00:00:00.00,0.000653301,0.94605,25.6
62,2010-03-04,00:00:00.00,0.0010659,0.943115,26.1
63,2010-03-05,00:00:00.00,0.000155498,0.940196,25.5
64,2010-03-06,00:00:00.00,0.000226038,0.937293,25.1
65,2010-03-07,00:00:00.00,0.000815028,0.934405,24.8
66,2010-03-08,00:00:00.00,0.000167751,0.931533,27.8
67,2010-03-09,00:00:00.00,3.21439e-06,0.928674,31.2
68,2010-03-10,00:00:00.00,0.00182756,0.925829,36.6
69,2010-03-11,00:00:00.00,0.000861631,0.923003,46.3
70,2010-03-12,00:00:00.00,0.150568,0.920194,58.6
71,2010-03-13,00:00:00.00,2.19101,1.14324,117
72,2010-03-14,00:00:00.00,13.6091,5.02286,227
73,2010-03-15,00:00:00.00,16.2869,14.0317,359
74,2010-03-16,00:00:00.00,0.530471,16.1954,404
75,2010-03-17,00:00:00.00,0.0016491,7.1656,363
76,2010-03-18,00:00:00.00,0.000207117,1.28989,283
77,2010-03-19,00:00:00.00,0.000308758,1.25163,226
78,2010-03-20,00:00:00.00,0.0001317,29.586,144
79,2010-03-21,00:00:00.00,0.104076,69.0766,107
80,2010-03-22,00:00:00.00,0.289419,42.145,92.4
81,2010-03-23,00:00:00.00,3.58225,4.46663,81.4
82,2010-03-24,00:00:00.00,0.714283,5.26932,71.2
83,2010-03-25,00:00:00.00,0.0816577,4.24064,63.7
84,2010-03-26,00:00:00.00,0.0104989,2.80263,59.8
85,2010-03-27,00:00:00.00,0.00063333,2.78329,54.6
86,2010-03-28,00:00:00.00,0.000358406,2.77254,47.9
87,2010-03-29,00:00:00.00,3.55993,3.36957,45.5
88,2010-03-30,00:00:00.00,5.50974,6.03381,49.3
89,2010-03-31,00:00:00.00,0.000871201,7.9777,49.7
90,2010-04-01,00:00:00.00,4.78304e-05,5.39251,44.9
91,2010-04-02,00:00:00.00,0.015574,2.90695,42
92,2010-04-03,00:00:00.00,0.00912735,2.88451,38.5
93,2010-04-04,00:00:00.00,0.149984,2.8767,37
94,2010-04-05,00:00:00.00,0.238172,2.86932,36.5
95,2010-04-06,00:00:00.00,0.215334,2.86237,35.3
96,2010-04-07,00:00:00.00,12.9511,8.00828,41.9
97,2010-04-08,00:00:00.00,2.51616,15.1213,51.9
98,2010-04-09,00:00:00.00,23.3163,21.0309,85.4
99,2010-04-10,00:00:00.00,0.272408,29.0671,154
100,2010-04-11,00:00:00.00,0.0511134,18.7819,134
101,2010-04-12,00:00:00.00,0.916157,4.3261,96.6
102,2010-04-13,00:00:00.00,0.000235623,4.24922,73.2
103,2010-04-14,00:00:00.00,0.00028611,4.25619,59.7
104,2010-04-15,00:00:00.00,0.00105962,4.26405,50.3
105,2010-04-16,00:00:00.00,0.00064601,4.27279,45.4
106,2010-04-17,00:00:00.00,0.148867,4.28238,42.4
107,2010-04-18,00:00:00.00,0.350113,4.2928,38
108,2010-04-19,00:00:00.00,0.573856,4.30405,35
109,2010-04-20,00:00:00.00,0.000177256,4.3161,33.7
110,2010-04-21,00:00:00.00,0.00804554,4.32894,31.9
111,2010-04-22,00:00:00.00,0.000657913,4.34255,31
112,2010-04-23,00:00:00.00,0.000303553,4.35692,29.8
113,2010-04-24,00:00:00.00,1.20611e-05,4.37202,29.8
114,2010-04-25,00:00:00.00,0.00661056,4.38783,28.3
115,2010-04-26,00:00:00.00,10.0279,8.32711,29.1
116,2010-04-27,00:00:00.00,0.466842,13.7521,34.2
117,2010-04-28,00:00:00.00,0.000437567,10.1335,31.7
118,2010-04-29,00:00:00.00,0.000116017,5.00384,29.2
119,2010-04-30,00:00:00.00,0.000422657,4.99952,27.2
120,2010-05-01,00:00:00.00,0.00984512,5.02549,26.3
121,2010-05-02,00:00:00.00,2.46589,5.05215,25.9
122,2010-05-03,00:00:00.00,0.642885,5.07947,26.2
123,2010-05-04,00:00:00.00,14.7609,11.1852,28.7
124,2010-05-05,00:00:00.00,0.387761,19.583,33.1
125,2010-05-06,00:00:00.00,9.66695,17.551,33.8
126,2010-05-07,00:00:00.00,0.913813,14.4976,35.7
127,2010-05-08,00:00:00.00,10.9018,16.1325,32.4
128,2010-05-09,00:00:00.00,21.5207,29.9,75.9
129,2010-05-10,00:00:00.00,0.33133,41.623,166
130,2010-05-11,00:00:00.00,0.00483483,25.4335,138
131,2010-05-12,00:00:00.00,3.01693,11.2956,93.1
132,2010-05-13,00:00:00.00,1.81529,11.8478,67.2
133,2010-05-14,00:00:00.00,10.7257,16.7844,52
134,2010-05-15,00:00:00.00,3.81265,24.0306,55.3
135,2010-05-16,00:00:00.00,0.0285075,20.5255,74.1
136,2010-05-17,00:00:00.00,0.000499,13.872,72.8
137,2010-05-18,00:00:00.00,0.00214908,13.2847,55.2
138,2010-05-19,00:00:00.00,0.0204806,13.4014,44.3
139,2010-05-20,00:00:00.00,0.00104365,13.5206,36.9
140,2010-05-21,00:00:00.00,0.0016421,13.6386,33.7
141,2010-05-22,00:00:00.00,0.0109463,13.7552,31.4
142,2010-05-23,00:00:00.00,2.76852,13.8702,29.3
143,2010-05-24,00:00:00.00,0.366451,13.9838,29.3
144,2010-05-25,00:00:00.00,0.00032306,14.0956,27.8
145,2010-05-26,00:00:00.00,0.000552845,14.2057,26.6
146,2010-05-27,00:00:00.00,0.00197252,14.314,25.3
147,2010-05-28,00:00:00.00,0.275396,14.4204,24.2
148,2010-05-29,00:00:00.00,0.176292,14.525,23.3
149,2010-05-30,00:00:00.00,0.127569,14.6276,22.4
150,2010-05-31,00:00:00.00,0.00235501,14.7282,21.6
151,2010-06-01,00:00:00.00,0.051784,14.8267,21.8
152,2010-06-02,00:00:00.00,7.16655,16.9159,25.4
153,2010-06-03,00:00:00.00,20.8662,30.7774,24.4
154,2010-06-04,00:00:00.00,12.3857,50.3683,31.5
155,2010-06-05,00:00:00.00,0.777879,47.6253,47.5
156,2010-06-06,00:00:00.00,7.50753,32.9014,44.4
157,2010-06-07,00:00:00.00,23.5905,45.0434,68.1
158,2010-06-08,00:00:00.00,0.00665844,63.9704,75
159,2010-06-09,00:00:00.00,0.00993293,50.1995,71.1
160,2010-06-10,00:00:00.00,10.98,39.8756,59
161,2010-06-11,00:00:00.00,4.69945,48.9514,66
162,2010-06-12,00:00:00.00,0.0306566,45.9926,63.1
163,2010-06-13,00:00:00.00,3.54441,39.3822,56.8
164,2010-06-14,00:00:00.00,0.604035,38.7892,47.7
165,2010-06-15,00:00:00.00,0.578108,38.7919,43.7
166,2010-06-16,00:00:00.00,0.00502074,38.7837,38.3
167,2010-06-17,00:00:00.00,12.2625,45.2822,39.2
168,2010-06-18,00:00:00.00,0.203307,54.0805,41.6
169,2010-06-19,00:00:00.00,0.012475,49.9641,36.6
170,2010-06-20,00:00:00.00,0.112135,43.4923,33.8
171,2010-06-21,00:00:00.00,0.0360972,43.3637,34.4
172,2010-06-22,00:00:00.00,1.15722e-05,43.2273,29.8
173,2010-06-23,00:00:00.00,11.9392,48.8889,29.7
174,2010-06-24,00:00:00.00,0.221548,56.6754,35.6
175,2010-06-25,00:00:00.00,13.344,60.4092,31.3
176,2010-06-26,00:00:00.00,0.322857,64.5498,36.1
177,2010-06-27,00:00:00.00,7.82059,62.4912,57.9
178,2010-06-28,00:00:00.00,0.198223,58.8042,70.5
179,2010-06-29,00:00:00.00,26.4801,78.018,143
180,2010-06-30,00:00:00.00,0.0489353,103.001,270
181,2010-07-01,00:00:00.00,0.00569632,91.2362,201
182,2010-07-02,00:00:00.00,0.0292254,72.339,102
183,2010-07-03,00:00:00.00,0.00604157,71.2921,56.6
184,2010-07-04,00:00:00.00,8.27572e-06,70.2741,37.2
185,2010-07-05,00:00:00.00,0.000959666,69.2839,31.5
186,2010-07-06,00:00:00.00,0.00292165,68.3202,28.4
187,2010-07-07,00:00:00.00,0.00500989,67.3819,26.7
188,2010-07-08,00:00:00.00,0.100806,66.4681,24.8
189,2010-07-09,00:00:00.00,1.45498,65.5777,23.7
190,2010-07-10,00:00:00.00,29.3931,89.0346,27.2
191,2010-07-11,00:00:00.00,0.00673235,120.448,44.8
192,2010-07-12,00:00:00.00,1.15519,107.17,47.3
193,2010-07-13,00:00:00.00,7.94674,87.553,39.4
194,2010-07-14,00:00:00.00,0.370432,89.1503,30.5
195,2010-07-15,00:00:00.00,0.0343682,87.4857,28.1
196,2010-07-16,00:00:00.00,1.22366,84.5432,25.9
197,2010-07-17,00:00:00.00,12.8064,89.9995,31.3
198,2010-07-18,00:00:00.00,0.408506,98.25,36.9
199,2010-07-19,00:00:00.00,0.0929557,94,32.5
200,2010-07-20,00:00:00.00,6.77953,88.1976,31.6
201,2010-07-21,00:00:00.00,0.0730645,87.9778,30.6
202,2010-07-22,00:00:00.00,0.855425,86.3578,28.4
203,2010-07-23,00:00:00.00,0.00767437,84.4639,26.1
204,2010-07-24,00:00:00.00,33.7389,114.971,53.1
205,2010-07-25,00:00:00.00,10.7572,164.072,105
206,2010-07-26,00:00:00.00,0.116564,155.471,137
207,2010-07-27,00:00:00.00,0.000156957,124.147,103
208,2010-07-28,00:00:00.00,0.0262847,117.282,90.6
209,2010-07-29,00:00:00.00,7.84792,116.033,83.5
210,2010-07-30,00:00:00.00,0.0761502,115.751,64.3
211,2010-07-31,00:00:00.00,0.0127818,112.732,45.3
212,2010-08-01,00:00:00.00,0.589544,109.023,36.7
213,2010-08-02,00:00:00.00,0.309535,105.96,35.2
214,2010-08-03,00:00:00.00,0.0577134,103.081,33.4
215,2010-08-04,00:00:00.00,0.0416681,100.371,32
216,2010-08-05,00:00:00.00,0.386717,97.8136,27.5
217,2010-08-06,00:00:00.00,0.274227,95.3968,26.7
218,2010-08-07,00:00:00.00,0.151959,93.1086,25.5
219,2010-08-08,00:00:00.00,0.234758,90.9387,24.6
220,2010-08-09,00:00:00.00,4.30555,89.1646,24.2
221,2010-08-10,00:00:00.00,8.5026,90.7685,26
222,2010-08-11,00:00:00.00,1.39249,93.1348,29.4
223,2010-08-12,00:00:00.00,0.142485,90.5281,26.9
224,2010-08-13,00:00:00.00,0.029138,86.9155,25.3
225,2010-08-14,00:00:00.00,0.0106341,85.0388,24.4
226,2010-08-15,00:00:00.00,0.326843,83.2494,24.2
227,2010-08-16,00:00:00.00,0.834332,81.5409,23.8
228,2010-08-17,00:00:00.00,1.7265,79.9079,23.7
229,2010-08-18,00:00:00.00,0.010563,78.3451,23.1
230,2010-08-19,00:00:00.00,0.00324234,76.8478,22.7
231,2010-08-20,00:00:00.00,0.924183,75.4118,22.6
232,2010-08-21,00:00:00.00,0.0756713,74.0333,22.2
233,2010-08-22,00:00:00.00,1.63562,72.7086,24.3
234,2010-08-23,00:00:00.00,15.1625,81.2165,33.3
235,2010-08-24,00:00:00.00,2.61182,93.3237,31.2
236,2010-08-25,00:00:00.00,0.20617,87.7211,26.5
237,2010-08-26,00:00:00.00,0.0416131,78.3902,25
238,2010-08-27,00:00:00.00,0.0284033,76.8662,24.3
239,2010-08-28,00:00:00.00,0.00167785,75.4058,23.4
240,2010-08-29,00:00:00.00,0.0145864,74.005,22.8
241,2010-08-30,00:00:00.00,0,72.66,22.4
242,2010-08-31,00:00:00.00,0.0206433,71.3672,22
243,2010-09-01,00:00:00.00,0.016626,70.1236,21.8
244,2010-09-02,00:00:00.00,0.00247774,68.9263,21.5
245,2010-09-03,00:00:00.00,4.15281,68.0584,22.4
246,2010-09-04,00:00:00.00,12.9988,75.4231,31.4
247,2010-09-05,00:00:00.00,6.40793,88.6339,35.3
248,2010-09-06,00:00:00.00,3.29399,87.368,33
249,2010-09-07,00:00:00.00,0.947653,78.2559,28.1
250,2010-09-08,00:00:00.00,0.284677,75.2504,26.4
251,2010-09-09,00:00:00.00,3.20749,74.0773,25.5
252,2010-09-10,00:00:00.00,1.43976,72.998,25
253,2010-09-11,00:00:00.00,0.595837,71.7143,24.7
254,2010-09-12,00:00:00.00,0.168113,70.4344,24.1
255,2010-09-13,00:00:00.00,4.52998,69.9688,24.7
256,2010-09-14,00:00:00.00,2.01113,69.6644,24.6
257,2010-09-15,00:00:00.00,0.0172979,68.6048,24
258,2010-09-16,00:00:00.00,0.0962384,67.4393,23
259,2010-09-17,00:00:00.00,22.9103,84.577,28.8
260,2010-09-18,00:00:00.00,0.171893,107.913,43.1
261,2010-09-19,00:00:00.00,0.452809,97.7575,30.6
262,2010-09-20,00:00:00.00,0.217367,81.107,28.7
263,2010-09-21,00:00:00.00,0.11963,79.409,26.3
264,2010-09-22,00:00:00.00,0.0929321,77.7878,25.5
265,2010-09-23,00:00:00.00,8.13737,79.5114,25.4
266,2010-09-24,00:00:00.00,0.0850678,82.9604,25.8
267,2010-09-25,00:00:00.00,0.392446,80.783,24.6
268,2010-09-26,00:00:00.00,1.72248,76.8986,24.1
269,2010-09-27,00:00:00.00,0.294769,75.3847,23.9
270,2010-09-28,00:00:00.00,2.7699,74.2676,23.7
271,2010-09-29,00:00:00.00,35.6747,107.935,31.9
272,2010-09-30,00:00:00.00,0.302713,151.378,53.1
273,2010-10-01,00:00:00.00,0.0113829,132.989,52.3
274,2010-10-02,00:00:00.00,0.0937315,103.707,51.5
275,2010-10-03,00:00:00.00,4.5094,102.388,46.8
276,2010-10-04,00:00:00.00,0.503178,101.447,46.5
277,2010-10-05,00:00:00.00,0.340618,98.9868,40.6
278,2010-10-06,00:00:00.00,1.39989,96.3732,37.9
279,2010-10-07,00:00:00.00,6.07162,96.1058,43.8
280,2010-10-08,00:00:00.00,0.142883,97.3293,41
281,2010-10-09,00:00:00.00,0.0278874,95.2897,38.2
282,2010-10-10,00:00:00.00,0.000653063,91.8876,36.3
283,2010-10-11,00:00:00.00,0.00966301,89.6682,34.5
284,2010-10-12,00:00:00.00,1.39385,87.5644,32.7
285,2010-10-13,00:00:00.00,0.524805,85.5671,28.5
286,2010-10-14,00:00:00.00,0.357759,83.668,27.6
287,2010-10-15,00:00:00.00,22.0823,102.022,42.2
288,2010-10-16,00:00:00.00,0.0266942,127.027,48.2
289,2010-10-17,00:00:00.00,0.000123607,116.219,41.7
290,2010-10-18,00:00:00.00,0.0036461,98.3627,37.5
291,2010-10-19,00:00:00.00,0.067554,95.7931,34.3
292,2010-10-20,00:00:00.00,0.168652,93.3679,32.2
293,2010-10-21,00:00:00.00,0.043231,91.0748,31.4
294,2010-10-22,00:00:00.00,8.65077,94.5435,34.8
295,2010-10-23,00:00:00.00,1.20145,100.542,34.5
296,2010-10-24,00:00:00.00,5.69785,99.3239,33.7
297,2010-10-25,00:00:00.00,7.78524,104.18,35.1
298,2010-10-26,00:00:00.00,0.907786,108.641,39.2
299,2010-10-27,00:00:00.00,7.50492,105.598,40.9
300,2010-10-28,00:00:00.00,1.39149,106.295,46.5
301,2010-10-29,00:00:00.00,0.479571,103.202,43.9
302,2010-10-30,00:00:00.00,1.56951,98.3669,42.4
303,2010-10-31,00:00:00.00,0.0273233,96.1394,40.6
304,2010-11-01,00:00:00.00,0.0878905,93.7578,39
305,2010-11-02,00:00:00.00,0.005369,91.454,36.9
306,2010-11-03,00:00:00.00,0.0112715,89.2723,36.1
307,2010-11-04,00:00:00.00,0.961942,87.2027,35
308,2010-11-05,00:00:00.00,1.93297,85.7047,34.7
309,2010-11-06,00:00:00.00,3.05871,85.143,33.6
310,2010-11-07,00:00:00.00,0.170247,84.2855,31.6
311,2010-11-08,00:00:00.00,0.0309541,82.6051,30.1
312,2010-11-09,00:00:00.00,0.0035687,80.8573,29.6
313,2010-11-10,00:00:00.00,0.00309952,79.1892,29.5
314,2010-11-11,00:00:00.00,0.000670003,77.5954,29.2
315,2010-11-12,00:00:00.00,0.000518356,76.0707,28.8
316,2010-11-13,00:00:00.00,0.000755937,74.6106,28.5
317,2010-11-14,00:00:00.00,0.0876459,73.2108,28.3
318,2010-11-15,00:00:00.00,1.42107,72.0769,28.3
319,2010-11-16,00:00:00.00,0.0426782,71.0269,28.2
320,2010-11-17,00:00:00.00,0.832714,69.8124,28.4
321,2010-11-18,00:00:00.00,17.23,82.6847,42.1
322,2010-11-19,00:00:00.00,1.37941,101.05,40.6
323,2010-11-20,00:00:00.00,0.10287,93.4182,39.3
324,2010-11-21,00:00:00.00,0.00389001,80.0629,37.2
325,2010-11-22,00:00:00.00,0.103218,78.414,35
326,2010-11-23,00:00:00.00,7.66558,81.3274,34.7
327,2010-11-24,00:00:00.00,7.19934,92.9443,43
328,2010-11-25,00:00:00.00,0.123806,96.3304,46.9
329,2010-11-26,00:00:00.00,0.849086,87.8955,48.1
330,2010-11-27,00:00:00.00,10.9058,84.5091,54.1
331,2010-11-28,00:00:00.00,2.16157,84.8222,53.7
332,2010-11-29,00:00:00.00,0.310012,83.3025,52.7
333,2010-11-30,00:00:00.00,0.029327,81.1354,45
334,2010-12-01,00:00:00.00,12.5683,89.4806,44.2
335,2010-12-02,00:00:00.00,12.4414,119.876,79.4
336,2010-12-03,00:00:00.00,1.02045,135.121,160
337,2010-12-04,00:00:00.00,0.660695,116.314,144
338,2010-12-05,00:00:00.00,0.553259,102.004,110
339,2010-12-06,00:00:00.00,0.514597,99.2145,78.6
340,2010-12-07,00:00:00.00,5.71399,96.5887,54.2
341,2010-12-08,00:00:00.00,2.24889,94.1121,44
342,2010-12-09,00:00:00.00,2.51653,91.7722,35
343,2010-12-10,00:00:00.00,0.624884,89.5577,29
344,2010-12-11,00:00:00.00,1.20719,87.4583,34.2
345,2010-12-12,00:00:00.00,0.346823,85.465,37
346,2010-12-13,00:00:00.00,15.4332,88.3617,39.2
347,2010-12-14,00:00:00.00,3.9418,93.4711,30
348,2010-12-15,00:00:00.00,2.53974,90.3735,22.8
349,2010-12-16,00:00:00.00,1.8762,85.0725,25
350,2010-12-17,00:00:00.00,3.77446,83.1953,28
351,2010-12-18,00:00:00.00,2.48328,81.4076,33
352,2010-12-19,00:00:00.00,1.24084,79.7028,31.5
353,2010-12-20,00:00:00.00,0.753962,78.075,30.8
354,2010-12-21,00:00:00.00,0.594538,76.519,31.2
355,2010-12-22,00:00:00.00,0.32186,75.0298,30.7
356,2010-12-23,00:00:00.00,0.151603,73.603,30.4
357,2010-12-24,00:00:00.00,0.24567,72.2347,29.6
358,2010-12-25,00:00:00.00,0.100864,70.9211,28.6
359,2010-12-26,00:00:00.00,0.0634636,69.6588,27
360,2010-12-27,00:00:00.00,0.194632,68.4447,25.3
361,2010-12-28,00:00:00.00,0.237307,67.276,23.3
362,2010-12-29,00:00:00.00,0.230601,66.15,23.6
363,2010-12-30,00:00:00.00,0.182926,65.0643,24.2
364,2010-12-31,00:00:00.00,0.346283,64.0167,26.3
365,2011-01-01,00:00:00.00,2.08233,63.3793,28
366,2011-01-02,00:00:00.00,12.3615,72.5407,41.2
367,2011-01-03,00:00:00.00,1.07386,83.7572,190
368,2011-01-04,00:00:00.00,1.3696,77.7243,287
369,2011-01-05,00:00:00.00,5.18881,69.1433,221
370,2011-01-06,00:00:00.00,3.77999,67.9353,157
371,2011-01-07,00:00:00.00,2.45708,66.7726,90.8
372,2011-01-08,00:00:00.00,3.1586,65.6526,69.8
373,2011-01-09,00:00:00.00,0.72215,64.5727,61.5
374,2011-01-10,00:00:00.00,0.199284,63.5309,54.6
375,2011-01-11,00:00:00.00,0.202234,62.525,44.7
376,2011-01-12,00:00:00.00,0.754465,61.553,38.8
377,2011-01-13,00:00:00.00,8.29078,60.6132,35.3
378,2011-01-14,00:00:00.00,1.26698,59.7039,32.7
379,2011-01-15,00:00:00.00,1.32381,58.8235,31.3
380,2011-01-16,00:00:00.00,12.0501,57.9706,30.9
381,2011-01-17,00:00:00.00,1.66842,57.1439,30.3
382,2011-01-18,00:00:00.00,0.0870445,56.342,29.4
383,2011-01-19,00:00:00.00,1.26672,55.5638,29.4
384,2011-01-20,00:00:00.00,0.659775,54.8083,29.6
385,2011-01-21,00:00:00.00,1.04681,54.0742,29.8
386,2011-01-22,00:00:00.00,5.60884,53.3608,29.6
387,2011-01-23,00:00:00.00,1.9671,52.667,29.2
388,2011-01-24,00:00:00.00,1.17413,51.9921,28.6
389,2011-01-25,00:00:00.00,1.13707,51.3351,28.1
390,2011-01-26,00:00:00.00,1.51631,50.6954,27.9
391,2011-01-27,00:00:00.00,0.205688,50.0722,28.2
392,2011-01-28,00:00:00.00,1.11628,49.4648,28.8
393,2011-01-29,00:00:00.00,1.32584,48.8727,29.7
394,2011-01-30,00:00:00.00,1.74482,48.2951,30.5
395,2011-01-31,00:00:00.00,0.321776,47.7316,31
396,2011-02-01,00:00:00.00,0.0640644,47.1816,31.3
397,2011-02-02,00:00:00.00,0.864493,46.6445,31.6
398,2011-02-03,00:00:00.00,17.1962,46.1199,31.8
399,2011-02-04,00:00:00.00,0.555898,45.6074,32
400,2011-02-05,00:00:00.00,0.018747,45.1065,32.2
401,2011-02-06,00:00:00.00,3.18753,44.6167,32.4
402,2011-02-07,00:00:00.00,4.99351,44.1377,32.6
403,2011-02-08,00:00:00.00,1.49888,43.6691,32.7
404,2011-02-09,00:00:00.00,0.261106,43.2105,32.5
405,2011-02-10,00:00:00.00,0.300599,42.7616,32.2
406,2011-02-11,00:00:00.00,0.334562,42.3222,32.2
407,2011-02-12,00:00:00.00,0.687266,41.8917,32.8
408,2011-02-13,00:00:00.00,5.2319,41.4701,33.3
409,2011-02-14,00:00:00.00,1.38929,41.0569,33.7
410,2011-02-15,00:00:00.00,0.245923,40.6519,33.9
411,2011-02-16,00:00:00.00,0.00277659,40.2549,34.1
412,2011-02-17,00:00:00.00,0.833712,39.8656,34.3
413,2011-02-18,00:00:00.00,0.444733,39.4838,34.6
414,2011-02-19,00:00:00.00,1.38592,39.1649,64.2
415,2011-02-20,00:00:00.00,2.30947,38.8624,125
416,2011-02-21,00:00:00.00,0.0278276,38.5098,146
417,2011-02-22,00:00:00.00,5.89609,38.1531,110
418,2011-02-23,00:00:00.00,0.0233823,37.8029,87
419,2011-02-24,00:00:00.00,0.00265498,37.4591,70.6
420,2011-02-25,00:00:00.00,2.05385,37.1214,61
421,2011-02-26,00:00:00.00,1.72905,36.7896,55.8
422,2011-02-27,00:00:00.00,3.48523,36.4637,52.1
423,2011-02-28,00:00:00.00,7.38458,36.1912,50.5
424,2011-03-01,00:00:00.00,11.7749,37.1102,81.4
425,2011-03-02,00:00:00.00,0.00212088,38.594,86.5
426,2011-03-03,00:00:00.00,0.0978202,37.8605,77.9
427,2011-03-04,00:00:00.00,0.017601,36.5102,61.3
428,2011-03-05,00:00:00.00,3.33188,36.1873,56.7
429,2011-03-06,00:00:00.00,27.2662,52.2485,116
430,2011-03-07,00:00:00.00,8.50007,74.2148,234
431,2011-03-08,00:00:00.00,0.00141993,63.6397,195
432,2011-03-09,00:00:00.00,0.000997381,47.0387,171
433,2011-03-10,00:00:00.00,8.40415,46.9194,167
434,2011-03-11,00:00:00.00,10.0257,52.1981,204
435,2011-03-12,00:00:00.00,17.9102,64.9765,368
436,2011-03-13,00:00:00.00,0.823556,69.3222,380
437,2011-03-14,00:00:00.00,1.06948,60.4621,299
438,2011-03-15,00:00:00.00,0.0101241,54.5299,214
439,2011-03-16,00:00:00.00,0.0735953,53.7665,174
440,2011-03-17,00:00:00.00,5.53637,53.7522,168
441,2011-03-18,00:00:00.00,0.0209676,54.0505,242
442,2011-03-19,00:00:00.00,0.199247,53.4446,388
443,2011-03-20,00:00:00.00,0.0256815,52.5442,527
444,2011-03-21,00:00:00.00,0.000872499,51.8389,433
445,2011-03-22,00:00:00.00,6.9168,53.2646,296
446,2011-03-23,00:00:00.00,0.749062,55.9412,245
447,2011-03-24,00:00:00.00,20.317,54.6568,208
448,2011-03-25,00:00:00.00,0.857486,52.1173,160
449,2011-03-26,00:00:00.00,0.0217901,51.4237,124
450,2011-03-27,00:00:00.00,0.0245522,50.7497,94.1
451,2011-03-28,00:00:00.00,3.65242e-05,50.0943,77.9
452,2011-03-29,00:00:00.00,2.90764e-06,49.4568,71.4
453,2011-03-30,00:00:00.00,0.0110381,48.8365,66.6
