time,date,hour,precip [mm/day],sub719 [m3/s],sub719 (observed) [m3/s],sub720 [m3/s]
159,2010-06-09,00:00:00.00,0.0435186,39.5389,34.8297,3.8674
160,2010-06-10,00:00:00.00,13.0807,41.4221,45.8733,4.37807
161,2010-06-11,00:00:00.00,0.105388,46.0979,35.9624,4.71948
162,2010-06-12,00:00:00.00,0.0595941,40.0818,28.2885,3.94464
163,2010-06-13,00:00:00.00,0.967028,35.4949,26.2497,3.53907
164,2010-06-14,00:00:00.00,1.03646,32.4137,25.0038,3.23045
165,2010-06-15,00:00:00.00,1.65083,29.787,26.1364,2.98424
166,2010-06-16,00:00:00.00,2.49336,27.7094,27.0426,2.77777
167,2010-06-17,00:00:00.00,0.0830213,25.865,22.1438,2.60367
168,2010-06-18,00:00:00.00,0.000468097,24.3568,20.7279,2.45154
169,2010-06-19,00:00:00.00,0.000304634,22.9576,19.0289,2.31927
170,2010-06-20,00:00:00.00,0.0109622,21.7518,15.3477,2.19538
171,2010-06-21,00:00:00.00,3.78137e-308,20.6222,13.1673,2.09065
172,2010-06-22,00:00:00.00,0.0665558,19.7021,14.6115,1.99733
173,2010-06-23,00:00:00.00,7.3599,20.1124,24.126,2.0844
174,2010-06-24,00:00:00.00,6.30727,21.3498,20.1333,2.21069
175,2010-06-25,00:00:00.00,3.01169,20.7918,30.0159,2.11348
176,2010-06-26,00:00:00.00,0.0645969,19.5545,20.6147,1.98354
177,2010-06-27,00:00:00.00,0.0447183,18.6759,16.2539,1.89753
178,2010-06-28,00:00:00.00,8.50737,19.6027,25.8533,2.04476
179,2010-06-29,00:00:00.00,11.9822,24.4316,60.8812,2.6282
180,2010-06-30,00:00:00.00,0.0624133,26.9163,39.3604,2.77607
181,2010-07-01,00:00:00.00,4.71788e-308,24.251,18.7458,2.42077
182,2010-07-02,00:00:00.00,0.00046317,22.4027,15.8291,2.26635
183,2010-07-03,00:00:00.00,6.044e-308,21.3004,15.376,2.14674
184,2010-07-04,00:00:00.00,2.06499e-308,20.0692,12.9974,2.02963
185,2010-07-05,00:00:00.00,0,19.077,12.7709,1.92867
186,2010-07-06,00:00:00.00,0.00234447,18.0763,11.44,1.83469
187,2010-07-07,00:00:00.00,0.00113742,17.2753,11.4117,1.75482
188,2010-07-08,00:00:00.00,6.4863e-308,16.4838,11.5533,1.6788
189,2010-07-09,00:00:00.00,0.00778145,15.8286,11.7515,1.61347
190,2010-07-10,00:00:00.00,5.44315,15.6042,20.2182,1.6068
191,2010-07-11,00:00:00.00,0.184283,15.4853,16.622,1.59027
192,2010-07-12,00:00:00.00,0.0265638,14.8058,13.1673,1.50828
193,2010-07-13,00:00:00.00,4.09026,14.2347,13.7903,1.45527
194,2010-07-14,00:00:00.00,2.40608,13.807,40.4931,1.41202
195,2010-07-15,00:00:00.00,0.00569622,13.3636,14.8947,1.36686
196,2010-07-16,00:00:00.00,0.110583,12.9391,11.7515,1.32183
197,2010-07-17,00:00:00.00,0.403163,12.5219,12.3745,1.2814
198,2010-07-18,00:00:00.00,0.189035,12.1587,13.0257,1.24501
199,2010-07-19,00:00:00.00,0.156763,11.799,13.762,1.209
200,2010-07-20,00:00:00.00,1.49757,11.4776,12.063,1.17696
201,2010-07-21,00:00:00.00,1.38219,11.1923,13.7337,1.14988
202,2010-07-22,00:00:00.00,1.30248,10.919,12.0347,1.12045
203,2010-07-23,00:00:00.00,0.356338,10.6249,13.0257,1.08948
204,2010-07-24,00:00:00.00,17.0933,13.9299,21.804,1.53723
205,2010-07-25,00:00:00.00,9.62413,18.6089,76.7387,2.0033
206,2010-07-26,00:00:00.00,9.73568,20.1413,72.7743,2.10492
207,2010-07-27,00:00:00.00,0.0078528,20.1932,37.3782,2.08288
208,2010-07-28,00:00:00.00,0.00113958,18.5301,23.0499,1.86216
209,2010-07-29,00:00:00.00,5.52381,17.5836,20.3881,1.80206
210,2010-07-30,00:00:00.00,8.89194,19.0591,33.4139,1.99505
211,2010-07-31,00:00:00.00,0.00141792,19.819,23.0216,2.04147
212,2010-08-01,00:00:00.00,0.0246565,18.3195,17.2733,1.83798
213,2010-08-02,00:00:00.00,0.00365005,17.0554,13.9602,1.73335
214,2010-08-03,00:00:00.00,0.000806332,16.3461,12.8558,1.65522
215,2010-08-04,00:00:00.00,1.41392,15.4857,12.8842,1.57512
216,2010-08-05,00:00:00.00,6.087,15.42,13.5638,1.58459
217,2010-08-06,00:00:00.00,1.68706,15.292,32.2812,1.56731
218,2010-08-07,00:00:00.00,0.428644,14.5497,21.2943,1.47758
219,2010-08-08,00:00:00.00,0.0154307,13.8871,16.622,1.41779
220,2010-08-09,00:00:00.00,0.000195266,13.41,13.677,1.36627
221,2010-08-10,00:00:00.00,0.00372711,12.8563,11.3267,1.31061
222,2010-08-11,00:00:00.00,0.0147269,12.3995,12.1196,1.26542
223,2010-08-12,00:00:00.00,1.66791,11.9567,10.3356,1.2222
224,2010-08-13,00:00:00.00,1.7131,11.5993,51.8198,1.18861
225,2010-08-14,00:00:00.00,0.00733924,11.2573,28.3168,1.15304
226,2010-08-15,00:00:00.00,4.30375,10.9506,21.9739,1.12233
227,2010-08-16,00:00:00.00,1.11885,10.6625,22.9083,1.09252
228,2010-08-17,00:00:00.00,0.134652,10.3662,15.461,1.06396
229,2010-08-18,00:00:00.00,0.000361516,10.1021,13.4788,1.03642
230,2010-08-19,00:00:00.00,0.0147392,9.8389,11.9497,1.00961
231,2010-08-20,00:00:00.00,0.00275628,9.5829,12.4594,0.982397
232,2010-08-21,00:00:00.00,0.0176362,9.32877,11.7798,0.95738
233,2010-08-22,00:00:00.00,21.255,13.3138,18.4909,1.49378
234,2010-08-23,00:00:00.00,0.960287,16.9738,40.2099,1.79525
235,2010-08-24,00:00:00.00,0.406567,14.6318,18.0661,1.44743
236,2010-08-25,00:00:00.00,0.0349004,13.3338,13.4788,1.36965
237,2010-08-26,00:00:00.00,0.0811949,13.058,11.7798,1.32394
238,2010-08-27,00:00:00.00,0.0416521,12.414,11.1568,1.27129
239,2010-08-28,00:00:00.00,9.48779e-308,12.1141,10.6471,1.23335
240,2010-08-29,00:00:00.00,0.000253435,11.5901,9.9392,1.18507
241,2010-08-30,00:00:00.00,0.000185166,11.25,9.9958,1.14502
242,2010-08-31,00:00:00.00,2.0795e-308,10.7855,9.203,1.10209
243,2010-09-01,00:00:00.00,0.00383747,10.472,10.0525,1.0699
244,2010-09-02,00:00:00.00,0.00099128,10.1187,9.9392,1.03715
245,2010-09-03,00:00:00.00,1.54937e-308,9.85133,11.525,1.00973
246,2010-09-04,00:00:00.00,4.44237,9.80352,11.9214,1.01371
247,2010-09-05,00:00:00.00,2.79842,9.84055,13.1957,1.01675
248,2010-09-06,00:00:00.00,0.0219026,9.55027,9.118,0.978907
249,2010-09-07,00:00:00.00,0.00966384,9.2616,9.3162,0.948841
250,2010-09-08,00:00:00.00,2.48212,9.01041,10.817,0.920816
251,2010-09-09,00:00:00.00,0.00284844,8.77996,10.9586,0.90134
252,2010-09-10,00:00:00.00,0.00166439,8.61523,9.4295,0.884858
253,2010-09-11,00:00:00.00,0.00722433,8.4332,8.2685,0.866352
254,2010-09-12,00:00:00.00,5.2738,8.73283,9.7976,0.909516
255,2010-09-13,00:00:00.00,0.451618,8.95788,15.2628,0.924371
256,2010-09-14,00:00:00.00,0.308605,8.51349,12.2046,0.865531
257,2010-09-15,00:00:00.00,0.00303812,8.21689,9.656,0.843649
258,2010-09-16,00:00:00.00,8.569e-308,8.07876,9.8826,0.828164
259,2010-09-17,00:00:00.00,20.4755,11.4171,27.0992,1.27923
260,2010-09-18,00:00:00.00,0.15897,14.4226,33.1307,1.52002
261,2010-09-19,00:00:00.00,0.00874669,12.3316,15.0362,1.21713
262,2010-09-20,00:00:00.00,0.0610383,11.2729,12.4594,1.15645
263,2010-09-21,00:00:00.00,0.000291343,11.1041,11.6099,1.12803
264,2010-09-22,00:00:00.00,0.0172973,10.6188,13.4505,1.08674
265,2010-09-23,00:00:00.00,1.46162,10.3616,14.8947,1.05343
266,2010-09-24,00:00:00.00,0.746316,9.95383,17.2733,1.01861
267,2010-09-25,00:00:00.00,0.00454218,9.72133,10.5905,0.992153
268,2010-09-26,00:00:00.00,0.00126133,9.42247,10.0242,0.967045
269,2010-09-27,00:00:00.00,0.00273704,9.26961,8.2968,0.951445
270,2010-09-28,00:00:00.00,1.5144,9.04165,9.0331,0.926893
271,2010-09-29,00:00:00.00,25.5709,13.9463,62.2971,1.58306
272,2010-09-30,00:00:00.00,0.165832,18.4012,32.8475,1.94522
273,2010-10-01,00:00:00.00,0.0102881,15.5819,15.2911,1.52296
274,2010-10-02,00:00:00.00,0.00542393,14.0221,12.6576,1.43217
275,2010-10-03,00:00:00.00,6.73895,14.9445,12.8558,1.54561
276,2010-10-04,00:00:00.00,6.78874,16.6958,22.342,1.75724
277,2010-10-05,00:00:00.00,2.24212,17.2108,14.5832,1.7521
278,2010-10-06,00:00:00.00,5.1582,16.7724,28.8832,1.72049
279,2010-10-07,00:00:00.00,4.54189,17.6144,26.1931,1.81729
280,2010-10-08,00:00:00.00,0.0597669,17.1673,17.3016,1.73762
281,2010-10-09,00:00:00.00,0.0170535,15.9736,13.2523,1.60747
282,2010-10-10,00:00:00.00,0.00118504,15.1131,13.2806,1.52781
283,2010-10-11,00:00:00.00,0.0173662,14.4573,12.5727,1.4627
284,2010-10-12,00:00:00.00,0.120336,13.8222,12.4594,1.3996
285,2010-10-13,00:00:00.00,0.0143483,13.2957,13.1673,1.35012
286,2010-10-14,00:00:00.00,0.270706,12.8325,11.2418,1.30298
287,2010-10-15,00:00:00.00,5.15302,13.2568,21.6341,1.37361
288,2010-10-16,00:00:00.00,1.88715,13.7327,15.376,1.40861
289,2010-10-17,00:00:00.00,5.36703e-308,12.9937,12.516,1.31086
290,2010-10-18,00:00:00.00,0.000164855,12.37,10.5339,1.25533
291,2010-10-19,00:00:00.00,0.924279,11.9964,12.5727,1.21745
292,2010-10-20,00:00:00.00,0.0401209,11.6081,12.3745,1.17929
293,2010-10-21,00:00:00.00,0.00162222,11.2723,11.5533,1.14452
294,2010-10-22,00:00:00.00,1.40305,10.9293,10.364,1.11056
295,2010-10-23,00:00:00.00,0.0147264,10.6502,11.1852,1.08344
296,2010-10-24,00:00:00.00,0.0111381,10.3624,11.2984,1.05263
297,2010-10-25,00:00:00.00,0.779357,10.0737,16.3671,1.02281
298,2010-10-26,00:00:00.00,0.551287,9.79365,10.7604,0.995595
299,2010-10-27,00:00:00.00,17.5903,13.3517,19.0856,1.47601
300,2010-10-28,00:00:00.00,0.00299077,16.63,33.1307,1.74032
301,2010-10-29,00:00:00.00,1.98001,14.6801,19.9634,1.44988
302,2010-10-30,00:00:00.00,1.11778,13.6856,24.8622,1.39637
303,2010-10-31,00:00:00.00,0.00117471,13.3609,27.6656,1.34342
304,2010-11-01,00:00:00.00,0.10329,12.7276,16.0273,1.2907
305,2010-11-02,00:00:00.00,0.00508665,12.4377,12.1762,1.25506
306,2010-11-03,00:00:00.00,0.000538854,11.966,11.44,1.21289
307,2010-11-04,00:00:00.00,0.298336,11.6755,9.0897,1.17941
308,2010-11-05,00:00:00.00,4.16922,12.0254,12.4028,1.24187
309,2010-11-06,00:00:00.00,7.91656,14.2134,29.1664,1.50403
310,2010-11-07,00:00:00.00,1.48551,15.2289,40.2099,1.56012
311,2010-11-08,00:00:00.00,3.43821e-308,13.9834,25.9099,1.39599
312,2010-11-09,00:00:00.00,0,13.1902,16.3955,1.3337
313,2010-11-10,00:00:00.00,0.000179377,12.8027,14.6398,1.2915
314,2010-11-11,00:00:00.00,0.013132,12.3316,10.6471,1.24712
315,2010-11-12,00:00:00.00,4.70362e-308,11.9779,10.9303,1.21135
316,2010-11-13,00:00:00.00,0.000257047,11.5915,8.3818,1.17372
317,2010-11-14,00:00:00.00,0.000787612,11.2743,7.7871,1.14231
318,2010-11-15,00:00:00.00,2.24683,11.2551,9.0897,1.15069
319,2010-11-16,00:00:00.00,3.81533e-308,11.2703,7.7871,1.14784
320,2010-11-17,00:00:00.00,20.8182,16.4854,15.2345,1.84224
321,2010-11-18,00:00:00.00,3.51481,22.3179,52.3862,2.36806
322,2010-11-19,00:00:00.00,1.52207,20.393,24.3242,2.01587
323,2010-11-20,00:00:00.00,0.093261,18.4124,16.4804,1.86145
324,2010-11-21,00:00:00.00,0.00366267,17.642,14.4133,1.76523
325,2010-11-22,00:00:00.00,0.030201,16.6119,11.2135,1.67611
326,2010-11-23,00:00:00.00,4.8255,17.1497,24.9188,1.75818
327,2010-11-24,00:00:00.00,3.41235,18.2542,31.1485,1.88653
328,2010-11-25,00:00:00.00,0.0658176,18.0229,25.3719,1.8164
329,2010-11-26,00:00:00.00,37.8099,33.857,90.3307,3.94974
330,2010-11-27,00:00:00.00,3.46087,50.2223,124.594,5.34749
331,2010-11-28,00:00:00.00,0.578552,41.7563,56.6337,4.01056
332,2010-11-29,00:00:00.00,0.0122305,34.9581,37.0951,3.49711
333,2010-11-30,00:00:00.00,0.182289,32.3061,29.7327,3.1786
334,2010-12-01,00:00:00.00,50.4115,70.6137,88.6317,8.39359
335,2010-12-02,00:00:00.00,22.9031,110.899,143.283,11.851
336,2010-12-03,00:00:00.00,0.412163,87.2421,77.5882,8.21547
337,2010-12-04,00:00:00.00,0.781781,64.9208,56.3505,6.31272
338,2010-12-05,00:00:00.00,1.52044,55.1197,42.1921,5.29224
339,2010-12-06,00:00:00.00,1.40906,46.1003,39.0772,4.51649
340,2010-12-07,00:00:00.00,2.80128,41.2554,34.8297,4.0157
341,2010-12-08,00:00:00.00,1.04071,36.196,30.5822,3.58236
342,2010-12-09,00:00:00.00,2.65766,33.4088,28.1753,3.28962
343,2010-12-10,00:00:00.00,0.840545,30.262,26.5046,3.01374
344,2010-12-11,00:00:00.00,1.32674,28.4186,25.3719,2.82208
345,2010-12-12,00:00:00.00,0.0189897,26.3227,22.5685,2.63071
