time,date,hour,precip [mm/day],sub691 [m3/s],sub692 [m3/s],sub692 (observed) [m3/s],sub693 [m3/s]
75,2010-03-17,00:00:00.00,2.9681e-308,11.3132,30.7245,62.5802,18.5387
76,2010-03-18,00:00:00.00,0,8.70799,22.9314,43.8911,14.1239
77,2010-03-19,00:00:00.00,0,7.08099,19.0064,35.6792,11.6435
78,2010-03-20,00:00:00.00,0.000819533,6.08813,16.5175,30.0159,9.97875
79,2010-03-21,00:00:00.00,0.782928,5.44057,14.9406,25.5984,9.01408
80,2010-03-22,00:00:00.00,0.645558,5.00762,13.8509,22.5968,8.28803
81,2010-03-23,00:00:00.00,1.86022,4.72408,13.2214,20.8129,7.89899
82,2010-03-24,00:00:00.00,0.0573602,4.56262,12.845,20.9261,7.62181
83,2010-03-25,00:00:00.00,0,4.38703,12.3932,18.3776,7.36143
84,2010-03-26,00:00:00.00,0.894814,4.21568,11.9291,15.8291,7.06886
85,2010-03-27,00:00:00.00,0.00896076,4.08034,11.5731,14.3283,6.85983
86,2010-03-28,00:00:00.00,0.0237267,3.98515,11.2904,12.2612,6.68511
87,2010-03-29,00:00:00.00,8.45617,4.85082,14.2828,13.5638,8.41464
88,2010-03-30,00:00:00.00,0.290275,6.31619,18.9202,20.0483,10.9485
89,2010-03-31,00:00:00.00,0.000137943,6.45962,18.6297,16.1406,10.8808
90,2010-04-01,00:00:00.00,8.29947e-308,5.82816,16.0887,14.1301,9.64875
91,2010-04-02,00:00:00.00,4.14973e-308,5.29586,14.614,12.7426,8.77133
92,2010-04-03,00:00:00.00,0,4.76794,13.4031,12.1479,7.99714
93,2010-04-04,00:00:00.00,0.946712,4.37939,12.4755,11.2984,7.38518
94,2010-04-05,00:00:00.00,0.0627416,4.08699,11.7444,10.817,6.92814
95,2010-04-06,00:00:00.00,3.42478,3.94718,11.4391,11.6665,6.72843
96,2010-04-07,00:00:00.00,19.2582,7.04267,21.593,24.1826,12.6257
97,2010-04-08,00:00:00.00,10.9656,13.4262,40.5572,41.9089,23.3623
98,2010-04-09,00:00:00.00,1.90574,16.0096,46.6409,70.7921,26.8968
99,2010-04-10,00:00:00.00,0.00264573,13.3083,37.2378,49.5545,22.051
100,2010-04-11,00:00:00.00,0.115384,9.84023,26.09,36.2456,16.0522
101,2010-04-12,00:00:00.00,0.561904,7.62316,20.1482,26.278,12.4447
102,2010-04-13,00:00:00.00,0.196977,6.34063,17.173,21.0111,10.408
103,2010-04-14,00:00:00.00,2.34452,5.53084,15.0765,18.5192,9.1173
104,2010-04-15,00:00:00.00,0.157835,4.99437,13.8769,17.1883,8.30482
105,2010-04-16,00:00:00.00,1e-308,4.55417,12.8515,15.8008,7.64954
106,2010-04-17,00:00:00.00,0.0010483,4.21345,12.0771,14.6964,7.12835
107,2010-04-18,00:00:00.00,0.00610354,3.96228,11.4398,13.139,6.73791
108,2010-04-19,00:00:00.00,0.00499927,3.80139,10.9907,11.3267,6.45891
109,2010-04-20,00:00:00.00,0,3.67676,10.6263,10.0242,6.25013
110,2010-04-21,00:00:00.00,0,3.55371,10.3173,9.5428,6.06108
111,2010-04-22,00:00:00.00,0.0203181,3.43298,10.023,8.042,5.87785
112,2010-04-23,00:00:00.00,0.00745114,3.32738,9.75205,8.2968,5.70939
113,2010-04-24,00:00:00.00,0.00492454,3.24669,9.51917,8.042,5.56909
114,2010-04-25,00:00:00.00,4.6457,3.38199,9.93268,7.9287,5.8242
115,2010-04-26,00:00:00.00,13.4894,5.25689,16.241,23.2481,9.42816
116,2010-04-27,00:00:00.00,0.353119,7.86456,24.0944,17.5281,13.7646
117,2010-04-28,00:00:00.00,0,7.92365,22.8294,12.4594,13.2994
118,2010-04-29,00:00:00.00,0.000165834,6.608,18.2419,10.364,10.9754
119,2010-04-30,00:00:00.00,0.602733,5.70087,15.6044,9.1463,9.39168
120,2010-05-01,00:00:00.00,0.00140798,4.97182,13.7517,8.7499,8.27206
121,2010-05-02,00:00:00.00,5.22707,4.5989,13.1176,14.0452,7.7813
122,2010-05-03,00:00:00.00,24.7925,8.82591,26.6769,24.6073,15.663
123,2010-05-04,00:00:00.00,0.857758,14.4116,43.6138,61.7307,24.9898
124,2010-05-05,00:00:00.00,0.0614271,13.5882,39.3283,52.6693,22.6536
125,2010-05-06,00:00:00.00,2.62005,9.92262,26.962,37.9446,16.412
126,2010-05-07,00:00:00.00,0.0251063,7.4752,19.9542,22.5402,12.2905
127,2010-05-08,00:00:00.00,25.9164,11.3097,32.4388,26.0798,19.3611
128,2010-05-09,00:00:00.00,1.10508,17.3287,50.911,53.802,29.491
129,2010-05-10,00:00:00.00,0.00806826,15.8026,45.4165,45.5901,26.3542
130,2010-05-11,00:00:00.00,0.00587203,11.2253,30.1273,36.8119,18.4276
131,2010-05-12,00:00:00.00,28.6143,14.8669,41.0316,49.5545,24.9602
132,2010-05-13,00:00:00.00,0.069469,21.6563,63.3194,97.6931,36.68
133,2010-05-14,00:00:00.00,12.8975,21.7119,61.5819,84.9505,35.9717
134,2010-05-15,00:00:00.00,0.18104,18.9356,52.0775,78.4377,31.5688
135,2010-05-16,00:00:00.00,0.000532524,14.7759,40.8519,65.4119,24.5032
136,2010-05-17,00:00:00.00,4.6711e-308,10.4474,27.8078,50.6872,17.1004
137,2010-05-18,00:00:00.00,2.06846,7.96535,21.1366,35.3961,13.0569
138,2010-05-19,00:00:00.00,3.68066,6.58709,17.9668,35.1129,10.8691
139,2010-05-20,00:00:00.00,0.0158598,5.87605,16.3724,26.0232,9.81991
140,2010-05-21,00:00:00.00,0.00202113,5.309,14.8971,20.9828,8.86541
141,2010-05-22,00:00:00.00,4.67478,4.89331,14.0275,19.1139,8.33239
142,2010-05-23,00:00:00.00,2.46813,4.67938,13.5696,19.5103,7.96647
143,2010-05-24,00:00:00.00,0.148826,4.43803,12.9523,19.0289,7.60206
144,2010-05-25,00:00:00.00,0.000309528,4.1851,12.1809,16.5937,7.13667
145,2010-05-26,00:00:00.00,7.82405e-308,3.93982,11.6098,15.2628,6.79512
146,2010-05-27,00:00:00.00,0.00416249,3.72403,11.0582,13.4505,6.4382
147,2010-05-28,00:00:00.00,0.0436074,3.52886,10.6241,11.8364,6.17076
148,2010-05-29,00:00:00.00,0.00284722,3.3709,10.212,10.6755,5.90328
149,2010-05-30,00:00:00.00,0.000902791,3.23985,9.85952,9.2879,5.69458
150,2010-05-31,00:00:00.00,0,3.12723,9.53344,8.0137,5.49938
151,2010-06-01,00:00:00.00,10.7094,3.77571,11.6765,7.7305,6.75156
152,2010-06-02,00:00:00.00,0.579129,4.88177,15.2597,12.2895,8.71899
153,2010-06-03,00:00:00.00,14.5775,6.83832,21.0167,16.9335,12.1119
154,2010-06-04,00:00:00.00,1.36693,9.05827,27.2267,15.7158,15.684
155,2010-06-05,00:00:00.00,3.97996,8.62392,24.9025,11.7515,14.5
156,2010-06-06,00:00:00.00,10.7904,8.15055,23.062,12.4594,13.7841
157,2010-06-07,00:00:00.00,29.8566,15.3178,44.4427,100.242,26.2623
158,2010-06-08,00:00:00.00,0.00433184,23.0149,68.1208,73.3406,39.1394
159,2010-06-09,00:00:00.00,0.309876,19.9576,56.853,37.6614,33.0845
160,2010-06-10,00:00:00.00,6.61576,13.5898,36.3884,30.0159,22.595
161,2010-06-11,00:00:00.00,0.157179,10.2473,27.5961,23.4747,16.9345
162,2010-06-12,00:00:00.00,0.511446,8.0971,21.8693,18.2077,13.2954
163,2010-06-13,00:00:00.00,0.213782,6.53876,18.1077,15.5176,10.9398
164,2010-06-14,00:00:00.00,0.247931,5.52227,15.2678,14.2717,9.1527
165,2010-06-15,00:00:00.00,0.383435,4.83208,13.7616,13.3089,8.20288
166,2010-06-16,00:00:00.00,0.112039,4.32508,12.4546,12.2612,7.32804
167,2010-06-17,00:00:00.00,3.39114,3.94417,11.5979,13.8469,6.81096
168,2010-06-18,00:00:00.00,0.000340754,3.67507,10.8809,10.6755,6.32713
169,2010-06-19,00:00:00.00,0.998312,3.4601,10.3599,9.3729,6.03841
170,2010-06-20,00:00:00.00,1.99986,3.2794,9.90392,11.44,5.72419
171,2010-06-21,00:00:00.00,0.000246215,3.11689,9.49127,9.2313,5.49105
172,2010-06-22,00:00:00.00,0.126715,2.98504,9.13711,7.6739,5.26016
173,2010-06-23,00:00:00.00,9.21799,3.38254,10.3988,15.4893,6.01474
174,2010-06-24,00:00:00.00,3.10568,4.10094,12.7284,11.2135,7.30283
175,2010-06-25,00:00:00.00,2.27709,4.18969,12.7148,13.762,7.31205
176,2010-06-26,00:00:00.00,0.010249,3.91572,11.4824,9.4578,6.71404
177,2010-06-27,00:00:00.00,0.274165,3.63837,10.7612,6.8527,6.2793
178,2010-06-28,00:00:00.00,4.55534,3.36492,10.0773,6.9093,5.85371
179,2010-06-29,00:00:00.00,0.0773562,3.15902,9.54825,9.0897,5.53128
180,2010-06-30,00:00:00.00,0.00602969,2.98554,9.06155,6.0598,5.23349
181,2010-07-01,00:00:00.00,0.000431437,2.85061,8.64843,4.4741,4.99818
182,2010-07-02,00:00:00.00,0.000643451,2.73644,8.30546,3.7661,4.79601
183,2010-07-03,00:00:00.00,0.000792861,2.61888,7.99665,3.398,4.61515
184,2010-07-04,00:00:00.00,0.000450754,2.49924,7.70583,3.2848,4.43038
185,2010-07-05,00:00:00.00,0.000797856,2.36993,7.41878,3.1432,4.2485
186,2010-07-06,00:00:00.00,0.000818687,2.24976,7.14605,3.1149,4.06763
187,2010-07-07,00:00:00.00,0.000425081,2.14459,6.88786,3.1149,3.9062
188,2010-07-08,00:00:00.00,0.386779,2.06136,6.66314,3.8228,3.7659
189,2010-07-09,00:00:00.00,8.90943,2.29341,7.40507,9.7127,4.21519
190,2010-07-10,00:00:00.00,0.612006,2.73306,8.76382,7.2491,4.97149
191,2010-07-11,00:00:00.00,0.00243177,2.80406,8.83836,4.4457,5.01337
192,2010-07-12,00:00:00.00,10.5463,3.16028,9.81011,4.7855,5.6614
193,2010-07-13,00:00:00.00,10.51,4.53056,14.4061,24.8905,8.22902
194,2010-07-14,00:00:00.00,0.622375,5.63771,17.6231,9.656,9.99638
195,2010-07-15,00:00:00.00,0.0115099,5.45683,15.9348,5.4652,9.27382
196,2010-07-16,00:00:00.00,24.3456,7.91772,23.5458,8.0137,13.9041
197,2010-07-17,00:00:00.00,0.230769,11.6296,35.2184,44.1743,20.2763
198,2010-07-18,00:00:00.00,0.198568,10.7218,31.0696,13.0824,17.9148
199,2010-07-19,00:00:00.00,0.304151,7.89668,21.5879,9.4295,13.1024
200,2010-07-20,00:00:00.00,0.333438,6.09013,16.552,8.1836,10.0797
201,2010-07-21,00:00:00.00,5.21037,5.02959,13.9162,13.8753,8.35706
202,2010-07-22,00:00:00.00,0.0349872,4.44057,12.6319,10.6188,7.51442
203,2010-07-23,00:00:00.00,2.74381,3.86025,11.2289,8.0986,6.58257
204,2010-07-24,00:00:00.00,8.00014,3.70699,10.9976,16.3388,6.44602
205,2010-07-25,00:00:00.00,2.79613,3.8379,11.6071,24.2675,6.71241
206,2010-07-26,00:00:00.00,3.29958,3.66627,11.006,18.6891,6.38081
207,2010-07-27,00:00:00.00,0.0172649,3.33985,9.88597,10.364,5.75143
208,2010-07-28,00:00:00.00,2.30629e-308,3.04498,9.0973,7.3057,5.2939
209,2010-07-29,00:00:00.00,8.3383,3.09543,9.37887,11.0719,5.45086
210,2010-07-30,00:00:00.00,0.0422451,3.40477,10.4345,14.4699,6.01958
211,2010-07-31,00:00:00.00,0.000393869,3.35582,10.1716,6.7111,5.85121
212,2010-08-01,00:00:00.00,0.169072,3.07849,9.2155,5.9465,5.35054
213,2010-08-02,00:00:00.00,0.00370996,2.81652,8.48044,7.1075,4.91251
214,2010-08-03,00:00:00.00,0.00790188,2.56115,7.82906,5.7483,4.51809
215,2010-08-04,00:00:00.00,0.00121892,2.3491,7.28435,5.2953,4.18202
216,2010-08-05,00:00:00.00,0.563291,2.1658,6.82314,5.6067,3.89454
217,2010-08-06,00:00:00.00,0.514727,2.02322,6.43724,4.7855,3.6607
218,2010-08-07,00:00:00.00,0.074288,1.91706,6.12168,4.8139,3.47217
219,2010-08-08,00:00:00.00,0.0379308,1.8461,5.8648,3.936,3.33117
220,2010-08-09,00:00:00.00,0.00875795,1.78247,5.65177,3.8228,3.21278
221,2010-08-10,00:00:00.00,1.29276,1.70844,5.45064,3.7945,3.09644
222,2010-08-11,00:00:00.00,0.0141144,1.63522,5.26106,3.8511,2.97967
223,2010-08-12,00:00:00.00,5.10873,1.62003,5.26759,3.0299,2.9816
224,2010-08-13,00:00:00.00,2.31572,1.65471,5.41017,3.9927,3.04655
225,2010-08-14,00:00:00.00,0.0138328,1.65134,5.32689,3.5113,3.00244
226,2010-08-15,00:00:00.00,0.0869238,1.6011,5.13243,3.4263,2.91039
227,2010-08-16,00:00:00.00,1.55808,1.53636,4.96907,3.8228,2.81225
228,2010-08-17,00:00:00.00,0.0300455,1.47683,4.79752,5.805,2.7106
229,2010-08-18,00:00:00.00,0.0169313,1.4324,4.6532,2.6363,2.62768
230,2010-08-19,00:00:00.00,0.255544,1.39441,4.52322,2.3758,2.55531
231,2010-08-20,00:00:00.00,2.95096,1.3554,4.40656,2.8883,2.48873
232,2010-08-21,00:00:00.00,0.00038992,1.31723,4.29418,3.2564,2.42274
233,2010-08-22,00:00:00.00,3.67234,1.28203,4.1911,3.6812,2.36232
234,2010-08-23,00:00:00.00,0.080772,1.25132,4.09667,3.9927,2.3074
235,2010-08-24,00:00:00.00,0.0823209,1.2251,4.01058,3.5113,2.25836
236,2010-08-25,00:00:00.00,0.120298,1.20096,3.92915,3.3697,2.21293
237,2010-08-26,00:00:00.00,0.120356,1.17516,3.85105,3.2848,2.16823
238,2010-08-27,00:00:00.00,0.000820885,1.14931,3.77365,3.0299,2.12377
239,2010-08-28,00:00:00.00,0.00365272,1.1265,3.70353,2.7694,2.08635
240,2010-08-29,00:00:00.00,0.00651215,1.10212,3.63739,2.4013,2.05007
241,2010-08-30,00:00:00.00,0.00249687,1.07034,3.56564,2.4069,2.00605
242,2010-08-31,00:00:00.00,0.10377,1.03333,3.48693,2.3899,1.95584
243,2010-09-01,00:00:00.00,0.0497734,0.9977,3.40898,2.6901,1.90285
244,2010-09-02,00:00:00.00,1.13068,0.969375,3.33685,2.6618,1.85339
245,2010-09-03,00:00:00.00,3.73096,0.959,3.29323,3.936,1.82671
246,2010-09-04,00:00:00.00,1.6228,0.964198,3.27914,5.1537,1.81958
247,2010-09-05,00:00:00.00,0.601679,0.969143,3.25174,3.3414,1.80773
248,2010-09-06,00:00:00.00,0.259215,0.969957,3.2124,2.7212,1.79477
249,2010-09-07,00:00:00.00,1.06246,0.962508,3.17608,2.523,1.78026
250,2010-09-08,00:00:00.00,0.0563301,0.941815,3.13178,2.6476,1.75528
251,2010-09-09,00:00:00.00,9.677e-308,0.918222,3.07943,2.2002,1.72185
252,2010-09-10,00:00:00.00,0.000250924,0.905038,3.02416,2.1691,1.68935
253,2010-09-11,00:00:00.00,0.066095,0.899045,2.97674,2.2653,1.66591
254,2010-09-12,00:00:00.00,12.3538,1.20822,3.99793,3.5113,2.25182
255,2010-09-13,00:00:00.00,0.0686204,1.77989,5.89699,10.9303,3.27239
256,2010-09-14,00:00:00.00,0.398264,1.99736,6.2578,4.3042,3.51152
257,2010-09-15,00:00:00.00,0.00356018,1.87725,5.65952,3.2564,3.27224
258,2010-09-16,00:00:00.00,0.000165287,1.74037,5.31012,2.7467,3.06132
259,2010-09-17,00:00:00.00,22.3424,2.84256,8.87492,16.622,5.18249
260,2010-09-18,00:00:00.00,0.378886,4.69579,15.0429,20.9261,8.52357
261,2010-09-19,00:00:00.00,3.42725,4.97083,15.1305,7.2208,8.6093
262,2010-09-20,00:00:00.00,0.0148802,4.29757,12.2397,5.2953,7.26034
263,2010-09-21,00:00:00.00,0.00239058,3.67704,10.6141,4.0493,6.24726
264,2010-09-22,00:00:00.00,0.0180654,3.07261,9.07494,3.4263,5.3018
265,2010-09-23,00:00:00.00,6.00211,2.84777,8.54254,8.2119,4.97359
266,2010-09-24,00:00:00.00,0.00564726,2.82225,8.566,4.644,4.94977
267,2010-09-25,00:00:00.00,0.000274648,2.63471,8.00689,3.9644,4.61162
268,2010-09-26,00:00:00.00,0,2.35861,7.11216,3.5962,4.11123
269,2010-09-27,00:00:00.00,0.000894,2.14892,6.46736,3.4547,3.74414
270,2010-09-28,00:00:00.00,2.03968,1.99336,5.94741,3.5962,3.44742
271,2010-09-29,00:00:00.00,37.1166,5.36808,16.9231,28.2319,9.89606
272,2010-09-30,00:00:00.00,0.0796148,10.5394,32.5536,26.1931,18.5495
273,2010-10-01,00:00:00.00,0.0175087,10.3874,29.8528,14.2717,17.1713
274,2010-10-02,00:00:00.00,0.138934,7.53379,20.1534,10.2507,12.3631
275,2010-10-03,00:00:00.00,17.2159,7.58435,20.9543,17.1034,12.6976
276,2010-10-04,00:00:00.00,0.204466,8.93991,25.8567,18.7741,15.1354
277,2010-10-05,00:00:00.00,0.0151925,8.05231,22.6724,11.3267,13.3851
278,2010-10-06,00:00:00.00,1.69583e-308,6.20927,16.5307,8.6933,10.1035
279,2010-10-07,00:00:00.00,0.00309681,5.06373,13.397,6.881,8.18654
280,2010-10-08,00:00:00.00,0.00362076,4.15549,11.1867,5.9465,6.77834
281,2010-10-09,00:00:00.00,0,3.50983,9.80943,4.9554,5.86166
282,2010-10-10,00:00:00.00,0.00398971,3.0193,8.5522,4.6156,5.06439
283,2010-10-11,00:00:00.00,0,2.67279,7.70442,4.4741,4.55721
284,2010-10-12,00:00:00.00,0.108929,2.4096,6.9759,4.3891,4.09087
285,2010-10-13,00:00:00.00,0.00307664,2.20203,6.45703,4.0776,3.79121
286,2010-10-14,00:00:00.00,12.4784,2.79811,8.26001,4.3608,4.86909
287,2010-10-15,00:00:00.00,2.37292,3.9052,11.8479,24.7489,6.86021
288,2010-10-16,00:00:00.00,0.0739032,4.14868,12.1357,10.6755,7.03827
289,2010-10-17,00:00:00.00,8e-308,3.75954,10.4787,6.9093,6.24247
290,2010-10-18,00:00:00.00,4.01546e-308,3.35276,9.38884,6.2014,5.57316
291,2010-10-19,00:00:00.00,0.0491674,2.95781,8.35746,5.6917,4.96153
292,2010-10-20,00:00:00.00,0.015468,2.66604,7.56318,5.4652,4.48147
293,2010-10-21,00:00:00.00,7.35915,2.81342,8.10514,5.4368,4.80234
294,2010-10-22,00:00:00.00,4.39284,3.48036,10.2322,12.6859,5.99943
295,2010-10-23,00:00:00.00,0.0423981,3.84356,11.2055,9.6844,6.5394
296,2010-10-24,00:00:00.00,0.954997,3.63822,10.3185,7.5889,6.09461
297,2010-10-25,00:00:00.00,0.583199,3.27275,9.17061,6.881,5.44257
298,2010-10-26,00:00:00.00,0.303708,2.91824,8.25011,6.4846,4.89777
299,2010-10-27,00:00:00.00,4.77821,2.82656,8.10824,7.7022,4.80041
300,2010-10-28,00:00:00.00,0.0644801,2.92702,8.49745,10.6188,4.99161
301,2010-10-29,00:00:00.00,0.000883435,2.83394,8.16248,6.3147,4.78733
302,2010-10-30,00:00:00.00,0.00021122,2.62427,7.45027,7.4756,4.40508
303,2010-10-31,00:00:00.00,0.0197714,2.44139,6.91809,6.6545,4.09567
304,2010-11-01,00:00:00.00,0.031471,2.27064,6.45734,5.5784,3.81983
305,2010-11-02,00:00:00.00,0.0135222,2.13449,6.07818,5.5501,3.59443
306,2010-11-03,00:00:00.00,0.0302408,2.02235,5.76403,6.258,3.40607
307,2010-11-04,00:00:00.00,0.561419,1.92435,5.5075,7.8721,3.25367
308,2010-11-05,00:00:00.00,1.3273,1.86119,5.33878,8.2119,3.1522
309,2010-11-06,00:00:00.00,0.532387,1.82595,5.24043,9.7127,3.09156
310,2010-11-07,00:00:00.00,0.0662373,1.78617,5.09997,9.0897,3.00996
311,2010-11-08,00:00:00.00,0.00278045,1.73594,4.93936,8.665,2.925
312,2010-11-09,00:00:00.00,0,1.68339,4.80209,8.4667,2.84077
313,2010-11-10,00:00:00.00,0.00138599,1.62817,4.66494,7.8154,2.75703
314,2010-11-11,00:00:00.00,0.28428,1.57684,4.54246,7.9004,2.67817
315,2010-11-12,00:00:00.00,0.0300595,1.53344,4.42912,7.504,2.60833
316,2010-11-13,00:00:00.00,0.100808,1.49612,4.33312,6.7111,2.54842
317,2010-11-14,00:00:00.00,0.457161,1.46181,4.24425,7.3341,2.49414
318,2010-11-15,00:00:00.00,2.22123,1.47875,4.33896,7.4473,2.54553
319,2010-11-16,00:00:00.00,0.0138459,1.54012,4.54868,7.0792,2.6492
320,2010-11-17,00:00:00.00,10.2282,2.04693,6.14924,6.9659,3.59743
321,2010-11-18,00:00:00.00,6.86845,3.37166,10.1275,29.4495,5.87314
322,2010-11-19,00:00:00.00,0.0694405,4.30822,12.6992,16.3671,7.36551
323,2010-11-20,00:00:00.00,0.0166442,4.18879,11.8237,10.6755,6.98493
324,2010-11-21,00:00:00.00,0.000737873,3.76398,10.2634,8.7216,6.14265
325,2010-11-22,00:00:00.00,0.156605,3.33287,9.19395,8.2119,5.50348
326,2010-11-23,00:00:00.00,12.5396,3.89363,11.1751,12.2612,6.65891
327,2010-11-24,00:00:00.00,3.92681,5.35538,16.0833,32.5644,9.34517
328,2010-11-25,00:00:00.00,0.340368,5.83891,17.0449,15.0079,9.88134
