time,date,hour,precip [mm/day],sub715 [m3/s],sub715 (observed) [m3/s],sub723 [m3/s],sub724 [m3/s]
23,2010-01-24,00:00:00.00,0.0634131,2.87251,11.8931,0.328484,0.623657
24,2010-01-25,00:00:00.00,11.9706,4.18204,22.6535,0.763202,1.25175
25,2010-01-26,00:00:00.00,0.865423,8.58762,109.869,1.62833,2.6641
26,2010-01-27,00:00:00.00,1.4952,14.18,141.018,1.92233,3.57496
27,2010-01-28,00:00:00.00,0.48043,15.4912,104.489,1.43387,3.0867
28,2010-01-29,00:00:00.00,0.850356,12.86,59.1822,1.10533,2.40114
29,2010-01-30,00:00:00.00,0.018668,10.8679,24.2675,1.05567,2.1952
30,2010-01-31,00:00:00.00,0.00228967,10.1878,22.6535,1.01422,2.08089
31,2010-02-01,00:00:00.00,7.56564e-308,9.70596,21.2376,0.977429,1.99805
32,2010-02-02,00:00:00.00,6.57432e-308,9.34348,18.6891,0.941908,1.92396
33,2010-02-03,00:00:00.00,0.505944,9.011,14.1584,0.908385,1.8519
34,2010-02-04,00:00:00.00,0.444286,8.68476,11.3267,0.876256,1.78363
35,2010-02-05,00:00:00.00,0.0065529,8.38974,8.2119,0.84567,1.71779
36,2010-02-06,00:00:00.00,4.81119,8.21137,8.7782,0.846997,1.70021
37,2010-02-07,00:00:00.00,4.11653,8.2966,27.1842,0.893331,1.75466
38,2010-02-08,00:00:00.00,0.135506,8.37732,19.8218,0.893564,1.77135
39,2010-02-09,00:00:00.00,0.0250976,8.22482,14.7248,0.827213,1.6969
40,2010-02-10,00:00:00.00,12.259,7.92993,12.7426,0.779384,1.60684
41,2010-02-11,00:00:00.00,2.82275,7.60566,11.3267,0.755067,1.53576
42,2010-02-12,00:00:00.00,0.237832,7.29007,9.6277,0.730184,1.48222
43,2010-02-13,00:00:00.00,0.30078,7.02725,11.3267,0.706923,1.43346
44,2010-02-14,00:00:00.00,0.562911,6.80004,9.9109,0.68478,1.38859
45,2010-02-15,00:00:00.00,0.126763,6.60609,8.4951,0.663805,1.34543
46,2010-02-16,00:00:00.00,1.34412,6.4146,7.0792,0.64384,1.30453
47,2010-02-17,00:00:00.00,2.58825,6.21974,7.3624,0.624823,1.26468
48,2010-02-18,00:00:00.00,0.433226,6.03305,6.5129,0.606656,1.22643
49,2010-02-19,00:00:00.00,0.105888,5.8562,5.6634,0.589272,1.18884
50,2010-02-20,00:00:00.00,7.649e-308,5.68544,4.8139,0.572649,1.15358
51,2010-02-21,00:00:00.00,0.000161417,5.52274,4.3891,0.556781,1.1203
52,2010-02-22,00:00:00.00,0.959212,5.36707,3.9644,0.541651,1.08854
53,2010-02-23,00:00:00.00,5.67301,5.68353,4.5307,0.690075,1.28809
54,2010-02-24,00:00:00.00,0.351919,7.25515,5.6634,1.08284,1.87423
55,2010-02-25,00:00:00.00,0.93898,9.33348,7.9287,1.2138,2.22359
56,2010-02-26,00:00:00.00,1.60975,9.85789,18.944,0.958102,2.04071
57,2010-02-27,00:00:00.00,4.89444,9.03724,25.74,0.804733,1.76323
58,2010-02-28,00:00:00.00,1.93021,8.20221,22.5968,0.784434,1.60178
59,2010-03-01,00:00:00.00,0.254075,7.68197,19.3687,0.755272,1.52875
60,2010-03-02,00:00:00.00,0.135031,7.3262,17.698,0.729744,1.47119
61,2010-03-03,00:00:00.00,0.213227,6.99647,17.4149,0.704825,1.41896
62,2010-03-04,00:00:00.00,0.201173,6.78045,21.0394,0.681458,1.37179
63,2010-03-05,00:00:00.00,0.0414891,6.56799,26.1364,0.659303,1.32709
64,2010-03-06,00:00:00.00,0.0310691,6.3638,25.825,0.638399,1.28487
65,2010-03-07,00:00:00.00,0.00116381,6.16028,25.0604,0.618576,1.24342
66,2010-03-08,00:00:00.00,0.000601001,5.96622,27.4673,0.599759,1.2033
67,2010-03-09,00:00:00.00,0.0126181,7.0408,46.7228,0.993507,1.74892
68,2010-03-10,00:00:00.00,0.0789958,19.4137,95.1446,3.51238,5.95263
69,2010-03-11,00:00:00.00,0.461991,50.5812,179.812,7.29869,13.4337
70,2010-03-12,00:00:00.00,0.682389,71.0114,272.408,7.48904,15.1884
71,2010-03-13,00:00:00.00,0.887601,59.8174,257.966,5.17117,11.0569
72,2010-03-14,00:00:00.00,11.1494,51.8231,219.456,5.77446,11.2484
73,2010-03-15,00:00:00.00,2.70424,70.5186,215.774,8.66604,16.4833
74,2010-03-16,00:00:00.00,0.217015,86.0332,191.139,9.05634,18.2999
75,2010-03-17,00:00:00.00,7.46285e-308,74.5061,143.85,6.81589,14.4932
76,2010-03-18,00:00:00.00,0,55.7313,94.5783,5.23515,10.892
77,2010-03-19,00:00:00.00,0.000325231,45.4884,58.0495,4.42596,9.15979
78,2010-03-20,00:00:00.00,0.000178091,39.0843,38.7941,3.76797,7.82616
79,2010-03-21,00:00:00.00,0.0825642,33.9125,27.5523,3.30801,6.80267
80,2010-03-22,00:00:00.00,0.00617719,29.8297,21.266,2.936,5.97822
81,2010-03-23,00:00:00.00,13.5127,31.1881,18.944,3.54569,6.8917
82,2010-03-24,00:00:00.00,0.414402,42.517,31.1485,5.33123,10.1349
83,2010-03-25,00:00:00.00,0.00184651,51.7039,45.5901,5.55869,11.1758
84,2010-03-26,00:00:00.00,13.7927,54.5073,42.7584,5.73667,11.5148
85,2010-03-27,00:00:00.00,0.0159692,67.3767,33.1307,8.05086,15.434
86,2010-03-28,00:00:00.00,0.00976332,77.4751,31.998,8.06494,16.4172
87,2010-03-29,00:00:00.00,9.76992,71.8308,53.5188,7.02641,14.4967
88,2010-03-30,00:00:00.00,2.78315,73.5516,117.798,8.27935,16.1807
89,2010-03-31,00:00:00.00,0.0223634,78.857,122.329,8.18717,16.6815
90,2010-04-01,00:00:00.00,0,67.6815,84.9505,6.20318,13.1311
91,2010-04-02,00:00:00.00,0,51.5869,54.9347,4.86785,10.1195
92,2010-04-03,00:00:00.00,0,42.4087,35.6792,4.10545,8.52211
93,2010-04-04,00:00:00.00,0.0191665,36.5035,25.5418,3.51951,7.27564
94,2010-04-05,00:00:00.00,0.000521369,31.6503,19.5103,3.09676,6.32344
95,2010-04-06,00:00:00.00,0.114501,27.9161,16.1689,2.7522,5.5609
96,2010-04-07,00:00:00.00,0.00792166,24.9334,14.4982,2.46415,4.94551
97,2010-04-08,00:00:00.00,5.03369,22.5293,12.9691,2.24851,4.50347
98,2010-04-09,00:00:00.00,18.4705,24.5837,33.9802,2.8511,5.56986
99,2010-04-10,00:00:00.00,0.0904578,35.0198,56.3505,4.49363,8.51807
100,2010-04-11,00:00:00.00,0.000487452,43.6371,37.0951,4.75072,9.51017
101,2010-04-12,00:00:00.00,0.029499,39.8083,27.0992,3.57418,7.66598
102,2010-04-13,00:00:00.00,0.0220583,31.6131,19.1422,2.99798,6.13413
103,2010-04-14,00:00:00.00,0.305566,27.2156,14.6681,2.71649,5.45229
104,2010-04-15,00:00:00.00,0,24.5291,12.1479,2.41881,4.87659
105,2010-04-16,00:00:00.00,0.000310769,22.0371,10.7887,2.18418,4.37424
106,2010-04-17,00:00:00.00,0.680379,19.9827,10.0242,1.98566,3.99012
107,2010-04-18,00:00:00.00,0.0383191,18.2481,9.741,1.81914,3.66579
108,2010-04-19,00:00:00.00,0.0125739,16.7938,9.118,1.6766,3.38864
109,2010-04-20,00:00:00.00,0,15.5306,8.6366,1.55386,3.13719
110,2010-04-21,00:00:00.00,0,14.4569,8.3535,1.44686,2.91553
111,2010-04-22,00:00:00.00,0.000879823,13.5151,8.1269,1.35295,2.72014
112,2010-04-23,00:00:00.00,0.00646566,12.701,7.9854,1.26987,2.56529
113,2010-04-24,00:00:00.00,0.0730765,11.9489,8.1553,1.19592,2.42623
114,2010-04-25,00:00:00.00,12.1427,11.5146,8.8915,1.1838,2.36568
115,2010-04-26,00:00:00.00,22.7241,14.3845,16.0557,1.83132,3.40437
116,2010-04-27,00:00:00.00,9.31632,26.8723,104.772,3.97027,7.1786
117,2010-04-28,00:00:00.00,0.00710827,44.929,170.751,5.60449,10.853
118,2010-04-29,00:00:00.00,0.00293081,50.0735,103.64,4.86312,10.1751
119,2010-04-30,00:00:00.00,0.000223365,40.8665,58.0495,3.66942,7.75949
120,2010-05-01,00:00:00.00,2.04182e-308,32.6207,35.1129,3.16932,6.50258
121,2010-05-02,00:00:00.00,1.38449,28.6022,24.1543,2.82837,5.70035
122,2010-05-03,00:00:00.00,7.80997,26.2739,19.6802,2.65823,5.32213
123,2010-05-04,00:00:00.00,2.9628,25.7271,20.558,2.71627,5.40734
124,2010-05-05,00:00:00.00,2.46577,25.362,21.0677,2.61765,5.24267
125,2010-05-06,00:00:00.00,2.13531,23.3813,17.4432,2.29033,4.60568
126,2010-05-07,00:00:00.00,0.177629,20.7137,15.5459,2.02965,4.07176
127,2010-05-08,00:00:00.00,4.89265,18.7993,15.0929,1.89067,3.80049
128,2010-05-09,00:00:00.00,3.7245,17.8459,18.6891,1.8338,3.67413
129,2010-05-10,00:00:00.00,0.0365596,17.3334,27.9487,1.79039,3.57778
130,2010-05-11,00:00:00.00,0.0963474,16.5347,20.1333,1.66849,3.36924
131,2010-05-12,00:00:00.00,22.689,19.1209,19.5953,2.2938,4.49245
132,2010-05-13,00:00:00.00,5.07955,32.2774,84.6674,4.49893,8.31867
133,2010-05-14,00:00:00.00,2.91709,46.9248,164.238,5.45308,10.7339
134,2010-05-15,00:00:00.00,4.53032,46.7384,172.45,4.32198,9.21598
135,2010-05-16,00:00:00.00,0.042324,38.2891,122.895,3.63608,7.4799
136,2010-05-17,00:00:00.00,0.0681488,32.9928,62.0139,3.30058,6.72897
137,2010-05-18,00:00:00.00,15.2352,34.2762,41.0594,3.84899,7.49874
138,2010-05-19,00:00:00.00,3.69943,45.6094,139.036,5.64274,10.7425
139,2010-05-20,00:00:00.00,0.419918,55.0005,121.196,5.89809,11.8997
140,2010-05-21,00:00:00.00,0.325531,49.4255,89.7644,4.45519,9.51239
141,2010-05-22,00:00:00.00,7.60845,40.0689,66.5446,3.91451,7.99184
142,2010-05-23,00:00:00.00,0.709009,37.8742,68.8099,4.06469,8.07957
143,2010-05-24,00:00:00.00,0.116417,37.1893,60.0317,3.7425,7.65964
144,2010-05-25,00:00:00.00,0.00687313,33.0158,43.3248,3.1437,6.49357
145,2010-05-26,00:00:00.00,0.0263186,28.154,29.4495,2.74308,5.5298
146,2010-05-27,00:00:00.00,0.000287842,24.8575,21.5774,2.46622,4.91502
147,2010-05-28,00:00:00.00,4.67381,22.3444,17.2733,2.21093,4.4184
148,2010-05-29,00:00:00.00,0.411454,20.2413,16.1689,2.01404,4.01724
149,2010-05-30,00:00:00.00,0.0193307,18.4823,23.1065,1.84195,3.69892
150,2010-05-31,00:00:00.00,0.00353766,16.9758,26.278,1.69642,3.40351
151,2010-06-01,00:00:00.00,35.246,20.6992,19.5386,2.60454,4.99298
152,2010-06-02,00:00:00.00,5.08044,37.8628,94.5783,5.32411,9.8068
153,2010-06-03,00:00:00.00,0.918055,54.5497,169.618,6.17008,12.2168
154,2010-06-04,00:00:00.00,0.749879,50.8466,179.529,4.48076,9.71275
155,2010-06-05,00:00:00.00,10.6271,40.7106,137.337,4.01594,8.10648
156,2010-06-06,00:00:00.00,32.1187,72.8853,88.0654,10.6651,18.7837
157,2010-06-07,00:00:00.00,2.7216,146.561,217.473,21.3885,38.1928
158,2010-06-08,00:00:00.00,0.173223,192.238,230.216,20.3416,41.9615
159,2010-06-09,00:00:00.00,3.97668,163.995,212.093,11.5275,28.3817
160,2010-06-10,00:00:00.00,10.834,105.987,139.319,9.1885,19.438
161,2010-06-11,00:00:00.00,0.175676,89.5364,137.62,10.0197,19.764
162,2010-06-12,00:00:00.00,2.9891,88.822,124.594,8.63163,18.1797
163,2010-06-13,00:00:00.00,14.1359,78.3563,79.5703,7.85673,16.0687
164,2010-06-14,00:00:00.00,7.23371,85.1371,63.9961,9.78886,18.9736
165,2010-06-15,00:00:00.00,7.17022,99.158,127.143,10.6917,21.3958
166,2010-06-16,00:00:00.00,2.75519,94.8542,144.133,9.22798,19.3804
167,2010-06-17,00:00:00.00,0.363742,77.5164,131.957,7.31895,15.3525
168,2010-06-18,00:00:00.00,9.29351e-308,59.9693,96.5604,5.60795,11.7841
169,2010-06-19,00:00:00.00,0.0246597,47.789,66.8278,4.5516,9.47259
170,2010-06-20,00:00:00.00,0.0290422,40.0303,38.2277,3.84977,7.98179
171,2010-06-21,00:00:00.00,0.00131645,34.2932,21.0111,3.32677,6.8458
172,2010-06-22,00:00:00.00,0.205448,30.0157,15.4893,2.9363,5.94397
173,2010-06-23,00:00:00.00,4.73683,26.4469,12.6293,2.61832,5.24555
174,2010-06-24,00:00:00.00,9.52277,24.1884,12.4028,2.42493,4.83347
175,2010-06-25,00:00:00.00,5.57754,23.0234,48.9881,2.39932,4.76472
176,2010-06-26,00:00:00.00,0.119344,22.5126,50.6872,2.32136,4.62051
177,2010-06-27,00:00:00.00,0.356295,21.0268,27.7505,2.08983,4.19007
178,2010-06-28,00:00:00.00,15.9925,20.1572,16.4238,2.09862,4.16259
179,2010-06-29,00:00:00.00,14.0932,24.3929,60.8812,2.99688,5.77586
180,2010-06-30,00:00:00.00,0.0984347,34.2345,103.356,4.21552,8.12092
181,2010-07-01,00:00:00.00,3.3238e-308,39.1879,87.4991,4.06229,8.27761
182,2010-07-02,00:00:00.00,3.1478e-308,34.5336,44.7406,3.1431,6.6621
183,2010-07-03,00:00:00.00,0.000149482,28.1462,21.5774,2.72478,5.50496
184,2010-07-04,00:00:00.00,0.0952865,24.7189,13.8753,2.45261,4.90665
185,2010-07-05,00:00:00.00,1.02186e-308,22.281,10.279,2.19803,4.40971
186,2010-07-06,00:00:00.00,8.677e-308,20.1306,8.2685,2.00164,3.99945
187,2010-07-07,00:00:00.00,1.49551e-308,18.3839,6.9376,1.82994,3.67898
188,2010-07-08,00:00:00.00,0.000180569,16.8764,6.0881,1.68659,3.38193
189,2010-07-09,00:00:00.00,8.48683,15.6703,5.4935,1.57431,3.14716
190,2010-07-10,00:00:00.00,24.571,16.7474,5.0687,1.91151,3.69918
191,2010-07-11,00:00:00.00,0.305467,22.4361,14.385,2.83586,5.41005
192,2010-07-12,00:00:00.00,1.03983,27.8289,27.9204,3.0848,6.15205
193,2010-07-13,00:00:00.00,2.33669,26.5706,16.4521,2.50042,5.09733
194,2010-07-14,00:00:00.00,0.3485,22.0867,11.525,2.10451,4.17359
195,2010-07-15,00:00:00.00,0.0530692,19.224,8.4667,1.92096,3.8582
196,2010-07-16,00:00:00.00,0.176862,17.6961,7.2774,1.76636,3.56018
197,2010-07-17,00:00:00.00,1.32833,16.3558,5.6351,1.62942,3.26776
198,2010-07-18,00:00:00.00,0.0184712,15.0952,5.6351,1.51337,3.02822
199,2010-07-19,00:00:00.00,4.16063,14.0801,5.5501,1.41101,2.81985
200,2010-07-20,00:00:00.00,3.5898,13.1898,5.0404,1.32142,2.65096
201,2010-07-21,00:00:00.00,0.0929543,12.41,4.4174,1.2418,2.51032
202,2010-07-22,00:00:00.00,0.00082563,11.6897,4.6156,1.17087,2.37179
203,2010-07-23,00:00:00.00,0.492444,11.0639,5.805,1.10717,2.24139
204,2010-07-24,00:00:00.00,3.73719,10.4998,5.9749,1.04973,2.12227
205,2010-07-25,00:00:00.00,5.69411,9.96466,5.6067,0.998492,2.01645
206,2010-07-26,00:00:00.00,11.386,9.58459,5.9465,0.976127,1.95436
207,2010-07-27,00:00:00.00,0.217794,9.46085,41.6258,0.988509,1.9511
208,2010-07-28,00:00:00.00,0.00207465,9.32931,29.1664,0.966482,1.91796
209,2010-07-29,00:00:00.00,1.3288,9.00116,14.9513,0.897656,1.82082
210,2010-07-30,00:00:00.00,1.01156,8.56757,8.8915,0.844903,1.71644
211,2010-07-31,00:00:00.00,0.00577741,8.16165,6.5695,0.811144,1.63332
212,2010-08-01,00:00:00.00,0.0370047,7.81805,5.5784,0.778722,1.56567
213,2010-08-02,00:00:00.00,0.00191976,7.50053,4.1626,0.748904,1.5048
214,2010-08-03,00:00:00.00,0.00884032,7.20093,3.1998,0.721118,1.44786
215,2010-08-04,00:00:00.00,3.29634,6.93212,2.5768,0.695259,1.39544
216,2010-08-05,00:00:00.00,1.24468,6.69757,2.5825,0.671098,1.34601
217,2010-08-06,00:00:00.00,13.3654,6.5395,3.1149,0.667427,1.32732
218,2010-08-07,00:00:00.00,0.00470177,6.50004,5.5784,0.692323,1.35395
219,2010-08-08,00:00:00.00,0.000253203,6.49641,9.8826,0.687238,1.35368
220,2010-08-09,00:00:00.00,0.000647782,6.39658,7.504,0.639622,1.29401
221,2010-08-10,00:00:00.00,0.00446999,6.19203,4.9271,0.605666,1.22804
222,2010-08-11,00:00:00.00,0.0467897,5.93871,3.5113,0.587998,1.17844
223,2010-08-12,00:00:00.00,4.71466,5.70438,3.0016,0.570608,1.14211
224,2010-08-13,00:00:00.00,0.294055,5.51371,2.5457,0.555055,1.10964
225,2010-08-14,00:00:00.00,0.0882551,5.34857,2.0671,0.539621,1.07879
226,2010-08-15,00:00:00.00,7.74758,5.20697,1.9539,0.52773,1.05323
227,2010-08-16,00:00:00.00,5.59993,5.10398,2.0898,0.525121,1.04181
228,2010-08-17,00:00:00.00,0.87772,5.0312,2.053,0.521496,1.03241
229,2010-08-18,00:00:00.00,0.00271223,4.9469,1.8123,0.504865,1.00786
230,2010-08-19,00:00:00.00,0.0138315,4.82954,2.0388,0.484748,0.973359
231,2010-08-20,00:00:00.00,0.0184709,4.68984,2.1096,0.470511,0.942252
232,2010-08-21,00:00:00.00,0.00180164,4.54975,2.1549,0.459068,0.916647
233,2010-08-22,00:00:00.00,13.7799,4.49856,2.288,0.474376,0.931783
234,2010-08-23,00:00:00.00,0.535829,4.63788,2.5372,0.529228,1.00927
235,2010-08-24,00:00:00.00,0.550671,4.82082,5.6351,0.538884,1.04342
236,2010-08-25,00:00:00.00,0.0608331,4.84295,6.4279,0.484955,0.988661
237,2010-08-26,00:00:00.00,0.151531,4.70537,4.6723,0.451748,0.924562
238,2010-08-27,00:00:00.00,0.00349123,4.49194,3.5113,0.442559,0.884775
239,2010-08-28,00:00:00.00,0.00510741,4.30195,2.826,0.431965,0.861912
240,2010-08-29,00:00:00.00,0.00351721,4.16623,2.4041,0.422204,0.841809
241,2010-08-30,00:00:00.00,0.00256226,4.05953,2.0898,0.412756,0.822869
242,2010-08-31,00:00:00.00,0.0170538,3.96733,1.8094,0.40375,0.804712
243,2010-09-01,00:00:00.00,0.235257,3.87973,1.5376,0.395098,0.787367
244,2010-09-02,00:00:00.00,0.0427222,3.7957,1.4668,0.386805,0.770682
245,2010-09-03,00:00:00.00,0.00240899,3.71535,1.3224,0.378838,0.754713
246,2010-09-04,00:00:00.00,1.1747,3.63823,1.195,0.371183,0.739326
247,2010-09-05,00:00:00.00,0.220049,3.56409,1.076,0.36382,0.724575
248,2010-09-06,00:00:00.00,0.00272107,3.49287,0.9769,0.356734,0.710342
249,2010-09-07,00:00:00.00,0.0203519,3.42431,0.9146,0.34991,0.696677
250,2010-09-08,00:00:00.00,0.871739,3.35832,0.9033,0.343334,0.683474
251,2010-09-09,00:00:00.00,0.00101344,3.29474,0.926,0.336992,0.670781
252,2010-09-10,00:00:00.00,9.41079e-308,3.23344,0.9628,0.330873,0.658504
253,2010-09-11,00:00:00.00,0.00605263,3.17431,0.9543,0.324965,0.646684
254,2010-09-12,00:00:00.00,6.70436,3.12052,0.8835,0.320409,0.63687
255,2010-09-13,00:00:00.00,0.100811,3.07649,0.8523,0.31778,0.630177
256,2010-09-14,00:00:00.00,0.0980741,3.03557,0.8891,0.313228,0.621735
257,2010-09-15,00:00:00.00,0.00352712,2.98858,0.8495,0.305931,0.609594
258,2010-09-16,00:00:00.00,0.133173,2.93598,0.9231,0.299824,0.597427
259,2010-09-17,00:00:00.00,8.74573,2.89919,1.2148,0.301142,0.595483
260,2010-09-18,00:00:00.00,0.751936,2.90696,1.4527,0.311822,0.609109
261,2010-09-19,00:00:00.00,0.25057,2.92533,1.2884,0.311367,0.6119
262,2010-09-20,00:00:00.00,0.593333,2.90411,1.1129,0.29536,0.593025
263,2010-09-21,00:00:00.00,0.00120707,2.84562,1.1242,0.285054,0.572726
264,2010-09-22,00:00:00.00,0.000204737,2.77124,1.3026,0.281022,0.559095
265,2010-09-23,00:00:00.00,0.813473,2.70512,1.4073,0.27663,0.549899
266,2010-09-24,00:00:00.00,0.0794683,2.654,1.3394,0.272462,0.541459
267,2010-09-25,00:00:00.00,0.00058142,2.6107,1.212,0.268388,0.533325
268,2010-09-26,00:00:00.00,8.97596e-308,2.57128,1.0562,0.264441,0.525435
269,2010-09-27,00:00:00.00,0.0443844,2.53319,0.9373,0.260602,0.517769
270,2010-09-28,00:00:00.00,9.14214,2.52159,0.909,0.265804,0.522983
271,2010-09-29,00:00:00.00,14.7569,2.83196,1.3309,0.376101,0.679657
272,2010-09-30,00:00:00.00,0.642708,3.78236,2.3786,0.611048,1.04068
273,2010-10-01,00:00:00.00,0.00796991,4.78702,2.4607,0.657957,1.20703
274,2010-10-02,00:00:00.00,0.0317975,5.11648,3.1998,0.477531,1.04229
275,2010-10-03,00:00:00.00,9.56855,5.11576,3.3414,0.484714,0.997526
276,2010-10-04,00:00:00.00,5.23816,5.74183,3.7945,0.806187,1.392
277,2010-10-05,00:00:00.00,0.87363,7.25625,3.9644,1.05949,1.85505
278,2010-10-06,00:00:00.00,0.340704,8.46473,3.1715,0.94948,1.87263
279,2010-10-07,00:00:00.00,0.0963377,8.2903,4.1909,0.740791,1.6093
280,2010-10-08,00:00:00.00,0.00799229,7.49974,3.483,0.668882,1.39696
281,2010-10-09,00:00:00.00,0,6.85182,2.7779,0.649646,1.30014
282,2010-10-10,00:00:00.00,0,6.38744,2.6618,0.628082,1.25184
283,2010-10-11,00:00:00.00,0.000709999,6.09419,2.3276,0.608144,1.21087
284,2010-10-12,00:00:00.00,0.0117981,5.85782,1.9992,0.589215,1.17309
285,2010-10-13,00:00:00.00,0.00204692,5.67799,1.7953,0.571412,1.13723
286,2010-10-14,00:00:00.00,4.64959,5.56294,1.5461,0.576589,1.13464
287,2010-10-15,00:00:00.00,3.90645,5.67654,1.5659,0.638163,1.21637
288,2010-10-16,00:00:00.00,0.126901,5.98232,1.75,0.697836,1.31775
289,2010-10-17,00:00:00.00,5.2788e-308,6.19711,1.5291,0.667634,1.31198
290,2010-10-18,00:00:00.00,0,6.1448,1.3904,0.598706,1.22283
291,2010-10-19,00:00:00.00,0.7805,5.89069,1.2884,0.564846,1.14213
292,2010-10-20,00:00:00.00,0.157071,5.58277,1.2686,0.549638,1.09367
293,2010-10-21,00:00:00.00,0.0221951,5.33121,1.3592,0.534047,1.06086
294,2010-10-22,00:00:00.00,0.143757,5.14468,1.5631,0.519438,1.0315
295,2010-10-23,00:00:00.00,0.0248456,4.9931,1.5942,0.505495,1.00362
296,2010-10-24,00:00:00.00,0.0138693,4.85748,1.2828,0.492269,0.977318
297,2010-10-25,00:00:00.00,2.02718,4.73114,1.1383,0.480403,0.953086
298,2010-10-26,00:00:00.00,0.205862,4.61604,1.1468,0.470211,0.931731
299,2010-10-27,00:00:00.00,14.8021,4.85883,1.3989,0.582376,1.08355
300,2010-10-28,00:00:00.00,0.135051,5.9348,1.9057,0.877924,1.52036
301,2010-10-29,00:00:00.00,0.0200865,7.31286,1.9765,0.96925,1.76274
302,2010-10-30,00:00:00.00,0.338884,7.81785,1.6509,0.76386,1.59763
303,2010-10-31,00:00:00.00,0.0342974,7.3467,1.5319,0.644266,1.37729
304,2010-11-01,00:00:00.00,0.038678,6.71437,2.0331,0.630788,1.25796
305,2010-11-02,00:00:00.00,0.000282777,6.25049,2.2965,0.609876,1.20949
306,2010-11-03,00:00:00.00,0,5.9163,1.9255,0.591708,1.17179
307,2010-11-04,00:00:00.00,0.347149,5.69143,1.733,0.57404,1.13666
308,2010-11-05,00:00:00.00,2.6798,5.55842,1.9935,0.572584,1.12501
309,2010-11-06,00:00:00.00,0.80268,5.54246,1.9907,0.593919,1.14861
310,2010-11-07,00:00:00.00,0.0730858,5.55185,1.8094,0.590933,1.15025
311,2010-11-08,00:00:00.00,0.000255197,5.48059,1.5546,0.553196,1.10445
312,2010-11-09,00:00:00.00,4.77e-308,5.32433,1.3819,0.526661,1.05399
313,2010-11-10,00:00:00.00,3.193e-308,5.12965,1.2969,0.513357,1.01649
314,2010-11-11,00:00:00.00,1.20955e-308,4.94921,1.1468,0.499688,0.988777
315,2010-11-12,00:00:00.00,0.0139762,4.80057,1.2006,0.486846,0.963018
316,2010-11-13,00:00:00.00,0.0365246,4.67041,1.3281,0.474545,0.9388
317,2010-11-14,00:00:00.00,0.0823227,4.55151,1.2261,0.462835,0.915488
318,2010-11-15,00:00:00.00,0.14658,4.43835,1.144,0.45165,0.893453
319,2010-11-16,00:00:00.00,0.000215831,4.33038,1.0987,0.440978,0.872215
320,2010-11-17,00:00:00.00,17.9568,4.83303,1.2743,0.642916,1.15078
321,2010-11-18,00:00:00.00,1.58987,7.01497,2.9166,1.18671,1.95498
322,2010-11-19,00:00:00.00,0.40184,10.1399,3.8794,1.40904,2.47314
323,2010-11-20,00:00:00.00,0.0333913,11.1382,3.2848,1.0876,2.26101
324,2010-11-21,00:00:00.00,0.00169477,9.93456,3.5113,0.86708,1.8904
325,2010-11-22,00:00:00.00,0.0303632,8.76468,2.86,0.835313,1.67495
326,2010-11-23,00:00:00.00,3.07304,8.2943,2.54,0.841771,1.6437
327,2010-11-24,00:00:00.00,9.31671,9.3821,2.339,1.17623,2.10163
328,2010-11-25,00:00:00.00,1.11423,13.2379,2.4579,1.83986,3.22662
