date,hour,02GA003,02GA014,02GA015,02GA034,02GA048,02GB001,02GC002,02GC010,02GC018,02GC026,02GD001,02GD003,02GD016,02GE002,02GE003,02GE006,02GG003,02GG009,04197137,04183000,02GA010,02GA018,02GA038,02GA047,02GB007,02GC002,02GC010,02GC018,02GD004,02GE007,02GG002,02GG003,02GG006,02GG009,02GG013,04159492,04159900,04160600,04161820,04164000,04165500,04166100,04177000,04196800,04197100,04207200,04208504,04213000
2011-04-30,00:00:00,146.8972708,30.6797292,22.6353167,54.3106750,98.7452542,227.2277625,11.8864417,16.1356333,11.5158375,31.8872042,61.8025833,80.5504458,20.9338458,161.7148208,202.0749958,187.4035333,32.0115542,8.7656292,73.9627125,409.3678292,45.0637625,21.5515458,11.0401667,31.7263958,15.0680417,11.8864417,15.2040833,11.9588000,13.0045250,5.8808167,20.9625375,32.0115542,5.0495375,8.7141625,0.3268208,65.8682125,30.9978667,21.4725708,48.6064000,68.0295375,103.9268042,7.8827625,7.5032875,12.5209708,10.7738833,6.7391667,72.1165375,18.2172458
2011-05-01,00:00:00,113.7660708,20.7140125,16.2292083,41.0992958,74.8438208,182.8129250,9.7948708,14.8116292,8.1031958,23.6174250,47.5824125,50.8044458,15.3924333,121.0184792,191.7722250,159.2283458,27.9803958,6.1487667,51.4063083,284.1646042,38.4963500,16.5530167,6.9482875,23.3762708,12.8668917,9.7948708,10.0726458,8.4539417,10.4056333,4.0813500,18.5191042,27.9803958,3.2426042,6.0853292,0.1917958,40.5694917,20.4016375,16.2852167,37.8191292,50.7681583,75.6578458,8.2477750,6.4342583,7.9137625,6.7454167,5.9390292,59.6557958,15.6788917
2011-05-02,00:00:00,77.8455500,12.1220333,11.5619875,23.7802250,47.4373375,133.4940458,7.5677792,12.9501167,6.5523417,17.4441167,34.2549792,25.4037208,12.8277625,71.0546042,136.3748958,101.7078750,24.8722083,4.0108625,40.6788958,157.2791625,28.0621000,10.7904792,4.2782750,16.3821500,10.6615292,7.5677792,7.4987417,6.7403792,7.9742250,3.9644167,15.8267458,24.8722083,2.1808833,3.9644375,0.1967333,30.7269375,14.9558542,12.6426833,32.7660083,44.7641042,66.0601250,4.9179750,4.3867875,11.2406333,5.5136667,6.3010500,65.2450083,13.9385750
2011-05-03,00:00:00,56.7128542,8.9028042,10.1286750,17.1540917,32.5991458,99.1966292,7.7941333,11.7229417,7.1138750,18.2388667,30.2721667,19.1971208,11.5512375,59.2933833,98.4932625,78.2376250,24.5910375,3.7699875,64.3951917,111.8775292,22.3759667,9.1057792,3.5496833,14.3767250,9.8127458,7.7941333,8.5130667,7.2679125,7.0520792,5.5094583,14.3266000,24.5910375,1.8830292,3.7519875,0.2980833,22.6538333,10.6687667,9.7438417,27.6122583,35.5288042,51.8485208,3.7493625,4.5921625,20.3001208,10.5399750,9.1104667,83.5597083,17.0875250
2011-05-04,00:00:00,52.3466083,7.9902708,10.4674667,15.2154625,29.1622458,94.8826500,7.7357125,11.4817042,8.6231375,21.4446125,32.2685250,20.3054958,13.2364125,57.9695583,92.7663917,73.7974958,25.0175167,3.1119250,103.2843625,110.0053958,22.2020708,8.3253708,3.3851125,14.2663042,9.1296792,7.7357125,10.7501792,8.7308667,7.2745375,6.5137250,14.5383792,25.0175167,2.1172125,3.1112167,0.2113000,17.3766625,7.7724667,7.5171417,22.8898000,29.0524292,42.6733708,3.0696458,3.3361792,30.3640250,20.9439167,11.6690042,96.9727708,25.7933917
2011-05-05,00:00:00,46.3928167,8.3529375,9.7295083,13.9850917,25.0508625,86.2000125,8.1294292,11.4059958,8.5526333,22.3294875,32.5979083,20.7423625,11.1861000,60.6053625,92.4115542,76.8839125,23.4651167,4.2982542,115.6820542,117.7794458,20.0333875,8.3730500,3.6288042,13.4062708,8.8459875,8.1294292,10.4555667,8.8213083,7.4164208,5.5293250,14.6678958,23.4651167,2.7831333,4.3279375,0.2160125,13.9796750,6.2973417,6.0303250,19.2806375,24.2762292,35.4825125,2.5358542,2.7559167,30.6243875,17.7957583,11.1445167,93.6422375,35.5994500
2011-05-06,00:00:00,41.7843917,7.0105042,8.3546000,13.0541292,23.1522750,74.0219125,7.2670292,10.4389917,6.2137958,17.2902458,27.9999875,17.5759583,9.1459417,55.2811125,89.3527958,71.9047542,19.7818667,3.8675292,105.7994292,123.1482667,17.7406542,7.6367625,2.8743333,11.6564625,8.1620667,7.2670292,6.9071708,6.4440292,6.2848042,3.5274833,12.9342833,19.7818667,2.0677333,3.8302500,0.1098208,11.5124333,5.0829167,4.9634750,17.7056500,22.6394375,32.8237625,2.6535208,2.2597417,23.4752875,12.2654250,9.0182958,90.7042875,29.0980125
2011-05-07,00:00:00,44.0248083,5.4714708,8.8539417,11.7485083,23.4303333,73.1687458,6.0256250,9.3764458,5.3124625,12.4740167,25.4319708,22.1713833,10.4294667,51.7613208,81.8795500,66.4876167,19.1306458,2.5821000,71.9245458,89.2544375,17.7987333,6.3991458,2.1554250,12.2887250,7.2749542,6.0256250,4.8484833,5.4578833,6.2175833,2.9822292,11.6057708,19.1306458,1.4559292,2.5469583,0.0871667,9.3135833,4.1608125,4.1740958,16.0005792,20.1614708,29.0570083,1.9082708,1.8168833,13.7086250,7.9449917,7.5638000,85.1251708,21.8211042
2011-05-08,00:00:00,34.8678000,4.8973208,7.7752667,9.2532292,17.6654625,64.8704625,6.0099625,9.1521750,5.1548042,11.3146833,25.3154542,18.6976917,8.7794583,51.4200167,77.9270792,66.8815167,17.0346000,2.1970792,45.5049083,60.5055333,15.5212542,6.0702875,2.4335833,10.5469458,6.1206458,6.0099625,4.5750458,5.3075042,6.4856750,1.8692167,11.4174333,17.0346000,1.5437375,2.2048250,0.1136417,7.4661458,3.4360792,3.5546708,12.8743542,16.0953875,23.0851125,1.5832083,1.3910792,7.9379667,5.6062125,6.6614167,69.1455625,17.7211958
2011-05-09,00:00:00,30.5756208,4.6857083,6.6867792,8.6056500,15.5203708,56.0064542,5.3428792,8.4659167,4.1871333,9.4877167,23.1034333,15.7359417,7.4985292,45.0276042,73.5045167,59.4536208,14.7458125,2.1690625,32.1767167,53.1956125,14.3612750,6.1997333,2.4122833,9.2829083,5.4819792,5.3428792,3.5530833,4.3405042,5.8677250,1.4279167,10.3035750,14.7458125,1.2515875,2.1520375,0.0772667,6.0226667,2.8566625,3.0635708,11.2023917,13.9488917,19.9219042,1.3280375,1.0672875,6.2854417,4.3443375,5.5232208,56.0805750,14.0928167
2011-05-10,00:00:00,26.0832750,3.6853917,5.3740458,7.3407000,13.3000750,48.2829375,4.4421333,7.3922667,3.1277375,7.3348917,18.5405292,12.6538875,5.6978542,37.2050625,64.6934375,51.9006833,12.0069708,1.5684417,23.7070708,53.3260125,12.6657208,5.4590875,1.8194208,7.5267833,4.7489667,4.4421333,2.4271500,3.2625042,4.5778417,1.0526250,8.6751000,12.0069708,0.7986083,1.5433000,0.0565042,4.8638458,2.3261375,2.5956625,11.3846708,14.6138833,19.7117083,2.2697833,0.8582958,4.7307125,3.1531875,4.5718625,47.1998667,9.9560583
2011-05-11,00:00:00,21.3167000,2.6917500,4.3865417,5.5921333,10.6541417,39.4840417,3.6107958,6.2837458,2.2391417,5.5363708,14.0656042,9.1808583,4.1261708,28.2828417,53.9291542,41.5215917,9.5486417,1.0123542,17.4941583,44.5048500,10.3887042,4.4785417,1.2260083,6.0779375,4.0421125,3.6107958,1.5766250,2.3534750,3.4723333,0.7781375,7.1160958,9.5486417,0.4522708,0.9897417,0.0470833,3.8906292,1.8798833,2.2002125,10.8339542,13.7943875,18.8738542,1.1528375,0.7059250,3.2402125,2.1691708,3.6392667,38.1118250,8.1155625
2011-05-12,00:00:00,17.0994083,1.9899250,3.6591042,4.1785375,8.1485458,31.5587750,2.9116750,5.2985333,1.5493125,4.1938875,10.4342958,6.4676708,2.9369625,20.9533625,42.9340083,32.2900500,7.6371958,0.6180042,12.8340208,37.7536417,8.2837792,3.6358875,0.7976917,5.0490083,3.4223208,2.9116750,1.0273375,1.6449458,2.5558083,0.6720042,5.8186333,7.6371958,0.2322833,0.5994417,0.0331417,3.1552792,1.5313667,1.8764208,17.7014375,21.7083958,26.3997958,4.3602625,1.0374042,2.1691042,1.5916875,3.8464375,38.7048375,6.9810875
2011-05-13,00:00:00,13.9109542,1.5194167,3.3122208,3.2832667,6.3788417,25.5060542,2.3571917,4.4778208,1.0612083,3.2916958,7.6484542,4.5079208,2.1218583,15.3437000,34.0172333,24.8406500,6.3042000,0.3636583,9.9340500,36.0923333,6.6377750,3.0064500,0.5208875,4.3943583,2.9520833,2.3571917,0.6978875,1.1383042,1.8346708,0.6946375,4.8165250,6.3042000,0.1185458,0.3498333,0.0225667,2.5429542,1.3634583,2.1129417,21.7270958,27.6747250,33.7522125,4.0421208,0.9620958,1.7025500,1.2938708,5.5215000,47.0124792,6.1132542
2011-05-14,00:00:00,21.9046958,4.5256750,5.8572417,4.3601333,10.9056958,28.7186958,1.9619417,3.8298292,0.7581625,2.7155958,5.7723792,3.2610083,1.8394708,11.4830542,26.9329167,19.1141167,5.3230458,0.2167625,13.7211250,40.2455667,8.8611333,2.9164542,0.6758708,7.3469542,4.4955875,1.9619417,0.5107000,0.8190708,1.3419375,0.4045083,4.0673583,5.3230458,0.0654625,0.2074542,0.0155583,2.7018542,4.8548792,2.5979750,43.8595333,55.6630083,57.9491458,29.5647917,1.2532667,1.5306042,8.8184208,7.5723000,71.4341000,6.0748042
2011-05-15,00:00:00,51.8937542,20.7352917,19.5025833,22.1697417,28.5231167,52.9127167,2.5314833,3.5587000,0.6548250,2.5391292,9.6557625,22.6644042,7.1163625,27.2338042,23.2069875,17.9641250,6.5597375,1.8822292,31.6906125,190.2926875,13.8048000,13.6777833,11.3534042,22.3994667,5.8119458,2.5314833,0.5453167,0.6920583,6.6883917,3.2338292,3.5788708,6.5597375,0.0578708,1.9755292,0.6361542,20.1267833,17.7567125,8.7938958,94.7631125,109.4618583,118.4661583,25.7189542,2.2278708,1.6122500,20.2939917,10.8134583,82.0797292,9.4913375
2011-05-16,00:00:00,100.6110167,32.1145458,28.4362042,39.5034542,59.8094375,134.9553917,3.4197208,4.1671125,1.3113292,5.0265708,21.1673458,39.2806208,11.8614875,65.1267125,56.4628208,66.1990417,18.2055458,5.1777083,61.0991167,287.5399000,31.7893958,16.0265875,6.4872083,33.0505667,6.8463375,3.4197208,1.5595708,1.3654625,5.0784208,10.2924083,4.1198542,18.2055458,0.0956042,5.0070083,3.9930917,51.3482375,34.8460792,19.5826708,74.2262625,125.8385625,187.3708667,16.1294500,2.0048875,5.5258500,26.9516333,11.6518208,91.9271000,21.5239917
2011-05-17,00:00:00,116.5501208,34.5248958,28.3543500,51.2132583,72.1037000,164.3715917,2.7561417,5.3208125,1.4018458,5.1177417,20.9790333,23.4358083,8.8387542,52.8397333,92.2636833,69.8445625,14.7794875,1.2523542,75.5688125,302.5016625,32.3195750,12.8939500,7.9716500,35.1785000,8.0571667,2.7561417,1.6918167,1.4522833,5.8663167,7.0779542,5.3098708,14.7794875,0.0695917,1.1939917,2.0630708,46.3960208,30.4886792,19.7484583,48.7091167,68.0922542,97.8583292,8.3117250,1.6053792,9.7025500,23.4773542,9.2969917,104.6471667,32.9593083
2011-05-18,00:00:00,128.2021500,33.9448792,29.1312917,54.7270667,80.0799667,179.2401792,4.2772125,8.2217583,3.0160833,6.9905042,25.1991500,21.3634500,11.8761083,51.7338708,81.6574583,60.0826958,21.2588500,1.2269000,83.5932375,189.3364875,32.0854958,15.0092167,8.4723208,36.7700958,12.4291083,4.2772125,3.2593083,3.0180083,7.0144708,9.1760292,9.6501125,21.2588500,0.1424958,1.2083667,1.4980292,37.4890625,21.4252292,16.9755542,41.9202042,59.7455833,87.5893042,9.6039250,2.5838875,13.0543833,21.1538417,9.3681375,108.6865500,25.0182792
2011-05-19,00:00:00,190.4831792,36.7091375,58.0082917,89.0055750,126.0982792,235.1004167,6.5560208,9.8023708,5.3726417,12.4159125,31.5018958,31.9871250,14.4870750,67.8397542,88.7650833,76.2123708,25.0713500,1.0925875,87.8004583,136.7040708,40.8972375,24.7138208,18.4200042,63.6725875,25.1443292,6.5560208,6.6131667,5.4323667,7.6965333,7.5111292,12.8520583,25.0713500,0.1585292,1.0434042,1.3449917,35.4578417,20.0124208,22.1099542,52.9535083,71.9534042,110.8813917,11.8816708,1.8095583,13.5760917,17.9166583,10.3579417,122.3121333,21.2446792
2011-05-20,00:00:00,259.1516542,35.7886667,57.0403375,73.8914333,153.2688083,335.0817458,6.9885250,10.8548125,6.1221250,14.6798083,34.9408167,51.3133542,15.4387958,89.5970417,109.2222125,99.0861458,23.9117875,0.7222125,80.1123625,117.4822458,55.2183208,31.4768083,18.2160208,75.7139292,20.7798500,6.9885250,7.5133042,6.2399875,8.4573333,5.1788417,14.0347583,23.9117875,0.3745583,0.7424000,0.4852708,33.9559292,26.3793375,28.0281542,51.1782250,65.6247458,111.7091083,6.2682042,1.6898708,12.8529083,13.8005875,9.5048458,109.5144667,20.3278083
2011-05-21,00:00:00,197.5017583,29.7745000,37.0194792,58.5325792,113.8809375,303.9522417,6.8622542,11.0363000,5.6486000,13.6719833,34.3269292,46.7930458,14.2489042,95.1126708,127.0298833,118.4755958,20.8886458,1.3963167,67.9196542,100.2279917,54.0033167,24.1605458,10.9453208,52.7785958,18.5130000,6.8622542,6.5493333,5.7915583,7.9432333,3.2696708,14.1893833,20.8886458,0.8154208,1.4265625,0.3938542,31.6444208,23.6140542,20.1062750,39.6148167,50.5128167,80.8466083,4.5603667,1.5232792,11.4973292,10.0725625,7.4634042,92.0633375,16.7522792
2011-05-22,00:00:00,130.7534792,19.3298333,24.3303792,43.1240208,76.3287750,207.6770208,6.3473542,10.0851125,4.7222083,11.3573417,28.6251833,22.5439833,10.6157042,60.2752167,112.4956417,82.6868292,18.6345750,1.9709458,51.7567417,82.4015333,43.3566292,16.8618333,6.7602542,34.9551500,15.0930792,6.3473542,4.9310167,4.8586792,6.5154292,2.7815708,12.4478875,18.6345750,1.1810875,1.9839708,0.2650125,26.8995417,16.7522042,15.3405042,35.7914333,45.1156292,68.8598125,5.8443250,1.3587208,9.2015833,6.5893500,6.1741375,74.0466458,12.4326500
2011-05-23,00:00:00,91.0253792,14.2010417,18.4627792,27.6948208,51.5309875,141.1248875,5.3774250,8.8517333,3.8821125,9.2650500,22.5425333,15.6617583,7.8197250,46.1684167,82.4765000,64.6009708,15.5448167,1.7188417,35.5270875,95.1180042,27.4032375,11.0052667,4.2798542,25.2886583,11.8975292,5.3774250,3.7242708,4.0003208,4.9231792,1.9534792,10.5879125,15.5448167,0.8785958,1.6978000,0.2906333,21.8016292,12.3660333,11.9179833,32.0783833,40.2169292,59.8336667,5.1689208,1.3627667,6.3541167,4.3072333,5.5697083,63.9423542,9.4712875
2011-05-24,00:00:00,90.8333000,12.7105375,18.5063292,29.1689167,53.7731750,124.8867500,4.8404917,8.1607625,3.4066083,8.0919625,18.3367375,13.0168750,6.6715042,37.1668750,67.5281542,53.3250792,14.2907042,1.2181958,24.1139583,168.3568167,23.4000958,10.2926000,4.9562458,25.2371083,10.5600583,4.8404917,3.0650333,3.5137042,4.1993125,2.4008375,9.5030208,14.2907042,0.5913417,1.1987375,0.1959958,18.7497958,9.0428792,9.3123208,26.4436958,37.7916375,54.4995083,3.6984042,1.0835208,4.3615292,3.0606167,6.4170875,65.5444708,15.6129042
2011-05-25,00:00:00,77.7775833,13.0670583,16.2691583,24.2306958,44.1399000,116.4234167,7.6669292,9.3689375,6.7990917,8.4472500,16.9524333,12.3363542,6.1262333,35.7697000,62.6776375,52.7491208,16.9340875,4.0875333,27.1662000,224.8985208,22.1389417,9.4009083,4.0677125,22.2157500,8.7435917,7.6669292,3.4042333,5.7069250,4.3656625,6.7893458,11.2918625,16.9340875,1.7014917,4.7318125,2.1378958,20.9773458,10.4171250,12.7972583,44.6751167,48.3310375,61.8813958,36.9875750,4.4252625,4.9101875,5.7680542,5.9246250,53.8413667,22.3036792
2011-05-26,00:00:00,100.3184375,12.1651625,19.3664292,29.1937958,59.9302958,156.7452458,31.1383000,30.9760208,29.3300000,40.1264625,48.2846750,16.2826625,27.0471083,69.2747125,163.6472083,117.2441500,74.1168875,30.7803333,148.8579125,637.9239292,34.8393250,10.7888125,4.6643125,27.5470583,21.5063333,31.1383000,21.0278167,30.3955958,12.1785750,35.7280042,40.8223542,74.1168875,11.7640417,30.7121458,19.0467083,51.8332000,27.1004917,36.0992958,159.0767958,267.6067875,382.6276125,56.8066375,27.2462333,28.2707167,48.9884625,20.9785875,172.5512792,30.2787667
2011-05-27,00:00:00,101.1188667,14.6644833,21.8044042,28.6410833,57.7750583,169.4481750,13.7948042,16.6593000,14.3966125,41.6290167,64.2376417,27.3227792,26.0661458,98.2601417,149.3702750,122.9385667,67.1581292,16.8729958,186.4073917,703.9416500,33.1923083,11.4969625,6.0289250,28.9528333,12.6832708,13.7948042,19.8047375,15.1305667,11.3479000,18.6592417,26.6347458,67.1581292,3.6502375,15.9808125,8.0042375,43.8358125,38.2090042,36.1626333,112.9540583,167.9146708,262.0443375,16.4382583,22.6112500,27.9617125,65.2691125,23.7887458,194.6528042,54.4510292
2011-05-28,00:00:00,97.8141542,18.0903583,21.2359000,30.9311500,57.0925833,157.1256583,9.7583292,14.9263458,9.4234292,33.4652125,54.1467333,22.0681583,17.3529125,87.5022583,147.7383833,116.6888375,36.8659125,2.8191125,168.0254667,557.8336375,31.7423917,13.3419625,7.1984208,28.6077542,12.0934208,9.7583292,14.9243333,9.7541958,8.8850833,9.9777250,19.3163583,36.8659125,2.4940458,2.8707542,1.4727500,26.3766500,19.1654042,18.8925208,52.6813125,75.9692208,120.2318500,9.7798667,6.2313875,24.3117500,36.6856917,11.7399250,133.9142750,44.2087125
2011-05-29,00:00:00,96.0019417,17.5849000,18.0295875,29.9964667,56.4982333,149.9989667,9.4911125,15.4523917,8.1345417,27.1089333,38.8283625,21.5563583,13.6803417,71.0743125,124.8023458,95.0887792,32.7256583,4.9472750,150.6933250,494.2778250,31.1013917,13.2505375,6.4995917,25.5810125,12.0936917,9.4911125,11.6811417,8.3854000,8.4965500,7.6071917,19.5360917,32.7256583,3.0705708,4.9586833,1.1534917,24.7993917,14.7618042,16.0524167,47.3078042,66.9947833,99.6402125,12.0105792,11.1981708,16.1079125,21.1890083,9.2528292,105.3982250,31.2006667
2011-05-30,00:00:00,115.7311208,14.1121625,18.0881042,28.5362042,61.4009250,251.4415125,10.7811500,17.5525750,9.5420208,24.5239708,58.3619125,46.1858833,69.8993833,103.4085875,116.6691750,109.1411375,28.8708250,4.6508083,95.8062708,428.2963500,61.5807083,14.0616542,6.1537667,29.3812042,33.6921708,10.7811500,17.7112000,9.5994750,37.5543250,4.9823583,19.9838542,28.8708250,2.7569667,4.6343750,0.8174583,30.5883750,12.9808792,14.4261917,50.2841458,68.1911292,101.1749667,9.6563500,9.2738667,10.8533750,14.1700208,7.7055667,85.4042458,22.9697917
2011-05-31,00:00:00,88.5072667,10.8283125,14.9228208,22.0665583,48.3800708,211.4271875,9.9638583,17.6633458,8.0962000,35.5990708,145.7006083,51.4909083,51.4811708,202.2367292,171.1302625,183.7869042,28.7344792,4.2061542,61.3538458,353.4491167,49.9730583,13.2652542,6.1860500,23.2590458,14.3633958,9.9638583,22.3967375,8.4455625,26.6357458,3.0595792,22.1892417,28.7344792,2.6099500,4.1929000,0.4408500,30.8923708,13.4154083,13.3844875,41.5789542,54.1012292,80.8341917,5.5501208,6.4846208,7.4226750,9.8307167,6.1238542,63.9788125,18.3301708
2011-06-01,00:00:00,68.1152208,7.9941292,11.0859542,16.5452875,36.6232708,139.3762292,7.5653792,14.6276958,5.7490375,25.7370583,97.5240083,29.8206417,22.8406708,154.9076708,237.4832125,219.1399250,22.8472833,3.3201542,38.2919333,232.4783833,33.7965625,11.9047125,4.9869458,17.3375792,12.5951958,7.5653792,11.8211333,5.9492500,13.3415125,1.8361250,17.5097375,22.8472833,1.8977750,3.2833583,0.2325417,22.4034333,10.5436708,11.1076542,32.3858083,41.0720292,60.6937500,3.7981292,4.4896833,4.7804667,5.7807000,4.7479333,49.5926083,14.2271250
2011-06-02,00:00:00,48.4459708,5.2951708,7.1521708,11.3021083,25.5491833,97.2046708,5.7865000,12.1679875,3.9731167,13.7347917,42.9757208,20.1262667,12.2851208,77.0601542,156.5989458,111.5685167,17.6493458,2.1200250,23.1564042,142.2191583,24.2531917,9.2572333,3.1867042,11.4619125,10.1201167,5.7865000,5.3811583,4.1439458,9.2289333,1.1456500,14.0120667,17.6493458,1.0821083,2.0798083,0.1161292,18.0244917,7.6871875,8.3398083,25.6097875,31.4790250,45.3632583,2.3789500,2.8778333,2.8431792,3.3818583,3.4145250,38.2214958,9.2258083
2011-06-03,00:00:00,32.7824583,3.2395125,5.0334250,7.2760917,16.5241875,65.1449250,4.3022667,9.1669125,2.5513875,7.9363708,23.7824417,12.3543875,6.4003042,44.6488292,87.2853458,66.0236458,13.1411875,1.1872875,14.3618792,79.7898667,17.0264625,6.7766500,1.8149792,7.8550417,7.4304833,4.3022667,2.5390333,2.6898917,5.2006792,0.7293458,10.2913625,13.1411875,0.5142042,1.1545375,0.0659167,13.3954833,5.3943333,5.5656625,19.5623125,23.4976833,33.4640292,1.6985750,1.8894583,1.5668500,1.9504125,2.5940958,28.5260167,6.9686042
