time,date,hour,precip [mm/day],sub676 [m3/s],sub677 [m3/s],sub684 [m3/s],sub685 [m3/s],sub687 [m3/s],sub687 (observed) [m3/s],sub686 [m3/s],sub686 (observed) [m3/s],sub699 [m3/s],sub699 (observed) [m3/s],sub703 [m3/s],sub703 (observed) [m3/s],sub700 [m3/s],sub700 (observed) [m3/s],sub701 [m3/s],sub702 [m3/s],sub702 (observed) [m3/s],sub697 [m3/s],sub697 (observed) [m3/s],sub696 [m3/s],sub696 (observed) [m3/s],sub698 [m3/s],sub682 [m3/s],sub694 [m3/s],sub694 (observed) [m3/s],sub695 [m3/s],sub695 (observed) [m3/s],sub680 [m3/s],sub680 (observed) [m3/s],sub681 [m3/s],sub681 (observed) [m3/s],sub691 [m3/s],sub692 [m3/s],sub692 (observed) [m3/s],sub693 [m3/s],sub689 [m3/s],sub690 [m3/s],sub690 (observed) [m3/s],sub707 [m3/s],sub707 (observed) [m3/s],sub709 [m3/s],sub709 (observed) [m3/s],sub712 [m3/s],sub712 (observed) [m3/s],sub713 [m3/s],sub713 (observed) [m3/s],sub714 [m3/s],sub714 (observed) [m3/s],sub715 [m3/s],sub715 (observed) [m3/s],sub723 [m3/s],sub724 [m3/s],sub716 [m3/s],sub716 (observed) [m3/s],sub717 [m3/s],sub717 (observed) [m3/s],sub718 [m3/s],sub718 (observed) [m3/s],sub719 [m3/s],sub719 (observed) [m3/s],sub720 [m3/s],sub722 [m3/s],sub722 (observed) [m3/s],sub721 [m3/s],sub721 (observed) [m3/s],sub710 [m3/s],sub710 (observed) [m3/s],sub704 [m3/s],sub704 (observed) [m3/s],sub705 [m3/s],sub705 (observed) [m3/s],sub688 [m3/s],sub688 (observed) [m3/s],sub706 [m3/s],sub706 (observed) [m3/s]
264,2010-09-22,00:00:00.00,0.000235895,0.581356,1.60557,0.760872,1.42699,15.8358,25.5,0.112628,0.55,0.208882,0.146,0.198607,3,0.391097,0.127,0.544807,0.627208,2.57,0.0588307,0.083,2.00752,0.82,1.43111,0.505549,0.824415,0.031,0.0936571,0,1.18804,0.1436,0.961885,0.6003,2.1242,5.05698,3.4263,3.25961,3.18002,3.84631,1.0421,6.51242,3.8228,9.07943,5.0404,0.357537,0.2073,59.9734,8.7216,3.58999,0.3879,8.51969,1.3026,0.858219,1.56066,2.44672,0.2973,1.72713,0.1022,2.2882,0.1708,6.59194,13.4505,0.51659,1.5287,1.4357,4.47177,0.9854,1.31406,0.2917,3.35894,8.2402,1.15974,,0.562495,0.1767,1.06932,0.5125
265,2010-09-23,00:00:00.00,0.318266,1.84062,2.27175,1.14894,1.07077,12.7927,25.4,0.398555,0.568,1.13231,0.341,0.678729,3.07,2.04308,0.269,2.20997,1.56516,2.33,0.411345,0.1,2.4861,0.838,2.8103,1.15729,1.20743,0.067,0.262009,0,1.57429,0.2076,1.33461,0.5493,2.43341,8.18823,8.2119,4.9064,3.41725,5.51082,2.5315,7.54508,4.5873,9.81927,4.8988,0.352821,0.2033,52.8243,8.8915,3.70731,0.3313,8.36583,1.4073,0.881428,1.64428,2.37077,0.286,1.74321,0.0776,2.39469,0.1761,6.9645,14.8947,0.706654,2.61056,1.4158,4.80826,1.0534,1.6769,0.2642,3.5186,7.6739,1.56907,,1.21518,0.1965,1.59976,0.7079
266,2010-09-24,00:00:00.00,0.00729093,2.32146,3.14273,1.98055,1.3013,13.4046,25.8,0.501478,0.705,1.22298,0.331,1.20896,3.22,2.03794,0.283,2.95737,2.8784,2.73,0.493121,0.167,3.60665,0.835,3.90423,1.15053,1.69665,0.057,0.327186,0,1.86104,0.2271,1.62757,0.4814,2.85081,10.7113,4.644,6.01785,3.36229,5.86611,2.2965,9.06001,4.4741,11.1794,4.7289,0.361019,0.1807,49.401,6.9659,3.81534,0.2888,8.33262,1.3394,0.907822,1.71224,2.50658,0.271,1.79047,0.0651,2.58471,0.1928,7.0043,17.2733,0.785575,2.99391,1.767,5.55949,1.0789,2.10362,0.2305,4.17202,7.5889,1.77543,,1.39309,0.2401,1.92471,0.5947
267,2010-09-25,00:00:00.00,0.00181552,0.850327,2.96348,1.94882,1.60996,17.3412,24.6,0.198684,0.567,0.281391,0.172,1.01606,3.16,0.37568,0.215,1.24429,2.56842,2.38,0.139929,0.107,3.62497,0.803,2.60394,0.485285,1.23615,0.052,0.153519,0,1.40366,0.2203,1.17143,0.4984,2.37894,7.00702,3.9644,4.001,2.59529,3.51541,1.2035,8.18524,4.3042,10.5888,4.559,0.343169,0.1422,49.1266,7.7871,3.55945,0.256,8.02944,1.212,0.851941,1.61234,2.38757,0.2461,1.6937,0.0648,2.52317,0.1852,6.53681,10.5905,0.584167,1.90645,1.9086,5.88617,0.9628,1.95536,0.1962,4.10032,6.7677,1.36451,,0.693956,0.2146,1.4139,0.5239
268,2010-09-26,00:00:00.00,0.0127934,0.878612,2.18307,1.21697,1.91586,20.3955,24.1,0.100374,0.499,0.195973,0.134,0.566317,3.03,0.371275,0.16,0.481673,1.35897,2.21,0.055952,0.086,2.65167,0.788,1.49406,0.487775,0.737634,0.041,0.0862116,0,1.08487,0.1931,0.861481,0.4729,1.80238,4.30312,3.5962,2.73992,2.28386,2.79415,0.9713,6.35529,6.5129,8.92404,4.3325,0.330287,0.2945,49.8793,6.0315,3.36338,0.2483,7.79904,1.0562,0.800235,1.50553,2.21423,0.2356,1.59382,0.0603,2.19733,0.1546,5.80839,10.0242,0.492798,1.5271,1.5178,5.76132,0.8807,1.58852,0.175,3.47801,5.9182,1.13506,,0.522158,0.1668,1.07094,0.4276
269,2010-09-27,00:00:00.00,0.00658088,1.2657,1.75646,1.10178,1.90593,19.4032,23.9,0.116319,0.475,0.312666,0.119,0.273636,2.99,0.495934,0.162,0.554581,0.735907,2.13,0.0702747,0.082,1.97167,0.786,1.66011,0.732214,0.859565,0.043,0.12137,0,1.03268,0.2104,0.814457,0.4587,1.58389,4.32756,3.4547,2.63225,2.03551,2.797,0.8948,4.80992,5.8616,8.03779,4.1626,0.328105,0.4927,49.7163,2.3276,3.27178,0.2733,7.53708,0.9373,0.79249,1.45443,2.15746,0.2285,1.54532,0.0549,2.12661,0.1396,5.53149,8.2968,0.485993,1.48067,1.3677,5.24036,0.7929,1.26642,0.1736,2.98904,5.7766,1.01088,,0.60032,0.1461,0.999842,0.3738
270,2010-09-28,00:00:00.00,0.192451,0.961175,2.37986,1.33847,1.73961,16.3846,23.7,0.377882,0.509,0.414289,0.171,0.305126,2.94,0.73563,0.179,0.87317,0.794206,2.18,0.0738775,0.086,1.83452,0.776,1.81091,0.717273,1.04933,0.073,0.144349,0,1.0162,0.2469,0.816414,0.4276,1.60681,4.3654,3.5962,2.63579,1.79395,2.518,0.8325,4.24443,3.0299,7.61979,4.021,0.323746,0.538,49.4535,1.5461,3.49235,0.252,8.78988,0.909,1.17722,2.14954,3.6691,0.2376,2.33371,0.0501,2.99013,0.19,5.40442,9.0331,0.537259,1.574,1.3366,4.6442,0.7589,1.3301,0.173,3.72673,5.6634,1.37295,,1.0212,0.1198,1.44158,0.3681
271,2010-09-29,00:00:00.00,2.02263,9.19581,12.0309,7.17603,4.232,26.0749,31.9,2.38334,1.42,1.90185,0.804,1.73209,3.28,3.2409,0.71,5.06214,3.50722,2.77,1.3963,0.271,8.90076,0.882,11.8494,6.55533,7.44244,0.18,1.91095,0,10.7173,0.4417,8.13901,0.6485,8.77061,32.8098,28.2319,16.8913,5.56,9.89561,8.2402,8.06133,4.4174,13.2642,4.644,1.07116,1.3649,58.8321,3.3414,9.88904,0.4729,20.9787,1.3309,4.60572,6.07227,14.5019,1.2969,8.16229,0.3851,13.0137,2.1974,17.5605,62.2971,3.57871,10.3926,7.2774,9.5607,3.936,4.24415,0.2141,9.02818,11.6382,3.17899,,2.87521,0.3483,3.76135,1.0477
272,2010-09-30,00:00:00.00,0.035312,10.6451,19.3344,13.1453,10.9002,64.0439,53.1,3.0166,3.06,2.04907,0.818,3.23469,3.66,3.1329,0.689,6.46752,7.0425,3.54,1.73708,0.384,18.7086,0.971,17.7329,6.58717,11.427,0.167,2.65737,0,15.2572,0.4021,12.4605,1.3847,15.4483,52.7533,26.1931,26.8488,8.50107,14.2438,11.1002,13.1252,4.021,21.0143,4.7572,1.45597,0.4701,84.4516,4.3891,16.1222,0.6966,36.9235,2.3786,5.83094,7.76163,17.1243,1.7132,11.4152,0.4644,18.1258,1.515,33.3091,32.8475,4.60601,14.0111,9.1747,16.3857,4.7289,7.75964,0.3964,13.0376,11.9214,3.85146,,2.71177,0.6909,4.65323,2.2484
273,2010-10-01,00:00:00.00,0.0836194,2.01923,10.5023,6.69146,13.1103,88.4747,52.3,0.971039,2.15,0.444796,0.515,2.75049,3.18,0.488526,0.414,2.07185,5.15607,2.95,0.399388,0.16,14.0236,0.936,6.81052,0.485707,4.51785,0.335,0.827959,0,5.18355,0.4616,4.79527,1.4017,9.58691,23.4711,14.2717,13.3374,6.87285,8.13493,3.0016,12.8247,3.9927,17.2863,4.9271,0.603815,0.2336,106.265,3.9644,10.63,0.8863,32.5679,2.4607,2.05437,4.02455,5.70959,1.43,6.23707,0.3171,8.11082,0.6994,26.4002,15.2911,1.49654,5.3161,3.5113,15.3833,1.8406,6.20673,1.0024,12.3572,18.0661,5.06396,,3.7495,1.0392,4.86421,2.591
274,2010-10-02,00:00:00.00,0.00211668,0.452167,2.37289,0.197042,7.29755,62.9444,51.5,0.0699955,1.65,0.181593,0.404,1.40627,3.05,0.341974,0.301,0.341568,1.51794,2.82,0.0527842,0.14,3.45916,1.13,0.681301,0.453736,0.293766,0.218,0.0593754,0,0.573136,0.3426,0.394027,0.9599,3.89213,5.19842,10.2507,4.64258,6.03314,6.32773,1.682,9.35354,4.8139,10.1947,5.1537,0.235411,0.1764,101.11,8.8632,3.93877,0.9741,16.6557,3.1998,0.438882,1.57533,1.86284,0.8184,2.25571,0.2384,2.13167,0.6768,11.9738,12.6576,0.430499,1.80138,2.3899,9.97055,1.1836,2.838,0.9033,13.242,36.2456,5.97828,,4.27179,2.945,4.97207,7.0509
275,2010-10-03,00:00:00.00,0.652648,2.18239,2.02055,1.43321,2.71507,32.558,46.8,0.578619,1.19,1.41389,0.544,0.902723,3.17,2.12312,0.299,1.97848,1.48473,2.75,1.22523,0.243,4.4433,1.23,7.16454,4.18706,4.44787,0.181,1.34364,0.002,5.26167,0.3285,4.02023,0.8552,5.67062,17.5134,17.1034,9.51246,5.64432,7.71874,1.682,7.8663,5.5218,10.6579,5.0687,0.614771,0.2373,82.7296,7.7022,4.78602,0.7136,12.6991,3.3414,1.99129,2.48062,6.0906,0.6428,2.97515,0.1999,3.3441,0.7391,7.98623,12.8558,0.740761,3.15906,2.1861,7.55617,1.0392,1.7769,0.6626,10.8518,18.406,3.67364,,1.16585,0.9713,2.64043,1.7811
276,2010-10-04,00:00:00.00,0.521174,2.63746,2.43162,2.75471,2.16606,23.1578,46.5,0.992323,1.77,2.25005,0.625,2.31253,3.68,3.60616,0.463,4.24776,4.138,2.95,1.77784,0.782,11.6846,1.14,11.1846,4.4199,7.52645,0.229,2.04562,0.008,7.8514,0.2648,6.46861,0.9061,7.89498,26.574,18.7741,13.4056,5.0169,7.12076,2.0841,8.77169,4.1059,13.5764,4.7855,0.76241,0.2322,72.9897,6.8527,8.36099,0.926,20.6229,3.7945,4.49699,3.9915,16.6617,7.957,9.45169,3.398,8.57374,8.6083,12.8606,22.342,2.05281,8.69339,9.0614,15.4371,8.0986,6.10991,1.2261,8.98522,22.3986,3.89003,,2.57455,1.5829,3.93344,8.042
277,2010-10-05,00:00:00.00,0.155496,0.907953,2.06913,2.32764,2.52487,18.2025,40.6,0.583171,2.36,1.01776,0.639,3.07845,3.72,1.8452,0.534,3.50392,5.16663,3.27,0.604824,0.599,10.0929,1.05,5.1227,0.675293,3.37158,0.235,0.809739,0.003,3.15615,0.2591,2.83935,0.9713,5.79585,15.0047,11.3267,8.6396,4.01478,4.99716,1.5829,8.3487,4.1909,12.3087,4.7289,0.441496,0.1875,69.093,7.2774,8.25606,0.7646,25.4138,3.9644,4.89007,3.42141,22.488,16.6503,15.2575,11.4683,11.9877,6.0881,18.0039,14.5832,2.20732,8.76675,6.0032,26.6509,5.3802,11.6778,4.644,14.6163,19.2838,5.90863,,4.49304,2.1323,7.2413,5.2386
278,2010-10-06,00:00:00.00,0.275708,0.42956,1.78163,1.11135,2.82465,14.437,37.9,0.880627,2.29,0.64076,0.661,3.12893,3.6,1.40902,0.644,3.47272,4.54784,3.25,0.0501123,0.289,3.70218,1.02,1.4264,0.494529,0.330724,0.167,0.118548,0.001,0.545339,0.3228,0.374906,0.8042,2.93779,4.8522,8.6933,3.97723,3.29109,3.7954,1.1695,6.39451,4.1626,8.78164,4.9554,0.270748,0.1886,64.138,7.2208,5.04472,0.6003,20.9798,3.1715,2.84414,2.03744,14.6227,7.1642,12.3997,4.5307,12.1554,2.945,18.9706,28.8832,1.36302,5.26202,4.4174,27.0551,5.0404,12.1817,5.3519,21.2919,41.6258,7.34815,,4.68095,5.2386,7.83408,8.8915
279,2010-10-07,00:00:00.00,0.240359,1.68146,3.3069,1.40936,3.0849,14.8583,43.8,1.6968,4.49,1.71438,0.943,3.22005,4.05,3.06089,1.29,4.76548,5.544,3.92,0.183286,0.185,2.43662,1.07,2.99603,0.658339,0.789014,0.133,0.147524,0,0.858854,0.2549,0.675241,0.6768,2.03935,4.74368,6.881,3.12954,2.76626,3.47981,1.0619,4.66491,4.1059,7.38535,4.8705,0.296814,0.1841,58.4611,8.3535,3.34891,0.5607,13.9134,4.1909,1.32268,1.44021,6.14723,4.021,7.01546,2.7326,11.0255,2.8883,18.7082,26.1931,1.64696,6.10998,6.2014,21.503,7.9287,9.79401,4.8988,23.9568,58.3327,7.98018,,5.12399,6.5978,7.37419,15.9141
280,2010-10-08,00:00:00.00,0.0126923,2.1233,4.45457,2.36404,3.04735,17.3332,41,1.25776,3.96,1.32339,0.881,2.23949,3.89,2.03574,0.981,2.84033,4.63002,3.68,0.21604,0.164,3.66055,1.02,4.00194,0.576583,0.892892,0.082,0.163244,0,0.889461,0.2263,0.713322,0.572,1.49478,3.86862,5.9465,2.42372,2.07071,2.73034,0.9203,3.96184,3.9927,6.87545,4.7006,0.285141,0.158,52.1175,7.1642,2.99938,0.5578,9.28098,3.483,0.858627,1.27695,3.56251,2.7043,3.95486,1.6849,6.58353,1.7047,15.5483,17.3016,1.34521,4.48252,5.0121,16.8067,8.8065,6.12141,5.9749,18.4611,35.6792,6.02134,,3.07782,3.8511,4.96339,7.4473
281,2010-10-09,00:00:00.00,0.000150243,0.887718,3.15603,1.95186,2.62355,17.9915,38.2,0.340684,3.13,0.249735,0.605,1.28874,3.8,0.34612,0.634,0.761251,2.25905,3.55,0.0822739,0.147,3.74057,0.995,2.69372,0.401029,0.725809,0.044,0.10858,0,0.883798,0.2192,0.702237,0.5125,1.31259,3.65481,4.9554,2.1938,1.69693,2.35649,0.8891,3.74738,4.6156,6.55895,4.5873,0.283046,0.175,45.606,4.1343,2.8246,0.4729,7.5045,2.7779,0.729543,1.25302,2.42316,1.9765,2.32743,0.9713,3.27369,1.1044,11.5699,13.2523,0.614287,2.30111,3.3131,11.5198,6.3147,2.978,3.9077,9.29267,21.4642,3.29405,,1.02811,1.8066,2.14715,2.9166
282,2010-10-10,00:00:00.00,6.27388e-05,0.383853,1.86977,0.97332,2.27625,15.2832,36.3,0.06346,2.38,0.162795,0.39,0.638697,4.01,0.307073,0.496,0.418011,1.03336,3.32,0.0469385,0.119,2.60793,0.982,1.35063,0.395332,0.587103,0.042,0.0737363,0,0.873593,0.1625,0.694022,0.4701,1.25864,3.41013,4.6156,2.03987,1.3933,1.97329,0.7985,3.55802,4.7855,6.37214,4.3891,0.279214,0.1863,41.35,2.86,2.77601,0.4276,6.90835,2.6618,0.672935,1.23638,1.89915,1.5999,1.64142,0.6031,2.0807,0.8099,7.93525,13.2806,0.402896,1.50251,2.6165,6.91675,4.9554,1.51058,2.2115,4.52254,15.8008,1.79735,,0.514161,1.0251,1.19237,1.6792
283,2010-10-11,00:00:00.00,0.000173028,0.535677,1.30993,0.516753,1.82627,11.4787,34.5,0.0931974,1.96,0.180924,0.293,0.287797,3.79,0.302968,0.411,0.427554,0.557907,3.03,0.0589539,0.11,1.79538,0.958,1.17881,0.389957,0.564073,0.051,0.075405,0,0.862927,0.1388,0.685434,0.4332,1.21972,3.42378,4.4741,2.0488,1.27652,1.81475,0.7674,3.4175,5.1537,6.19047,4.3042,0.275865,0.1846,38.6936,1.9595,2.742,0.3794,6.55493,2.3276,0.665559,1.22106,1.85359,1.3762,1.37029,0.4163,1.80794,0.6258,6.17064,12.5727,0.412303,1.28603,2.2823,4.77082,3.8794,1.0929,1.4583,3.16831,12.9408,1.15692,,0.461076,0.7249,0.892013,1.1865
284,2010-10-12,00:00:00.00,0.043884,0.613942,1.30727,0.74352,1.50018,9.99141,32.7,0.401453,1.82,0.411336,0.362,0.32296,3.56,0.948697,0.375,0.63376,0.775513,2.9,0.0921991,0.103,1.37982,0.961,1.13378,0.385451,0.592642,0.032,0.109275,0,0.88669,0.1461,0.895628,0.3908,1.20724,3.36103,4.3891,1.97371,1.21606,1.71424,0.7051,3.334,4.7289,6.1003,4.1059,0.272446,0.194,36.9817,3.4547,2.70576,0.3568,6.3081,1.9992,0.65981,1.20595,1.79212,1.1978,1.29446,0.2945,1.79001,0.4672,5.72467,12.4594,0.401633,1.20178,2.1832,3.93229,3.1149,0.97665,1.0817,2.71937,11.5533,1.90824,,1.52342,0.6796,1.91787,1.1723
285,2010-10-13,00:00:00.00,0.0709155,0.737032,1.31011,0.944473,1.55752,10.173,28.5,0.665288,2.18,1.0895,0.371,0.879623,3.61,1.70646,0.54,1.96081,1.61336,3.05,0.124101,0.126,2.37363,0.995,3.037,1.18459,1.11098,0.027,0.298304,0,1.2343,0.1818,0.991356,0.4106,1.18531,3.39516,4.0776,1.97809,1.18753,1.68868,0.7306,3.27309,4.6723,6.00106,4.0493,0.269093,0.2265,36.2948,2.7666,2.67508,0.3256,6.17396,1.7953,0.650481,1.19101,1.7778,1.1157,1.26412,0.2138,1.72959,0.4021,5.08162,13.1673,0.398685,1.17953,2.0218,3.47217,2.4806,0.957553,0.8184,4.34255,11.8931,3.07536,,2.63033,1.5886,3.29869,1.5716
286,2010-10-14,00:00:00.00,0.0659048,0.572282,1.26452,0.841812,1.48502,9.34175,27.6,0.395034,2.01,0.909957,0.372,1.33118,3.5,1.13817,0.46,2.34574,2.38345,2.98,0.0782033,0.139,4.0686,0.962,4.36056,1.24502,1.74029,0.022,0.402277,0,2.49696,0.2492,1.63413,0.4389,1.81568,4.73038,4.3608,2.51272,1.41791,2.01161,0.7447,3.66029,4.8422,6.18474,4.0493,0.265772,0.2699,35.8284,2.8317,2.64701,0.3285,6.06655,1.5461,0.643547,1.20857,1.74846,1.0364,1.2456,0.1773,1.72827,0.3681,4.57107,11.2418,0.393177,1.15334,1.9652,3.29734,1.8859,0.978486,0.6485,6.67204,10.6755,2.73273,,1.61609,1.1298,2.82422,1.3932
287,2010-10-15,00:00:00.00,1.22565,4.51948,9.64111,3.74892,3.67608,17.743,42.2,3.46669,5.07,3.30601,2.35,3.28027,4.43,5.08169,1.95,6.52935,6.13618,3.86,0.748323,0.424,13.2462,1.19,13.9149,8.01962,9.52334,0.246,2.54465,0.02,4.36946,0.4531,3.67483,0.4786,4.8901,16.1796,24.7489,8.90336,3.38774,5.80542,6.0598,6.14949,3.1149,11.5549,4.2475,0.883582,1.0732,39.6472,9.2879,5.7678,0.4814,10.761,1.5659,1.95065,2.71879,8.24281,2.3361,3.71265,1.2374,4.15749,1.2856,5.90498,21.6341,0.872726,4.14175,5.7483,8.69043,7.7871,2.45276,0.6258,6.20948,9.7693,2.19064,,0.956985,0.875,2.03487,1.0194
288,2010-10-16,00:00:00.00,0.189634,5.55266,16.5705,7.03826,7.95262,42.4609,48.2,4.97325,7.63,3.75854,2.46,5.7309,5.04,5.27933,2.1,8.28862,10.0376,4.82,0.972081,0.7,22.5827,1.38,19.5243,8.23674,14.1795,0.549,3.48243,0.036,3.90005,0.4531,3.57169,0.6088,6.33091,21.5633,10.6755,12.138,4.6885,7.77538,2.945,8.36082,3.3697,17.6861,5.0121,1.23348,0.269,54.5273,9.5994,9.49802,0.5097,17.0483,1.75,2.87958,4.3059,10.8264,1.8859,5.11049,0.8863,5.95234,0.8014,7.58194,15.376,1.26884,8.6571,8.6083,20.487,15.461,7.17672,1.1525,4.90084,10.0525,2.06131,,1.34561,1.0845,2.01655,1.2516
289,2010-10-17,00:00:00.00,0.00105609,1.3121,9.10148,4.4143,8.1433,52.9215,41.7,1.60673,5.71,0.666164,1.23,4.33458,4.58,0.56638,1.04,2.64303,6.39596,4.42,0.256989,0.302,15.2948,1.44,7.55173,0.64774,5.60703,0.462,1.1243,0.034,1.75854,0.5692,1.56869,0.7504,3.86291,9.91264,6.9093,6.00307,3.77147,4.62604,1.4272,7.83972,3.6812,13.5911,5.2953,0.521022,0.1894,74.7256,7.6739,7.34376,0.6258,16.1643,1.5291,1.28612,3.16383,3.79548,1.5404,3.06414,0.4474,3.8341,0.4899,6.84058,12.516,0.785731,6.69058,5.182,23.0896,11.3267,9.20554,1.0675,4.29159,9.4578,1.65537,,0.824565,1.5801,1.67123,1.3535
290,2010-10-18,00:00:00.00,5.88694e-05,0.336599,2.13988,0.849918,4.95942,36.1689,37.5,0.0572569,4.18,0.146417,0.732,1.58757,4.99,0.275746,0.647,0.274545,1.6805,4.38,0.0426918,0.178,3.85836,1.47,0.78217,0.354308,0.230369,0.308,0.0466367,0.024,0.914717,0.4955,0.776939,0.6371,2.17253,3.79914,6.2014,2.79189,3.19584,3.55056,1.0902,6.08036,3.1998,7.73028,5.0687,0.186722,0.1841,84.1293,5.6351,3.65199,0.64,11.537,1.3904,0.386511,1.54942,1.48845,1.3847,1.76933,0.3568,2.24327,0.3908,6.36201,10.5339,0.383406,2.44873,3.3697,14.366,7.957,5.2436,1.6622,3.6346,8.9481,1.22372,,0.440196,1.1695,1.10619,1.1638
291,2010-10-19,00:00:00.00,0.0219174,0.499623,1.06812,0.371561,2.62343,19.9691,34.3,0.0840696,3.36,0.162729,0.586,0.468254,5.55,0.272541,0.467,0.387289,0.637141,3.77,0.0536033,0.137,0.508187,1.49,1.19365,0.349508,0.48459,0.27,0.0696169,0.018,0.797602,0.2781,0.613141,0.5522,1.61648,4.04528,5.6917,2.61176,2.51662,3.29667,0.9288,4.37864,3.3131,6.49272,4.8705,0.266273,0.2044,73.6682,4.7855,2.62106,0.6541,7.67947,1.2884,0.704155,1.21803,1.9813,1.2148,1.41751,0.286,1.8801,0.3908,6.9642,12.5727,0.469426,1.78755,2.7751,7.23039,4.6723,1.82605,1.4413,2.97308,8.2119,0.935264,,0.447021,0.8042,0.825424,0.9033
292,2010-10-20,00:00:00.00,0.0144993,0.448123,0.988143,0.532656,1.23894,13.4254,32.2,0.0785785,2.81,0.14464,0.398,0.144924,4.81,0.268928,0.398,0.372144,0.424901,3.42,0.118357,0.12,0.941568,1.43,0.893296,0.34478,0.507921,0.384,0.0672446,0.026,0.774219,0.2532,0.614948,0.5607,1.22223,3.27927,5.4652,1.99853,1.78014,2.34782,0.8637,3.63463,3.6246,5.81926,4.5024,0.242545,0.2271,54.4262,4.7855,2.50786,0.5663,6.29647,1.2686,0.71451,1.30987,1.83711,1.1383,1.33557,0.273,1.77759,0.337,6.88411,12.3745,0.478451,1.61391,2.7666,5.01787,3.1715,1.42171,1.093,2.69446,7.9004,0.802009,,0.431093,0.6541,0.779375,0.9911
293,2010-10-21,00:00:00.00,0.000732622,0.479697,1.09843,0.526722,0.686183,9.54894,31.4,0.0790011,2.39,0.15674,0.313,0.132185,4.29,0.264901,0.365,0.366165,0.449615,3.23,0.178807,0.11,1.15447,1.31,1.01915,0.346226,0.494757,0.306,0.0708986,0.022,0.763344,0.2197,0.606027,0.5748,1.12068,3.06767,5.4368,1.84596,1.43214,2.00626,0.8807,3.3668,4.021,5.6185,4.2475,0.24463,0.2158,43.6811,5.6067,2.45008,0.4899,6.47423,1.3592,0.661295,1.33806,1.78719,1.0534,1.24329,0.2308,1.6497,0.3002,5.86027,11.5533,0.376027,1.19921,2.506,4.73113,2.1662,1.60862,0.8891,2.72322,7.7305,0.754899,,0.436866,0.5522,0.778452,0.7221
294,2010-10-22,00:00:00.00,0.517224,3.04964,2.86069,2.24776,1.52197,9.87583,34.8,0.707487,2.44,1.57997,0.501,0.959691,4.21,2.42851,0.471,2.19189,1.60455,3.24,0.655565,0.134,4.11671,1.27,5.60476,3.04419,3.15639,0.249,1.05567,0.019,3.26936,0.2582,2.68689,0.5663,3.50291,10.6638,12.6859,5.35202,2.15471,3.18499,1.6537,4.64358,4.1059,6.91496,4.1343,0.286504,0.2333,39.5141,5.182,2.48479,0.4446,6.30138,1.5631,0.59676,1.22803,1.68034,1.0166,1.23904,0.1948,1.61026,0.2625,5.03869,10.364,0.428992,2.67191,2.7269,6.61513,2.3843,2.74559,0.9628,6.66904,9.9958,3.53057,,3.1553,1.665,4.58906,2.86
295,2010-10-23,00:00:00.00,0.0398085,4.49168,4.44515,4.97194,3.36389,15.9187,34.5,1.03897,2.71,1.95163,0.496,2.1156,4.16,2.92459,0.604,4.56626,4.18812,3.37,0.817314,0.148,8.90245,1.21,8.97688,3.06615,5.19785,0.211,1.49934,0.016,4.81361,0.252,4.26589,0.6173,6.3676,18.128,9.6844,9.21531,3.06675,4.4662,1.784,6.69899,4.2475,8.63787,4.1343,0.310987,0.2506,35.1315,4.2758,2.51239,0.4389,6.10709,1.5942,0.586854,1.09552,1.69771,1.0279,1.22479,0.1787,1.67893,0.2129,4.64525,11.1852,0.449915,3.10233,3.2281,9.27329,4.1626,3.73776,0.8778,12.0383,13.4788,5.07573,,3.81282,2.2965,6.82395,5.6351
296,2010-10-24,00:00:00.00,0.122685,3.17002,5.09129,4.79275,5.15104,23.9206,33.7,0.532441,2.73,0.52338,0.535,2.31354,4.03,0.97781,0.682,3.44275,4.63729,3.29,0.254552,0.115,8.17329,1.16,4.85932,0.845737,2.82106,0.186,0.617025,0.015,3.0324,0.3483,2.37979,0.6598,4.74698,11.0478,7.5889,6.41895,2.9248,3.53863,1.1921,6.72024,4.1909,8.10753,4.1343,0.254992,0.2274,32.4252,3.5396,2.42426,0.4814,5.7973,1.2828,0.573735,1.04041,1.57904,1.0024,1.15842,0.1713,1.60092,0.2195,4.33702,11.2984,0.384529,1.41711,2.8034,8.20543,2.86,3.05539,0.8693,9.36146,12.0063,3.41691,,1.25539,1.4272,3.54824,2.8204
297,2010-10-25,00:00:00.00,0.190311,5.05138,8.25573,4.94985,6.27039,34.4874,35.1,0.556083,2.66,0.515848,0.55,1.78012,3.98,0.821388,0.635,1.4152,2.99668,3.22,0.17524,0.104,4.42749,1.16,2.60424,1.12045,1.26078,0.171,0.299547,0.014,2.29912,0.5635,1.06328,0.5918,2.47535,4.60659,6.881,3.2687,2.95207,3.2457,1.0222,5.24466,4.559,6.8931,4.1343,0.247071,0.3879,32.3662,5.6351,2.71334,0.4984,5.95156,1.1383,0.615347,1.22212,1.55606,1.0421,1.1167,0.1662,1.53619,0.252,4.231,16.3671,0.355011,1.10782,2.5485,5.97625,2.2002,2.05417,1.0874,4.36787,11.1852,2.56679,,1.46474,1.8689,1.82322,4.5024
