time,date,hour,precip [mm/day],sub676 [m3/s],sub677 [m3/s],sub684 [m3/s],sub685 [m3/s],sub687 [m3/s],sub687 (observed) [m3/s],sub686 [m3/s],sub686 (observed) [m3/s],sub699 [m3/s],sub699 (observed) [m3/s],sub703 [m3/s],sub703 (observed) [m3/s],sub700 [m3/s],sub700 (observed) [m3/s],sub701 [m3/s],sub702 [m3/s],sub702 (observed) [m3/s],sub697 [m3/s],sub697 (observed) [m3/s],sub696 [m3/s],sub696 (observed) [m3/s],sub698 [m3/s],sub682 [m3/s],sub694 [m3/s],sub694 (observed) [m3/s],sub695 [m3/s],sub695 (observed) [m3/s],sub680 [m3/s],sub680 (observed) [m3/s],sub681 [m3/s],sub681 (observed) [m3/s],sub691 [m3/s],sub692 [m3/s],sub692 (observed) [m3/s],sub693 [m3/s],sub689 [m3/s],sub690 [m3/s],sub690 (observed) [m3/s],sub707 [m3/s],sub707 (observed) [m3/s],sub709 [m3/s],sub709 (observed) [m3/s],sub712 [m3/s],sub712 (observed) [m3/s],sub713 [m3/s],sub713 (observed) [m3/s],sub714 [m3/s],sub714 (observed) [m3/s],sub715 [m3/s],sub715 (observed) [m3/s],sub723 [m3/s],sub724 [m3/s],sub716 [m3/s],sub716 (observed) [m3/s],sub717 [m3/s],sub717 (observed) [m3/s],sub718 [m3/s],sub718 (observed) [m3/s],sub719 [m3/s],sub719 (observed) [m3/s],sub720 [m3/s],sub722 [m3/s],sub722 (observed) [m3/s],sub721 [m3/s],sub721 (observed) [m3/s],sub710 [m3/s],sub710 (observed) [m3/s],sub704 [m3/s],sub704 (observed) [m3/s],sub705 [m3/s],sub705 (observed) [m3/s],sub688 [m3/s],sub688 (observed) [m3/s],sub706 [m3/s],sub706 (observed) [m3/s]
865,2012-05-15,00:00:00.00,0.00134782,4.86927,8.96918,7.58643,12.0623,61.3118,28.8,2.59643,1.12,4.59098,0.409,7.89187,4.45,5.61091,0.415,5.11258,9.24894,3.72,2.66673,0.262,15.9985,3.42,11.0588,3.5816,7.25381,1.69,3.42462,0.094,7.55025,1.413,7.52989,2.254,13.1383,35.5501,17.3299,19.8772,9.54982,13.3523,3.5396,25.7301,17.0467,42.9866,14.7248,3.75658,1.4045,264.174,47.2891,23.9491,5.5784,54.2685,17.9812,5.9244,10.5895,15.9276,2.6873,11.2832,1.093,15.5756,1.2006,33.0368,21.6341,3.40447,10.295,2.5825,31.9279,8.6933,9.51663,3.1149,18.2106,10.9869,5.67554,,3.25524,0.9373,5.96486,1.9567
866,2012-05-16,00:00:00.00,7.50882e-05,4.51079,8.69891,7.23991,11.9293,61.1872,27,2.56205,1.03,4.50766,0.375,7.80359,4.38,5.57938,0.405,5.12365,9.09904,3.6,2.67201,0.242,15.0954,3.14,9.87526,2.84928,5.96525,1.36,2.87859,0.075,5.84176,1.3054,4.9111,2.0473,10.2932,26.5842,15.2628,16.0293,9.20224,12.5224,2.5344,24.7434,16.3671,42.8976,13.4505,3.75177,1.2035,266.149,48.705,23.5688,4.7572,53.1945,14.3,5.8465,10.651,15.7232,2.5372,11.2768,0.8807,15.4478,0.9486,33.2722,19.5386,3.37029,10.2193,2.3503,30.5074,6.0881,9.48595,2.5853,18.139,10.8737,5.65735,,3.19732,0.8608,5.93476,1.7783
867,2012-05-17,00:00:00.00,0.0956968,4.90764,8.9381,7.54045,12.1815,61.4066,26.3,2.98921,0.947,4.66932,0.369,8.20027,4.27,5.81461,0.403,5.51615,9.57708,3.55,3.39413,0.249,14.6945,3,9.82149,3.39008,6.33243,1.14,3.08181,0.06,9.48145,1.161,6.91161,1.7103,8.92419,26.5092,14.2151,14.6778,8.95789,12.1902,2.2738,23.0723,15.6875,42.4522,12.4877,3.72042,1.076,264.643,39.0772,23.5377,4.1909,54.0348,11.9214,5.84096,10.5296,15.7237,2.4183,11.2057,0.8523,15.4115,0.7929,32.7722,18.7458,3.34626,10.1399,2.1577,30.8018,4.7289,9.41928,2.3475,18.0824,9.7976,5.63374,,3.22018,0.7787,5.90763,1.6594
868,2012-05-18,00:00:00.00,0,4.91636,9.01266,7.91062,12.9103,62.8601,26.2,3.21898,0.883,4.63853,0.351,8.51897,4.31,5.78776,0.403,5.66382,9.94716,3.5,3.56121,0.251,15.0093,2.8,10.1278,3.37529,6.86107,0.974,3.21881,0.052,11.3759,1.0194,8.28217,1.5489,9.02643,28.7656,12.9125,14.9593,8.51752,11.8855,2.1039,22.2511,13.8186,42.3433,11.8364,3.70307,0.9373,261.639,31.4317,23.3611,3.7095,53.0868,10.1657,5.80227,10.5265,15.5956,2.2597,11.15,0.6824,15.2768,0.64,32.3372,17.6131,3.31964,10.0632,2.0105,30.5559,3.8228,9.35474,1.9454,17.9761,9.3162,5.61038,,3.17689,0.7164,5.87843,1.5263
869,2012-05-19,00:00:00.00,2.62539e-05,4.51463,8.62095,7.28163,12.4017,61.8766,25.2,2.74525,0.816,4.48013,0.323,8.1245,4.12,5.49885,0.412,5.14804,9.40489,3.43,2.73733,0.207,14.5095,2.62,9.54172,2.80493,5.77926,0.849,2.80093,0.043,6.97773,0.9288,5.62339,1.3875,8.32808,24.1888,11.3834,13.6733,7.89957,11.1193,1.8406,21.9122,12.2046,42.0681,10.9869,3.67635,0.8099,260.89,33.697,23.226,3.3131,53.0909,8.8065,5.77674,10.4519,15.5481,2.1861,11.0904,0.5465,15.2312,0.555,32.2562,17.1317,3.29342,9.98295,1.9369,30.1974,3.1998,9.2938,1.7953,17.9047,8.58,5.58587,,3.18616,0.6428,5.84875,1.4583
870,2012-05-20,00:00:00.00,0,4.42805,8.50088,6.90256,11.4931,59.3472,24.3,2.53238,0.769,4.44002,0.306,7.75352,3.98,5.47024,0.389,4.97019,8.93838,3.39,2.58813,0.183,13.87,2.51,9.25103,2.78925,5.41291,0.74,2.7413,0.042,5.27743,0.875,4.34722,1.229,7.71868,21.8889,10.2507,12.8552,7.67954,10.828,1.784,21.6195,12.2329,41.8468,10.2224,3.65419,0.7589,259.509,29.1664,23.0882,2.945,52.7613,7.7022,5.74511,10.4141,15.4439,2.0841,11.0283,0.4729,15.0934,0.504,31.82,16.3955,3.26695,9.90507,1.8208,30.1019,2.7694,9.22806,1.6679,17.8075,8.1269,5.56055,,3.15206,0.5918,5.81852,1.3677
871,2012-05-21,00:00:00.00,7.99433e-05,4.44933,8.49775,6.96389,11.1317,58.4827,23.7,2.56899,0.742,4.44058,0.259,7.72267,3.9,5.44078,0.37,4.99327,8.90422,3.32,2.65884,0.168,13.7859,2.4,9.19162,2.77313,5.49882,0.647,2.76297,0.07,5.6913,0.8495,4.61464,1.0845,7.45329,22.0434,9.6277,12.5934,7.48412,10.6332,1.6849,21.3927,12.0347,41.6223,9.5994,3.62927,0.6909,257.545,25.6834,22.9326,2.7552,52.4325,6.9659,5.71451,10.3548,15.3757,1.9312,10.9664,0.4191,15.0443,0.4389,31.6904,15.5459,3.24037,9.82402,1.767,29.8029,2.4183,9.16449,1.5886,17.722,7.7022,5.53431,,3.15212,0.5295,5.78745,1.2799
872,2012-05-22,00:00:00.00,0.0576401,4.5273,8.47783,6.99781,11.1598,58.501,23,2.56416,0.683,4.40135,0.24,7.71283,3.81,5.41047,0.34,4.9485,8.88203,3.22,2.66544,0.163,15.9177,2.29,10.0888,3.41821,6.34002,0.575,4.25499,0.096,6.11301,0.824,5.00309,1.0279,7.84878,23.641,9.0331,13.5484,7.77646,11.2603,1.5857,21.2576,11.7798,41.4652,9.1747,3.60712,0.6371,256.361,22.7384,22.7929,2.5372,52.1936,6.7394,5.68287,10.3042,15.2779,1.8746,10.9016,0.3681,14.9086,0.4587,31.3443,15.6875,3.21367,9.74505,1.7075,29.6004,2.1719,9.09859,1.4668,17.8061,7.3341,5.81531,,3.38493,0.4757,6.14718,1.178
873,2012-05-23,00:00:00.00,0.0513598,4.82636,8.45658,7.24656,11.2942,58.5757,22.6,2.56484,0.642,4.39792,0.222,7.68264,3.75,5.37933,0.329,4.92286,8.82649,3.15,3.03612,0.185,17.511,2.41,10.4907,3.46241,7.46315,0.572,5.2365,0.345,6.32078,0.7759,5.21016,1.0024,8.21644,25.0305,8.1269,14.2072,7.9402,11.5759,1.5659,21.1587,8.665,41.3813,8.8349,3.58655,0.5918,254.706,19.3121,22.6339,2.4636,51.8544,7.1075,5.65026,10.2487,15.1975,1.8887,10.8366,0.337,14.8789,0.4191,31.1434,16.537,3.18686,9.66338,1.6933,29.3736,1.9312,9.03296,1.3819,21.8198,7.6172,6.62005,,3.66373,0.4814,6.90705,1.2516
874,2012-05-24,00:00:00.00,0.00214806,4.67823,8.43305,7.33963,11.4417,58.9842,22.7,2.5635,0.62,4.35932,0.203,7.65896,3.69,5.34739,0.303,4.89199,8.77847,3.11,3.04476,0.173,15.3224,2.33,9.43889,2.78334,6.42032,0.583,3.5163,0.152,5.74711,0.7674,4.73389,0.9628,7.75448,22.7113,6.7677,12.9463,7.58854,10.7239,1.515,21.0642,7.7305,41.0569,8.3535,3.5609,0.5352,253.17,20.8412,22.4865,2.0898,51.5654,6.1731,5.61724,10.1939,15.1007,1.8378,10.7695,0.3115,14.7803,0.3879,30.8505,15.5176,3.15996,9.5835,1.6395,29.1301,1.8576,8.96618,1.2459,26.8622,8.1836,6.99927,,3.38344,0.4616,6.88414,1.4498
875,2012-05-25,00:00:00.00,0,4.33684,8.4071,6.98172,11.4775,59.1929,22.6,2.56138,0.616,4.35225,0.193,7.6297,3.57,5.31467,0.286,4.86049,8.7321,3.05,2.6332,0.146,13.5901,2.23,8.9768,2.70434,5.28162,0.497,2.55952,0.075,5.56838,0.8127,4.57386,0.9118,7.37804,21.4325,6.0032,12.2878,7.45344,10.4528,1.4895,20.934,8.042,40.6699,8.0137,3.52991,0.4899,251.652,17.5564,22.3259,2.1577,51.2528,5.6634,5.5832,10.1348,15.0132,1.7953,10.7014,0.2888,14.6823,0.3851,30.6145,14.385,3.13297,9.50134,1.6056,28.9134,1.6622,8.89904,1.2006,23.4504,7.6172,6.24155,,3.08384,0.4219,5.97408,1.144
876,2012-05-26,00:00:00.00,0.118562,4.28056,8.37897,6.75182,11.2151,58.749,22.2,2.55831,0.584,4.31735,0.186,7.60039,3.51,5.28128,0.269,4.82938,8.67805,2.96,2.55456,0.121,13.403,2.15,8.8962,2.68615,5.37376,0.422,2.74777,0.058,5.60358,0.7872,4.61047,0.8467,7.28789,21.5005,5.6351,12.2235,7.29486,10.3547,1.379,20.7588,8.5234,40.3574,7.6455,3.5031,0.4786,249.97,15.7158,22.1745,1.9114,51.5029,5.2953,5.76798,10.2603,22.9524,1.6792,17.4961,0.3087,22.8392,2.8317,30.6972,13.7903,3.27775,9.58942,1.5631,28.6734,1.6395,8.83288,1.1723,17.5039,6.8244,5.46471,,3.05757,0.3851,5.55468,1.0109
877,2012-05-27,00:00:00.00,0.203491,4.27187,8.34867,6.76167,10.9803,57.9186,21.9,2.55437,0.569,4.30719,0.175,7.56859,3.42,5.24713,0.254,4.79664,8.62876,2.9,2.79091,0.122,13.7767,2.01,8.82632,2.68232,5.45137,0.31,2.95209,0.044,6.12926,0.7108,5.41987,0.8099,7.43944,22.9824,5.3519,13.0235,7.5605,11.5072,1.6452,22.9224,9.0048,42.7678,7.3341,3.51443,0.4219,248.753,10.7604,22.019,1.7896,56.2991,4.9271,7.8865,10.7501,28.1324,1.5659,22.6801,0.5267,30.4216,7.0226,32.3705,16.622,3.35965,9.64897,1.5829,28.4621,3.7945,8.76904,1.0959,16.7357,6.796,5.33581,,3.04491,0.4502,5.59864,0.9203
878,2012-05-28,00:00:00.00,0.194416,4.41697,8.31634,7.08264,11.422,58.4038,21.4,2.58997,0.563,6.2955,0.696,8.61798,3.47,7.19684,0.807,5.96792,10.1024,3.08,3.70511,0.127,18.2779,2.03,11.922,4.93585,10.0273,0.28,6.09997,0.052,10.3436,2.1917,8.93127,0.8042,8.30827,29.8754,5.4652,14.4346,7.80794,12.0055,1.6707,24.7708,8.8915,44.9427,7.1358,3.50322,0.3879,248.379,14.2434,21.8619,1.5404,62.8934,5.3802,8.75111,10.7294,21.4964,1.7103,17.2869,0.3058,25.6383,22.88,32.6139,16.084,3.2339,9.612,1.5716,29.2398,5.8333,9.50849,1.0449,17.1412,6.1164,5.33186,,3.0217,0.3256,5.54551,0.841
879,2012-05-29,00:00:00.00,0.0138514,4.43994,8.28203,7.23704,11.9592,59.4236,21.5,2.59745,0.553,6.71019,0.836,9.55683,3.56,7.26622,0.525,6.46493,11.2924,3.14,3.65355,0.13,22.0331,2.46,14.0682,5.32822,12.1939,0.391,6.86237,0.04,11.5936,3.1715,9.2936,0.8127,8.81446,31.0934,5.6067,14.2539,7.42887,10.4938,1.3989,23.2412,8.6933,42.1391,6.881,3.43088,0.371,247.607,18.1228,21.7106,1.4951,60.4075,5.0687,6.14237,10.0795,16.708,1.6226,12.2468,0.2888,18.1139,6.0032,30.3854,14.1018,3.09357,9.45611,1.5008,31.0274,5.0404,10.4498,1.1865,16.8806,5.9182,5.29211,,3.0063,0.3143,5.51218,0.7929
880,2012-05-30,00:00:00.00,0.487634,4.90202,8.26803,7.58094,12.3595,60.2061,21.4,2.72403,0.541,6.38814,0.736,9.29581,3.39,7.30823,0.508,6.39914,11.2975,3.11,5.66745,0.184,20.9863,3.99,11.6625,3.04338,7.47597,1.26,3.90587,0.03,6.96277,1.3026,5.49714,0.9146,8.14086,23.6884,5.9465,13.1594,7.19722,10.1828,1.5433,21.3921,8.3252,39.6535,6.881,3.70445,0.6428,254.569,15.8291,29.6734,2.1153,56.7679,4.8988,5.61016,10.9651,14.769,1.6084,10.5154,0.5607,13.8582,3.2564,33.0693,13.7337,3.66636,9.58074,1.682,30.8397,3.4547,9.96186,1.195,18.7431,6.1164,5.38649,,2.99347,0.2945,5.77729,0.7844
881,2012-05-31,00:00:00.00,0.0190447,5.06844,8.24489,7.97923,12.7839,61.2161,21.1,2.76016,0.519,6.14503,0.742,9.05006,3.45,7.16682,0.48,6.37327,11.2614,3.12,6.38059,0.589,20.0809,3.7,11.7741,2.92853,5.65555,2.38,3.74884,0.03,5.23601,0.8382,4.34166,0.8269,7.40555,21.0323,5.0121,12.3965,7.02719,10.072,1.4158,20.3216,7.4473,39.4599,6.7111,3.77124,0.3766,275.661,14.1301,37.7812,16.7069,57.4905,4.8705,6.14817,11.3228,14.7304,1.6084,10.241,0.3964,13.9082,2.4636,39.2947,21.2943,4.01527,9.77428,1.6112,28.9157,2.6958,8.92639,1.0449,20.6392,8.2685,5.46097,,2.9779,0.337,5.94638,2.6788
882,2012-06-01,00:00:00.00,0.0261014,4.20102,8.18718,7.1532,12.2903,60.3715,20.8,2.56978,0.519,4.17403,0.471,8.31645,3.33,5.0671,0.409,5.00065,9.53358,2.94,2.94987,0.245,17.926,3.18,11.0597,2.90146,6.02033,1.68,3.85781,0.027,5.59049,0.657,4.58277,0.7447,7.13111,21.0789,3.9077,11.8781,6.87772,9.74449,1.2261,20.0451,7.4473,38.9339,6.4562,3.38017,0.3228,291.904,19.7085,29.1408,12.7709,53.4177,4.4174,5.39117,10.016,14.5825,1.5404,10.2835,0.2758,13.9789,2.7496,37.2974,16.9335,3.2761,9.22731,1.5065,28.1584,2.1011,8.52115,0.9854,18.7519,6.343,5.31918,,2.94479,0.3426,5.56072,1.2318
883,2012-06-02,00:00:00.00,2.47453,16.6937,23.7869,21.3251,27.1358,103.987,26.5,11.0735,0.936,17.7503,10.5,21.2388,3.97,21.4056,3.96,17.7417,24.9322,3.6,7.93316,0.217,29.993,2.8,21.3068,7.11324,12.4632,1.25,7.31572,0.034,10.4023,0.6994,8.23956,0.7646,10.5557,34.7424,9.1747,18.9326,8.72715,13.1965,2.7071,24.6695,8.665,46.9574,6.7111,4.27892,2.7779,297.922,46.1565,26.4718,6.6545,59.9071,4.2192,7.93527,13.6187,21.8754,1.4555,15.8172,0.5069,25.117,6.1164,39.3212,30.5822,4.73052,14.7629,2.5429,40.365,2.1974,14.4947,1.498,19.8896,6.5695,7.16904,,4.92744,0.3766,7.53143,1.3762
884,2012-06-03,00:00:00.00,0.130692,19.9505,35.4759,32.2741,46.9517,179.521,55.7,14.49,3.05,18.4922,16.5,32.6063,6.23,21.3676,6.62,22.5354,36.9633,7.19,9.65243,0.509,41.8407,2.65,29.5804,7.25676,15.7053,1.33,8.61103,0.111,12.8401,0.9826,10.6966,1.0902,13.8301,45.2992,8.3535,23.9407,10.1352,15.2407,3.1149,30.1477,8.4101,55.6365,6.4846,4.64576,0.6315,314.64,31.7149,34.7479,10.5056,75.3922,4.6156,9.14272,16.0142,25.4108,1.9878,19.0912,1.4215,30.4914,6.0598,47.2755,23.418,5.23406,16.8017,3.398,60.0092,3.9077,20.4061,2.5004,28.4851,9.7127,9.92844,,6.86335,0.9656,10.6364,3.2564
885,2012-06-04,00:00:00.00,0.309098,7.85845,21.7405,18.4625,40.4888,196.465,51.1,5.35996,1.45,5.83195,5.09,19.8944,5.6,7.05778,3.13,9.46664,20.8055,7.15,3.36726,0.288,31.6082,2.77,16.8245,3.8349,9.11528,1.43,4.41725,0.377,8.8472,1.0534,7.66996,1.4045,11.2493,31.1254,5.7483,17.025,9.32118,12.366,1.8123,27.8261,7.3624,47.6446,6.4562,3.41351,0.4955,322.972,26.6462,28.4317,13.0541,69.2899,4.3891,5.87737,11.4329,16.2504,1.7981,13.164,1.2205,18.0877,4.7289,41.4219,16.6503,3.30606,10.4068,2.0105,54.1752,6.2014,15.996,5.2386,39.3827,14.4699,12.2764,,7.84197,1.4866,13.1422,6.5695
886,2012-06-05,00:00:00.00,0.0859349,6.65521,10.3785,9.26741,22.0743,141.603,48.4,2.39108,1.09,7.18579,3.3,9.28194,5.47,8.51116,2.19,6.57735,11.2349,6.58,2.30996,0.2,19.0903,3.55,11.593,3.6532,6.5749,2.33,3.19586,0.766,7.12685,0.9345,5.88271,1.2403,8.76091,23.1174,5.0404,13.0617,8.96007,11.623,1.4838,22.7575,5.182,38.7178,6.4279,3.14511,0.4219,290.107,27.3541,19.5145,6.2014,50.7856,4.1909,4.86461,8.92753,13.3887,1.6764,9.56415,1.0987,12.78,2.945,31.9962,15.4044,2.8037,8.43136,1.6707,32.0801,6.0032,10.8017,3.0299,43.5039,18.2644,12.7407,,7.22782,2.5655,13.6932,7.504
887,2012-06-06,00:00:00.00,0.0269364,4.61666,8.66328,8.80722,13.8949,85.5027,41.5,2.91561,0.915,6.37882,4.28,9.05607,5.49,7.1429,2.98,6.17957,10.9913,5.63,2.74378,0.154,15.5392,3.86,11.571,2.52818,5.84629,2.06,2.90226,0.407,5.96974,0.8099,5.03949,1.0506,7.85207,22.4911,4.5873,12.747,8.12823,11.2161,1.3196,20.0854,5.3802,37.9279,6.2297,3.30805,0.3766,244.503,29.4495,20.7746,3.9644,45.5606,4.2475,5.25671,9.46496,13.9475,1.5404,9.70801,0.6796,13.3261,1.8604,28.941,15.0646,2.8181,8.54486,1.5546,23.8517,4.9271,9.8101,2.4777,33.3071,11.2701,9.27583,,3.93462,1.2743,9.53495,3.5396
888,2012-06-07,00:00:00.00,0.193654,3.60415,13.5332,6.95429,17.3239,81.8879,35.9,4.37165,0.784,4.92049,2.3,11.8116,5.06,5.90952,1.92,7.69504,11.3623,4.84,2.61423,0.127,14.9368,3.6,8.8921,2.50397,4.76967,1.43,2.4855,0.161,5.25348,0.7023,4.35687,0.9231,7.05315,20.2501,4.2475,11.7133,7.19154,10.0265,1.2714,19.2769,5.72,37.4161,6.0315,3.22122,0.3426,225.356,25.825,21.2492,3.1149,47.7185,4.021,5.05573,9.36748,13.5904,1.4668,9.78208,0.4644,13.2851,1.0647,27.847,14.4982,2.77574,8.42387,1.481,25.9077,3.4263,8.86149,1.8123,19.8037,8.665,5.91627,,2.75552,0.8155,5.66526,2.3248
889,2012-06-08,00:00:00.00,0.00944902,4.2412,16.7689,6.79012,18.2946,92.8542,45.2,5.72354,0.975,4.03437,1.39,15.6004,5.49,5.09515,1.38,9.47016,13.5548,4.5,2.45189,0.115,12.4555,3.26,8.264,2.42475,4.99313,1.04,2.59828,0.086,5.39692,0.6173,4.44466,0.8269,6.89132,20.7,4.1343,11.691,6.79424,9.57441,1.1836,19.0542,7.2208,36.7491,5.6351,3.16775,0.2778,224.673,18.8024,20.02,2.659,46.7977,3.7378,5.06814,9.16963,13.6183,1.3989,9.62915,0.3596,13.1569,0.8212,27.1857,14.1301,2.75403,8.36521,1.4725,26.1484,2.4806,7.91352,1.4045,15.4289,7.3624,4.92305,,2.84403,0.5578,5.00815,1.6367
890,2012-06-09,00:00:00.00,0,3.66404,11.9047,6.5115,12.5339,79.1617,36.4,3.72854,0.824,3.90174,0.99,12.3446,5.3,4.75767,1.11,5.60566,11.1741,4.95,2.33799,0.103,12.1865,3.2,7.75844,2.4034,4.85852,0.8,2.57285,0.054,5.32937,0.5409,4.42272,0.7589,6.71416,20.4672,4.0493,11.5077,6.50224,9.1908,1.1553,18.7008,6.9943,36.36,5.2669,3.10599,0.241,224.956,14.8097,19.837,2.1861,45.6822,3.483,5.00281,9.14001,13.413,1.3819,9.56792,0.2798,12.9998,0.6711,26.7972,13.6487,2.72568,8.26407,1.396,25.019,1.8349,7.82337,1.1921,15.5619,6.343,4.89235,,2.73985,0.4332,5.09731,1.3111
891,2012-06-10,00:00:00.00,0.143013,5.99299,10.3533,8.26453,12.957,66.8712,35.2,4.39764,0.778,4.40331,0.836,7.59427,5.14,5.12278,0.966,4.30497,8.23918,4.91,2.36986,0.089,12.6104,2.94,8.90568,3.02943,5.46939,0.643,2.70961,0.036,5.34085,0.4899,4.40536,0.7023,6.62483,19.699,3.7661,11.014,6.39579,9.06636,1.1015,18.5488,5.9465,36.0981,4.7572,3.09615,0.25,223.231,14.4416,19.6151,1.784,45.6704,3.2564,4.96806,9.04193,13.3719,1.2686,9.48486,0.2345,12.9162,0.6003,26.5082,13.5355,2.69924,8.2013,1.2884,25.1741,1.3819,7.78769,1.1015,16.1149,6.1164,5.53466,,3.59293,0.3851,5.73293,1.3224
892,2012-06-11,00:00:00.00,0.0024044,6.2739,10.9691,10.2361,16.5691,73.6491,38.4,5.56759,1.09,4.34114,0.681,7.74807,4.98,5.08281,0.824,5.03841,8.19913,4.33,2.32915,0.082,13.448,2.5,9.35306,3.0081,5.88146,0.523,2.77086,0.026,5.3204,0.4616,4.38275,0.6513,6.55554,19.339,3.6246,10.8298,6.29455,8.92881,1.0704,18.3598,3.5962,35.7223,4.3608,3.05746,0.2353,220.315,10.817,19.4653,1.6056,45.1826,2.86,4.92687,8.97994,13.2051,1.2233,9.40243,0.2016,12.7824,0.5125,26.1867,13.3372,2.67245,8.10361,1.2629,24.8793,1.1044,7.69987,0.9628,16.5616,6.3996,5.8825,,3.68522,0.4191,6.05524,1.3592
893,2012-06-12,00:00:00.00,0.117555,3.9782,8.9365,7.5863,14.8566,72.2474,31.3,3.46432,0.842,3.87213,0.544,7.95483,4.55,4.63901,0.7,4.46415,8.33144,3.88,2.41338,0.073,13.2497,2.23,8.47973,2.33929,5.06576,0.437,2.59008,0.021,5.36479,0.4219,4.6012,0.6031,7.006,21.3329,3.5679,11.4076,6.32151,8.91603,1.0392,18.2927,3.0582,35.9055,4.1909,3.14162,0.4729,222.248,11.1285,20.4314,1.4951,45.2815,2.6759,4.941,9.25431,13.2487,1.1723,9.35339,0.1758,12.691,0.4729,25.9638,13.1957,2.64586,8.03877,1.2261,24.5754,0.9769,7.63473,0.8495,15.966,5.7483,5.2186,,2.77166,0.3483,5.23647,1.1865
894,2012-06-13,00:00:00.00,0.430136,4.8247,10.6812,6.95021,12.5101,64.7987,31.9,3.33543,0.717,3.85992,0.526,7.37678,4.38,4.72829,0.799,4.44736,7.90362,3.63,2.47544,0.069,13.6942,2.15,8.938,3.29831,6.15627,0.413,3.32231,0.455,5.83485,0.4106,5.20386,0.572,7.90083,23.799,7.4473,12.2775,6.33539,8.91675,1.0789,19.4719,3.9644,36.7939,4.1059,3.13784,0.3511,229.532,13.5638,21.3833,1.498,45.6204,2.5938,5.00794,9.40136,13.3141,1.2459,9.33253,0.1654,12.5564,0.4276,25.6719,13.9319,2.61935,7.94408,1.2431,24.692,0.9486,8.65354,0.824,35.7309,50.1208,11.1451,,6.86119,2.1634,12.7799,18.2927
